"Par3Performance_RANKTHISWEEK_2005","Par3Performance_RANKLASTWEEK_2005","Par3Performance_PLAYERNAME_2005","Par3Performance_ROUNDS_2005","Par3Performance_STATUS_2005","Par3Performance_PAR3AVG_2005","Par3Performance_TOTALPAR_2005","stat_name","year"
1,1,"Jim Furyk",94,-12,2.97,1113,"Par3Performance",2005
1,1,"Corey Pavin",77,-12,2.96,888,"Par3Performance",2005
3,3,"Loren Roberts",54,-11,2.95,642,"Par3Performance",2005
4,4,"Chad Campbell",95,-9,2.98,1104,"Par3Performance",2005
5,5,"Ben Crane",78,-6,2.98,918,"Par3Performance",2005
5,5,"Kirk Triplett",55,-6,2.97,627,"Par3Performance",2005
7,7,"Brad Faxon",75,-4,2.99,846,"Par3Performance",2005
8,8,"Luke Donald",67,-3,2.99,699,"Par3Performance",2005
9,9,"Stewart Cink",98,-2,2.99,1074,"Par3Performance",2005
10,10,"Bill Glasson",54,-1,3,633,"Par3Performance",2005
11,11,"Bart Bryant",91,1,3,1080,"Par3Performance",2005
12,12,"Phillip Price",77,3,3.01,897,"Par3Performance",2005
12,12,"Mark Wilson",74,3,3.01,861,"Par3Performance",2005
14,14,"Jeff Hart",63,4,3.02,747,"Par3Performance",2005
15,15,"Bob Estes",92,5,3.01,1128,"Par3Performance",2005
16,16,"Stephen Ames",82,6,3.02,942,"Par3Performance",2005
16,16,"Olin Browne",99,6,3.02,1173,"Par3Performance",2005
16,16,"Brenden Pappas",51,6,3.03,615,"Par3Performance",2005
16,16,"Kenny Perry",82,6,3.02,951,"Par3Performance",2005
16,16,"Heath Slocum",103,6,3.01,1203,"Par3Performance",2005
21,21,"Mathias Gronberg",60,7,3.03,711,"Par3Performance",2005
21,21,"Bob Heintz",67,7,3.03,813,"Par3Performance",2005
21,21,"Jerry Kelly",101,7,3.02,1209,"Par3Performance",2005
24,24,"Carlos Franco",78,8,3.03,918,"Par3Performance",2005
24,24,"Justin Rose",99,8,3.02,1158,"Par3Performance",2005
26,26,"Larry Mize",54,9,3.04,609,"Par3Performance",2005
26,26,"Jay Williamson",53,9,3.04,645,"Par3Performance",2005
28,28,"Tom Byrum",83,10,3.03,999,"Par3Performance",2005
28,28,"Tom Lehman",69,10,3.04,795,"Par3Performance",2005
28,28,"Jose Maria Olazabal",55,10,3.05,615,"Par3Performance",2005
28,28,"Tiger Woods",76,10,3.04,852,"Par3Performance",2005
32,32,"Arjun Atwal",65,11,3.04,795,"Par3Performance",2005
32,32,"Dudley Hart",84,11,3.03,1014,"Par3Performance",2005
32,32,"Hidemichi Tanaka",106,11,3.03,1248,"Par3Performance",2005
35,35,"Gavin Coles",70,12,3.04,843,"Par3Performance",2005
35,35,"JP Hayes",63,12,3.05,771,"Par3Performance",2005
35,35,"Richard Johnson",50,12,3.06,615,"Par3Performance",2005
35,35,"Matt Kuchar",60,12,3.05,735,"Par3Performance",2005
35,35,"Arron Oberholser",65,12,3.05,771,"Par3Performance",2005
35,35,"Pat Perez",89,12,3.03,1053,"Par3Performance",2005
35,35,"Kevin Sutherland",89,12,3.03,1053,"Par3Performance",2005
42,42,"Jeff Brehaut",71,13,3.05,825,"Par3Performance",2005
42,42,"Mark OMeara",66,13,3.05,792,"Par3Performance",2005
44,44,"Doug Barron",70,14,3.05,849,"Par3Performance",2005
44,44,"Fred Funk",102,14,3.03,1221,"Par3Performance",2005
44,44,"Retief Goosen",71,14,3.06,708,"Par3Performance",2005
44,44,"Kent Jones",99,14,3.04,1191,"Par3Performance",2005
44,44,"Steve Lowery",100,14,3.04,1167,"Par3Performance",2005
44,44,"Carl Pettersson",109,14,3.03,1290,"Par3Performance",2005
44,44,"Rory Sabbatini",81,14,3.05,933,"Par3Performance",2005
44,44,"Mario Tiziani",67,14,3.05,795,"Par3Performance",2005
52,52,"Bernhard Langer",67,15,3.06,798,"Par3Performance",2005
52,52,"Stephen Leaney",89,15,3.04,1062,"Par3Performance",2005
52,52,"Justin Leonard",78,15,3.05,882,"Par3Performance",2005
55,55,"Robert Allenby",95,16,3.05,1053,"Par3Performance",2005
55,55,"Jason Bohn",91,16,3.04,1119,"Par3Performance",2005
55,55,"Glen Day",80,16,3.05,951,"Par3Performance",2005
55,55,"Steve Elkington",67,16,3.06,828,"Par3Performance",2005
55,55,"Todd Fischer",99,16,3.04,1185,"Par3Performance",2005
55,55,"Hunter Haas",83,16,3.05,957,"Par3Performance",2005
55,55,"Padraig Harrington",50,16,3.08,576,"Par3Performance",2005
55,55,"Glen Hnatiuk",59,16,3.07,675,"Par3Performance",2005
55,55,"Shigeki Maruyama",99,16,3.04,1176,"Par3Performance",2005
55,55,"Hideto Tanihara",50,16,3.08,591,"Par3Performance",2005
65,65,"Robert Gamez",91,17,3.05,1125,"Par3Performance",2005
65,65,"Tim Herron",100,17,3.04,1197,"Par3Performance",2005
65,65,"Phil Mickelson",81,17,3.06,873,"Par3Performance",2005
65,65,"Vijay Singh",111,17,3.04,1281,"Par3Performance",2005
65,65,"Darron Stiles",78,17,3.06,921,"Par3Performance",2005
65,65,"Steve Stricker",62,17,3.07,753,"Par3Performance",2005
65,65,"Scott Verplank",87,17,3.05,1026,"Par3Performance",2005
65,65,"Duffy Waldorf",86,17,3.05,972,"Par3Performance",2005
73,73,"Chris DiMarco",83,18,3.06,882,"Par3Performance",2005
73,73,"Thomas Levet",54,18,3.09,615,"Par3Performance",2005
73,73,"Tim Petrovic",97,18,3.05,1119,"Par3Performance",2005
76,76,"Briny Baird",98,19,3.05,1176,"Par3Performance",2005
76,76,"Rich Beem",66,19,3.08,741,"Par3Performance",2005
76,76,"Paul Gow",78,19,3.06,897,"Par3Performance",2005
76,76,"Lee Janzen",75,19,3.06,900,"Par3Performance",2005
76,76,"Tjaart van der Walt",56,19,3.08,684,"Par3Performance",2005
76,76,"Dean Wilson",86,19,3.05,1059,"Par3Performance",2005
82,82,"JL Lewis",98,20,3.05,1206,"Par3Performance",2005
82,82,"Michael Long",72,20,3.07,855,"Par3Performance",2005
82,82,"Jeff Maggert",79,20,3.07,900,"Par3Performance",2005
82,82,"Shaun Micheel",81,20,3.06,957,"Par3Performance",2005
82,82,"Mike Weir",71,20,3.08,780,"Par3Performance",2005
82,82,"Charlie Wi",67,20,3.08,789,"Par3Performance",2005
88,88,"Danny Briggs",70,21,3.08,825,"Par3Performance",2005
88,88,"Mark Brooks",72,21,3.07,888,"Par3Performance",2005
88,88,"John Daly",78,21,3.07,888,"Par3Performance",2005
88,88,"Brendan Jones",81,21,3.07,951,"Par3Performance",2005
88,88,"Davis Love III",80,21,3.07,909,"Par3Performance",2005
93,93,"Aaron Baddeley",84,22,3.07,996,"Par3Performance",2005
93,93,"Adam Scott",72,22,3.08,792,"Par3Performance",2005
95,95,"Dan Forsman",52,23,3.11,627,"Par3Performance",2005
95,95,"JJ Henry",102,23,3.06,1227,"Par3Performance",2005
95,95,"Brett Quigley",96,23,3.06,1125,"Par3Performance",2005
95,95,"Roland Thatcher",75,23,3.08,891,"Par3Performance",2005
95,95,"Bob Tway",87,23,3.07,987,"Par3Performance",2005
100,100,"Woody Austin",100,24,3.06,1209,"Par3Performance",2005
100,100,"Brian Bateman",98,24,3.06,1161,"Par3Performance",2005
100,100,"Tim Clark",92,24,3.07,1035,"Par3Performance",2005
100,100,"Sergio Garcia",73,24,3.09,780,"Par3Performance",2005
100,100,"Lucas Glover",88,24,3.07,1047,"Par3Performance",2005
100,100,"Rod Pampling",89,24,3.07,978,"Par3Performance",2005
106,106,"John Cook",72,25,3.09,855,"Par3Performance",2005
106,106,"Fred Couples",72,25,3.09,801,"Par3Performance",2005
106,106,"Omar Uresti",84,25,3.07,1017,"Par3Performance",2005
109,109,"Mark Calcavecchia",92,26,3.07,1080,"Par3Performance",2005
109,109,"James Driscoll",73,26,3.09,873,"Par3Performance",2005
109,109,"Jay Haas",54,26,3.13,618,"Par3Performance",2005
109,109,"Mark Hensby",70,26,3.1,780,"Par3Performance",2005
109,109,"Peter Lonard",85,26,3.08,1002,"Par3Performance",2005
109,109,"Tag Ridings",93,26,3.07,1107,"Par3Performance",2005
109,109,"Jeff Sluman",94,26,3.07,1155,"Par3Performance",2005
109,109,"Vaughn Taylor",99,26,3.07,1197,"Par3Performance",2005
109,109,"Bo Van Pelt",112,26,3.06,1350,"Par3Performance",2005
109,109,"Brett Wetterich",76,26,3.09,903,"Par3Performance",2005
119,119,"Craig Barlow",81,27,3.09,945,"Par3Performance",2005
119,119,"Brent Geiberger",61,27,3.11,720,"Par3Performance",2005
119,119,"Scott Hend",75,27,3.09,873,"Par3Performance",2005
119,119,"Freddie Jacobson",72,27,3.1,834,"Par3Performance",2005
119,119,"Steve Jones",56,27,3.12,657,"Par3Performance",2005
119,119,"Neal Lancaster",95,27,3.07,1155,"Par3Performance",2005
119,119,"Jesper Parnevik",84,27,3.08,1005,"Par3Performance",2005
119,119,"Patrick Sheehan",114,27,3.06,1350,"Par3Performance",2005
119,119,"David Toms",87,27,3.09,924,"Par3Performance",2005
128,128,"KJ Choi",78,28,3.1,858,"Par3Performance",2005
128,128,"Bradley Hughes",52,28,3.13,639,"Par3Performance",2005
128,128,"Will Ma Kenzie",75,28,3.09,891,"Par3Performance",2005
128,128,"Rocco Mediate",73,28,3.09,903,"Par3Performance",2005
128,128,"Craig Perks",67,28,3.11,789,"Par3Performance",2005
128,128,"Ian Poulter",62,28,3.13,654,"Par3Performance",2005
128,128,"Joey Sindelar",104,28,3.07,1266,"Par3Performance",2005
128,128,"Lee Westwood",50,28,3.15,567,"Par3Performance",2005
136,136,"Jim Carter",62,29,3.12,729,"Par3Performance",2005
136,136,"Matt Davidson",53,29,3.13,651,"Par3Performance",2005
136,136,"Harrison Frazar",105,29,3.07,1230,"Par3Performance",2005
136,136,"Todd Hamilton",94,29,3.08,1077,"Par3Performance",2005
136,136,"John Senden",101,29,3.07,1209,"Par3Performance",2005
136,136,"DJ Trahan",81,29,3.09,933,"Par3Performance",2005
142,142,"Alex Cejka",84,30,3.09,987,"Par3Performance",2005
142,142,"Brian Davis",75,30,3.1,909,"Par3Performance",2005
142,142,"Scott McCarron",78,30,3.1,897,"Par3Performance",2005
145,145,"Tommy Armour III",103,31,3.07,1266,"Par3Performance",2005
145,145,"Ben Curtis",65,31,3.12,780,"Par3Performance",2005
