"ProximitytoHolefromOtherLocations_RANKTHISWEEK_2014","ProximitytoHolefromOtherLocations_RANKLASTWEEK_2014","ProximitytoHolefromOtherLocations_PLAYERNAME_2014","ProximitytoHolefromOtherLocations_ROUNDS_2014","ProximitytoHolefromOtherLocations_AVGDTP_2014","ProximitytoHolefromOtherLocations_TOTALDISTANCEFEET_2014","ProximitytoHolefromOtherLocations_OFSHOTS_2014","ProximitytoHolefromOtherLocations_SCRAMBLINGRANK_2014","stat_name","year"
78,78,"Johnson Wagner",69,NA,11.152,140,92,"ProximitytoHolefromOtherLocations",2014
84,84,"Robert Allenby",83,NA,10.713,132,52,"ProximitytoHolefromOtherLocations",2014
84,84,"Ben Crane",81,NA,13.763,170,75,"ProximitytoHolefromOtherLocations",2014
84,84,"Graham DeLaet",80,NA,9.936,123,85,"ProximitytoHolefromOtherLocations",2014
84,84,"Charles Howell III",106,NA,15.569,193,30,"ProximitytoHolefromOtherLocations",2014
84,84,"Russell Knox",92,NA,10.244,127,8,"ProximitytoHolefromOtherLocations",2014
84,84,"Scott Langley",95,NA,12.802,158,21,"ProximitytoHolefromOtherLocations",2014
84,84,"Graeme McDowell",66,NA,5.997,74,39,"ProximitytoHolefromOtherLocations",2014
84,84,"Charl Schwartzel",64,NA,8.184,101,21,"ProximitytoHolefromOtherLocations",2014
84,84,"Heath Slocum",71,NA,10.06,124,24,"ProximitytoHolefromOtherLocations",2014
84,84,"Bo Van Pelt",83,NA,9.418,116,101,"ProximitytoHolefromOtherLocations",2014
84,84,"Jhonattan Vegas",77,NA,11.709,145,72,"ProximitytoHolefromOtherLocations",2014
84,84,"Bubba Watson",76,NA,8.042,99,74,"ProximitytoHolefromOtherLocations",2014
84,84,"Charlie Wi",72,NA,12.356,152,15,"ProximitytoHolefromOtherLocations",2014
84,84,"Gary Woodland",93,NA,11.41,141,50,"ProximitytoHolefromOtherLocations",2014
84,84,"YE Yang",79,NA,11.282,140,122,"ProximitytoHolefromOtherLocations",2014
99,99,"Jonas Blixt",64,NA,6.559,80,84,"ProximitytoHolefromOtherLocations",2014
99,99,"KJ Choi",80,NA,9.5,116,119,"ProximitytoHolefromOtherLocations",2014
99,99,"Ben Curtis",77,NA,11.507,141,126,"ProximitytoHolefromOtherLocations",2014
99,99,"Matt Kuchar",91,NA,10.356,127,12,"ProximitytoHolefromOtherLocations",2014
99,99,"Sean OHair",77,NA,11.247,138,63,"ProximitytoHolefromOtherLocations",2014
99,99,"Ryan Palmer",85,NA,10.609,129,95,"ProximitytoHolefromOtherLocations",2014
99,99,"Jimmy Walker",98,NA,12.069,147,91,"ProximitytoHolefromOtherLocations",2014
106,106,"Greg Chalmers",85,NA,13.062,157,65,"ProximitytoHolefromOtherLocations",2014
106,106,"Andrew Loupe",65,NA,9.248,112,139,"ProximitytoHolefromOtherLocations",2014
106,106,"William McGirt",96,NA,15.108,181,79,"ProximitytoHolefromOtherLocations",2014
106,106,"Vijay Singh",83,NA,13.437,162,73,"ProximitytoHolefromOtherLocations",2014
106,106,"Kevin Streelman",79,NA,9.516,114,155,"ProximitytoHolefromOtherLocations",2014
106,106,"Kevin Tway",64,NA,8.892,107,162,"ProximitytoHolefromOtherLocations",2014
112,112,"Charlie Beljan",76,NA,10.473,124,162,"ProximitytoHolefromOtherLocations",2014
112,112,"Sergio Garcia",61,NA,4.954,59,2,"ProximitytoHolefromOtherLocations",2014
112,112,"Brice Garnett",92,NA,14.5,172,62,"ProximitytoHolefromOtherLocations",2014
112,112,"Martin Kaymer",65,NA,6.779,81,158,"ProximitytoHolefromOtherLocations",2014
112,112,"Brooks Koepka",56,NA,7.817,93,108,"ProximitytoHolefromOtherLocations",2014
112,112,"Martin Laird",66,NA,9.526,113,157,"ProximitytoHolefromOtherLocations",2014
112,112,"Ryan Moore",86,NA,10.445,125,103,"ProximitytoHolefromOtherLocations",2014
112,112,"John Rollins",84,NA,12.151,145,165,"ProximitytoHolefromOtherLocations",2014
112,112,"Henrik Stenson",56,NA,5.154,61,171,"ProximitytoHolefromOtherLocations",2014
112,112,"Cameron Tringale",111,NA,14.814,176,70,"ProximitytoHolefromOtherLocations",2014
122,122,"Russell Henley",92,NA,12.014,142,170,"ProximitytoHolefromOtherLocations",2014
122,122,"Charley Hoffman",93,NA,13.658,161,64,"ProximitytoHolefromOtherLocations",2014
122,122,"Billy Horschel",92,NA,11.7,138,144,"ProximitytoHolefromOtherLocations",2014
122,122,"Dustin Johnson",58,NA,5.043,59,57,"ProximitytoHolefromOtherLocations",2014
122,122,"Matt Jones",83,NA,10.12,119,133,"ProximitytoHolefromOtherLocations",2014
122,122,"Jeff Overton",80,NA,12.906,151,39,"ProximitytoHolefromOtherLocations",2014
122,122,"Carl Pettersson",91,NA,11.363,133,113,"ProximitytoHolefromOtherLocations",2014
122,122,"DA Points",75,NA,8.892,105,156,"ProximitytoHolefromOtherLocations",2014
122,122,"Rory Sabbatini",82,NA,10.157,120,142,"ProximitytoHolefromOtherLocations",2014
122,122,"Nick Watney",80,NA,8.023,94,132,"ProximitytoHolefromOtherLocations",2014
122,122,"Mark Wilson",69,NA,10.148,120,138,"ProximitytoHolefromOtherLocations",2014
133,133,"Brendon de Jonge",109,NA,15.076,175,117,"ProximitytoHolefromOtherLocations",2014
133,133,"Bill Haas",107,NA,13.329,155,43,"ProximitytoHolefromOtherLocations",2014
133,133,"Andres Romero",81,NA,13.776,161,52,"ProximitytoHolefromOtherLocations",2014
133,133,"Nicholas Thompson",85,NA,10.929,127,164,"ProximitytoHolefromOtherLocations",2014
137,137,"Jason Bohn",81,NA,10.469,120,131,"ProximitytoHolefromOtherLocations",2014
137,137,"Retief Goosen",94,NA,14.534,168,33,"ProximitytoHolefromOtherLocations",2014
137,137,"James Hahn",82,NA,12.062,139,145,"ProximitytoHolefromOtherLocations",2014
137,137,"Marc Leishman",81,NA,9.127,105,115,"ProximitytoHolefromOtherLocations",2014
137,137,"Will Ma Kenzie",82,NA,12.251,141,134,"ProximitytoHolefromOtherLocations",2014
137,137,"Michael Putnam",106,NA,14.184,163,122,"ProximitytoHolefromOtherLocations",2014
137,137,"Brian Stuard",91,NA,13.445,154,41,"ProximitytoHolefromOtherLocations",2014
137,137,"Brendon Todd",108,NA,13.713,158,7,"ProximitytoHolefromOtherLocations",2014
145,145,"Ken Duke",80,NA,10.989,125,109,"ProximitytoHolefromOtherLocations",2014
145,145,"Derek Ernst",80,NA,12.88,147,173,"ProximitytoHolefromOtherLocations",2014
145,145,"Martin Flores",85,NA,12.713,145,111,"ProximitytoHolefromOtherLocations",2014
145,145,"Chris Kirk",105,NA,15.579,178,9,"ProximitytoHolefromOtherLocations",2014
145,145,"Kevin Stadler",90,NA,10.717,122,159,"ProximitytoHolefromOtherLocations",2014
145,145,"Michael Thompson",74,NA,11.787,134,90,"ProximitytoHolefromOtherLocations",2014
151,151,"JJ Henry",91,NA,16.012,179,121,"ProximitytoHolefromOtherLocations",2014
151,151,"Hunter Mahan",88,NA,10.182,115,148,"ProximitytoHolefromOtherLocations",2014
153,153,"David Lingmerth",80,NA,12.113,135,151,"ProximitytoHolefromOtherLocations",2014
153,153,"Scott Stallings",77,NA,9.27,103,154,"ProximitytoHolefromOtherLocations",2014
153,153,"Andrew Svoboda",77,NA,13.853,154,77,"ProximitytoHolefromOtherLocations",2014
156,156,"Jason Dufner",57,NA,5.735,63,166,"ProximitytoHolefromOtherLocations",2014
156,156,"Robert Garrigus",80,NA,13.233,146,116,"ProximitytoHolefromOtherLocations",2014
156,156,"Lucas Glover",68,NA,9.422,103,176,"ProximitytoHolefromOtherLocations",2014
156,156,"Richard Lee",80,NA,12.331,135,32,"ProximitytoHolefromOtherLocations",2014
156,156,"John Peterson",62,NA,11.643,128,134,"ProximitytoHolefromOtherLocations",2014
156,156,"Will Wilcox",51,NA,8.839,97,81,"ProximitytoHolefromOtherLocations",2014
162,162,"Sangmoon Bae",76,NA,12.636,138,112,"ProximitytoHolefromOtherLocations",2014
162,162,"Lee Westwood",57,NA,7.862,85,127,"ProximitytoHolefromOtherLocations",2014
164,164,"Briny Baird",50,NA,8.977,97,118,"ProximitytoHolefromOtherLocations",2014
165,165,"Spencer Levin",59,NA,9.682,103,55,"ProximitytoHolefromOtherLocations",2014
165,165,"Troy Matteson",62,NA,11.557,123,168,"ProximitytoHolefromOtherLocations",2014
167,167,"Chesson Hadley",84,NA,10.146,107,153,"ProximitytoHolefromOtherLocations",2014
167,167,"George McNeill",79,NA,11.806,124,97,"ProximitytoHolefromOtherLocations",2014
167,167,"Hudson Swafford",75,NA,11.838,124,169,"ProximitytoHolefromOtherLocations",2014
170,170,"Jason Kokrak",65,NA,12.57,131,59,"ProximitytoHolefromOtherLocations",2014
170,170,"Kyle Stanley",87,NA,12.954,135,167,"ProximitytoHolefromOtherLocations",2014
170,170,"Josh Teater",90,NA,14.617,153,102,"ProximitytoHolefromOtherLocations",2014
173,173,"Chad Campbell",57,NA,8.902,91,51,"ProximitytoHolefromOtherLocations",2014
174,174,"Angel Cabrera",69,NA,10.981,109,161,"ProximitytoHolefromOtherLocations",2014
174,174,"Tommy Gainey",73,NA,13.548,134,174,"ProximitytoHolefromOtherLocations",2014
176,176,"Danny Lee",84,NA,16.745,153,105,"ProximitytoHolefromOtherLocations",2014
177,177,"Justin Hicks",103,NA,16.906,146,146,"ProximitytoHolefromOtherLocations",2014
