"LateRound3ScoringAverage_RANKTHISWEEK_2014","LateRound3ScoringAverage_RANKLASTWEEK_2014","LateRound3ScoringAverage_PLAYERNAME_2014","LateRound3ScoringAverage__2014","LateRound3ScoringAverage_AVG_2014","LateRound3ScoringAverage_TOTALSTROKES_2014","LateRound3ScoringAverage_TOTALROUNDS_2014","stat_name","year"
1,1,"Briny Baird",NA,67,67,1,"LateRound3ScoringAverage",2014
2,2,"Tim Clark",NA,67.14,470,7,"LateRound3ScoringAverage",2014
3,3,"Jerry Kelly",NA,67.43,472,7,"LateRound3ScoringAverage",2014
4,4,"Rickie Fowler",NA,67.63,541,8,"LateRound3ScoringAverage",2014
5,5,"Bryce Molder",NA,67.67,203,3,"LateRound3ScoringAverage",2014
6,6,"Chad Campbell",NA,68.2,341,5,"LateRound3ScoringAverage",2014
6,6,"David Toms",NA,68.2,341,5,"LateRound3ScoringAverage",2014
8,8,"Troy Merritt",NA,68.33,205,3,"LateRound3ScoringAverage",2014
8,8,"Phil Mickelson",NA,68.33,410,6,"LateRound3ScoringAverage",2014
8,8,"YE Yang",NA,68.33,205,3,"LateRound3ScoringAverage",2014
11,11,"Webb Simpson",NA,68.43,479,7,"LateRound3ScoringAverage",2014
12,12,"Will Ma Kenzie",NA,68.67,412,6,"LateRound3ScoringAverage",2014
13,13,"Will Wilcox",NA,68.71,481,7,"LateRound3ScoringAverage",2014
14,14,"Nicholas Thompson",NA,68.75,275,4,"LateRound3ScoringAverage",2014
15,15,"Brian Gay",NA,68.8,344,5,"LateRound3ScoringAverage",2014
16,16,"Jonathan Byrd",NA,68.88,551,8,"LateRound3ScoringAverage",2014
17,17,"Rory McIlroy",NA,69,828,12,"LateRound3ScoringAverage",2014
17,17,"Rory Sabbatini",NA,69,414,6,"LateRound3ScoringAverage",2014
17,17,"Gary Woodland",NA,69,552,8,"LateRound3ScoringAverage",2014
20,20,"Justin Rose",NA,69.1,691,10,"LateRound3ScoringAverage",2014
21,21,"Kevin Stadler",NA,69.17,415,6,"LateRound3ScoringAverage",2014
22,22,"Roberto Castro",NA,69.2,346,5,"LateRound3ScoringAverage",2014
22,22,"Charles Howell III",NA,69.2,692,10,"LateRound3ScoringAverage",2014
24,24,"Jason Dufner",NA,69.25,277,4,"LateRound3ScoringAverage",2014
24,24,"Scott Stallings",NA,69.25,277,4,"LateRound3ScoringAverage",2014
