"Approach275yardsRTP_RANKTHISWEEK_2013","Approach275yardsRTP_RANKLASTWEEK_2013","Approach275yardsRTP_PLAYERNAME_2013","Approach275yardsRTP_ROUNDS_2013","Approach275yardsRTP_AVGRTP_2013","stat_name","year"
1,1,"Scott Langley",79,-1,"Approach275yardsRTP",2013
1,1,"Steve LeBrun",66,-1,"Approach275yardsRTP",2013
3,3,"Geoff Ogilvy",57,-0.833,"Approach275yardsRTP",2013
4,4,"Jason Kokrak",78,-0.824,"Approach275yardsRTP",2013
5,5,"Vijay Singh",61,-0.8,"Approach275yardsRTP",2013
6,6,"Josh Teater",86,-0.786,"Approach275yardsRTP",2013
7,7,"Charley Hoffman",84,-0.762,"Approach275yardsRTP",2013
8,8,"Robert Allenby",58,-0.75,"Approach275yardsRTP",2013
8,8,"Jason Day",86,-0.75,"Approach275yardsRTP",2013
8,8,"Tommy Gainey",84,-0.75,"Approach275yardsRTP",2013
8,8,"Henrik Norlander",70,-0.75,"Approach275yardsRTP",2013
12,12,"Brad Fritsch",81,-0.733,"Approach275yardsRTP",2013
13,13,"Brian Harman",89,-0.727,"Approach275yardsRTP",2013
13,13,"Tag Ridings",69,-0.727,"Approach275yardsRTP",2013
15,15,"Will Claxton",67,-0.714,"Approach275yardsRTP",2013
15,15,"Charles Howell III",87,-0.714,"Approach275yardsRTP",2013
15,15,"Adam Scott",61,-0.714,"Approach275yardsRTP",2013
18,18,"Rod Pampling",46,-0.688,"Approach275yardsRTP",2013
19,19,"Jason Dufner",78,-0.667,"Approach275yardsRTP",2013
19,19,"Martin Flores",83,-0.667,"Approach275yardsRTP",2013
19,19,"Jin Park",52,-0.667,"Approach275yardsRTP",2013
22,22,"Steven Bowditch",67,-0.647,"Approach275yardsRTP",2013
23,23,"Fabian Gomez",65,-0.643,"Approach275yardsRTP",2013
23,23,"Rory Sabbatini",86,-0.643,"Approach275yardsRTP",2013
25,25,"George McNeill",68,-0.636,"Approach275yardsRTP",2013
26,26,"Roberto Castro",97,-0.632,"Approach275yardsRTP",2013
27,27,"Bob Estes",66,-0.625,"Approach275yardsRTP",2013
27,27,"Jim Furyk",80,-0.625,"Approach275yardsRTP",2013
27,27,"Trevor Immelman",73,-0.625,"Approach275yardsRTP",2013
30,30,"Cameron Tringale",80,-0.615,"Approach275yardsRTP",2013
