"TenthTeeEarlyRound4ScoringAverage_RANKTHISWEEK_2010","TenthTeeEarlyRound4ScoringAverage_RANKLASTWEEK_2010","TenthTeeEarlyRound4ScoringAverage_PLAYERNAME_2010","TenthTeeEarlyRound4ScoringAverage__2010","TenthTeeEarlyRound4ScoringAverage_AVG_2010","TenthTeeEarlyRound4ScoringAverage_TOTALSTROKES_2010","TenthTeeEarlyRound4ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Jason Bohn",NA,65,130,2,"TenthTeeEarlyRound4ScoringAverage",2010
1,1,"Andres Romero",NA,65,65,1,"TenthTeeEarlyRound4ScoringAverage",2010
3,3,"Matt Kuchar",NA,65.5,131,2,"TenthTeeEarlyRound4ScoringAverage",2010
4,4,"Davis Love III",NA,66,66,1,"TenthTeeEarlyRound4ScoringAverage",2010
4,4,"Rod Pampling",NA,66,66,1,"TenthTeeEarlyRound4ScoringAverage",2010
4,4,"Kevin Stadler",NA,66,66,1,"TenthTeeEarlyRound4ScoringAverage",2010
7,7,"Phil Mickelson",NA,67,67,1,"TenthTeeEarlyRound4ScoringAverage",2010
7,7,"Ryan Palmer",NA,67,67,1,"TenthTeeEarlyRound4ScoringAverage",2010
7,7,"DJ Trahan",NA,67,67,1,"TenthTeeEarlyRound4ScoringAverage",2010
10,10,"Bill Lunde",NA,67.5,135,2,"TenthTeeEarlyRound4ScoringAverage",2010
11,11,"Aaron Baddeley",NA,68,136,2,"TenthTeeEarlyRound4ScoringAverage",2010
11,11,"Henrik Bjornstad",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2010
11,11,"Chad Campbell",NA,68,136,2,"TenthTeeEarlyRound4ScoringAverage",2010
11,11,"Tim Clark",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2010
11,11,"Bob Estes",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2010
11,11,"Richard Johnson",NA,68,68,1,"TenthTeeEarlyRound4ScoringAverage",2010
17,17,"Scott Piercy",NA,68.33,205,3,"TenthTeeEarlyRound4ScoringAverage",2010
18,18,"Michael Bradley",NA,68.67,206,3,"TenthTeeEarlyRound4ScoringAverage",2010
18,18,"Kevin Streelman",NA,68.67,206,3,"TenthTeeEarlyRound4ScoringAverage",2010
18,18,"Bubba Watson",NA,68.67,206,3,"TenthTeeEarlyRound4ScoringAverage",2010
21,21,"Mark Calcavecchia",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2010
21,21,"Michael Connell",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2010
21,21,"Jason Dufner",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2010
21,21,"Lucas Glover",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2010
21,21,"Marc Leishman",NA,69,138,2,"TenthTeeEarlyRound4ScoringAverage",2010
21,21,"Roland Thatcher",NA,69,69,1,"TenthTeeEarlyRound4ScoringAverage",2010
21,21,"Mark Wilson",NA,69,138,2,"TenthTeeEarlyRound4ScoringAverage",2010
28,28,"Webb Simpson",NA,69.25,277,4,"TenthTeeEarlyRound4ScoringAverage",2010
29,29,"Ryan Moore",NA,69.33,208,3,"TenthTeeEarlyRound4ScoringAverage",2010
30,30,"Bill Haas",NA,69.5,278,4,"TenthTeeEarlyRound4ScoringAverage",2010
30,30,"Michael Letzig",NA,69.5,139,2,"TenthTeeEarlyRound4ScoringAverage",2010
30,30,"Paul Stankowski",NA,69.5,139,2,"TenthTeeEarlyRound4ScoringAverage",2010
30,30,"Jimmy Walker",NA,69.5,139,2,"TenthTeeEarlyRound4ScoringAverage",2010
34,34,"Jeff Quinney",NA,69.75,279,4,"TenthTeeEarlyRound4ScoringAverage",2010
35,35,"Blake Adams",NA,70,70,1,"TenthTeeEarlyRound4ScoringAverage",2010
35,35,"Chris Couch",NA,70,70,1,"TenthTeeEarlyRound4ScoringAverage",2010
35,35,"Ben Crane",NA,70,140,2,"TenthTeeEarlyRound4ScoringAverage",2010
35,35,"James Driscoll",NA,70,140,2,"TenthTeeEarlyRound4ScoringAverage",2010
35,35,"Joe Durant",NA,70,140,2,"TenthTeeEarlyRound4ScoringAverage",2010
35,35,"Matt Every",NA,70,70,1,"TenthTeeEarlyRound4ScoringAverage",2010
35,35,"JJ Henry",NA,70,70,1,"TenthTeeEarlyRound4ScoringAverage",2010
35,35,"Martin Laird",NA,70,210,3,"TenthTeeEarlyRound4ScoringAverage",2010
35,35,"Spencer Levin",NA,70,210,3,"TenthTeeEarlyRound4ScoringAverage",2010
35,35,"John Mallinger",NA,70,70,1,"TenthTeeEarlyRound4ScoringAverage",2010
35,35,"Rocco Mediate",NA,70,140,2,"TenthTeeEarlyRound4ScoringAverage",2010
35,35,"DA Points",NA,70,210,3,"TenthTeeEarlyRound4ScoringAverage",2010
35,35,"Justin Rose",NA,70,70,1,"TenthTeeEarlyRound4ScoringAverage",2010
35,35,"Chris Stroud",NA,70,70,1,"TenthTeeEarlyRound4ScoringAverage",2010
35,35,"Camilo Villegas",NA,70,70,1,"TenthTeeEarlyRound4ScoringAverage",2010
50,50,"JB Holmes",NA,70.33,211,3,"TenthTeeEarlyRound4ScoringAverage",2010
51,51,"Sean OHair",NA,70.5,141,2,"TenthTeeEarlyRound4ScoringAverage",2010
51,51,"Pat Perez",NA,70.5,141,2,"TenthTeeEarlyRound4ScoringAverage",2010
51,51,"Mike Weir",NA,70.5,141,2,"TenthTeeEarlyRound4ScoringAverage",2010
54,54,"Vaughn Taylor",NA,70.67,212,3,"TenthTeeEarlyRound4ScoringAverage",2010
55,55,"Steve Elkington",NA,70.75,283,4,"TenthTeeEarlyRound4ScoringAverage",2010
56,56,"Greg Chalmers",NA,71,284,4,"TenthTeeEarlyRound4ScoringAverage",2010
56,56,"Nathan Green",NA,71,71,1,"TenthTeeEarlyRound4ScoringAverage",2010
56,56,"Tim Petrovic",NA,71,71,1,"TenthTeeEarlyRound4ScoringAverage",2010
56,56,"Alex Prugh",NA,71,142,2,"TenthTeeEarlyRound4ScoringAverage",2010
56,56,"Rory Sabbatini",NA,71,71,1,"TenthTeeEarlyRound4ScoringAverage",2010
56,56,"Josh Teater",NA,71,284,4,"TenthTeeEarlyRound4ScoringAverage",2010
56,56,"Scott Verplank",NA,71,71,1,"TenthTeeEarlyRound4ScoringAverage",2010
63,63,"Jonathan Byrd",NA,71.25,285,4,"TenthTeeEarlyRound4ScoringAverage",2010
63,63,"Troy Matteson",NA,71.25,285,4,"TenthTeeEarlyRound4ScoringAverage",2010
63,63,"John Merrick",NA,71.25,285,4,"TenthTeeEarlyRound4ScoringAverage",2010
66,66,"Woody Austin",NA,71.33,214,3,"TenthTeeEarlyRound4ScoringAverage",2010
67,67,"Daniel Chopra",NA,71.5,143,2,"TenthTeeEarlyRound4ScoringAverage",2010
67,67,"Ben Curtis",NA,71.5,143,2,"TenthTeeEarlyRound4ScoringAverage",2010
67,67,"Rickie Fowler",NA,71.5,143,2,"TenthTeeEarlyRound4ScoringAverage",2010
67,67,"Jeff Maggert",NA,71.5,143,2,"TenthTeeEarlyRound4ScoringAverage",2010
67,67,"Kevin Na",NA,71.5,143,2,"TenthTeeEarlyRound4ScoringAverage",2010
67,67,"James Nitties",NA,71.5,143,2,"TenthTeeEarlyRound4ScoringAverage",2010
