"Par5Performance_RANKTHISWEEK_2011","Par5Performance_RANKLASTWEEK_2011","Par5Performance_PLAYERNAME_2011","Par5Performance_ROUNDS_2011","Par5Performance_STATUS_2011","Par5Performance_PAR5AVG_2011","Par5Performance_TOTALPAR_2011","stat_name","year"
1,1,"Webb Simpson",98,-152,4.48,1475,"Par5Performance",2011
2,2,"Charles Howell III",108,-143,4.56,1615,"Par5Performance",2011
2,2,"Spencer Levin",113,-143,4.57,1665,"Par5Performance",2011
4,4,"Kyle Stanley",98,-138,4.54,1500,"Par5Performance",2011
5,5,"Bubba Watson",85,-132,4.49,1290,"Par5Performance",2011
6,6,"Josh Teater",104,-130,4.6,1605,"Par5Performance",2011
7,7,"Brendon de Jonge",105,-127,4.61,1630,"Par5Performance",2011
8,8,"Blake Adams",116,-122,4.67,1825,"Par5Performance",2011
9,9,"Cameron Tringale",110,-121,4.63,1655,"Par5Performance",2011
10,10,"Brendan Steele",89,-119,4.58,1400,"Par5Performance",2011
10,10,"Bo Van Pelt",92,-119,4.56,1345,"Par5Performance",2011
12,12,"Hunter Mahan",92,-116,4.58,1370,"Par5Performance",2011
13,13,"Phil Mickelson",79,-115,4.54,1240,"Par5Performance",2011
14,14,"Bill Haas",93,-113,4.6,1415,"Par5Performance",2011
15,15,"Brandt Jobe",100,-112,4.65,1585,"Par5Performance",2011
16,16,"Kevin Na",84,-110,4.58,1325,"Par5Performance",2011
16,16,"Steve Stricker",70,-110,4.49,1075,"Par5Performance",2011
18,18,"Matt Kuchar",94,-109,4.58,1295,"Par5Performance",2011
18,18,"Billy Mayfair",94,-109,4.63,1475,"Par5Performance",2011
20,20,"Charley Hoffman",93,-108,4.65,1525,"Par5Performance",2011
21,21,"Carl Pettersson",95,-107,4.62,1405,"Par5Performance",2011
22,22,"Robert Garrigus",83,-106,4.6,1315,"Par5Performance",2011
22,22,"Bill Lunde",92,-106,4.65,1520,"Par5Performance",2011
24,24,"Gary Woodland",93,-105,4.63,1430,"Par5Performance",2011
25,25,"Brian Davis",105,-104,4.68,1650,"Par5Performance",2011
26,26,"Keegan Bradley",91,-103,4.63,1385,"Par5Performance",2011
26,26,"Chris Couch",73,-103,4.56,1165,"Par5Performance",2011
26,26,"John Rollins",85,-103,4.61,1315,"Par5Performance",2011
26,26,"John Senden",94,-103,4.65,1485,"Par5Performance",2011
30,30,"Steven Bowditch",86,-102,4.61,1305,"Par5Performance",2011
31,31,"Brandt Snedeker",85,-101,4.6,1265,"Par5Performance",2011
