"SandSavePercentage_RANKTHISWEEK_2014","SandSavePercentage_RANKLASTWEEK_2014","SandSavePercentage_PLAYERNAME_2014","SandSavePercentage_ROUNDS_2014","SandSavePercentage_Pct_2014","SandSavePercentage_SAVES_2014","SandSavePercentage_BUNKERS_2014","SandSavePercentage_TOTALOUPAR_2014","stat_name","year"
80,80,"Kevin Chappell",100,50.97,79,155,45,"SandSavePercentage",2014
80,80,"Brice Garnett",92,50.97,79,155,63,"SandSavePercentage",2014
82,82,"Ryo Ishikawa",75,50.91,56,110,38,"SandSavePercentage",2014
83,83,"DH Lee",54,50.89,57,112,45,"SandSavePercentage",2014
84,84,"Ben Martin",80,50.79,64,126,29,"SandSavePercentage",2014
85,85,"Camilo Villegas",95,50.72,70,138,52,"SandSavePercentage",2014
86,86,"Bud Cauley",56,50.68,37,73,15,"SandSavePercentage",2014
87,87,"Jeff Maggert",54,50.59,43,85,38,"SandSavePercentage",2014
88,88,"Troy Matteson",62,50.57,44,87,35,"SandSavePercentage",2014
89,89,"Andrew Loupe",65,50.44,57,113,38,"SandSavePercentage",2014
90,90,"Keegan Bradley",89,50.4,63,125,40,"SandSavePercentage",2014
90,90,"Michael Thompson",74,50.4,63,125,39,"SandSavePercentage",2014
92,92,"Trevor Immelman",84,50.35,72,143,44,"SandSavePercentage",2014
93,93,"Jerry Kelly",80,50.34,75,149,46,"SandSavePercentage",2014
94,94,"Jim Furyk",84,50,55,110,39,"SandSavePercentage",2014
94,94,"Jimmy Walker",98,50,85,170,56,"SandSavePercentage",2014
96,96,"Michael Putnam",106,49.7,83,167,44,"SandSavePercentage",2014
97,97,"Jason Bohn",81,49.64,68,137,64,"SandSavePercentage",2014
98,98,"Lee Westwood",57,49.53,53,107,48,"SandSavePercentage",2014
99,99,"Chad Campbell",57,49.25,33,67,21,"SandSavePercentage",2014
100,100,"Brendan Steele",89,49.24,65,132,49,"SandSavePercentage",2014
101,101,"Will Ma Kenzie",82,49.23,64,130,53,"SandSavePercentage",2014
102,102,"Freddie Jacobson",91,49.06,78,159,56,"SandSavePercentage",2014
102,102,"Jason Kokrak",65,49.06,52,106,37,"SandSavePercentage",2014
104,104,"Ricky Barnes",92,48.98,72,147,53,"SandSavePercentage",2014
104,104,"Paul Casey",56,48.98,48,98,34,"SandSavePercentage",2014
106,106,"Rory Sabbatini",82,48.92,68,139,41,"SandSavePercentage",2014
107,107,"Brad Fritsch",50,48.91,45,92,39,"SandSavePercentage",2014
108,108,"James Hahn",82,48.85,64,131,52,"SandSavePercentage",2014
109,109,"Ian Poulter",57,48.76,59,121,46,"SandSavePercentage",2014
110,110,"Geoff Ogilvy",84,48.63,71,146,56,"SandSavePercentage",2014
111,111,"Roberto Castro",76,48.55,67,138,56,"SandSavePercentage",2014
112,112,"Will Wilcox",51,48.53,33,68,15,"SandSavePercentage",2014
113,113,"Jamie Lovemark",64,48.51,49,101,32,"SandSavePercentage",2014
114,114,"David Lingmerth",80,48.46,63,130,59,"SandSavePercentage",2014
115,115,"YE Yang",79,48.37,74,153,56,"SandSavePercentage",2014
116,116,"Ernie Els",85,48.33,87,180,57,"SandSavePercentage",2014
117,117,"Brandt Snedeker",89,48.3,71,147,46,"SandSavePercentage",2014
118,118,"George McNeill",79,48.18,66,137,49,"SandSavePercentage",2014
119,119,"Russell Henley",92,48.1,76,158,78,"SandSavePercentage",2014
120,120,"Erik Compton",88,48.03,73,152,63,"SandSavePercentage",2014
121,121,"Robert Allenby",83,47.79,65,136,54,"SandSavePercentage",2014
121,121,"Ryan Moore",86,47.79,65,136,57,"SandSavePercentage",2014
123,123,"Rory McIlroy",66,47.5,57,120,33,"SandSavePercentage",2014
124,124,"Harris English",95,47.41,64,135,45,"SandSavePercentage",2014
125,125,"Ben Curtis",77,47.37,54,114,52,"SandSavePercentage",2014
125,125,"Pat Perez",84,47.37,54,114,47,"SandSavePercentage",2014
127,127,"Shawn Stefani",60,47,47,100,42,"SandSavePercentage",2014
128,128,"Carl Pettersson",91,46.91,76,162,51,"SandSavePercentage",2014
129,129,"Chesson Hadley",84,46.71,71,152,62,"SandSavePercentage",2014
130,130,"Jeff Overton",80,46.56,61,131,42,"SandSavePercentage",2014
131,131,"JB Holmes",86,46.55,81,174,70,"SandSavePercentage",2014
132,132,"Scott Brown",100,46.36,70,151,60,"SandSavePercentage",2014
133,133,"William McGirt",96,46.02,81,176,82,"SandSavePercentage",2014
134,134,"Charley Hoffman",93,45.71,64,140,59,"SandSavePercentage",2014
135,135,"Robert Garrigus",80,45.6,57,125,43,"SandSavePercentage",2014
136,136,"Martin Laird",66,45.36,44,97,30,"SandSavePercentage",2014
137,137,"Billy Horschel",92,45.08,55,122,50,"SandSavePercentage",2014
138,138,"Henrik Stenson",56,44.9,44,98,36,"SandSavePercentage",2014
139,139,"John Rollins",84,44.8,56,125,57,"SandSavePercentage",2014
140,140,"Bo Van Pelt",83,44.78,60,134,49,"SandSavePercentage",2014
141,141,"Scott Stallings",77,44.72,55,123,56,"SandSavePercentage",2014
142,142,"Brendon de Jonge",109,44.66,92,206,90,"SandSavePercentage",2014
143,143,"Nicholas Thompson",85,44.44,60,135,51,"SandSavePercentage",2014
143,143,"David Toms",64,44.44,36,81,36,"SandSavePercentage",2014
145,145,"Kyle Stanley",87,44.14,64,145,54,"SandSavePercentage",2014
146,146,"Louis Oosthuizen",50,44.12,30,68,31,"SandSavePercentage",2014
147,147,"Davis Love III",74,44.04,48,109,49,"SandSavePercentage",2014
148,148,"Robert Streb",75,43.97,51,116,51,"SandSavePercentage",2014
149,149,"Justin Hicks",103,43.88,61,139,68,"SandSavePercentage",2014
150,150,"Jhonattan Vegas",77,43.69,45,103,41,"SandSavePercentage",2014
151,151,"Danny Lee",84,43.59,51,117,47,"SandSavePercentage",2014
152,152,"Jonathan Byrd",76,43.51,57,131,46,"SandSavePercentage",2014
153,153,"Boo Weekley",73,43.48,50,115,41,"SandSavePercentage",2014
154,154,"Hudson Swafford",75,43.27,45,104,45,"SandSavePercentage",2014
155,155,"Kevin Streelman",79,43.17,60,139,64,"SandSavePercentage",2014
156,156,"Kevin Stadler",90,42.75,59,138,63,"SandSavePercentage",2014
157,157,"Daniel Summerhays",98,42.42,70,165,53,"SandSavePercentage",2014
158,158,"Johnson Wagner",69,42.27,41,97,45,"SandSavePercentage",2014
159,159,"Matt Jones",83,41.83,64,153,56,"SandSavePercentage",2014
160,160,"Bubba Watson",76,41.8,51,122,39,"SandSavePercentage",2014
161,161,"Gary Woodland",93,41.04,71,173,70,"SandSavePercentage",2014
162,162,"Jim Herman",62,40.91,36,88,32,"SandSavePercentage",2014
163,163,"Kevin Kisner",85,40.31,52,129,62,"SandSavePercentage",2014
164,164,"Tommy Gainey",73,40.15,53,132,62,"SandSavePercentage",2014
165,165,"Wes Roach",67,39.58,38,96,37,"SandSavePercentage",2014
166,166,"Jim Renner",61,38.83,40,103,47,"SandSavePercentage",2014
167,167,"Charlie Beljan",76,38.53,42,109,54,"SandSavePercentage",2014
167,167,"Derek Ernst",80,38.53,42,109,58,"SandSavePercentage",2014
169,169,"Woody Austin",63,38.04,35,92,49,"SandSavePercentage",2014
170,170,"Lucas Glover",68,37.78,34,90,58,"SandSavePercentage",2014
171,171,"Nick Watney",80,37.76,37,98,43,"SandSavePercentage",2014
172,172,"Angel Cabrera",69,37.17,42,113,49,"SandSavePercentage",2014
173,173,"JJ Henry",91,36.78,32,87,48,"SandSavePercentage",2014
174,174,"Andrew Svoboda",77,36.67,33,90,37,"SandSavePercentage",2014
175,175,"John Merrick",87,36.44,43,118,62,"SandSavePercentage",2014
176,176,"John Peterson",62,36.08,35,97,44,"SandSavePercentage",2014
177,177,"Kevin Tway",64,34.07,31,91,51,"SandSavePercentage",2014
