"ProximitytoHolefrom30yards_RANKTHISWEEK_2007","ProximitytoHolefrom30yards_RANKLASTWEEK_2007","ProximitytoHolefrom30yards_PLAYERNAME_2007","ProximitytoHolefrom30yards_ROUNDS_2007","ProximitytoHolefrom30yards_AVGDTP_2007","ProximitytoHolefrom30yards_TOTALDISTANCEFEET_2007","ProximitytoHolefrom30yards_OFSHOTS_2007","ProximitytoHolefrom30yards_SCRAMBLINGRANK_2007","stat_name","year"
1,1,"Craig Barlow",52,NA,247,31,110,"ProximitytoHolefrom30yards",2007
2,2,"Jim Furyk",84,NA,403.75,44,29,"ProximitytoHolefrom30yards",2007
3,3,"KJ Choi",87,NA,716.25,76,9,"ProximitytoHolefrom30yards",2007
4,4,"Steve Stricker",81,NA,522.333,55,21,"ProximitytoHolefrom30yards",2007
5,5,"Luke Donald",69,NA,279.5,29,97,"ProximitytoHolefrom30yards",2007
6,6,"Padraig Harrington",64,NA,369.083,38,15,"ProximitytoHolefrom30yards",2007
7,7,"Nick OHern",72,NA,451.417,46,120,"ProximitytoHolefrom30yards",2007
8,8,"Alex Cejka",80,NA,534.083,54,11,"ProximitytoHolefrom30yards",2007
8,8,"Vijay Singh",102,NA,766.167,77,61,"ProximitytoHolefrom30yards",2007
10,10,"Bubba Dickerson",51,NA,382.417,38,178,"ProximitytoHolefrom30yards",2007
10,10,"Ernie Els",59,NA,332.917,33,37,"ProximitytoHolefrom30yards",2007
12,12,"Jose Coceres",50,NA,266.917,26,6,"ProximitytoHolefrom30yards",2007
12,12,"Kirk Triplett",77,NA,510.667,50,86,"ProximitytoHolefrom30yards",2007
14,14,"Stuart Appleby",74,NA,504.417,49,71,"ProximitytoHolefrom30yards",2007
14,14,"Rocco Mediate",72,NA,516.333,50,142,"ProximitytoHolefrom30yards",2007
16,16,"Tom Pernice Jr",104,NA,893.667,86,40,"ProximitytoHolefrom30yards",2007
17,17,"Adam Scott",69,NA,460.333,44,179,"ProximitytoHolefrom30yards",2007
18,18,"Freddie Jacobson",70,NA,573.333,54,96,"ProximitytoHolefrom30yards",2007
18,18,"Craig Kanada",109,NA,877.833,83,48,"ProximitytoHolefrom30yards",2007
18,18,"Ian Poulter",63,NA,327.75,31,51,"ProximitytoHolefrom30yards",2007
21,21,"Retief Goosen",50,NA,280.167,26,154,"ProximitytoHolefrom30yards",2007
22,22,"Steve Lowery",74,NA,552.667,51,125,"ProximitytoHolefrom30yards",2007
22,22,"Paul Stankowski",52,NA,455.333,42,161,"ProximitytoHolefrom30yards",2007
22,22,"Brett Wetterich",88,NA,531.417,49,196,"ProximitytoHolefrom30yards",2007
25,25,"Jason Gore",86,NA,806.083,74,72,"ProximitytoHolefrom30yards",2007
25,25,"Henrik Stenson",52,NA,218.333,20,167,"ProximitytoHolefrom30yards",2007
25,25,"Kevin Sutherland",85,NA,839.167,77,101,"ProximitytoHolefrom30yards",2007
28,28,"Marco Dawson",73,NA,816.333,74,44,"ProximitytoHolefrom30yards",2007
28,28,"Trevor Immelman",74,NA,483.667,44,123,"ProximitytoHolefrom30yards",2007
30,30,"Jose Maria Olazabal",52,NA,432.583,39,140,"ProximitytoHolefrom30yards",2007
30,30,"Jeff Sluman",60,NA,288.583,26,187,"ProximitytoHolefrom30yards",2007
32,32,"Steve Flesch",100,NA,781.25,70,82,"ProximitytoHolefrom30yards",2007
32,32,"Mark Hensby",81,NA,771.583,69,85,"ProximitytoHolefrom30yards",2007
32,32,"Will Ma Kenzie",100,NA,836.417,75,128,"ProximitytoHolefrom30yards",2007
35,35,"Arron Oberholser",69,NA,504.667,45,46,"ProximitytoHolefrom30yards",2007
36,36,"Ken Duke",112,NA,824.833,73,23,"ProximitytoHolefrom30yards",2007
37,37,"Eric Axley",107,NA,1085.333,95,139,"ProximitytoHolefrom30yards",2007
37,37,"Sergio Garcia",68,NA,535.917,47,84,"ProximitytoHolefrom30yards",2007
39,39,"Chris DiMarco",79,NA,738.25,64,156,"ProximitytoHolefrom30yards",2007
40,40,"JJ Henry",86,NA,696.25,60,184,"ProximitytoHolefrom30yards",2007
40,40,"Ryuji Imada",104,NA,1394.083,120,48,"ProximitytoHolefrom30yards",2007
40,40,"Justin Leonard",95,NA,716.5,62,39,"ProximitytoHolefrom30yards",2007
40,40,"John Mallinger",96,NA,879,76,12,"ProximitytoHolefrom30yards",2007
40,40,"Bo Van Pelt",104,NA,961.083,83,35,"ProximitytoHolefrom30yards",2007
45,45,"Matt Kuchar",85,NA,759.167,65,5,"ProximitytoHolefrom30yards",2007
45,45,"Billy Mayfair",98,NA,837.833,72,74,"ProximitytoHolefrom30yards",2007
45,45,"Justin Rose",63,NA,383.75,33,41,"ProximitytoHolefrom30yards",2007
48,48,"Jason Bohn",57,NA,494.667,42,143,"ProximitytoHolefrom30yards",2007
48,48,"Nathan Green",103,NA,1202.417,102,22,"ProximitytoHolefrom30yards",2007
48,48,"John Rollins",102,NA,834.917,71,56,"ProximitytoHolefrom30yards",2007
51,51,"Anthony Kim",93,NA,827,70,79,"ProximitytoHolefrom30yards",2007
51,51,"Phil Mickelson",73,NA,545.083,46,53,"ProximitytoHolefrom30yards",2007
