"GIRPutting1520_RANKTHISWEEK_2009","GIRPutting1520_RANKLASTWEEK_2009","GIRPutting1520_PLAYERNAME_2009","GIRPutting1520_ROUNDS_2009","GIRPutting1520_Pct_2009","GIRPutting1520_ATTEMPTS_2009","GIRPutting1520_PUTTSMADE_2009","stat_name","year"
1,1,"Stephen Ames",77,31.58,95,30,"GIRPutting1520",2009
2,2,"Geoff Ogilvy",78,27.38,84,23,"GIRPutting1520",2009
3,3,"Bob Heintz",59,27.27,77,21,"GIRPutting1520",2009
4,4,"Kris Blanks",60,26.67,90,24,"GIRPutting1520",2009
5,5,"DA Points",99,26.12,134,35,"GIRPutting1520",2009
6,6,"Justin Rose",71,26.09,92,24,"GIRPutting1520",2009
7,7,"Pat Perez",74,25.51,98,25,"GIRPutting1520",2009
8,8,"Kevin Na",91,24.8,125,31,"GIRPutting1520",2009
9,9,"Matt Kuchar",82,24.56,114,28,"GIRPutting1520",2009
10,10,"Michael Allen",73,24.07,108,26,"GIRPutting1520",2009
10,10,"Dean Wilson",81,24.07,108,26,"GIRPutting1520",2009
12,12,"Greg Chalmers",85,23.85,109,26,"GIRPutting1520",2009
13,13,"Harrison Frazar",93,23.81,147,35,"GIRPutting1520",2009
14,14,"Joe Durant",62,23.53,68,16,"GIRPutting1520",2009
15,15,"Rory Sabbatini",81,23.3,103,24,"GIRPutting1520",2009
16,16,"Ben Curtis",63,23.17,82,19,"GIRPutting1520",2009
17,17,"KJ Choi",65,22.97,74,17,"GIRPutting1520",2009
18,18,"Davis Love III",89,22.96,135,31,"GIRPutting1520",2009
19,19,"Bubba Watson",73,22.73,88,20,"GIRPutting1520",2009
20,20,"Brian Gay",96,22.69,119,27,"GIRPutting1520",2009
21,21,"Kirk Triplett",60,22.45,98,22,"GIRPutting1520",2009
22,22,"Gary Woodland",53,22.41,58,13,"GIRPutting1520",2009
23,23,"Lucas Glover",93,22.4,125,28,"GIRPutting1520",2009
24,24,"Anthony Kim",76,22.35,85,19,"GIRPutting1520",2009
25,25,"Charley Hoffman",97,22.06,136,30,"GIRPutting1520",2009
26,26,"Carl Pettersson",86,22.02,109,24,"GIRPutting1520",2009
27,27,"Corey Pavin",73,21.95,82,18,"GIRPutting1520",2009
28,28,"Nick Watney",86,21.93,114,25,"GIRPutting1520",2009
29,29,"Freddie Jacobson",83,21.85,119,26,"GIRPutting1520",2009
30,30,"Marc Turnesa",77,21.74,115,25,"GIRPutting1520",2009
31,31,"Jerry Kelly",90,21.64,134,29,"GIRPutting1520",2009
32,32,"Will Ma Kenzie",69,21.62,111,24,"GIRPutting1520",2009
33,33,"Joe Ogilvie",85,21.55,116,25,"GIRPutting1520",2009
34,34,"Chad Campbell",90,21.37,131,28,"GIRPutting1520",2009
34,34,"Scott Piercy",85,21.37,117,25,"GIRPutting1520",2009
36,36,"Scott McCarron",91,21.3,108,23,"GIRPutting1520",2009
37,37,"David Toms",98,21.13,142,30,"GIRPutting1520",2009
38,38,"Derek Fathauer",63,21.05,76,16,"GIRPutting1520",2009
39,39,"Padraig Harrington",66,20.99,81,17,"GIRPutting1520",2009
40,40,"Matt Bettencourt",98,20.97,124,26,"GIRPutting1520",2009
41,41,"Charlie Wi",92,20.95,105,22,"GIRPutting1520",2009
42,42,"Steve Lowery",83,20.77,130,27,"GIRPutting1520",2009
43,43,"Steve Stricker",81,20.65,92,19,"GIRPutting1520",2009
44,44,"George McNeill",82,20.56,107,22,"GIRPutting1520",2009
45,45,"Stewart Cink",79,20.41,98,20,"GIRPutting1520",2009
46,46,"Todd Hamilton",83,20.37,108,22,"GIRPutting1520",2009
47,47,"Ben Crane",93,20.35,113,23,"GIRPutting1520",2009
47,47,"Kevin Sutherland",96,20.35,113,23,"GIRPutting1520",2009
49,49,"Andres Romero",58,20.34,59,12,"GIRPutting1520",2009
50,50,"Chris Riley",77,20.19,104,21,"GIRPutting1520",2009
