"Par4ScoringAverage_RANKTHISWEEK_2012","Par4ScoringAverage_RANKLASTWEEK_2012","Par4ScoringAverage_PLAYERNAME_2012","Par4ScoringAverage_ROUNDS_2012","Par4ScoringAverage_AVG_2012","Par4ScoringAverage_TOTALSTROKES_2012","Par4ScoringAverage_TOTALHOLES_2012","stat_name","year"
1,1,"Bubba Watson",68,3.98,2840,714,"Par4ScoringAverage",2012
2,2,"Jonas Blixt",72,3.99,3094,776,"Par4ScoringAverage",2012
2,2,"Tiger Woods",69,3.99,2900,726,"Par4ScoringAverage",2012
4,4,"Jason Dufner",83,4,3552,888,"Par4ScoringAverage",2012
4,4,"Bill Haas",79,4,3360,840,"Par4ScoringAverage",2012
4,4,"Chris Kirk",93,4,3880,969,"Par4ScoringAverage",2012
4,4,"Matt Kuchar",86,4,3582,896,"Par4ScoringAverage",2012
4,4,"Graeme McDowell",55,4,2330,582,"Par4ScoringAverage",2012
4,4,"Ryan Moore",89,4,3805,952,"Par4ScoringAverage",2012
4,4,"Justin Rose",69,4,2891,722,"Par4ScoringAverage",2012
4,4,"Webb Simpson",77,4,3287,822,"Par4ScoringAverage",2012
4,4,"Steve Stricker",73,4,3059,764,"Par4ScoringAverage",2012
13,13,"Will Claxton",99,4.01,4343,1082,"Par4ScoringAverage",2012
13,13,"Jim Furyk",85,4.01,3661,914,"Par4ScoringAverage",2012
13,13,"Bo Van Pelt",84,4.01,3597,896,"Par4ScoringAverage",2012
16,16,"Ben Curtis",62,4.02,2644,658,"Par4ScoringAverage",2012
16,16,"Brian Davis",91,4.02,3924,976,"Par4ScoringAverage",2012
16,16,"Brendon de Jonge",115,4.02,4973,1236,"Par4ScoringAverage",2012
16,16,"Luke Donald",63,4.02,2655,660,"Par4ScoringAverage",2012
16,16,"Ken Duke",104,4.02,4545,1130,"Par4ScoringAverage",2012
16,16,"Ernie Els",80,4.02,3403,846,"Par4ScoringAverage",2012
16,16,"Matt Every",80,4.02,3442,857,"Par4ScoringAverage",2012
16,16,"Billy Horschel",63,4.02,2627,654,"Par4ScoringAverage",2012
16,16,"Dustin Johnson",70,4.02,2942,732,"Par4ScoringAverage",2012
16,16,"Rory McIlroy",60,4.02,2378,592,"Par4ScoringAverage",2012
16,16,"John Merrick",83,4.02,3471,864,"Par4ScoringAverage",2012
16,16,"Carl Pettersson",92,4.02,4057,1010,"Par4ScoringAverage",2012
16,16,"Scott Piercy",95,4.02,4129,1028,"Par4ScoringAverage",2012
16,16,"John Senden",81,4.02,3362,836,"Par4ScoringAverage",2012
16,16,"Vijay Singh",99,4.02,4333,1079,"Par4ScoringAverage",2012
16,16,"Brandt Snedeker",81,4.02,3380,840,"Par4ScoringAverage",2012
32,32,"Roberto Castro",92,4.03,3969,984,"Par4ScoringAverage",2012
32,32,"Bud Cauley",99,4.03,4260,1058,"Par4ScoringAverage",2012
32,32,"Graham DeLaet",79,4.03,3494,866,"Par4ScoringAverage",2012
32,32,"Robert Garrigus",89,4.03,3838,953,"Par4ScoringAverage",2012
32,32,"JJ Henry",93,4.03,3843,953,"Par4ScoringAverage",2012
32,32,"Zach Johnson",95,4.03,4114,1020,"Par4ScoringAverage",2012
32,32,"Russell Knox",72,4.03,2983,740,"Par4ScoringAverage",2012
32,32,"Danny Lee",74,4.03,3058,758,"Par4ScoringAverage",2012
32,32,"William McGirt",96,4.03,4150,1030,"Par4ScoringAverage",2012
32,32,"Kevin Na",80,4.03,3414,848,"Par4ScoringAverage",2012
32,32,"Jeff Overton",101,4.03,4409,1095,"Par4ScoringAverage",2012
32,32,"Pat Perez",81,4.03,3369,835,"Par4ScoringAverage",2012
32,32,"Ian Poulter",57,4.03,2437,604,"Par4ScoringAverage",2012
32,32,"Charl Schwartzel",56,4.03,2379,590,"Par4ScoringAverage",2012
32,32,"Heath Slocum",93,4.03,3939,977,"Par4ScoringAverage",2012
32,32,"Daniel Summerhays",81,4.03,3542,878,"Par4ScoringAverage",2012
48,48,"Tim Clark",60,4.04,2684,664,"Par4ScoringAverage",2012
48,48,"Ben Crane",73,4.04,3106,768,"Par4ScoringAverage",2012
48,48,"Nathan Green",73,4.04,3057,756,"Par4ScoringAverage",2012
48,48,"David Hearn",95,4.04,4165,1032,"Par4ScoringAverage",2012
48,48,"Kevin Kisner",69,4.04,2853,706,"Par4ScoringAverage",2012
48,48,"Hunter Mahan",88,4.04,3593,890,"Par4ScoringAverage",2012
48,48,"Phil Mickelson",79,4.04,3400,842,"Par4ScoringAverage",2012
48,48,"Seung Yul Noh",105,4.04,4423,1096,"Par4ScoringAverage",2012
48,48,"Louis Oosthuizen",65,4.04,2777,688,"Par4ScoringAverage",2012
48,48,"DA Points",88,4.04,3874,958,"Par4ScoringAverage",2012
48,48,"John Rollins",81,4.04,3373,834,"Par4ScoringAverage",2012
48,48,"Kevin Stadler",85,4.04,3544,878,"Par4ScoringAverage",2012
48,48,"David Toms",60,4.04,2498,618,"Par4ScoringAverage",2012
48,48,"Lee Westwood",60,4.04,2378,588,"Par4ScoringAverage",2012
62,62,"Chad Campbell",84,4.05,3763,928,"Par4ScoringAverage",2012
62,62,"Bob Estes",78,4.05,3470,856,"Par4ScoringAverage",2012
62,62,"Martin Flores",95,4.05,4217,1042,"Par4ScoringAverage",2012
62,62,"Brian Gay",91,4.05,3817,942,"Par4ScoringAverage",2012
62,62,"Tom Gillis",75,4.05,3230,797,"Par4ScoringAverage",2012
62,62,"Hunter Haas",69,4.05,2873,710,"Par4ScoringAverage",2012
62,62,"John Huh",99,4.05,4378,1080,"Par4ScoringAverage",2012
62,62,"Bill Lunde",83,4.05,3446,850,"Par4ScoringAverage",2012
62,62,"David Mathis",83,4.05,3567,880,"Par4ScoringAverage",2012
62,62,"Bryce Molder",83,4.05,3426,845,"Par4ScoringAverage",2012
62,62,"Ryan Palmer",81,4.05,3545,876,"Par4ScoringAverage",2012
62,62,"Dicky Pride",62,4.05,2552,630,"Par4ScoringAverage",2012
62,62,"Kyle Reifers",86,4.05,3717,918,"Par4ScoringAverage",2012
62,62,"Henrik Stenson",51,4.05,2211,546,"Par4ScoringAverage",2012
62,62,"Vaughn Taylor",81,4.05,3462,855,"Par4ScoringAverage",2012
62,62,"Camilo Villegas",79,4.05,3361,829,"Par4ScoringAverage",2012
62,62,"Jimmy Walker",101,4.05,4361,1076,"Par4ScoringAverage",2012
79,79,"Blake Adams",107,4.06,4704,1160,"Par4ScoringAverage",2012
79,79,"Stuart Appleby",75,4.06,3132,772,"Par4ScoringAverage",2012
79,79,"Keegan Bradley",90,4.06,3934,970,"Par4ScoringAverage",2012
79,79,"Miguel Angel Carballo",73,4.06,3023,744,"Par4ScoringAverage",2012
79,79,"Scott Dunlap",57,4.06,2367,583,"Par4ScoringAverage",2012
79,79,"Harris English",98,4.06,4308,1062,"Par4ScoringAverage",2012
79,79,"Tommy Gainey",98,4.06,4344,1069,"Par4ScoringAverage",2012
79,79,"Mathew Goggin",65,4.06,2763,680,"Par4ScoringAverage",2012
79,79,"Brian Harman",101,4.06,4441,1094,"Par4ScoringAverage",2012
79,79,"Padraig Harrington",67,4.06,2793,688,"Par4ScoringAverage",2012
79,79,"JB Holmes",90,4.06,3783,931,"Par4ScoringAverage",2012
79,79,"Jerry Kelly",84,4.06,3723,918,"Par4ScoringAverage",2012
79,79,"Richard Lee",71,4.06,2999,738,"Par4ScoringAverage",2012
79,79,"Davis Love III",64,4.06,2901,715,"Par4ScoringAverage",2012
79,79,"Jeff Maggert",83,4.06,3691,910,"Par4ScoringAverage",2012
79,79,"John Mallinger",74,4.06,3077,758,"Par4ScoringAverage",2012
79,79,"Greg Owen",90,4.06,4010,988,"Par4ScoringAverage",2012
79,79,"Adam Scott",59,4.06,2566,632,"Par4ScoringAverage",2012
79,79,"Chris Stroud",86,4.06,3793,935,"Par4ScoringAverage",2012
79,79,"Josh Teater",97,4.06,4058,1000,"Par4ScoringAverage",2012
79,79,"Nick Watney",97,4.06,4105,1012,"Par4ScoringAverage",2012
79,79,"Boo Weekley",74,4.06,3089,760,"Par4ScoringAverage",2012
79,79,"Steve Wheatcroft",56,4.06,2317,570,"Par4ScoringAverage",2012
79,79,"Charlie Wi",86,4.06,3739,922,"Par4ScoringAverage",2012
103,103,"Charlie Beljan",61,4.07,2534,622,"Par4ScoringAverage",2012
103,103,"Greg Chalmers",88,4.07,3813,938,"Par4ScoringAverage",2012
103,103,"Gary Christian",91,4.07,3871,952,"Par4ScoringAverage",2012
103,103,"Gavin Coles",72,4.07,3124,768,"Par4ScoringAverage",2012
103,103,"Erik Compton",81,4.07,3406,836,"Par4ScoringAverage",2012
103,103,"Chris Couch",61,4.07,2582,634,"Par4ScoringAverage",2012
103,103,"Tim Herron",88,4.07,3936,966,"Par4ScoringAverage",2012
103,103,"Charley Hoffman",88,4.07,3836,943,"Par4ScoringAverage",2012
103,103,"Matt Jones",53,4.07,2329,572,"Par4ScoringAverage",2012
103,103,"JJ Killeen",101,4.07,4283,1052,"Par4ScoringAverage",2012
103,103,"Marc Leishman",84,4.07,3691,906,"Par4ScoringAverage",2012
103,103,"Rocco Mediate",70,4.07,2989,735,"Par4ScoringAverage",2012
103,103,"Sean OHair",84,4.07,3745,920,"Par4ScoringAverage",2012
103,103,"Nick OHern",78,4.07,3256,800,"Par4ScoringAverage",2012
103,103,"Chez Reavie",83,4.07,3615,888,"Par4ScoringAverage",2012
103,103,"Rory Sabbatini",84,4.07,3730,917,"Par4ScoringAverage",2012
103,103,"Cameron Tringale",88,4.07,3791,932,"Par4ScoringAverage",2012
103,103,"Johnson Wagner",88,4.07,3865,950,"Par4ScoringAverage",2012
121,121,"Aaron Baddeley",73,4.08,3178,778,"Par4ScoringAverage",2012
121,121,"Jason Bohn",81,4.08,3432,841,"Par4ScoringAverage",2012
121,121,"Jonathan Byrd",69,4.08,3002,736,"Par4ScoringAverage",2012
121,121,"KJ Choi",71,4.08,3087,756,"Par4ScoringAverage",2012
121,121,"Jason Day",57,4.08,2439,598,"Par4ScoringAverage",2012
121,121,"Sergio Garcia",57,4.08,2479,608,"Par4ScoringAverage",2012
121,121,"Bobby Gates",87,4.08,3754,920,"Par4ScoringAverage",2012
121,121,"Charles Howell III",98,4.08,4371,1072,"Par4ScoringAverage",2012
121,121,"Brandt Jobe",57,4.08,2499,612,"Par4ScoringAverage",2012
