"FinalRoundPerformance_RANKTHISWEEK_2012","FinalRoundPerformance_RANKLASTWEEK_2012","FinalRoundPerformance_PLAYERNAME_2012","FinalRoundPerformance_EVENTS_2012","FinalRoundPerformance_Pct_2012","stat_name","year"
31,31,"Brandt Snedeker",22,66.67,"FinalRoundPerformance",2012
31,31,"Scott Stallings",27,66.67,"FinalRoundPerformance",2012
31,31,"Kyle Stanley",27,66.67,"FinalRoundPerformance",2012
31,31,"Kyle Thompson",22,66.67,"FinalRoundPerformance",2012
31,31,"Boo Weekley",25,66.67,"FinalRoundPerformance",2012
31,31,"Charlie Wi",25,66.67,"FinalRoundPerformance",2012
41,41,"Martin Flores",30,64.71,"FinalRoundPerformance",2012
41,41,"Brian Gay",28,64.71,"FinalRoundPerformance",2012
41,41,"George McNeill",25,64.71,"FinalRoundPerformance",2012
41,41,"Kevin Na",25,64.71,"FinalRoundPerformance",2012
41,41,"Kevin Stadler",25,64.71,"FinalRoundPerformance",2012
41,41,"Steve Stricker",19,64.71,"FinalRoundPerformance",2012
47,47,"John Huh",28,63.64,"FinalRoundPerformance",2012
47,47,"Davis Love III",20,63.64,"FinalRoundPerformance",2012
49,49,"Roberto Castro",27,63.16,"FinalRoundPerformance",2012
49,49,"Josh Teater",30,63.16,"FinalRoundPerformance",2012
51,51,"Brian Davis",29,62.5,"FinalRoundPerformance",2012
51,51,"Bob Estes",23,62.5,"FinalRoundPerformance",2012
51,51,"Spencer Levin",26,62.5,"FinalRoundPerformance",2012
51,51,"Seung Yul Noh",28,62.5,"FinalRoundPerformance",2012
55,55,"Sergio Garcia",16,61.54,"FinalRoundPerformance",2012
55,55,"John Mallinger",25,61.54,"FinalRoundPerformance",2012
57,57,"Ricky Barnes",28,61.11,"FinalRoundPerformance",2012
57,57,"Phil Mickelson",22,61.11,"FinalRoundPerformance",2012
59,59,"Aaron Baddeley",22,60,"FinalRoundPerformance",2012
59,59,"Keegan Bradley",25,60,"FinalRoundPerformance",2012
59,59,"Hunter Haas",24,60,"FinalRoundPerformance",2012
59,59,"Robert Karlsson",17,60,"FinalRoundPerformance",2012
59,59,"Kevin Kisner",24,60,"FinalRoundPerformance",2012
59,59,"John Merrick",26,60,"FinalRoundPerformance",2012
59,59,"Ryan Moore",24,60,"FinalRoundPerformance",2012
59,59,"Garth Mulroy",20,60,"FinalRoundPerformance",2012
59,59,"DA Points",29,60,"FinalRoundPerformance",2012
68,68,"Bill Haas",23,58.82,"FinalRoundPerformance",2012
68,68,"JJ Henry",28,58.82,"FinalRoundPerformance",2012
68,68,"Rod Pampling",26,58.82,"FinalRoundPerformance",2012
71,71,"Graeme McDowell",16,58.33,"FinalRoundPerformance",2012
71,71,"Andres Romero",22,58.33,"FinalRoundPerformance",2012
71,71,"Rory Sabbatini",29,58.33,"FinalRoundPerformance",2012
74,74,"David Hearn",28,57.89,"FinalRoundPerformance",2012
74,74,"Scott Piercy",28,57.89,"FinalRoundPerformance",2012
74,74,"Bo Van Pelt",24,57.89,"FinalRoundPerformance",2012
77,77,"Blake Adams",32,57.14,"FinalRoundPerformance",2012
77,77,"Jonas Blixt",21,57.14,"FinalRoundPerformance",2012
77,77,"Chad Campbell",27,57.14,"FinalRoundPerformance",2012
77,77,"Bud Cauley",28,57.14,"FinalRoundPerformance",2012
77,77,"Ben Crane",23,57.14,"FinalRoundPerformance",2012
77,77,"Harrison Frazar",20,57.14,"FinalRoundPerformance",2012
77,77,"Brendan Steele",24,57.14,"FinalRoundPerformance",2012
77,77,"Chris Stroud",28,57.14,"FinalRoundPerformance",2012
85,85,"Bryce Molder",25,56.25,"FinalRoundPerformance",2012
86,86,"Chris Couch",21,55.56,"FinalRoundPerformance",2012
86,86,"Mathew Goggin",23,55.56,"FinalRoundPerformance",2012
88,88,"Chris Kirk",27,55,"FinalRoundPerformance",2012
89,89,"Tim Clark",20,54.55,"FinalRoundPerformance",2012
89,89,"Jimmy Walker",28,54.55,"FinalRoundPerformance",2012
89,89,"Nick Watney",26,54.55,"FinalRoundPerformance",2012
92,92,"Trevor Immelman",24,53.85,"FinalRoundPerformance",2012
92,92,"Vaughn Taylor",26,53.85,"FinalRoundPerformance",2012
94,94,"Tom Gillis",23,53.33,"FinalRoundPerformance",2012
94,94,"Martin Laird",22,53.33,"FinalRoundPerformance",2012
94,94,"Chez Reavie",26,53.33,"FinalRoundPerformance",2012
94,94,"Tiger Woods",19,53.33,"FinalRoundPerformance",2012
98,98,"Heath Slocum",29,52.94,"FinalRoundPerformance",2012
99,99,"JB Holmes",25,52.63,"FinalRoundPerformance",2012
100,100,"Vijay Singh",27,52.17,"FinalRoundPerformance",2012
101,101,"Michael Bradley",23,50,"FinalRoundPerformance",2012
101,101,"Stewart Cink",22,50,"FinalRoundPerformance",2012
101,101,"Gavin Coles",23,50,"FinalRoundPerformance",2012
101,101,"James Driscoll",27,50,"FinalRoundPerformance",2012
101,101,"Ernie Els",22,50,"FinalRoundPerformance",2012
101,101,"Harris English",27,50,"FinalRoundPerformance",2012
101,101,"Russell Knox",23,50,"FinalRoundPerformance",2012
101,101,"Derek Lamely",25,50,"FinalRoundPerformance",2012
101,101,"Nick OHern",26,50,"FinalRoundPerformance",2012
101,101,"Alexandre Rocha",21,50,"FinalRoundPerformance",2012
101,101,"Charl Schwartzel",16,50,"FinalRoundPerformance",2012
101,101,"Adam Scott",16,50,"FinalRoundPerformance",2012
101,101,"John Senden",22,50,"FinalRoundPerformance",2012
101,101,"Kevin Streelman",26,50,"FinalRoundPerformance",2012
101,101,"DJ Trahan",27,50,"FinalRoundPerformance",2012
101,101,"Gary Woodland",22,50,"FinalRoundPerformance",2012
117,117,"Zach Johnson",25,47.83,"FinalRoundPerformance",2012
118,118,"Marc Leishman",23,47.37,"FinalRoundPerformance",2012
118,118,"Hunter Mahan",23,47.37,"FinalRoundPerformance",2012
118,118,"Sean OHair",24,47.37,"FinalRoundPerformance",2012
121,121,"Gary Christian",28,47.06,"FinalRoundPerformance",2012
121,121,"Webb Simpson",22,47.06,"FinalRoundPerformance",2012
121,121,"Johnson Wagner",27,47.06,"FinalRoundPerformance",2012
124,124,"Erik Compton",26,46.67,"FinalRoundPerformance",2012
124,124,"Matt Every",25,46.67,"FinalRoundPerformance",2012
124,124,"Bill Lunde",25,46.67,"FinalRoundPerformance",2012
124,124,"Mark Wilson",25,46.67,"FinalRoundPerformance",2012
128,128,"Brendon de Jonge",31,46.15,"FinalRoundPerformance",2012
129,129,"Miguel Angel Carballo",25,45.45,"FinalRoundPerformance",2012
129,129,"Chris DiMarco",29,45.45,"FinalRoundPerformance",2012
129,129,"Richard Lee",24,45.45,"FinalRoundPerformance",2012
129,129,"David Mathis",29,45.45,"FinalRoundPerformance",2012
133,133,"Brian Harman",30,45,"FinalRoundPerformance",2012
134,134,"Ryo Ishikawa",18,44.44,"FinalRoundPerformance",2012
134,134,"Greg Owen",27,44.44,"FinalRoundPerformance",2012
134,134,"Cameron Tringale",26,44.44,"FinalRoundPerformance",2012
137,137,"Tim Herron",27,43.75,"FinalRoundPerformance",2012
137,137,"JJ Killeen",33,43.75,"FinalRoundPerformance",2012
139,139,"Will Claxton",28,42.86,"FinalRoundPerformance",2012
139,139,"Nathan Green",22,42.86,"FinalRoundPerformance",2012
139,139,"Billy Hurley III",27,42.86,"FinalRoundPerformance",2012
139,139,"Freddie Jacobson",17,42.86,"FinalRoundPerformance",2012
139,139,"Sung Kang",30,42.86,"FinalRoundPerformance",2012
139,139,"Tom Pernice Jr",23,42.86,"FinalRoundPerformance",2012
139,139,"Roland Thatcher",21,42.86,"FinalRoundPerformance",2012
146,146,"Jason Bohn",28,41.67,"FinalRoundPerformance",2012
146,146,"Ben Curtis",19,41.67,"FinalRoundPerformance",2012
146,146,"Danny Lee",26,41.67,"FinalRoundPerformance",2012
146,146,"YE Yang",20,41.67,"FinalRoundPerformance",2012
150,150,"Kevin Chappell",29,41.18,"FinalRoundPerformance",2012
151,151,"Ken Duke",30,40.91,"FinalRoundPerformance",2012
152,152,"Sangmoon Bae",25,40,"FinalRoundPerformance",2012
152,152,"Jason Dufner",22,40,"FinalRoundPerformance",2012
152,152,"Padraig Harrington",18,40,"FinalRoundPerformance",2012
152,152,"Charles Howell III",29,40,"FinalRoundPerformance",2012
152,152,"Brandt Jobe",18,40,"FinalRoundPerformance",2012
152,152,"Troy Kelly",23,40,"FinalRoundPerformance",2012
152,152,"Matt Kuchar",22,40,"FinalRoundPerformance",2012
152,152,"Edward Loar",23,40,"FinalRoundPerformance",2012
160,160,"Pat Perez",23,38.89,"FinalRoundPerformance",2012
161,161,"Stuart Appleby",24,38.46,"FinalRoundPerformance",2012
161,161,"Jhonattan Vegas",25,38.46,"FinalRoundPerformance",2012
163,163,"Graham DeLaet",23,37.5,"FinalRoundPerformance",2012
163,163,"Tommy Gainey",32,37.5,"FinalRoundPerformance",2012
165,165,"Arjun Atwal",27,36.36,"FinalRoundPerformance",2012
165,165,"Jason Kokrak",27,36.36,"FinalRoundPerformance",2012
165,165,"Rocco Mediate",23,36.36,"FinalRoundPerformance",2012
168,168,"Billy Horschel",17,35.71,"FinalRoundPerformance",2012
168,168,"Jeff Maggert",27,35.71,"FinalRoundPerformance",2012
168,168,"Daniel Summerhays",26,35.71,"FinalRoundPerformance",2012
171,171,"Daniel Chopra",21,33.33,"FinalRoundPerformance",2012
171,171,"Justin Leonard",26,33.33,"FinalRoundPerformance",2012
171,171,"Brendon Todd",29,33.33,"FinalRoundPerformance",2012
171,171,"Steve Wheatcroft",22,33.33,"FinalRoundPerformance",2012
175,175,"Billy Mayfair",28,31.25,"FinalRoundPerformance",2012
175,175,"Ryan Palmer",24,31.25,"FinalRoundPerformance",2012
175,175,"Kyle Reifers",27,31.25,"FinalRoundPerformance",2012
178,178,"Stephen Ames",20,28.57,"FinalRoundPerformance",2012
178,178,"Cameron Beckman",26,28.57,"FinalRoundPerformance",2012
178,178,"Jonathan Byrd",21,28.57,"FinalRoundPerformance",2012
178,178,"Bobby Gates",29,28.57,"FinalRoundPerformance",2012
178,178,"Patrick Sheehan",21,28.57,"FinalRoundPerformance",2012
183,183,"Camilo Villegas",25,26.67,"FinalRoundPerformance",2012
184,184,"Greg Chalmers",25,26.32,"FinalRoundPerformance",2012
185,185,"Marco Dawson",22,25,"FinalRoundPerformance",2012
185,185,"Scott Dunlap",20,25,"FinalRoundPerformance",2012
185,185,"Matt Jones",19,25,"FinalRoundPerformance",2012
188,188,"Ted Potter Jr",25,23.08,"FinalRoundPerformance",2012
189,189,"Ryuji Imada",28,22.22,"FinalRoundPerformance",2012
190,190,"Tommy Biershenk",27,11.11,"FinalRoundPerformance",2012
191,191,"Stephen Gangluff",23,0,"FinalRoundPerformance",2012
