"BirdieorBetterPercentage150175ya_RANKTHISWEEK_2015","BirdieorBetterPercentage150175ya_RANKLASTWEEK_2015","BirdieorBetterPercentage150175ya_PLAYERNAME_2015","BirdieorBetterPercentage150175ya_ROUNDS_2015","BirdieorBetterPercentage150175ya_Pct_2015","BirdieorBetterPercentage150175ya_TOTALBIRDIES_2015","BirdieorBetterPercentage150175ya_TOTALHOLES_2015","stat_name","year"
1,1,"Tony Finau",106,23.27,74,318,"BirdieorBetterPercentage150175ya",2015
2,2,"Patrick Rodgers",57,21.82,36,165,"BirdieorBetterPercentage150175ya",2015
3,3,"Henrik Stenson",63,21.33,32,150,"BirdieorBetterPercentage150175ya",2015
4,4,"Ben Martin",93,20.19,64,317,"BirdieorBetterPercentage150175ya",2015
4,4,"Michael Thompson",83,20.19,63,312,"BirdieorBetterPercentage150175ya",2015
6,6,"Justin Rose",69,20.12,33,164,"BirdieorBetterPercentage150175ya",2015
7,7,"Stewart Cink",77,20.07,58,289,"BirdieorBetterPercentage150175ya",2015
8,8,"Rory Sabbatini",81,19.83,48,242,"BirdieorBetterPercentage150175ya",2015
9,9,"KJ Choi",66,19.6,39,199,"BirdieorBetterPercentage150175ya",2015
10,10,"Tom Hoge",83,19.52,49,251,"BirdieorBetterPercentage150175ya",2015
11,11,"Jonas Blixt",78,19.37,37,191,"BirdieorBetterPercentage150175ya",2015
12,12,"Jason Gore",76,19.34,41,212,"BirdieorBetterPercentage150175ya",2015
13,13,"Marc Leishman",74,19.29,38,197,"BirdieorBetterPercentage150175ya",2015
14,14,"Jason Bohn",95,19.27,58,301,"BirdieorBetterPercentage150175ya",2015
15,15,"Bubba Watson",71,19.02,31,163,"BirdieorBetterPercentage150175ya",2015
16,16,"Steven Alker",62,18.98,41,216,"BirdieorBetterPercentage150175ya",2015
17,17,"Ian Poulter",68,18.72,38,203,"BirdieorBetterPercentage150175ya",2015
18,18,"Camilo Villegas",83,18.58,60,323,"BirdieorBetterPercentage150175ya",2015
19,19,"Jim Herman",88,18.42,56,304,"BirdieorBetterPercentage150175ya",2015
20,20,"Patrick Reed",103,18.37,45,245,"BirdieorBetterPercentage150175ya",2015
21,21,"Chesson Hadley",101,18.3,58,317,"BirdieorBetterPercentage150175ya",2015
22,22,"Pat Perez",96,18.13,60,331,"BirdieorBetterPercentage150175ya",2015
23,23,"Erik Compton",86,18.11,48,265,"BirdieorBetterPercentage150175ya",2015
24,24,"Jordan Spieth",91,18.1,42,232,"BirdieorBetterPercentage150175ya",2015
25,25,"Charlie Beljan",76,18.09,36,199,"BirdieorBetterPercentage150175ya",2015
26,26,"Cameron Tringale",96,18.05,50,277,"BirdieorBetterPercentage150175ya",2015
27,27,"Brooks Koepka",84,18.03,44,244,"BirdieorBetterPercentage150175ya",2015
28,28,"Keegan Bradley",87,17.95,42,234,"BirdieorBetterPercentage150175ya",2015
29,29,"Sean OHair",86,17.87,57,319,"BirdieorBetterPercentage150175ya",2015
30,30,"Matt Kuchar",97,17.79,45,253,"BirdieorBetterPercentage150175ya",2015
31,31,"Blayne Barber",76,17.72,42,237,"BirdieorBetterPercentage150175ya",2015
32,32,"Phil Mickelson",70,17.58,32,182,"BirdieorBetterPercentage150175ya",2015
32,32,"Shawn Stefani",94,17.58,61,347,"BirdieorBetterPercentage150175ya",2015
34,34,"David Hearn",97,17.57,55,313,"BirdieorBetterPercentage150175ya",2015
35,35,"Russell Henley",87,17.53,44,251,"BirdieorBetterPercentage150175ya",2015
36,36,"Scott Piercy",90,17.52,55,314,"BirdieorBetterPercentage150175ya",2015
37,37,"Daniel Summerhays",101,17.44,60,344,"BirdieorBetterPercentage150175ya",2015
38,38,"James Hahn",94,17.35,51,294,"BirdieorBetterPercentage150175ya",2015
39,39,"Andrew Svoboda",80,17.33,48,277,"BirdieorBetterPercentage150175ya",2015
40,40,"Ricky Barnes",82,17.27,43,249,"BirdieorBetterPercentage150175ya",2015
41,41,"Bryce Molder",91,17.25,49,284,"BirdieorBetterPercentage150175ya",2015
42,42,"Dustin Johnson",75,17.24,30,174,"BirdieorBetterPercentage150175ya",2015
43,43,"Davis Love III",51,17.18,28,163,"BirdieorBetterPercentage150175ya",2015
44,44,"Cameron Percy",72,17.07,35,205,"BirdieorBetterPercentage150175ya",2015
45,45,"Danny Lee",120,16.98,63,371,"BirdieorBetterPercentage150175ya",2015
46,46,"Luke Donald",71,16.92,34,201,"BirdieorBetterPercentage150175ya",2015
46,46,"John Senden",80,16.92,33,195,"BirdieorBetterPercentage150175ya",2015
48,48,"Zach Johnson",90,16.9,48,284,"BirdieorBetterPercentage150175ya",2015
49,49,"Brendon de Jonge",106,16.87,55,326,"BirdieorBetterPercentage150175ya",2015
50,50,"Fabian Gomez",83,16.86,43,255,"BirdieorBetterPercentage150175ya",2015
51,51,"Matt Every",73,16.85,31,184,"BirdieorBetterPercentage150175ya",2015
52,52,"Ryo Ishikawa",90,16.84,49,291,"BirdieorBetterPercentage150175ya",2015
53,53,"Whee Kim",71,16.81,38,226,"BirdieorBetterPercentage150175ya",2015
54,54,"Chris Stroud",84,16.73,41,245,"BirdieorBetterPercentage150175ya",2015
55,55,"Spencer Levin",99,16.67,52,312,"BirdieorBetterPercentage150175ya",2015
56,56,"Scott Pinckney",88,16.43,46,280,"BirdieorBetterPercentage150175ya",2015
56,56,"Andres Romero",69,16.43,35,213,"BirdieorBetterPercentage150175ya",2015
58,58,"George McNeill",93,16.36,54,330,"BirdieorBetterPercentage150175ya",2015
59,59,"Colt Knost",90,16.35,43,263,"BirdieorBetterPercentage150175ya",2015
