"GIRPercentage100yards_RANKTHISWEEK_2006","GIRPercentage100yards_RANKLASTWEEK_2006","GIRPercentage100yards_PLAYERNAME_2006","GIRPercentage100yards_ROUNDS_2006","GIRPercentage100yards_Pct_2006","GIRPercentage100yards_GREENSHIT_2006","GIRPercentage100yards_TOTALHOLES_2006","GIRPercentage100yards_RELATIVETOPAR_2006","stat_name","year"
1,1,"Tiger Woods",55,70.59,360,510,-0.22,"GIRPercentage100yards",2006
2,2,"Jim Furyk",89,68.61,684,997,-0.22,"GIRPercentage100yards",2006
3,3,"Jeff Gove",91,68.19,778,1141,-0.13,"GIRPercentage100yards",2006
4,4,"Kenny Perry",73,67.5,567,840,-0.16,"GIRPercentage100yards",2006
5,5,"Briny Baird",81,67.06,682,1017,-0.17,"GIRPercentage100yards",2006
6,6,"Trevor Immelman",86,66.83,693,1037,-0.18,"GIRPercentage100yards",2006
7,7,"John Senden",96,66.73,744,1115,-0.16,"GIRPercentage100yards",2006
8,8,"Joey Sindelar",90,66.37,740,1115,-0.15,"GIRPercentage100yards",2006
9,9,"Bart Bryant",87,65.79,677,1029,-0.15,"GIRPercentage100yards",2006
10,10,"Adam Scott",70,65.67,484,737,-0.19,"GIRPercentage100yards",2006
11,11,"Steve Elkington",52,65.6,431,657,-0.11,"GIRPercentage100yards",2006
12,12,"David Branshaw",98,65.54,814,1242,-0.17,"GIRPercentage100yards",2006
13,13,"Joe Durant",101,65.33,882,1350,-0.16,"GIRPercentage100yards",2006
14,14,"Charles Warren",93,65.02,725,1115,-0.14,"GIRPercentage100yards",2006
15,15,"KJ Choi",93,64.83,743,1146,-0.17,"GIRPercentage100yards",2006
16,16,"Steve Stricker",64,64.82,492,759,-0.21,"GIRPercentage100yards",2006
17,17,"Brett Quigley",109,64.59,872,1350,-0.18,"GIRPercentage100yards",2006
18,18,"Arron Oberholser",82,64.57,576,892,-0.19,"GIRPercentage100yards",2006
19,19,"Shaun Micheel",96,64.52,740,1147,-0.17,"GIRPercentage100yards",2006
20,20,"Kevin Sutherland",100,64.4,796,1236,-0.14,"GIRPercentage100yards",2006
21,21,"Heath Slocum",96,64.39,774,1202,-0.17,"GIRPercentage100yards",2006
22,22,"Chris Smith",67,64.33,523,813,-0.12,"GIRPercentage100yards",2006
23,23,"Jonathan Kaye",95,64.23,763,1188,-0.11,"GIRPercentage100yards",2006
23,23,"Bob May",65,64.23,483,752,-0.17,"GIRPercentage100yards",2006
25,25,"Jonathan Byrd",66,64.22,472,735,-0.2,"GIRPercentage100yards",2006
26,26,"Ted Purdy",103,64.09,712,1111,-0.19,"GIRPercentage100yards",2006
27,27,"Ben Curtis",86,64,649,1014,-0.17,"GIRPercentage100yards",2006
28,28,"Jose Maria Olazabal",62,63.99,359,561,-0.18,"GIRPercentage100yards",2006
29,29,"Greg Owen",79,63.98,547,855,-0.12,"GIRPercentage100yards",2006
30,30,"Billy Mayfair",94,63.97,719,1124,-0.15,"GIRPercentage100yards",2006
31,31,"Robert Allenby",79,63.94,555,868,-0.22,"GIRPercentage100yards",2006
32,32,"Bob Estes",85,63.75,693,1087,-0.18,"GIRPercentage100yards",2006
33,33,"JJ Henry",96,63.73,708,1111,-0.17,"GIRPercentage100yards",2006
34,34,"Brandt Jobe",91,63.64,651,1023,-0.17,"GIRPercentage100yards",2006
35,35,"Jeff Brehaut",100,63.59,779,1225,-0.16,"GIRPercentage100yards",2006
36,36,"Mark Wilson",79,63.46,672,1059,-0.21,"GIRPercentage100yards",2006
37,37,"Fred Funk",106,63.34,781,1233,-0.18,"GIRPercentage100yards",2006
38,38,"Vijay Singh",103,63.33,708,1118,-0.18,"GIRPercentage100yards",2006
39,39,"Zach Johnson",98,63.13,719,1139,-0.18,"GIRPercentage100yards",2006
40,40,"Skip Kendall",72,63.12,534,846,-0.18,"GIRPercentage100yards",2006
40,40,"Justin Rose",98,63.12,765,1212,-0.19,"GIRPercentage100yards",2006
42,42,"Mathew Goggin",72,63.1,513,813,-0.12,"GIRPercentage100yards",2006
42,42,"David Howell",52,63.1,265,420,-0.25,"GIRPercentage100yards",2006
44,44,"Alex Cejka",93,63.06,710,1126,-0.17,"GIRPercentage100yards",2006
44,44,"Stephen Leaney",84,63.06,729,1156,-0.19,"GIRPercentage100yards",2006
44,44,"Scott Verplank",88,63.06,623,988,-0.18,"GIRPercentage100yards",2006
47,47,"Brett Wetterich",82,63.03,612,971,-0.19,"GIRPercentage100yards",2006
48,48,"Jerry Kelly",100,63.01,775,1230,-0.18,"GIRPercentage100yards",2006
49,49,"Thomas Levet",53,62.97,449,713,-0.1,"GIRPercentage100yards",2006
50,50,"Padraig Harrington",54,62.93,331,526,-0.18,"GIRPercentage100yards",2006
51,51,"Hunter Mahan",98,62.88,781,1242,-0.2,"GIRPercentage100yards",2006
52,52,"Camilo Villegas",95,62.75,704,1122,-0.17,"GIRPercentage100yards",2006
53,53,"Chad Campbell",91,62.73,621,990,-0.15,"GIRPercentage100yards",2006
53,53,"David Toms",76,62.73,557,888,-0.2,"GIRPercentage100yards",2006
55,55,"Richard Johnson",94,62.72,811,1293,-0.2,"GIRPercentage100yards",2006
55,55,"Phil Mickelson",74,62.72,387,617,-0.21,"GIRPercentage100yards",2006
57,57,"John Cook",67,62.64,508,811,-0.16,"GIRPercentage100yards",2006
57,57,"Frank Lickliter II",99,62.64,746,1191,-0.18,"GIRPercentage100yards",2006
59,59,"Will Ma Kenzie",91,62.57,647,1034,-0.11,"GIRPercentage100yards",2006
60,60,"Davis Love III",85,62.56,508,812,-0.23,"GIRPercentage100yards",2006
61,61,"Billy Andrade",78,62.49,538,861,-0.15,"GIRPercentage100yards",2006
62,62,"Charley Hoffman",100,62.39,748,1199,-0.18,"GIRPercentage100yards",2006
63,63,"John Rollins",93,62.37,658,1055,-0.17,"GIRPercentage100yards",2006
64,64,"Jeff Maggert",81,62.32,617,990,-0.17,"GIRPercentage100yards",2006
64,64,"Bo Van Pelt",102,62.32,794,1274,-0.17,"GIRPercentage100yards",2006
66,66,"Daisuke Maruyama",83,62.23,636,1022,-0.16,"GIRPercentage100yards",2006
67,67,"Lucas Glover",105,62.14,737,1186,-0.19,"GIRPercentage100yards",2006
68,68,"Kris Cox",83,62.07,617,994,-0.16,"GIRPercentage100yards",2006
69,69,"Scott Gutschewski",53,61.97,383,618,-0.17,"GIRPercentage100yards",2006
70,70,"Sergio Garcia",59,61.96,329,531,-0.14,"GIRPercentage100yards",2006
71,71,"Stephen Ames",63,61.95,394,636,-0.21,"GIRPercentage100yards",2006
72,72,"Steve Flesch",119,61.91,928,1499,-0.18,"GIRPercentage100yards",2006
73,73,"Charles Howell III",96,61.9,684,1105,-0.13,"GIRPercentage100yards",2006
74,74,"Ron Whittaker",81,61.89,661,1068,-0.17,"GIRPercentage100yards",2006
75,75,"Matt Hansen",68,61.83,507,820,-0.1,"GIRPercentage100yards",2006
76,76,"David McKenzie",82,61.76,612,991,-0.17,"GIRPercentage100yards",2006
77,77,"Duffy Waldorf",96,61.74,731,1184,-0.17,"GIRPercentage100yards",2006
78,78,"Stewart Cink",93,61.73,663,1074,-0.21,"GIRPercentage100yards",2006
79,79,"Jerry Smith",94,61.68,763,1237,-0.18,"GIRPercentage100yards",2006
80,80,"Kent Jones",103,61.65,783,1270,-0.2,"GIRPercentage100yards",2006
81,81,"Jason Bohn",104,61.61,780,1266,-0.17,"GIRPercentage100yards",2006
82,82,"Dean Wilson",115,61.58,848,1377,-0.2,"GIRPercentage100yards",2006
83,83,"Luke Donald",66,61.54,384,624,-0.22,"GIRPercentage100yards",2006
84,84,"Troy Matteson",101,61.46,748,1217,-0.14,"GIRPercentage100yards",2006
85,85,"Tom Lehman",70,61.43,422,687,-0.13,"GIRPercentage100yards",2006
86,86,"Rich Beem",85,61.38,542,883,-0.17,"GIRPercentage100yards",2006
87,87,"Paul Goydos",72,61.34,560,913,-0.15,"GIRPercentage100yards",2006
88,88,"Kirk Triplett",58,61.32,428,698,-0.2,"GIRPercentage100yards",2006
89,89,"Rory Sabbatini",84,61.3,564,920,-0.18,"GIRPercentage100yards",2006
90,90,"Mathias Gronberg",92,61.27,658,1074,-0.17,"GIRPercentage100yards",2006
91,91,"Paul Stankowski",70,61.24,553,903,-0.17,"GIRPercentage100yards",2006
92,92,"Corey Pavin",74,61.18,531,868,-0.14,"GIRPercentage100yards",2006
93,93,"Bubba Dickerson",98,61.05,707,1158,-0.18,"GIRPercentage100yards",2006
93,93,"Jeff Sluman",101,61.05,754,1235,-0.21,"GIRPercentage100yards",2006
95,95,"Ian Poulter",53,60.98,361,592,-0.21,"GIRPercentage100yards",2006
96,96,"Bob Tway",81,60.96,587,963,-0.17,"GIRPercentage100yards",2006
97,97,"Chris DiMarco",83,60.89,534,877,-0.17,"GIRPercentage100yards",2006
97,97,"Retief Goosen",68,60.89,383,629,-0.21,"GIRPercentage100yards",2006
99,99,"Tim Clark",80,60.88,498,818,-0.19,"GIRPercentage100yards",2006
100,100,"Brent Geiberger",99,60.82,790,1299,-0.19,"GIRPercentage100yards",2006
101,101,"Eric Axley",91,60.79,659,1084,-0.21,"GIRPercentage100yards",2006
102,102,"Henrik Bjornstad",97,60.76,771,1269,-0.15,"GIRPercentage100yards",2006
103,103,"Larry Mize",53,60.74,376,619,-0.13,"GIRPercentage100yards",2006
104,104,"Brian Bateman",69,60.72,521,858,-0.13,"GIRPercentage100yards",2006
104,104,"Mike Weir",88,60.72,558,919,-0.2,"GIRPercentage100yards",2006
106,106,"Chris Couch",75,60.68,534,880,-0.14,"GIRPercentage100yards",2006
107,107,"Steve Lowery",99,60.65,709,1169,-0.14,"GIRPercentage100yards",2006
107,107,"Sean OHair",100,60.65,649,1070,-0.14,"GIRPercentage100yards",2006
109,109,"Fred Couples",52,60.63,268,442,-0.14,"GIRPercentage100yards",2006
110,110,"Robert Gamez",94,60.61,737,1216,-0.16,"GIRPercentage100yards",2006
111,111,"Nicholas Thompson",96,60.56,645,1065,-0.11,"GIRPercentage100yards",2006
112,112,"Tommy Armour III",65,60.55,462,763,-0.24,"GIRPercentage100yards",2006
113,113,"Roger Tambellini",64,60.54,445,735,-0.11,"GIRPercentage100yards",2006
114,114,"Robert Garrigus",85,60.52,607,1003,-0.17,"GIRPercentage100yards",2006
115,115,"Bernhard Langer",77,60.48,508,840,-0.17,"GIRPercentage100yards",2006
116,116,"Bubba Watson",83,60.45,535,885,-0.16,"GIRPercentage100yards",2006
117,117,"Olin Browne",108,60.44,770,1274,-0.19,"GIRPercentage100yards",2006
118,118,"Tjaart van der Walt",60,60.41,467,773,-0.16,"GIRPercentage100yards",2006
119,119,"Marco Dawson",87,60.39,654,1083,-0.2,"GIRPercentage100yards",2006
120,120,"Freddie Jacobson",56,60.34,455,754,-0.19,"GIRPercentage100yards",2006
121,121,"Jeff Overton",95,60.32,707,1172,-0.15,"GIRPercentage100yards",2006
122,122,"Carlos Franco",86,60.29,665,1103,-0.14,"GIRPercentage100yards",2006
123,123,"Tim Herron",82,60.27,531,881,-0.16,"GIRPercentage100yards",2006
124,124,"Tom Pernice Jr",108,60.22,763,1267,-0.19,"GIRPercentage100yards",2006
125,125,"Justin Leonard",83,60.06,576,959,-0.18,"GIRPercentage100yards",2006
126,126,"Ryuji Imada",105,59.98,748,1247,-0.17,"GIRPercentage100yards",2006
127,127,"Brian Davis",92,59.96,668,1114,-0.17,"GIRPercentage100yards",2006
127,127,"Vaughn Taylor",88,59.96,650,1084,-0.22,"GIRPercentage100yards",2006
129,129,"Omar Uresti",61,59.95,440,734,-0.12,"GIRPercentage100yards",2006
130,130,"Dudley Hart",83,59.93,640,1068,-0.15,"GIRPercentage100yards",2006
131,131,"Greg Kraft",79,59.9,575,960,-0.17,"GIRPercentage100yards",2006
131,131,"Shigeki Maruyama",94,59.9,702,1172,-0.21,"GIRPercentage100yards",2006
133,133,"Robert Damron",91,59.83,724,1210,-0.17,"GIRPercentage100yards",2006
134,134,"Steve Jones",83,59.73,626,1048,-0.16,"GIRPercentage100yards",2006
135,135,"Arjun Atwal",97,59.64,693,1162,-0.17,"GIRPercentage100yards",2006
136,136,"Jason Gore",86,59.6,602,1010,-0.15,"GIRPercentage100yards",2006
137,137,"DJ Trahan",92,59.46,644,1083,-0.19,"GIRPercentage100yards",2006
138,138,"Patrick Sheehan",104,59.42,754,1269,-0.14,"GIRPercentage100yards",2006
139,139,"Joe Ogilvie",95,59.4,635,1069,-0.16,"GIRPercentage100yards",2006
140,140,"Nick Watney",97,59.3,708,1194,-0.14,"GIRPercentage100yards",2006
141,141,"Craig Barlow",77,59.29,453,764,-0.15,"GIRPercentage100yards",2006
141,141,"Peter Lonard",77,59.29,581,980,-0.12,"GIRPercentage100yards",2006
143,143,"Jesper Parnevik",84,59.2,608,1027,-0.18,"GIRPercentage100yards",2006
144,144,"Nathan Green",108,59.19,808,1365,-0.18,"GIRPercentage100yards",2006
145,145,"Lee Janzen",79,59,593,1005,-0.17,"GIRPercentage100yards",2006
146,146,"Shane Bertsch",104,58.99,784,1329,-0.19,"GIRPercentage100yards",2006
147,147,"Stuart Appleby",83,58.97,529,897,-0.18,"GIRPercentage100yards",2006
148,148,"Ian Leggatt",80,58.96,576,977,-0.16,"GIRPercentage100yards",2006
149,149,"JB Holmes",81,58.92,449,762,-0.13,"GIRPercentage100yards",2006
150,150,"Wes Short Jr",96,58.91,691,1173,-0.16,"GIRPercentage100yards",2006
151,151,"Paul Azinger",87,58.9,672,1141,-0.17,"GIRPercentage100yards",2006
152,152,"Michael Connell",51,58.89,361,613,-0.14,"GIRPercentage100yards",2006
153,153,"Ryan Palmer",101,58.74,679,1156,-0.18,"GIRPercentage100yards",2006
154,154,"Pat Perez",50,58.69,341,581,-0.13,"GIRPercentage100yards",2006
155,155,"Ryan Moore",68,58.54,490,837,-0.18,"GIRPercentage100yards",2006
156,156,"Brian Gay",107,58.5,867,1482,-0.23,"GIRPercentage100yards",2006
157,157,"Danny Ellis",68,58.36,499,855,-0.18,"GIRPercentage100yards",2006
157,157,"Bill Haas",99,58.36,719,1232,-0.17,"GIRPercentage100yards",2006
159,159,"Mark Brooks",90,58.33,630,1080,-0.15,"GIRPercentage100yards",2006
160,160,"Ernie Els",69,58.26,395,678,-0.18,"GIRPercentage100yards",2006
161,161,"JP Hayes",55,58.2,408,701,-0.17,"GIRPercentage100yards",2006
162,162,"Jon Mills",68,58.19,451,775,-0.11,"GIRPercentage100yards",2006
163,163,"Mark Calcavecchia",94,58.13,651,1120,-0.16,"GIRPercentage100yards",2006
164,164,"Woody Austin",107,58.08,773,1331,-0.17,"GIRPercentage100yards",2006
165,165,"Daniel Chopra",110,58.02,720,1241,-0.24,"GIRPercentage100yards",2006
166,166,"Michael Allen",84,57.98,603,1040,-0.19,"GIRPercentage100yards",2006
167,167,"Ben Crane",85,57.95,514,887,-0.22,"GIRPercentage100yards",2006
168,168,"Harrison Frazar",95,57.82,588,1017,-0.2,"GIRPercentage100yards",2006
169,169,"Mike Sposa",68,57.78,479,829,-0.12,"GIRPercentage100yards",2006
170,170,"Carl Pettersson",95,57.65,622,1079,-0.18,"GIRPercentage100yards",2006
171,171,"Jason Schultz",77,57.25,529,924,-0.12,"GIRPercentage100yards",2006
172,172,"Jimmy Walker",60,57.24,443,774,-0.17,"GIRPercentage100yards",2006
173,173,"John Huston",74,57.13,529,926,-0.16,"GIRPercentage100yards",2006
174,174,"Vance Veazey",59,57.09,455,797,-0.18,"GIRPercentage100yards",2006
175,175,"Chris Riley",86,57.02,581,1019,-0.18,"GIRPercentage100yards",2006
176,176,"Rod Pampling",89,56.84,540,950,-0.22,"GIRPercentage100yards",2006
177,177,"DA Points",82,56.75,584,1029,-0.2,"GIRPercentage100yards",2006
178,178,"Todd Fischer",101,56.53,736,1302,-0.18,"GIRPercentage100yards",2006
179,179,"Geoff Ogilvy",76,56.27,395,702,-0.18,"GIRPercentage100yards",2006
180,180,"Doug Barron",74,55.72,526,944,-0.14,"GIRPercentage100yards",2006
181,181,"James Driscoll",80,55.52,583,1050,-0.13,"GIRPercentage100yards",2006
182,182,"Tag Ridings",103,55.46,681,1228,-0.18,"GIRPercentage100yards",2006
183,183,"Tim Petrovic",95,55.26,657,1189,-0.16,"GIRPercentage100yards",2006
184,184,"John Daly",51,55.09,292,530,-0.13,"GIRPercentage100yards",2006
185,185,"David Duval",71,54.97,415,755,-0.2,"GIRPercentage100yards",2006
186,186,"Len Mattiace",59,54.91,419,763,-0.18,"GIRPercentage100yards",2006
