"LeftRoughProximity_RANKTHISWEEK_2006","LeftRoughProximity_RANKLASTWEEK_2006","LeftRoughProximity_PLAYERNAME_2006","LeftRoughProximity_ROUNDS_2006","LeftRoughProximity_AVG_2006","LeftRoughProximity_ATTEMPTS_2006","LeftRoughProximity_TOTALDISTANCEFEET_2006","LeftRoughProximity_RELATIVETOPAR_2006","stat_name","year"
24,24,"Nicholas Thompson",96,NA,129,5191.583,27,"LeftRoughProximity",2006
26,26,"David Branshaw",98,NA,108,4360.167,9,"LeftRoughProximity",2006
26,26,"John Daly",51,NA,70,2823.083,20,"LeftRoughProximity",2006
26,26,"Kenny Perry",73,NA,105,4233.667,15,"LeftRoughProximity",2006
29,29,"Matt Hansen",68,NA,118,4764.917,22,"LeftRoughProximity",2006
30,30,"Jonathan Byrd",66,NA,79,3199,7,"LeftRoughProximity",2006
31,31,"Jason Gore",86,NA,116,4714.667,16,"LeftRoughProximity",2006
31,31,"Tim Herron",82,NA,125,5085.75,12,"LeftRoughProximity",2006
31,31,"Trevor Immelman",86,NA,102,4146.167,8,"LeftRoughProximity",2006
34,34,"Rich Beem",85,NA,114,4693.333,16,"LeftRoughProximity",2006
34,34,"Ron Whittaker",81,NA,78,3212.417,22,"LeftRoughProximity",2006
36,36,"Robert Gamez",94,NA,104,4298.083,23,"LeftRoughProximity",2006
36,36,"Joe Ogilvie",95,NA,145,5987.583,25,"LeftRoughProximity",2006
36,36,"Jeff Overton",95,NA,147,6075.333,17,"LeftRoughProximity",2006
39,39,"Daniel Chopra",110,NA,160,6629.667,15,"LeftRoughProximity",2006
39,39,"Justin Leonard",83,NA,80,3313.167,13,"LeftRoughProximity",2006
39,39,"Ryan Palmer",101,NA,135,5593.917,20,"LeftRoughProximity",2006
42,42,"Brian Gay",107,NA,137,5690.417,19,"LeftRoughProximity",2006
42,42,"Larry Mize",53,NA,58,2405.167,10,"LeftRoughProximity",2006
44,44,"Lucas Glover",105,NA,161,6699.75,33,"LeftRoughProximity",2006
44,44,"JB Holmes",81,NA,123,5116.583,20,"LeftRoughProximity",2006
46,46,"Bubba Dickerson",98,NA,139,5806.417,21,"LeftRoughProximity",2006
46,46,"Jeff Sluman",101,NA,135,5640,16,"LeftRoughProximity",2006
48,48,"Bill Haas",99,NA,154,6443.833,7,"LeftRoughProximity",2006
48,48,"Len Mattiace",59,NA,95,3974.333,16,"LeftRoughProximity",2006
48,48,"Bubba Watson",83,NA,139,5813.25,6,"LeftRoughProximity",2006
51,51,"Bob May",65,NA,121,5084.667,3,"LeftRoughProximity",2006
51,51,"Roger Tambellini",64,NA,98,4112.333,14,"LeftRoughProximity",2006
51,51,"Camilo Villegas",95,NA,155,6504.833,11,"LeftRoughProximity",2006
54,54,"Billy Andrade",78,NA,109,4590.167,19,"LeftRoughProximity",2006
54,54,"Woody Austin",107,NA,142,5971.417,16,"LeftRoughProximity",2006
54,54,"Troy Matteson",101,NA,176,7404.583,15,"LeftRoughProximity",2006
54,54,"Adam Scott",70,NA,78,3280.75,12,"LeftRoughProximity",2006
58,58,"Steve Flesch",119,NA,147,6199.25,7,"LeftRoughProximity",2006
59,59,"David McKenzie",82,NA,97,4100,17,"LeftRoughProximity",2006
59,59,"Chris Riley",86,NA,87,3678.25,5,"LeftRoughProximity",2006
59,59,"Brett Wetterich",82,NA,109,4609.333,12,"LeftRoughProximity",2006
62,62,"Henrik Bjornstad",97,NA,148,6265.25,17,"LeftRoughProximity",2006
62,62,"Charley Hoffman",100,NA,149,6312.417,20,"LeftRoughProximity",2006
62,62,"Ryuji Imada",105,NA,183,7749.667,23,"LeftRoughProximity",2006
62,62,"Shigeki Maruyama",94,NA,142,6010.333,9,"LeftRoughProximity",2006
66,66,"Harrison Frazar",95,NA,118,5000.917,16,"LeftRoughProximity",2006
66,66,"David Howell",52,NA,44,1866.167,12,"LeftRoughProximity",2006
66,66,"Justin Rose",98,NA,154,6530.333,23,"LeftRoughProximity",2006
69,69,"Alex Aragon",63,NA,117,4983.167,16,"LeftRoughProximity",2006
69,69,"Ian Poulter",53,NA,39,1659.75,6,"LeftRoughProximity",2006
71,71,"Joey Sindelar",90,NA,117,5004.917,30,"LeftRoughProximity",2006
72,72,"Jeff Brehaut",100,NA,115,4926.5,8,"LeftRoughProximity",2006
72,72,"Carlos Franco",86,NA,166,7109.583,23,"LeftRoughProximity",2006
74,74,"Joe Durant",101,NA,98,4204.25,21,"LeftRoughProximity",2006
74,74,"Paul Goydos",72,NA,84,3604.75,11,"LeftRoughProximity",2006
74,74,"Jerry Smith",94,NA,88,3774.5,9,"LeftRoughProximity",2006
77,77,"Chris DiMarco",83,NA,92,3966.917,21,"LeftRoughProximity",2006
77,77,"Davis Love III",85,NA,114,4915.5,17,"LeftRoughProximity",2006
79,79,"Retief Goosen",68,NA,111,4790.75,16,"LeftRoughProximity",2006
79,79,"Ted Purdy",103,NA,109,4706.833,15,"LeftRoughProximity",2006
81,81,"John Cook",67,NA,83,3591.167,15,"LeftRoughProximity",2006
81,81,"Nathan Green",108,NA,160,6921,16,"LeftRoughProximity",2006
81,81,"Jerry Kelly",100,NA,112,4840.583,17,"LeftRoughProximity",2006
81,81,"Wes Short Jr",96,NA,164,7090.5,34,"LeftRoughProximity",2006
85,85,"DJ Trahan",92,NA,129,5586.917,33,"LeftRoughProximity",2006
86,86,"Hidemichi Tanaka",74,NA,117,5082.417,28,"LeftRoughProximity",2006
86,86,"Nick Watney",97,NA,150,6514.25,10,"LeftRoughProximity",2006
88,88,"Bart Bryant",87,NA,77,3351,15,"LeftRoughProximity",2006
88,88,"Ian Leggatt",80,NA,145,6303,26,"LeftRoughProximity",2006
88,88,"Corey Pavin",74,NA,71,3086.25,13,"LeftRoughProximity",2006
88,88,"Heath Slocum",96,NA,97,4217,7,"LeftRoughProximity",2006
92,92,"Olin Browne",108,NA,155,6759.75,40,"LeftRoughProximity",2006
92,92,"Ben Curtis",86,NA,94,4096.583,17,"LeftRoughProximity",2006
92,92,"David Duval",71,NA,132,5754.583,23,"LeftRoughProximity",2006
92,92,"Fred Funk",106,NA,100,4355.333,16,"LeftRoughProximity",2006
92,92,"Jason Schultz",77,NA,110,4797.833,21,"LeftRoughProximity",2006
92,92,"Scott Verplank",88,NA,56,2438.833,15,"LeftRoughProximity",2006
98,98,"Paul Azinger",87,NA,121,5287.083,20,"LeftRoughProximity",2006
98,98,"Jeff Gove",91,NA,139,6063.917,18,"LeftRoughProximity",2006
98,98,"Thomas Levet",53,NA,72,3145.417,16,"LeftRoughProximity",2006
101,101,"Shane Bertsch",104,NA,144,6299.75,19,"LeftRoughProximity",2006
101,101,"Fred Couples",52,NA,71,3104.75,-1,"LeftRoughProximity",2006
101,101,"Peter Lonard",77,NA,117,5114.833,15,"LeftRoughProximity",2006
101,101,"Rod Pampling",89,NA,113,4944.083,10,"LeftRoughProximity",2006
105,105,"Robert Garrigus",85,NA,125,5481.667,33,"LeftRoughProximity",2006
106,106,"Patrick Sheehan",104,NA,104,4570.833,11,"LeftRoughProximity",2006
107,107,"Robert Damron",91,NA,116,5101.083,19,"LeftRoughProximity",2006
107,107,"Charles Howell III",96,NA,160,7045.167,12,"LeftRoughProximity",2006
107,107,"Skip Kendall",72,NA,65,2862.333,6,"LeftRoughProximity",2006
110,110,"Brian Bateman",69,NA,110,4848.417,18,"LeftRoughProximity",2006
110,110,"Daisuke Maruyama",83,NA,105,4626.333,13,"LeftRoughProximity",2006
112,112,"Dudley Hart",83,NA,136,6021.333,13,"LeftRoughProximity",2006
112,112,"DA Points",82,NA,117,5175.333,19,"LeftRoughProximity",2006
114,114,"Bob Estes",85,NA,95,4213.583,10,"LeftRoughProximity",2006
114,114,"Jonathan Kaye",95,NA,114,5052.417,17,"LeftRoughProximity",2006
116,116,"Tommy Armour III",65,NA,70,3110.833,6,"LeftRoughProximity",2006
116,116,"John Senden",96,NA,122,5413.75,20,"LeftRoughProximity",2006
118,118,"Brandt Jobe",91,NA,95,4227.5,9,"LeftRoughProximity",2006
118,118,"Stephen Leaney",84,NA,126,5606.167,33,"LeftRoughProximity",2006
118,118,"Pat Perez",50,NA,65,2892.75,12,"LeftRoughProximity",2006
121,121,"Zach Johnson",98,NA,98,4366.417,21,"LeftRoughProximity",2006
121,121,"Tjaart van der Walt",60,NA,67,2988.667,7,"LeftRoughProximity",2006
123,123,"Stuart Appleby",83,NA,119,5310.833,-3,"LeftRoughProximity",2006
123,123,"Brent Geiberger",99,NA,134,5990.833,47,"LeftRoughProximity",2006
123,123,"Geoff Ogilvy",76,NA,91,4065.833,16,"LeftRoughProximity",2006
123,123,"Tag Ridings",103,NA,178,7947.417,41,"LeftRoughProximity",2006
127,127,"Sergio Garcia",59,NA,66,2956.917,13,"LeftRoughProximity",2006
128,128,"Mathias Gronberg",92,NA,143,6427.25,23,"LeftRoughProximity",2006
128,128,"John Huston",74,NA,113,5073.5,19,"LeftRoughProximity",2006
130,130,"Kent Jones",103,NA,120,5396.417,12,"LeftRoughProximity",2006
130,130,"Tom Pernice Jr",108,NA,155,6969.667,13,"LeftRoughProximity",2006
132,132,"Ryan Moore",68,NA,100,4509.583,31,"LeftRoughProximity",2006
132,132,"Bo Van Pelt",102,NA,160,7207.583,10,"LeftRoughProximity",2006
134,134,"Steve Elkington",52,NA,57,2574.583,6,"LeftRoughProximity",2006
135,135,"Aaron Baddeley",78,NA,102,4617.167,21,"LeftRoughProximity",2006
135,135,"Steve Lowery",99,NA,145,6560.333,36,"LeftRoughProximity",2006
135,135,"Paul Stankowski",70,NA,101,4566.417,13,"LeftRoughProximity",2006
138,138,"Vance Veazey",59,NA,94,4257.917,7,"LeftRoughProximity",2006
139,139,"Brett Quigley",109,NA,161,7308.667,14,"LeftRoughProximity",2006
140,140,"Brad Faxon",78,NA,133,6052.167,23,"LeftRoughProximity",2006
141,141,"JJ Henry",96,NA,139,6335.417,26,"LeftRoughProximity",2006
141,141,"Tom Lehman",70,NA,79,3604.167,7,"LeftRoughProximity",2006
141,141,"Jimmy Walker",60,NA,115,5238.333,29,"LeftRoughProximity",2006
144,144,"Jesper Parnevik",84,NA,150,6851.083,4,"LeftRoughProximity",2006
145,145,"Freddie Jacobson",56,NA,96,4401,17,"LeftRoughProximity",2006
145,145,"Charles Warren",93,NA,141,6467.583,13,"LeftRoughProximity",2006
147,147,"Jim Furyk",89,NA,68,3120.75,4,"LeftRoughProximity",2006
147,147,"Richard Johnson",94,NA,126,5784.083,34,"LeftRoughProximity",2006
149,149,"Chris Couch",75,NA,115,5302.833,26,"LeftRoughProximity",2006
149,149,"Shaun Micheel",96,NA,131,6033.833,21,"LeftRoughProximity",2006
151,151,"Lee Janzen",79,NA,143,6596.083,39,"LeftRoughProximity",2006
151,151,"Arron Oberholser",82,NA,113,5214.5,18,"LeftRoughProximity",2006
153,153,"Scott Gutschewski",53,NA,66,3054.417,12,"LeftRoughProximity",2006
154,154,"Tim Clark",80,NA,100,4630.417,17,"LeftRoughProximity",2006
155,155,"JP Hayes",55,NA,55,2553.5,3,"LeftRoughProximity",2006
155,155,"Hunter Mahan",98,NA,128,5942,21,"LeftRoughProximity",2006
157,157,"Robert Allenby",79,NA,83,3857.333,13,"LeftRoughProximity",2006
157,157,"Mark Brooks",90,NA,112,5205.917,21,"LeftRoughProximity",2006
157,157,"Chris Smith",67,NA,81,3766.75,15,"LeftRoughProximity",2006
160,160,"Carl Pettersson",95,NA,153,7144.917,8,"LeftRoughProximity",2006
161,161,"Duffy Waldorf",96,NA,119,5566.333,26,"LeftRoughProximity",2006
162,162,"Greg Chalmers",71,NA,88,4131.75,23,"LeftRoughProximity",2006
162,162,"Mark OMeara",52,NA,97,4549.167,11,"LeftRoughProximity",2006
162,162,"Omar Uresti",61,NA,78,3661.5,12,"LeftRoughProximity",2006
165,165,"Chad Campbell",91,NA,114,5357.917,16,"LeftRoughProximity",2006
166,166,"Vaughn Taylor",88,NA,114,5364.917,28,"LeftRoughProximity",2006
167,167,"Mike Sposa",68,NA,107,5043.833,14,"LeftRoughProximity",2006
168,168,"Stephen Ames",63,NA,85,4017.167,22,"LeftRoughProximity",2006
168,168,"Luke Donald",66,NA,66,3117.417,11,"LeftRoughProximity",2006
168,168,"Bernhard Langer",77,NA,91,4302.333,10,"LeftRoughProximity",2006
168,168,"Jeff Maggert",81,NA,116,5483.25,41,"LeftRoughProximity",2006
172,172,"James Driscoll",80,NA,161,7659.083,16,"LeftRoughProximity",2006
173,173,"Dean Wilson",115,NA,167,8007,8,"LeftRoughProximity",2006
174,174,"Kevin Sutherland",100,NA,162,7774.333,20,"LeftRoughProximity",2006
175,175,"Arjun Atwal",97,NA,138,6647.833,31,"LeftRoughProximity",2006
175,175,"Phil Mickelson",74,NA,93,4482.167,15,"LeftRoughProximity",2006
177,177,"Craig Barlow",77,NA,97,4687.083,16,"LeftRoughProximity",2006
177,177,"Marco Dawson",87,NA,130,6281.5,14,"LeftRoughProximity",2006
179,179,"Michael Connell",51,NA,63,3057.083,13,"LeftRoughProximity",2006
180,180,"Sean OHair",100,NA,127,6182.917,19,"LeftRoughProximity",2006
181,181,"Billy Mayfair",94,NA,81,3958.083,1,"LeftRoughProximity",2006
181,181,"Tim Petrovic",95,NA,123,6006.583,20,"LeftRoughProximity",2006
183,183,"Ernie Els",69,NA,95,4645.333,7,"LeftRoughProximity",2006
183,183,"Will Ma Kenzie",91,NA,117,5725.583,34,"LeftRoughProximity",2006
185,185,"Ryan Hietala",61,NA,117,5729.25,23,"LeftRoughProximity",2006
185,185,"Mark Wilson",79,NA,97,4750.417,24,"LeftRoughProximity",2006
187,187,"John Engler Jr",69,NA,113,5604.5,23,"LeftRoughProximity",2006
187,187,"Todd Hamilton",72,NA,82,4064,15,"LeftRoughProximity",2006
189,189,"JL Lewis",57,NA,77,3839.333,14,"LeftRoughProximity",2006
190,190,"Mike Weir",88,NA,114,5707.917,17,"LeftRoughProximity",2006
191,191,"Mathew Goggin",72,NA,107,5395.083,24,"LeftRoughProximity",2006
192,192,"Jose Maria Olazabal",62,NA,47,2398.833,9,"LeftRoughProximity",2006
193,193,"Stewart Cink",93,NA,126,6531.167,19,"LeftRoughProximity",2006
194,194,"KJ Choi",93,NA,115,6031.417,20,"LeftRoughProximity",2006
195,195,"Ben Crane",85,NA,89,4780,16,"LeftRoughProximity",2006
196,196,"Steve Jones",83,NA,100,5381.25,33,"LeftRoughProximity",2006
