"PGAChampionshipPoints_RANKTHISWEEK_2009","PGAChampionshipPoints_RANKLASTWEEK_2009","PGAChampionshipPoints_PLAYERNAME_2009","PGAChampionshipPoints_EVENTS_2009","PGAChampionshipPoints_POINTS_2009","stat_name","year"
45,45,"Geoff Ogilvy",6,519816,"PGAChampionshipPoints",2009
46,46,"Retief Goosen",6,515485,"PGAChampionshipPoints",2009
47,47,"Webb Simpson",8,501325,"PGAChampionshipPoints",2009
48,48,"Kevin Stadler",4,500700,"PGAChampionshipPoints",2009
49,49,"David Toms",9,494083,"PGAChampionshipPoints",2009
50,50,"Stewart Cink",6,490508,"PGAChampionshipPoints",2009
51,51,"Rory McIlroy",2,474250,"PGAChampionshipPoints",2009
52,52,"Ian Poulter",5,465885,"PGAChampionshipPoints",2009
53,53,"Nick OHern",8,447776,"PGAChampionshipPoints",2009
54,54,"Jamie Lovemark",3,440000,"PGAChampionshipPoints",2009
55,55,"Luke Donald",6,429538,"PGAChampionshipPoints",2009
56,56,"Kevin Sutherland",7,419303,"PGAChampionshipPoints",2009
57,57,"Bo Van Pelt",9,413193,"PGAChampionshipPoints",2009
58,58,"Brian Gay",8,398150,"PGAChampionshipPoints",2009
59,59,"Charles Howell III",9,355192,"PGAChampionshipPoints",2009
60,60,"DA Points",7,348275,"PGAChampionshipPoints",2009
61,61,"Leif Olson",5,348000,"PGAChampionshipPoints",2009
62,62,"Rory Sabbatini",8,318800,"PGAChampionshipPoints",2009
63,63,"Camilo Villegas",5,317235,"PGAChampionshipPoints",2009
64,64,"Jimmy Walker",5,310642,"PGAChampionshipPoints",2009
65,65,"Michael Allen",6,306550,"PGAChampionshipPoints",2009
66,66,"Jeev Milkha Singh",5,305041,"PGAChampionshipPoints",2009
67,67,"Jonathan Byrd",8,301799,"PGAChampionshipPoints",2009
68,68,"Henrik Stenson",2,300125,"PGAChampionshipPoints",2009
69,69,"Mark Wilson",8,298719,"PGAChampionshipPoints",2009
70,70,"Bryce Molder",6,289050,"PGAChampionshipPoints",2009
71,71,"Ben Crane",8,283838,"PGAChampionshipPoints",2009
72,72,"Martin Kaymer",2,275875,"PGAChampionshipPoints",2009
73,73,"Soren Kjeldsen",2,272375,"PGAChampionshipPoints",2009
74,74,"Charley Hoffman",8,270267,"PGAChampionshipPoints",2009
75,75,"Jason Day",3,268200,"PGAChampionshipPoints",2009
76,76,"Nicholas Thompson",5,266729,"PGAChampionshipPoints",2009
77,77,"Bill Lunde",5,261981,"PGAChampionshipPoints",2009
78,78,"Carl Pettersson",7,259140,"PGAChampionshipPoints",2009
79,79,"Greg Owen",7,257473,"PGAChampionshipPoints",2009
80,80,"Davis Love III",9,251242,"PGAChampionshipPoints",2009
81,81,"Jeff Overton",8,246313,"PGAChampionshipPoints",2009
82,82,"Miguel Angel Jimenez",2,246069,"PGAChampionshipPoints",2009
83,83,"Paul Goydos",7,244060,"PGAChampionshipPoints",2009
84,84,"Fred Couples",5,242676,"PGAChampionshipPoints",2009
85,85,"Jeff Klauk",7,232478,"PGAChampionshipPoints",2009
86,86,"Scott Piercy",6,228938,"PGAChampionshipPoints",2009
87,87,"Brian Davis",9,228480,"PGAChampionshipPoints",2009
88,88,"Pat Perez",6,224491,"PGAChampionshipPoints",2009
89,89,"Harrison Frazar",6,222613,"PGAChampionshipPoints",2009
90,90,"DJ Trahan",8,221628,"PGAChampionshipPoints",2009
91,91,"Rod Pampling",5,216569,"PGAChampionshipPoints",2009
92,92,"Tom Pernice Jr",5,213869,"PGAChampionshipPoints",2009
93,93,"Alex Cejka",5,213659,"PGAChampionshipPoints",2009
94,94,"Chris Riley",6,205285,"PGAChampionshipPoints",2009
95,95,"Graeme McDowell",2,202133,"PGAChampionshipPoints",2009
96,96,"Chris Stroud",5,201129,"PGAChampionshipPoints",2009
97,97,"Chez Reavie",4,199991,"PGAChampionshipPoints",2009
98,98,"Mathias Gronberg",3,197529,"PGAChampionshipPoints",2009
99,99,"Oliver Wilson",2,194260,"PGAChampionshipPoints",2009
100,100,"Vijay Singh",4,190592,"PGAChampionshipPoints",2009
101,101,"Anthony Kim",6,190073,"PGAChampionshipPoints",2009
102,102,"Matt Weibring",5,186724,"PGAChampionshipPoints",2009
103,103,"Kevin Streelman",8,178877,"PGAChampionshipPoints",2009
104,104,"Woody Austin",7,171423,"PGAChampionshipPoints",2009
105,105,"Bubba Watson",6,170906,"PGAChampionshipPoints",2009
106,106,"Scott McCarron",6,169887,"PGAChampionshipPoints",2009
107,107,"Andres Romero",4,169430,"PGAChampionshipPoints",2009
108,108,"John Merrick",7,169133,"PGAChampionshipPoints",2009
109,109,"Charlie Wi",7,167760,"PGAChampionshipPoints",2009
110,110,"Tim Herron",6,161182,"PGAChampionshipPoints",2009
111,111,"Greg Chalmers",6,153983,"PGAChampionshipPoints",2009
112,112,"Francesco Molinari",1,150633,"PGAChampionshipPoints",2009
113,113,"Boo Weekley",5,145581,"PGAChampionshipPoints",2009
114,114,"Peter Lonard",5,145344,"PGAChampionshipPoints",2009
115,115,"Scott Gutschewski",3,144977,"PGAChampionshipPoints",2009
116,116,"Corey Pavin",4,144732,"PGAChampionshipPoints",2009
117,117,"Alvaro Quiros",2,144238,"PGAChampionshipPoints",2009
118,118,"John Rollins",7,138330,"PGAChampionshipPoints",2009
119,119,"Ross Fisher",2,137760,"PGAChampionshipPoints",2009
120,120,"Jeff Maggert",6,135693,"PGAChampionshipPoints",2009
121,121,"Ben Curtis",4,132013,"PGAChampionshipPoints",2009
122,122,"JB Holmes",7,130500,"PGAChampionshipPoints",2009
123,123,"KJ Choi",5,125613,"PGAChampionshipPoints",2009
124,124,"Nathan Green",8,122535,"PGAChampionshipPoints",2009
125,125,"Robert Garrigus",6,120157,"PGAChampionshipPoints",2009
126,126,"Glen Day",5,113373,"PGAChampionshipPoints",2009
127,127,"Chris DiMarco",6,110081,"PGAChampionshipPoints",2009
128,128,"Mathew Goggin",7,107067,"PGAChampionshipPoints",2009
129,129,"Bob Heintz",5,104019,"PGAChampionshipPoints",2009
130,130,"Rocco Mediate",5,102920,"PGAChampionshipPoints",2009
131,131,"Will Ma Kenzie",6,101179,"PGAChampionshipPoints",2009
132,132,"Joe Ogilvie",6,101169,"PGAChampionshipPoints",2009
133,133,"Tom Lehman",3,98850,"PGAChampionshipPoints",2009
134,134,"Rich Beem",6,98325,"PGAChampionshipPoints",2009
135,135,"Johnson Wagner",4,98098,"PGAChampionshipPoints",2009
136,136,"James Nitties",5,94665,"PGAChampionshipPoints",2009
137,137,"JJ Henry",6,94544,"PGAChampionshipPoints",2009
138,138,"Richard Johnson",7,94243,"PGAChampionshipPoints",2009
139,139,"John Mallinger",7,93950,"PGAChampionshipPoints",2009
140,140,"Adam Scott",5,91254,"PGAChampionshipPoints",2009
141,141,"Kent Jones",5,90881,"PGAChampionshipPoints",2009
142,142,"Cameron Beckman",8,88236,"PGAChampionshipPoints",2009
143,143,"Todd Hamilton",6,88191,"PGAChampionshipPoints",2009
144,144,"Lee Janzen",4,87375,"PGAChampionshipPoints",2009
145,145,"Brett Quigley",7,86744,"PGAChampionshipPoints",2009
146,146,"Daniel Chopra",6,84684,"PGAChampionshipPoints",2009
147,147,"Dean Wilson",5,81914,"PGAChampionshipPoints",2009
148,148,"Stuart Appleby",6,79862,"PGAChampionshipPoints",2009
149,149,"Gonzalo Fdez Castano",2,78638,"PGAChampionshipPoints",2009
150,150,"Soren Hansen",2,74486,"PGAChampionshipPoints",2009
150,150,"Thongchai Jaidee",2,74486,"PGAChampionshipPoints",2009
152,152,"Darren Clarke",2,74429,"PGAChampionshipPoints",2009
153,153,"Jeff Quinney",6,70984,"PGAChampionshipPoints",2009
154,154,"David Mathis",6,66737,"PGAChampionshipPoints",2009
155,155,"Spencer Levin",5,65275,"PGAChampionshipPoints",2009
156,156,"Ken Duke",6,62434,"PGAChampionshipPoints",2009
157,157,"Anthony Kang",1,60000,"PGAChampionshipPoints",2009
157,157,"Prayad Marksaeng",2,60000,"PGAChampionshipPoints",2009
159,159,"Danny Lee",2,56292,"PGAChampionshipPoints",2009
160,160,"Aaron Baddeley",5,54950,"PGAChampionshipPoints",2009
161,161,"Patrick Sheehan",2,54061,"PGAChampionshipPoints",2009
162,162,"Brendan Jones",1,53113,"PGAChampionshipPoints",2009
163,163,"Bob Estes",4,52210,"PGAChampionshipPoints",2009
164,164,"Anders Hansen",2,51500,"PGAChampionshipPoints",2009
165,165,"Steve Flesch",7,51388,"PGAChampionshipPoints",2009
166,166,"Steve Elkington",6,50525,"PGAChampionshipPoints",2009
167,167,"Ted Purdy",7,50215,"PGAChampionshipPoints",2009
168,168,"Billy Mayfair",5,48491,"PGAChampionshipPoints",2009
169,169,"Colt Knost",4,48200,"PGAChampionshipPoints",2009
170,170,"Christian Cevaer",1,46500,"PGAChampionshipPoints",2009
170,170,"Nick Dougherty",2,46500,"PGAChampionshipPoints",2009
172,172,"Marc Turnesa",7,46448,"PGAChampionshipPoints",2009
173,173,"Matt Jones",4,43362,"PGAChampionshipPoints",2009
174,174,"Aron Price",5,42913,"PGAChampionshipPoints",2009
175,175,"Trevor Immelman",1,42750,"PGAChampionshipPoints",2009
176,176,"Jay Williamson",5,40448,"PGAChampionshipPoints",2009
177,177,"Michael Bradley",5,38641,"PGAChampionshipPoints",2009
178,178,"Roland Thatcher",6,37811,"PGAChampionshipPoints",2009
179,179,"Shingo Katayama",2,37500,"PGAChampionshipPoints",2009
180,180,"Richard Sterne",2,37000,"PGAChampionshipPoints",2009
181,181,"Gregory Havret",1,36625,"PGAChampionshipPoints",2009
182,182,"Matt Bettencourt",6,36579,"PGAChampionshipPoints",2009
183,183,"Chih Bing Lam",1,36250,"PGAChampionshipPoints",2009
184,184,"Shane Lowry",1,36000,"PGAChampionshipPoints",2009
185,185,"Yuji Igarashi",1,35750,"PGAChampionshipPoints",2009
186,186,"Darron Stiles",4,35618,"PGAChampionshipPoints",2009
187,187,"Briny Baird",7,34173,"PGAChampionshipPoints",2009
188,188,"Ricky Barnes",5,30927,"PGAChampionshipPoints",2009
189,189,"Ryan Palmer",4,30740,"PGAChampionshipPoints",2009
190,190,"Mark Calcavecchia",6,30080,"PGAChampionshipPoints",2009
191,191,"Michael Sim",2,29880,"PGAChampionshipPoints",2009
192,192,"Steve Lowery",5,28593,"PGAChampionshipPoints",2009
193,193,"Brendon de Jonge",5,27652,"PGAChampionshipPoints",2009
194,194,"Parker McLachlin",5,26500,"PGAChampionshipPoints",2009
195,195,"Arron Oberholser",1,26417,"PGAChampionshipPoints",2009
196,196,"Kyle Stanley",2,26231,"PGAChampionshipPoints",2009
196,196,"Kirk Triplett",3,26231,"PGAChampionshipPoints",2009
198,198,"Casey Wittenberg",5,23878,"PGAChampionshipPoints",2009
199,199,"Ryuji Imada",5,23832,"PGAChampionshipPoints",2009
200,200,"Brian Vranesh",4,23480,"PGAChampionshipPoints",2009
201,201,"Jason Gore",4,22400,"PGAChampionshipPoints",2009
202,202,"Charl Schwartzel",1,21113,"PGAChampionshipPoints",2009
203,203,"Arjun Atwal",3,21000,"PGAChampionshipPoints",2009
204,204,"Brad Faxon",4,20771,"PGAChampionshipPoints",2009
205,205,"Kris Blanks",4,19991,"PGAChampionshipPoints",2009
206,206,"Michael Letzig",7,18510,"PGAChampionshipPoints",2009
207,207,"Peter Tomasulo",4,18500,"PGAChampionshipPoints",2009
208,208,"Tag Ridings",2,16800,"PGAChampionshipPoints",2009
209,209,"Thomas Levet",1,16260,"PGAChampionshipPoints",2009
210,210,"Hiroyuki Fujita",1,15525,"PGAChampionshipPoints",2009
210,210,"Ryo Ishikawa",1,15525,"PGAChampionshipPoints",2009
210,210,"Bob Tway",2,15525,"PGAChampionshipPoints",2009
213,213,"Richard Green",1,15000,"PGAChampionshipPoints",2009
214,214,"JP Hayes",1,14219,"PGAChampionshipPoints",2009
215,215,"David Smail",1,14050,"PGAChampionshipPoints",2009
216,216,"Gregory Bisconti",1,13600,"PGAChampionshipPoints",2009
217,217,"Grant Sturgeon",1,13300,"PGAChampionshipPoints",2009
217,217,"Chris Wood",1,13300,"PGAChampionshipPoints",2009
219,219,"Alastair Forsyth",1,13100,"PGAChampionshipPoints",2009
220,220,"Aaron Watkins",5,13080,"PGAChampionshipPoints",2009
221,221,"Jarrod Lyle",4,12480,"PGAChampionshipPoints",2009
222,222,"Joe Durant",3,11820,"PGAChampionshipPoints",2009
223,223,"Fernando Mechereffe",1,11271,"PGAChampionshipPoints",2009
223,223,"Scott Sterling",1,11271,"PGAChampionshipPoints",2009
225,225,"James Oh",3,10798,"PGAChampionshipPoints",2009
225,225,"Rod Perry",1,10798,"PGAChampionshipPoints",2009
225,225,"Charles Warren",3,10798,"PGAChampionshipPoints",2009
228,228,"Ernie Gonzalez",1,10788,"PGAChampionshipPoints",2009
229,229,"Brad Adamonis",3,10710,"PGAChampionshipPoints",2009
229,229,"James Driscoll",2,10710,"PGAChampionshipPoints",2009
231,231,"Rick Price",3,9823,"PGAChampionshipPoints",2009
232,232,"Tommy Gainey",1,9792,"PGAChampionshipPoints",2009
232,232,"Cliff Kresge",5,9792,"PGAChampionshipPoints",2009
234,234,"John Daly",2,8925,"PGAChampionshipPoints",2009
235,235,"Matthew Borchert",3,8619,"PGAChampionshipPoints",2009
236,236,"Tommy Armour III",5,8442,"PGAChampionshipPoints",2009
237,237,"Brian Bateman",5,8232,"PGAChampionshipPoints",2009
