"HangTime_RANKTHISWEEK_2016","HangTime_RANKLASTWEEK_2016","HangTime_PLAYERNAME_2016","HangTime_ROUNDS_2016","HangTime_AVG_2016","HangTime_TOTALACTUALHANGTIME_2016","HangTime_TOTALATTEMPTS_2016","HangTime_LONGESTACTHANGTIME_2016","HangTime_SHORTESTACTHANGTIME_2016","stat_name","year"
70,61,"Graham DeLaet",50,6.5,293.8,45,7.8,1.5,"HangTime",2016
70,61,"Matt Every",34,6.5,235,36,7.6,2.9,"HangTime",2016
70,61,"Jason Gore",51,6.5,287.9,44,7.5,1.2,"HangTime",2016
70,89,"Padraig Harrington",38,6.5,226.8,35,8.3,2.6,"HangTime",2016
70,61,"Charles Howell III",63,6.5,377.3,58,7.8,3.1,"HangTime",2016
70,61,"Matt Jones",45,6.5,142.4,22,7.3,3.6,"HangTime",2016
70,89,"Michael Kim",62,6.5,387.3,60,7.9,2.5,"HangTime",2016
70,61,"Matt Kuchar",46,6.5,268.1,41,7.7,2.4,"HangTime",2016
70,61,"David Lingmerth",54,6.5,313.8,48,7.4,2.5,"HangTime",2016
70,61,"Davis Love III",40,6.5,241.5,37,7.5,4.3,"HangTime",2016
70,89,"Carlos Ortiz",47,6.5,279.5,43,8.4,1.3,"HangTime",2016
70,61,"Wes Roach",33,6.5,143.8,22,7.5,4.8,"HangTime",2016
70,61,"Adam Scott",39,6.5,176.5,27,7.6,4.2,"HangTime",2016
70,61,"John Senden",48,6.5,130.7,20,7.5,4.6,"HangTime",2016
70,89,"Webb Simpson",34,6.5,200.1,31,7.8,2.3,"HangTime",2016
70,61,"Jordan Spieth",34,6.5,162.6,25,7.7,2.8,"HangTime",2016
70,89,"Kevin Streelman",46,6.5,213.1,33,7.9,2.7,"HangTime",2016
70,89,"Cameron Tringale",47,6.5,291.1,45,9.3,2.7,"HangTime",2016
70,61,"Bubba Watson",30,6.5,110.9,17,8.4,3.4,"HangTime",2016
70,61,"Bernd Wiesberger",23,6.5,122.6,19,7.4,4,"HangTime",2016
95,89,"Zac Blair",56,6.4,320.3,50,7.3,2.8,"HangTime",2016
95,89,"Jason Bohn",37,6.4,122.1,19,9.3,4.9,"HangTime",2016
95,89,"Derek Ernst",36,6.4,141.4,22,7.8,4,"HangTime",2016
95,89,"Brice Garnett",29,6.4,102.2,16,7.4,4.5,"HangTime",2016
95,120,"Emiliano Grillo",47,6.4,235.2,37,7.6,3.8,"HangTime",2016
95,89,"Luke Guthrie",31,6.4,140.1,22,7.7,1.8,"HangTime",2016
95,89,"Russell Henley",42,6.4,277.2,43,7.6,2.8,"HangTime",2016
95,89,"Charley Hoffman",49,6.4,302.6,47,7.8,1.9,"HangTime",2016
95,89,"Billy Hurley III",22,6.4,109.1,17,7.2,3.1,"HangTime",2016
95,89,"Si Woo Kim",63,6.4,352.5,55,7.6,3.3,"HangTime",2016
95,89,"Brooks Koepka",39,6.4,172.6,27,8.3,3.2,"HangTime",2016
95,89,"Andrew Landry",24,6.4,57.7,9,7.6,4.5,"HangTime",2016
95,89,"Scott Langley",41,6.4,198.7,31,7.3,4.5,"HangTime",2016
95,89,"DH Lee",35,6.4,140.9,22,7.2,4.7,"HangTime",2016
95,89,"Lucas Lee",22,6.4,115.2,18,7.2,5.7,"HangTime",2016
95,89,"Louis Oosthuizen",25,6.4,114.6,18,7.5,2.5,"HangTime",2016
95,89,"Jeff Overton",51,6.4,364.6,57,7.6,2.8,"HangTime",2016
95,89,"Andres Romero",22,6.4,96.4,15,7.4,4.6,"HangTime",2016
95,89,"Steve Stricker",25,6.4,166.4,26,7.3,3.3,"HangTime",2016
95,89,"Andy Sullivan",25,6.4,141.4,22,7.3,4,"HangTime",2016
95,89,"David Toms",38,6.4,274.2,43,7.2,4,"HangTime",2016
95,89,"Camilo Villegas",50,6.4,306.3,48,7.4,3,"HangTime",2016
95,120,"Johnson Wagner",44,6.4,235,37,7.7,2.9,"HangTime",2016
95,89,"Steve Wheatcroft",53,6.4,299.9,47,7.4,3.9,"HangTime",2016
95,120,"Tim Wilkinson",40,6.4,134.4,21,7.4,5.4,"HangTime",2016
95,89,"Mark Wilson",42,6.4,242.7,38,7.8,5.5,"HangTime",2016
121,141,"Thomas Aiken",42,6.3,156.8,25,7.6,3,"HangTime",2016
121,120,"Roberto Castro",55,6.3,323.6,51,7.4,1.9,"HangTime",2016
121,89,"Kevin Chappell",49,6.3,220.2,35,7.8,2.3,"HangTime",2016
121,141,"Erik Compton",45,6.3,225.5,36,7.3,3.5,"HangTime",2016
121,120,"Jamie Donaldson",28,6.3,176.4,28,7.3,2.5,"HangTime",2016
121,120,"Derek Fathauer",58,6.3,333.6,53,7.7,1.4,"HangTime",2016
121,120,"Matthew Fitzpatrick",23,6.3,113.5,18,7.5,1.3,"HangTime",2016
121,141,"Lucas Glover",53,6.3,351.7,56,7.5,4.6,"HangTime",2016
121,120,"Fabian Gomez",49,6.3,317.4,50,7.5,2,"HangTime",2016
121,120,"Brian Harman",60,6.3,294.6,47,7.3,3,"HangTime",2016
121,120,"John Huh",51,6.3,301.5,48,8.1,3.2,"HangTime",2016
121,120,"Marc Leishman",41,6.3,207.7,33,8.1,2.4,"HangTime",2016
121,141,"Will Ma Kenzie",54,6.3,294.6,47,7.3,1.5,"HangTime",2016
121,120,"Troy Merritt",41,6.3,202.3,32,7.4,3.2,"HangTime",2016
121,120,"Ryan Moore",40,6.3,196.3,31,7.1,5.4,"HangTime",2016
121,120,"Kevin Na",52,6.3,231.9,37,7.3,2.5,"HangTime",2016
121,120,"Dicky Pride",33,6.3,163.6,26,7.1,5.1,"HangTime",2016
121,120,"Chez Reavie",56,6.3,310.5,49,7.3,2.8,"HangTime",2016
121,120,"Rory Sabbatini",40,6.3,137.7,22,7.2,2.7,"HangTime",2016
121,120,"Sam Saunders",40,6.3,182.8,29,7.7,2.6,"HangTime",2016
121,120,"Cameron Smith",45,6.3,176.5,28,7.6,2.5,"HangTime",2016
121,120,"Brendon Todd",43,6.3,250.7,40,7.4,2.6,"HangTime",2016
121,141,"Tyrone Van Aswegen",67,6.3,325.1,52,7.9,4.1,"HangTime",2016
121,120,"Harold Varner III",58,6.3,335.9,53,7.9,1.9,"HangTime",2016
145,141,"Charlie Beljan",26,6.2,81.2,13,7.1,3.3,"HangTime",2016
145,141,"Stewart Cink",45,6.2,198.5,32,7.5,5.2,"HangTime",2016
145,141,"Chad Collins",45,6.2,248.1,40,7.7,4.2,"HangTime",2016
145,141,"Ernie Els",34,6.2,229.9,37,7.2,3.1,"HangTime",2016
145,141,"Sergio Garcia",28,6.2,87.3,14,7.6,2.9,"HangTime",2016
145,141,"Andres Gonzales",46,6.2,237.1,38,7.5,2.3,"HangTime",2016
145,141,"Chesson Hadley",51,6.2,304.6,49,7.7,2.4,"HangTime",2016
145,160,"Jim Herman",55,6.2,264.7,43,7.4,3.6,"HangTime",2016
145,160,"Morgan Hoffmann",43,6.2,258.5,42,7.5,2.9,"HangTime",2016
145,141,"Freddie Jacobson",54,6.2,274,44,7.4,2.8,"HangTime",2016
145,141,"Whee Kim",54,6.2,266.8,43,7.3,1.4,"HangTime",2016
145,160,"Colt Knost",56,6.2,333,54,7.7,3.7,"HangTime",2016
145,160,"Anirban Lahiri",44,6.2,198.4,32,7.5,3,"HangTime",2016
145,141,"Bryce Molder",50,6.2,304.9,49,7.1,4.2,"HangTime",2016
145,160,"Francesco Molinari",36,6.2,241.1,39,7.3,2.7,"HangTime",2016
145,141,"Greg Owen",56,6.2,298.2,48,7.6,1.6,"HangTime",2016
145,160,"Kyle Reifers",63,6.2,350.6,57,7.2,2.3,"HangTime",2016
145,160,"Ollie Schniederjans",23,6.2,99,16,7.9,4.2,"HangTime",2016
145,160,"Kyle Stanley",57,6.2,357.5,58,7.9,3,"HangTime",2016
145,141,"Brian Stuard",24,6.2,111.8,18,7,4.8,"HangTime",2016
145,141,"Nick Taylor",57,6.2,274.6,44,7.5,4.1,"HangTime",2016
145,141,"DJ Trahan",23,6.2,68.6,11,8.3,2.8,"HangTime",2016
167,160,"Abraham Ancer",26,6.1,91.9,15,7,5.2,"HangTime",2016
167,160,"Ricky Barnes",57,6.1,248.2,41,7.3,2.4,"HangTime",2016
167,160,"Scott Brown",59,6.1,311.8,51,7.5,2.3,"HangTime",2016
167,160,"Alex Cejka",47,6.1,196.8,32,7.7,0.7,"HangTime",2016
167,160,"Ben Crane",48,6.1,275.9,45,7.1,2.5,"HangTime",2016
167,183,"Brendon de Jonge",55,6.1,272.5,45,7.4,2.3,"HangTime",2016
167,160,"Brian Gay",22,6.1,104.5,17,7.1,3.5,"HangTime",2016
167,160,"Sung Kang",51,6.1,279.5,46,7.7,3,"HangTime",2016
167,160,"Kevin Kisner",49,6.1,237.7,39,7.2,2.4,"HangTime",2016
167,160,"Patton Kizzire",57,6.1,307.3,50,7.7,0.8,"HangTime",2016
167,160,"Peter Malnati",53,6.1,194.1,32,7.1,3.3,"HangTime",2016
167,160,"Graeme McDowell",33,6.1,195.7,32,7.8,0.7,"HangTime",2016
167,160,"George McNeill",33,6.1,195.6,32,7.1,4.4,"HangTime",2016
167,183,"Rob Oppenheim",37,6.1,188.8,31,7.4,4.1,"HangTime",2016
167,160,"Daniel Summerhays",55,6.1,303.8,50,7.6,3.9,"HangTime",2016
167,160,"Jimmy Walker",43,6.1,220.9,36,7.9,2.8,"HangTime",2016
183,183,"Stuart Appleby",39,6,265.1,44,7.5,2.3,"HangTime",2016
183,160,"Steven Bowditch",40,6,174.6,29,7.7,3.2,"HangTime",2016
183,183,"Chad Campbell",54,6,299.6,50,7.1,4.2,"HangTime",2016
183,183,"Paul Casey",39,6,174.2,29,7.1,2.7,"HangTime",2016
183,183,"Justin Hicks",26,6,186.8,31,7.2,3.6,"HangTime",2016
183,183,"Jerry Kelly",44,6,198.6,33,7.6,2.7,"HangTime",2016
183,183,"Pat Perez",28,6,102.5,17,7.6,2.5,"HangTime",2016
183,183,"Carl Pettersson",31,6,178.6,30,7.6,2.5,"HangTime",2016
183,183,"Ian Poulter",37,6,175.4,29,7,3.1,"HangTime",2016
183,183,"Vijay Singh",42,6,295.8,49,7.2,2,"HangTime",2016
183,194,"Robert Streb",51,6,268,45,7.2,2.4,"HangTime",2016
183,194,"Boo Weekley",53,6,292.5,49,7,2.8,"HangTime",2016
195,194,"Ken Duke",26,5.9,183.5,31,7,2.2,"HangTime",2016
195,194,"Russell Knox",48,5.9,236.8,40,7.7,2.2,"HangTime",2016
195,194,"Henrik Norlander",41,5.9,178.4,30,7.1,1.2,"HangTime",2016
195,194,"DA Points",32,5.9,118,20,7.5,1.1,"HangTime",2016
195,194,"Will Wilcox",47,5.9,236,40,7.6,2,"HangTime",2016
200,201,"Justin Leonard",28,5.8,162,28,6.8,3.5,"HangTime",2016
200,201,"Spencer Levin",62,5.8,325.7,56,7.8,2.9,"HangTime",2016
200,201,"Darron Stiles",28,5.8,104.4,18,6.7,2.9,"HangTime",2016
203,205,"Robert Allenby",35,5.7,141.9,25,7.2,2.5,"HangTime",2016
203,204,"Miguel Angel Carballo",24,5.7,62.4,11,6.8,3.7,"HangTime",2016
205,205,"Jason Dufner",53,5.6,259.1,46,6.9,1.9,"HangTime",2016
206,207,"Branden Grace",31,5.5,125.9,23,7.3,1.5,"HangTime",2016
207,208,"Shane Bertsch",30,5.3,89.6,17,6.6,2.4,"HangTime",2016
