"HangTime_RANKTHISWEEK_2016","HangTime_RANKLASTWEEK_2016","HangTime_PLAYERNAME_2016","HangTime_ROUNDS_2016","HangTime_AVG_2016","HangTime_TOTALACTUALHANGTIME_2016","HangTime_TOTALATTEMPTS_2016","HangTime_LONGESTACTHANGTIME_2016","HangTime_SHORTESTACTHANGTIME_2016","stat_name","year"
1,2,"JB Holmes",39,7.2,208.2,29,8.3,2.7,"HangTime",2016
2,2,"Billy Horschel",45,7.1,304.2,43,8,4.4,"HangTime",2016
2,2,"Smylie Kaufman",57,7.1,270.5,38,8.2,5.3,"HangTime",2016
2,5,"Hideki Matsuyama",40,7.1,226,32,8.4,4.8,"HangTime",2016
2,5,"Phil Mickelson",37,7.1,199,28,8.5,5.8,"HangTime",2016
2,1,"Gary Woodland",45,7.1,242.8,34,8.3,5.3,"HangTime",2016
7,5,"Keegan Bradley",40,7,230.4,33,8,3.1,"HangTime",2016
7,5,"David Hearn",55,7,361.7,52,7.9,5.1,"HangTime",2016
7,10,"Henrik Stenson",30,7,76.9,11,7.8,6,"HangTime",2016
7,5,"Justin Thomas",53,7,327.3,47,8.2,2.7,"HangTime",2016
11,10,"Blayne Barber",44,6.9,301.4,44,8.8,4.6,"HangTime",2016
11,10,"Hiroshi Iwata",51,6.9,291.1,42,8.1,3.3,"HangTime",2016
11,10,"Jason Kokrak",52,6.9,267.3,39,8,4.2,"HangTime",2016
11,10,"Kelly Kraft",35,6.9,145.1,21,8,4.9,"HangTime",2016
11,10,"Martin Laird",46,6.9,247.2,36,7.9,2.3,"HangTime",2016
11,21,"Jamie Lovemark",57,6.9,372.6,54,8.1,1.5,"HangTime",2016
11,21,"Rory McIlroy",37,6.9,171.7,25,7.9,3.3,"HangTime",2016
11,10,"Ryan Palmer",46,6.9,351,51,8,3.9,"HangTime",2016
11,10,"Cameron Percy",22,6.9,109.8,16,7.8,5.8,"HangTime",2016
11,10,"Scott Pinckney",53,6.9,269,39,7.7,4.3,"HangTime",2016
11,21,"Patrick Reed",53,6.9,274.3,40,8.1,4.5,"HangTime",2016
11,10,"Brendan Steele",48,6.9,234.9,34,7.6,5.7,"HangTime",2016
11,21,"Brett Stegmaier",57,6.9,370.7,54,8.2,2.7,"HangTime",2016
11,10,"Michael Thompson",46,6.9,220.6,32,7.7,5.2,"HangTime",2016
25,21,"Byeong Hun An",23,6.8,116.4,17,7.7,6.1,"HangTime",2016
25,30,"Rickie Fowler",42,6.8,225.5,33,8.4,3.9,"HangTime",2016
25,21,"Bill Haas",42,6.8,204.4,30,7.8,3.8,"HangTime",2016
25,21,"Adam Hadwin",53,6.8,355.3,52,8.1,4.2,"HangTime",2016
25,30,"James Hahn",45,6.8,279.7,41,7.9,2.8,"HangTime",2016
25,21,"Mark Hubbard",73,6.8,458,67,8,4.1,"HangTime",2016
25,21,"Dustin Johnson",37,6.8,141.8,21,7.7,4.9,"HangTime",2016
25,30,"Luke List",51,6.8,290.3,43,8.3,3.8,"HangTime",2016
25,30,"Andrew Loupe",50,6.8,297.5,44,8.4,1.1,"HangTime",2016
34,30,"Tom Hoge",47,6.7,234.8,35,7.7,5.7,"HangTime",2016
34,41,"Danny Lee",53,6.7,281.2,42,7.9,0.7,"HangTime",2016
34,41,"Shane Lowry",35,6.7,174.1,26,7.7,2.5,"HangTime",2016
34,41,"Sean OHair",45,6.7,286.4,43,7.6,4.6,"HangTime",2016
34,30,"Geoff Ogilvy",37,6.7,242.2,36,8.2,3.7,"HangTime",2016
34,30,"Scott Piercy",45,6.7,208.1,31,8.1,5.6,"HangTime",2016
34,41,"Martin Piller",37,6.7,180.6,27,8,5.1,"HangTime",2016
34,30,"Patrick Rodgers",49,6.7,261.1,39,8.3,2.8,"HangTime",2016
34,30,"Charl Schwartzel",29,6.7,154.3,23,7.7,4.8,"HangTime",2016
34,30,"Brandt Snedeker",47,6.7,220,33,7.6,4.5,"HangTime",2016
34,30,"Hudson Swafford",52,6.7,233.3,35,7.8,1.6,"HangTime",2016
34,41,"Jhonattan Vegas",49,6.7,232.9,35,7.8,4.8,"HangTime",2016
46,61,"Tyler Aldridge",53,6.6,268.8,41,7.4,5,"HangTime",2016
46,61,"Daniel Berger",52,6.6,269.1,41,7.8,2.4,"HangTime",2016
46,41,"Bronson Burgoon",53,6.6,238.3,36,7.9,3.1,"HangTime",2016
46,41,"Jason Day",36,6.6,183.5,28,7.6,3.5,"HangTime",2016
46,41,"Luke Donald",49,6.6,259.2,39,7.9,3.3,"HangTime",2016
46,61,"Harris English",51,6.6,249.9,38,7.9,3.1,"HangTime",2016
46,61,"Tony Finau",49,6.6,216.9,33,8,3.3,"HangTime",2016
46,41,"Robert Garrigus",34,6.6,165.1,25,7.7,1.8,"HangTime",2016
46,41,"Rhein Gibson",36,6.6,171.6,26,8,2.7,"HangTime",2016
46,61,"Retief Goosen",37,6.6,275.9,42,7.6,2.6,"HangTime",2016
46,41,"JJ Henry",44,6.6,276.1,42,7.9,5.4,"HangTime",2016
46,41,"Zach Johnson",42,6.6,224,34,7.4,5.7,"HangTime",2016
46,41,"Chris Kirk",51,6.6,301.5,46,7.5,5.2,"HangTime",2016
46,61,"Hunter Mahan",43,6.6,262.7,40,7.9,2.1,"HangTime",2016
46,41,"Steve Marino",40,6.6,172.5,26,7.7,3.4,"HangTime",2016
46,41,"Ben Martin",48,6.6,298.1,45,8.5,3.6,"HangTime",2016
46,41,"William McGirt",54,6.6,311.2,47,7.7,4.8,"HangTime",2016
46,41,"Seung Yul Noh",54,6.6,324.6,49,7.9,1.8,"HangTime",2016
46,61,"Justin Rose",35,6.6,183.8,28,8.1,3.3,"HangTime",2016
46,61,"Scott Stallings",46,6.6,288.3,44,7.5,3.3,"HangTime",2016
46,41,"Shawn Stefani",45,6.6,277.2,42,7.5,3.9,"HangTime",2016
46,41,"Chris Stroud",52,6.6,297.9,45,7.6,5.2,"HangTime",2016
46,41,"Vaughn Taylor",30,6.6,230.4,35,7.4,2.2,"HangTime",2016
46,61,"Dawie van der Walt",48,6.6,229.3,35,7.6,3.2,"HangTime",2016
70,61,"Aaron Baddeley",51,6.5,232.4,36,7.6,3.1,"HangTime",2016
70,61,"Jonas Blixt",46,6.5,278.9,43,7.7,3.6,"HangTime",2016
70,89,"Angel Cabrera",42,6.5,220.6,34,7.8,3.7,"HangTime",2016
70,61,"KJ Choi",47,6.5,312.4,48,7.6,4.2,"HangTime",2016
70,61,"Jon Curran",55,6.5,325.1,50,7.6,2.5,"HangTime",2016
