"GIRPercentageLess75yards_RANKTHISWEEK_2010","GIRPercentageLess75yards_RANKLASTWEEK_2010","GIRPercentageLess75yards_PLAYERNAME_2010","GIRPercentageLess75yards_ROUNDS_2010","GIRPercentageLess75yards_Pct_2010","GIRPercentageLess75yards_GREENSHIT_2010","GIRPercentageLess75yards_TOTALHOLES_2010","GIRPercentageLess75yards_RELATIVETOPAR_2010","stat_name","year"
1,1,"Tim Clark",88,94.85,92,97,-0.58,"GIRPercentageLess75yards",2010
2,2,"Lucas Glover",75,94.34,150,159,-0.61,"GIRPercentageLess75yards",2010
3,3,"John Merrick",109,94.2,195,207,-0.61,"GIRPercentageLess75yards",2010
4,4,"Kevin Sutherland",86,93.83,152,162,-0.61,"GIRPercentageLess75yards",2010
5,5,"Mark Wilson",87,93.75,150,160,-0.61,"GIRPercentageLess75yards",2010
6,6,"KJ Choi",82,93.69,104,111,-0.6,"GIRPercentageLess75yards",2010
7,7,"Aron Price",70,93.33,112,120,-0.59,"GIRPercentageLess75yards",2010
8,8,"Jason Dufner",87,93.04,147,158,-0.59,"GIRPercentageLess75yards",2010
9,9,"Nathan Green",86,92.99,146,157,-0.6,"GIRPercentageLess75yards",2010
10,10,"Spencer Levin",110,92.97,172,185,-0.51,"GIRPercentageLess75yards",2010
11,11,"Billy Mayfair",78,92.75,128,138,-0.49,"GIRPercentageLess75yards",2010
12,12,"JP Hayes",79,92.5,111,120,-0.6,"GIRPercentageLess75yards",2010
12,12,"Steve Stricker",73,92.5,111,120,-0.63,"GIRPercentageLess75yards",2010
14,14,"Lee Janzen",77,92.44,110,119,-0.61,"GIRPercentageLess75yards",2010
15,15,"Tim Petrovic",105,92.43,171,185,-0.54,"GIRPercentageLess75yards",2010
16,16,"Matt Jones",89,92.42,183,198,-0.61,"GIRPercentageLess75yards",2010
17,17,"Bill Haas",87,92.39,182,197,-0.63,"GIRPercentageLess75yards",2010
18,18,"Stuart Appleby",101,92.15,176,191,-0.57,"GIRPercentageLess75yards",2010
19,19,"Trevor Immelman",55,92.11,70,76,-0.54,"GIRPercentageLess75yards",2010
20,20,"Brenden Pappas",66,92.04,104,113,-0.55,"GIRPercentageLess75yards",2010
21,21,"Jonathan Byrd",85,91.89,170,185,-0.64,"GIRPercentageLess75yards",2010
22,22,"Jason Bohn",84,91.84,135,147,-0.59,"GIRPercentageLess75yards",2010
23,23,"Matt Kuchar",97,91.76,167,182,-0.66,"GIRPercentageLess75yards",2010
24,24,"David Duval",71,91.74,100,109,-0.59,"GIRPercentageLess75yards",2010
25,25,"Robert Allenby",76,91.73,122,133,-0.66,"GIRPercentageLess75yards",2010
26,26,"Will Ma Kenzie",72,91.56,141,154,-0.53,"GIRPercentageLess75yards",2010
27,27,"Paul Casey",64,91.49,86,94,-0.73,"GIRPercentageLess75yards",2010
28,28,"JJ Henry",92,91.43,160,175,-0.61,"GIRPercentageLess75yards",2010
29,29,"Josh Teater",101,91.36,201,220,-0.57,"GIRPercentageLess75yards",2010
30,30,"Cameron Beckman",68,91.35,95,104,-0.52,"GIRPercentageLess75yards",2010
31,31,"Omar Uresti",74,91.3,84,92,-0.42,"GIRPercentageLess75yards",2010
32,32,"Richard Johnson",90,91.26,94,103,-0.59,"GIRPercentageLess75yards",2010
33,33,"Brendon de Jonge",114,91.24,177,194,-0.63,"GIRPercentageLess75yards",2010
34,34,"Heath Slocum",97,91.16,134,147,-0.54,"GIRPercentageLess75yards",2010
35,35,"Mark Calcavecchia",50,91.14,72,79,-0.53,"GIRPercentageLess75yards",2010
35,35,"Vance Veazey",58,91.14,72,79,-0.5,"GIRPercentageLess75yards",2010
37,37,"Boo Weekley",88,91.12,154,169,-0.53,"GIRPercentageLess75yards",2010
38,38,"Justin Leonard",89,91.09,92,101,-0.59,"GIRPercentageLess75yards",2010
39,39,"Chris Stroud",90,91.03,132,145,-0.61,"GIRPercentageLess75yards",2010
40,40,"John Rollins",81,90.95,191,210,-0.56,"GIRPercentageLess75yards",2010
41,41,"Aaron Baddeley",94,90.77,236,260,-0.67,"GIRPercentageLess75yards",2010
