"TenthTeeLateRound4ScoringAverage_RANKTHISWEEK_2015","TenthTeeLateRound4ScoringAverage_RANKLASTWEEK_2015","TenthTeeLateRound4ScoringAverage_PLAYERNAME_2015","TenthTeeLateRound4ScoringAverage__2015","TenthTeeLateRound4ScoringAverage_AVG_2015","TenthTeeLateRound4ScoringAverage_TOTALSTROKES_2015","TenthTeeLateRound4ScoringAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Rory Sabbatini",NA,64.5,129,2,"TenthTeeLateRound4ScoringAverage",2015
2,2,"DA Points",NA,65,65,1,"TenthTeeLateRound4ScoringAverage",2015
3,3,"Scott Brown",NA,66,132,2,"TenthTeeLateRound4ScoringAverage",2015
3,3,"JB Holmes",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2015
3,3,"Jerry Kelly",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2015
3,3,"Jeff Overton",NA,66,132,2,"TenthTeeLateRound4ScoringAverage",2015
3,3,"Kyle Reifers",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2015
3,3,"Kevin Streelman",NA,66,132,2,"TenthTeeLateRound4ScoringAverage",2015
3,3,"Brendon Todd",NA,66,132,2,"TenthTeeLateRound4ScoringAverage",2015
3,3,"Bo Van Pelt",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2015
3,3,"Lee Westwood",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2015
12,12,"Spencer Levin",NA,66.5,133,2,"TenthTeeLateRound4ScoringAverage",2015
13,13,"Chad Campbell",NA,67,134,2,"TenthTeeLateRound4ScoringAverage",2015
13,13,"Rickie Fowler",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2015
13,13,"Lucas Glover",NA,67,134,2,"TenthTeeLateRound4ScoringAverage",2015
13,13,"Luke Guthrie",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2015
13,13,"David Hearn",NA,67,134,2,"TenthTeeLateRound4ScoringAverage",2015
13,13,"Tom Hoge",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2015
13,13,"Jason Kokrak",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2015
