"GIRPutting1015_RANKTHISWEEK_2006","GIRPutting1015_RANKLASTWEEK_2006","GIRPutting1015_PLAYERNAME_2006","GIRPutting1015_ROUNDS_2006","GIRPutting1015_Pct_2006","GIRPutting1015_ATTEMPTS_2006","GIRPutting1015_PUTTSMADE_2006","stat_name","year"
1,1,"Len Mattiace",59,47.67,86,41,"GIRPutting1015",2006
2,2,"Ben Crane",85,41.88,117,49,"GIRPutting1015",2006
3,3,"Danny Ellis",68,38.68,106,41,"GIRPutting1015",2006
4,4,"Rod Pampling",89,38.46,117,45,"GIRPutting1015",2006
5,5,"Wes Short Jr",96,37.93,145,55,"GIRPutting1015",2006
6,6,"Davis Love III",85,36.36,121,44,"GIRPutting1015",2006
7,7,"Vaughn Taylor",88,36.3,135,49,"GIRPutting1015",2006
8,8,"Mathew Goggin",72,35.85,106,38,"GIRPutting1015",2006
9,9,"Vance Veazey",59,35.63,87,31,"GIRPutting1015",2006
10,10,"Shigeki Maruyama",94,34.81,158,55,"GIRPutting1015",2006
11,11,"Ryan Moore",68,34.78,115,40,"GIRPutting1015",2006
11,11,"Carl Pettersson",95,34.78,138,48,"GIRPutting1015",2006
13,13,"Camilo Villegas",95,34.66,176,61,"GIRPutting1015",2006
14,14,"Chris Riley",86,34.35,131,45,"GIRPutting1015",2006
15,15,"Jesper Parnevik",84,34.33,134,46,"GIRPutting1015",2006
16,16,"Stewart Cink",93,34.23,149,51,"GIRPutting1015",2006
16,16,"Tim Clark",80,34.23,111,38,"GIRPutting1015",2006
18,18,"Mark Wilson",79,34.07,135,46,"GIRPutting1015",2006
19,19,"Tag Ridings",103,33.74,163,55,"GIRPutting1015",2006
20,20,"Stephen Ames",63,33.67,98,33,"GIRPutting1015",2006
21,21,"Charley Hoffman",100,33.52,182,61,"GIRPutting1015",2006
22,22,"Mark OMeara",52,33.33,48,16,"GIRPutting1015",2006
22,22,"Rory Sabbatini",84,33.33,111,37,"GIRPutting1015",2006
24,24,"Lee Janzen",79,33.08,130,43,"GIRPutting1015",2006
25,25,"Brett Quigley",109,32.97,182,60,"GIRPutting1015",2006
26,26,"Tom Pernice Jr",108,32.92,161,53,"GIRPutting1015",2006
27,27,"James Driscoll",80,32.76,116,38,"GIRPutting1015",2006
28,28,"Tommy Armour III",65,32.63,95,31,"GIRPutting1015",2006
28,28,"JP Hayes",55,32.63,95,31,"GIRPutting1015",2006
30,30,"Shaun Micheel",96,32.52,163,53,"GIRPutting1015",2006
31,31,"Brent Geiberger",99,32.48,157,51,"GIRPutting1015",2006
32,32,"Rich Beem",85,32.28,127,41,"GIRPutting1015",2006
33,33,"David Howell",52,32.08,53,17,"GIRPutting1015",2006
33,33,"Freddie Jacobson",56,32.08,106,34,"GIRPutting1015",2006
35,35,"Ian Poulter",53,32.05,78,25,"GIRPutting1015",2006
36,36,"Brian Gay",107,32,200,64,"GIRPutting1015",2006
36,36,"Greg Kraft",79,32,125,40,"GIRPutting1015",2006
38,38,"Aaron Baddeley",78,31.75,126,40,"GIRPutting1015",2006
39,39,"Todd Fischer",101,31.72,186,59,"GIRPutting1015",2006
40,40,"Brian Davis",92,31.68,161,51,"GIRPutting1015",2006
41,41,"Hunter Mahan",98,31.55,168,53,"GIRPutting1015",2006
42,42,"Briny Baird",81,31.54,149,47,"GIRPutting1015",2006
43,43,"Bernhard Langer",77,31.45,124,39,"GIRPutting1015",2006
44,44,"Nathan Green",108,31.43,175,55,"GIRPutting1015",2006
45,45,"Jerry Kelly",100,31.36,169,53,"GIRPutting1015",2006
46,46,"Mark Calcavecchia",94,31.34,134,42,"GIRPutting1015",2006
47,47,"Daniel Chopra",110,31.32,182,57,"GIRPutting1015",2006
48,48,"Tiger Woods",55,31.18,93,29,"GIRPutting1015",2006
49,49,"Brett Wetterich",82,31.17,154,48,"GIRPutting1015",2006
50,50,"Bo Van Pelt",102,31.11,180,56,"GIRPutting1015",2006
51,51,"Woody Austin",107,31.09,193,60,"GIRPutting1015",2006
52,52,"Lucas Glover",105,31.07,177,55,"GIRPutting1015",2006
53,53,"Jeff Overton",95,30.99,171,53,"GIRPutting1015",2006
54,54,"Arjun Atwal",97,30.92,152,47,"GIRPutting1015",2006
55,55,"Jimmy Walker",60,30.77,91,28,"GIRPutting1015",2006
56,56,"Zach Johnson",98,30.72,166,51,"GIRPutting1015",2006
56,56,"Dean Wilson",115,30.72,166,51,"GIRPutting1015",2006
58,58,"Chris Couch",75,30.65,124,38,"GIRPutting1015",2006
59,59,"Stephen Leaney",84,30.41,148,45,"GIRPutting1015",2006
60,60,"Steve Flesch",119,30.33,211,64,"GIRPutting1015",2006
61,61,"Olin Browne",108,30.29,175,53,"GIRPutting1015",2006
62,62,"Matt Hansen",68,30.28,109,33,"GIRPutting1015",2006
63,63,"Jason Bohn",104,30.18,169,51,"GIRPutting1015",2006
64,64,"Richard Johnson",94,30.14,146,44,"GIRPutting1015",2006
65,65,"Justin Leonard",83,30.08,133,40,"GIRPutting1015",2006
66,66,"Bob Estes",85,30,160,48,"GIRPutting1015",2006
67,67,"Jason Schultz",77,29.91,107,32,"GIRPutting1015",2006
68,68,"Craig Barlow",77,29.81,104,31,"GIRPutting1015",2006
69,69,"Robert Allenby",79,29.77,131,39,"GIRPutting1015",2006
70,70,"David McKenzie",82,29.73,111,33,"GIRPutting1015",2006
71,71,"JB Holmes",81,29.57,115,34,"GIRPutting1015",2006
72,72,"Harrison Frazar",95,29.55,176,52,"GIRPutting1015",2006
73,73,"Fred Funk",106,29.51,183,54,"GIRPutting1015",2006
74,74,"Trevor Immelman",86,29.45,146,43,"GIRPutting1015",2006
75,75,"Chris DiMarco",83,29.41,119,35,"GIRPutting1015",2006
75,75,"Joe Durant",101,29.41,204,60,"GIRPutting1015",2006
77,77,"Steve Elkington",52,29.11,79,23,"GIRPutting1015",2006
78,78,"John Senden",96,29.09,165,48,"GIRPutting1015",2006
79,79,"Duffy Waldorf",96,29.08,141,41,"GIRPutting1015",2006
80,80,"John Engler Jr",69,28.97,107,31,"GIRPutting1015",2006
81,81,"Jonathan Byrd",66,28.93,121,35,"GIRPutting1015",2006
82,82,"Chad Campbell",91,28.91,128,37,"GIRPutting1015",2006
83,83,"Tim Petrovic",95,28.86,149,43,"GIRPutting1015",2006
84,84,"David Duval",71,28.72,94,27,"GIRPutting1015",2006
85,85,"Hidemichi Tanaka",74,28.69,122,35,"GIRPutting1015",2006
86,86,"Stuart Appleby",83,28.68,129,37,"GIRPutting1015",2006
87,87,"Jason Gore",86,28.67,143,41,"GIRPutting1015",2006
88,88,"Shane Bertsch",104,28.65,185,53,"GIRPutting1015",2006
89,89,"Justin Rose",98,28.49,186,53,"GIRPutting1015",2006
90,90,"Corey Pavin",74,28.41,88,25,"GIRPutting1015",2006
91,91,"Alex Cejka",93,28.4,162,46,"GIRPutting1015",2006
91,91,"Michael Connell",51,28.4,81,23,"GIRPutting1015",2006
93,93,"Michael Allen",84,28.37,141,40,"GIRPutting1015",2006
94,94,"Carlos Franco",86,28.32,113,32,"GIRPutting1015",2006
94,94,"Chris Smith",67,28.32,113,32,"GIRPutting1015",2006
96,96,"Fred Couples",52,28.3,53,15,"GIRPutting1015",2006
97,97,"David Toms",76,28.1,121,34,"GIRPutting1015",2006
98,98,"Paul Azinger",87,28.03,157,44,"GIRPutting1015",2006
99,99,"Brandt Jobe",91,28,150,42,"GIRPutting1015",2006
100,100,"Alex Aragon",63,27.96,93,26,"GIRPutting1015",2006
101,101,"KJ Choi",93,27.88,165,46,"GIRPutting1015",2006
102,102,"Adam Scott",70,27.84,97,27,"GIRPutting1015",2006
103,103,"Bubba Dickerson",98,27.81,151,42,"GIRPutting1015",2006
104,104,"David Branshaw",98,27.78,180,50,"GIRPutting1015",2006
104,104,"Ian Leggatt",80,27.78,126,35,"GIRPutting1015",2006
104,104,"Jose Maria Olazabal",62,27.78,90,25,"GIRPutting1015",2006
107,107,"Scott Gutschewski",53,27.66,94,26,"GIRPutting1015",2006
108,108,"Kent Jones",103,27.65,170,47,"GIRPutting1015",2006
109,109,"Bart Bryant",87,27.59,145,40,"GIRPutting1015",2006
110,110,"Jerry Smith",94,27.53,178,49,"GIRPutting1015",2006
110,110,"Kevin Sutherland",100,27.53,178,49,"GIRPutting1015",2006
112,112,"John Huston",74,27.5,120,33,"GIRPutting1015",2006
113,113,"Arron Oberholser",82,27.42,124,34,"GIRPutting1015",2006
114,114,"Dudley Hart",83,27.41,135,37,"GIRPutting1015",2006
115,115,"Marco Dawson",87,27.33,150,41,"GIRPutting1015",2006
115,115,"Troy Matteson",101,27.33,172,47,"GIRPutting1015",2006
117,117,"Steve Jones",83,27.14,140,38,"GIRPutting1015",2006
118,118,"Scott Verplank",88,27.04,159,43,"GIRPutting1015",2006
119,119,"Kenny Perry",73,26.87,134,36,"GIRPutting1015",2006
120,120,"Henrik Bjornstad",97,26.79,168,45,"GIRPutting1015",2006
121,121,"Ron Whittaker",81,26.76,142,38,"GIRPutting1015",2006
122,122,"Geoff Ogilvy",76,26.73,101,27,"GIRPutting1015",2006
123,123,"Kris Cox",83,26.52,132,35,"GIRPutting1015",2006
124,124,"DJ Trahan",92,26.47,170,45,"GIRPutting1015",2006
125,125,"Steve Lowery",99,26.45,155,41,"GIRPutting1015",2006
125,125,"Ted Purdy",103,26.45,155,41,"GIRPutting1015",2006
127,127,"Mike Sposa",68,26.44,87,23,"GIRPutting1015",2006
128,128,"Jim Furyk",89,26.38,163,43,"GIRPutting1015",2006
128,128,"Nick Watney",97,26.38,163,43,"GIRPutting1015",2006
130,130,"Brian Bateman",69,26.32,133,35,"GIRPutting1015",2006
131,131,"Jeff Brehaut",100,26.29,175,46,"GIRPutting1015",2006
132,132,"John Daly",51,25.97,77,20,"GIRPutting1015",2006
132,132,"Ryan Hietala",61,25.97,77,20,"GIRPutting1015",2006
132,132,"Tjaart van der Walt",60,25.97,77,20,"GIRPutting1015",2006
135,135,"Steve Stricker",64,25.93,108,28,"GIRPutting1015",2006
136,136,"Robert Garrigus",85,25.9,139,36,"GIRPutting1015",2006
137,137,"Jeff Maggert",81,25.81,124,32,"GIRPutting1015",2006
138,138,"Bob Tway",81,25.78,128,33,"GIRPutting1015",2006
139,139,"Pat Perez",50,25.68,74,19,"GIRPutting1015",2006
140,140,"Doug Barron",74,25.64,117,30,"GIRPutting1015",2006
141,141,"Patrick Sheehan",104,25.61,164,42,"GIRPutting1015",2006
142,142,"Frank Lickliter II",99,25.44,169,43,"GIRPutting1015",2006
143,143,"Luke Donald",66,25.37,67,17,"GIRPutting1015",2006
144,144,"Robert Damron",91,25.32,154,39,"GIRPutting1015",2006
145,145,"Ryan Palmer",101,25.31,162,41,"GIRPutting1015",2006
146,146,"Ryuji Imada",105,25.15,167,42,"GIRPutting1015",2006
147,147,"Sean OHair",100,24.83,149,37,"GIRPutting1015",2006
148,148,"Robert Gamez",94,24.82,141,35,"GIRPutting1015",2006
149,149,"Brad Faxon",78,24.79,117,29,"GIRPutting1015",2006
150,150,"Skip Kendall",72,24.78,113,28,"GIRPutting1015",2006
151,151,"Heath Slocum",96,24.73,186,46,"GIRPutting1015",2006
152,152,"Jeff Sluman",101,24.53,159,39,"GIRPutting1015",2006
153,153,"Phil Mickelson",74,24.49,98,24,"GIRPutting1015",2006
154,154,"Ben Curtis",86,24.39,123,30,"GIRPutting1015",2006
155,155,"Padraig Harrington",54,24.36,78,19,"GIRPutting1015",2006
156,156,"Will Ma Kenzie",91,24.26,136,33,"GIRPutting1015",2006
157,157,"Mike Weir",88,24.24,132,32,"GIRPutting1015",2006
158,158,"John Cook",67,24.14,116,28,"GIRPutting1015",2006
159,159,"Sergio Garcia",59,24,75,18,"GIRPutting1015",2006
160,160,"Eric Axley",91,23.9,159,38,"GIRPutting1015",2006
161,161,"Kirk Triplett",58,23.75,80,19,"GIRPutting1015",2006
162,162,"Mark Brooks",90,23.7,135,32,"GIRPutting1015",2006
163,163,"Nicholas Thompson",96,23.68,152,36,"GIRPutting1015",2006
164,164,"Daisuke Maruyama",83,23.58,123,29,"GIRPutting1015",2006
165,165,"Charles Howell III",96,23.53,136,32,"GIRPutting1015",2006
166,166,"Joe Ogilvie",95,23.49,149,35,"GIRPutting1015",2006
167,167,"Thomas Levet",53,23.46,81,19,"GIRPutting1015",2006
168,168,"Bob May",65,23.39,124,29,"GIRPutting1015",2006
169,169,"Paul Stankowski",70,23.33,120,28,"GIRPutting1015",2006
170,170,"Roger Tambellini",64,23.26,86,20,"GIRPutting1015",2006
171,171,"Ernie Els",69,22.89,83,19,"GIRPutting1015",2006
172,172,"Retief Goosen",68,22.73,88,20,"GIRPutting1015",2006
172,172,"Billy Mayfair",94,22.73,154,35,"GIRPutting1015",2006
174,174,"Vijay Singh",103,22.55,204,46,"GIRPutting1015",2006
175,175,"DA Points",82,22.52,111,25,"GIRPutting1015",2006
176,176,"Jonathan Kaye",95,22.47,178,40,"GIRPutting1015",2006
177,177,"Greg Owen",79,22.4,125,28,"GIRPutting1015",2006
178,178,"Charles Warren",93,22.22,144,32,"GIRPutting1015",2006
179,179,"John Rollins",93,22.15,149,33,"GIRPutting1015",2006
179,179,"Bubba Watson",83,22.15,149,33,"GIRPutting1015",2006
181,181,"JJ Henry",96,21.99,141,31,"GIRPutting1015",2006
182,182,"Joey Sindelar",90,21.92,146,32,"GIRPutting1015",2006
183,183,"Todd Hamilton",72,21.65,97,21,"GIRPutting1015",2006
184,184,"Billy Andrade",78,21.43,112,24,"GIRPutting1015",2006
185,185,"Tim Herron",82,21.32,136,29,"GIRPutting1015",2006
