"Par4Performance_RANKTHISWEEK_2012","Par4Performance_RANKLASTWEEK_2012","Par4Performance_PLAYERNAME_2012","Par4Performance_ROUNDS_2012","Par4Performance_STATUS_2012","Par4Performance_PAR4AVG_2012","Par4Performance_TOTALPAR_2012","stat_name","year"
1,NA,"Bubba Watson",68,-16,3.98,2856,"Par4Performance",2012
2,NA,"Jonas Blixt",72,-10,3.99,3104,"Par4Performance",2012
3,NA,"Tiger Woods",69,-4,3.99,2904,"Par4Performance",2012
4,NA,"Ryan Moore",89,-3,4,3808,"Par4Performance",2012
5,NA,"Matt Kuchar",86,-2,4,3584,"Par4Performance",2012
6,NA,"Webb Simpson",77,-1,4,3288,"Par4Performance",2012
7,NA,"Jason Dufner",83,0,4,3552,"Par4Performance",2012
7,NA,"Bill Haas",79,0,4,3360,"Par4Performance",2012
9,NA,"Graeme McDowell",55,2,4,2328,"Par4Performance",2012
10,NA,"Justin Rose",69,3,4,2888,"Par4Performance",2012
10,NA,"Steve Stricker",73,3,4,3056,"Par4Performance",2012
12,NA,"Chris Kirk",93,4,4,3876,"Par4Performance",2012
13,NA,"Jim Furyk",85,5,4.01,3656,"Par4Performance",2012
14,NA,"Rory McIlroy",60,10,4.02,2368,"Par4Performance",2012
15,NA,"Billy Horschel",63,11,4.02,2616,"Par4Performance",2012
16,NA,"Ben Curtis",62,12,4.02,2632,"Par4Performance",2012
17,NA,"Bo Van Pelt",84,13,4.01,3584,"Par4Performance",2012
18,NA,"Matt Every",80,14,4.02,3428,"Par4Performance",2012
18,NA,"Dustin Johnson",70,14,4.02,2928,"Par4Performance",2012
20,NA,"Will Claxton",99,15,4.01,4328,"Par4Performance",2012
20,NA,"Luke Donald",63,15,4.02,2640,"Par4Performance",2012
20,NA,"John Merrick",83,15,4.02,3456,"Par4Performance",2012
23,NA,"Carl Pettersson",92,17,4.02,4040,"Par4Performance",2012
23,NA,"Scott Piercy",95,17,4.02,4112,"Par4Performance",2012
23,NA,"Vijay Singh",99,17,4.02,4316,"Par4Performance",2012
26,NA,"John Senden",81,18,4.02,3344,"Par4Performance",2012
27,NA,"Ernie Els",80,19,4.02,3384,"Par4Performance",2012
27,NA,"Charl Schwartzel",56,19,4.03,2360,"Par4Performance",2012
29,NA,"Brian Davis",91,20,4.02,3904,"Par4Performance",2012
29,NA,"Brandt Snedeker",81,20,4.02,3360,"Par4Performance",2012
31,NA,"Ian Poulter",57,21,4.03,2416,"Par4Performance",2012
32,NA,"Kevin Na",80,22,4.03,3392,"Par4Performance",2012
33,NA,"Russell Knox",72,23,4.03,2960,"Par4Performance",2012
34,NA,"Ken Duke",104,25,4.02,4520,"Par4Performance",2012
34,NA,"Louis Oosthuizen",65,25,4.04,2752,"Par4Performance",2012
36,NA,"Robert Garrigus",89,26,4.03,3812,"Par4Performance",2012
36,NA,"Danny Lee",74,26,4.03,3032,"Par4Performance",2012
36,NA,"David Toms",60,26,4.04,2472,"Par4Performance",2012
36,NA,"Lee Westwood",60,26,4.04,2352,"Par4Performance",2012
40,NA,"Henrik Stenson",51,27,4.05,2184,"Par4Performance",2012
41,NA,"Bud Cauley",99,28,4.03,4232,"Par4Performance",2012
41,NA,"Tim Clark",60,28,4.04,2656,"Par4Performance",2012
43,NA,"Brendon de Jonge",115,29,4.02,4944,"Par4Performance",2012
43,NA,"Kevin Kisner",69,29,4.04,2824,"Par4Performance",2012
43,NA,"Jeff Overton",101,29,4.03,4380,"Par4Performance",2012
43,NA,"Pat Perez",81,29,4.03,3340,"Par4Performance",2012
47,NA,"Graham DeLaet",79,30,4.03,3464,"Par4Performance",2012
47,NA,"William McGirt",96,30,4.03,4120,"Par4Performance",2012
47,NA,"Daniel Summerhays",81,30,4.03,3512,"Par4Performance",2012
50,NA,"JJ Henry",93,31,4.03,3812,"Par4Performance",2012
50,NA,"Heath Slocum",93,31,4.03,3908,"Par4Performance",2012
52,NA,"Phil Mickelson",79,32,4.04,3368,"Par4Performance",2012
52,NA,"Dicky Pride",62,32,4.05,2520,"Par4Performance",2012
52,NA,"Kevin Stadler",85,32,4.04,3512,"Par4Performance",2012
55,NA,"Roberto Castro",92,33,4.03,3936,"Par4Performance",2012
