"Front9ScoringAverage_RANKTHISWEEK_2008","Front9ScoringAverage_RANKLASTWEEK_2008","Front9ScoringAverage_PLAYERNAME_2008","Front9ScoringAverage_ROUNDS_2008","Front9ScoringAverage_AVG_2008","Front9ScoringAverage_TOTALSTROKES_2008","Front9ScoringAverage_TOTALHOLES_2008","stat_name","year"
43,43,"Dudley Hart",74,35.31,2613,74,"Front9ScoringAverage",2008
43,43,"Joe Ogilvie",100,35.31,3531,100,"Front9ScoringAverage",2008
43,43,"Patrick Sheehan",124,35.31,4379,124,"Front9ScoringAverage",2008
46,46,"Brian Davis",108,35.32,3815,108,"Front9ScoringAverage",2008
46,46,"Kevin Streelman",114,35.32,4027,114,"Front9ScoringAverage",2008
46,46,"Vaughn Taylor",103,35.32,3638,103,"Front9ScoringAverage",2008
49,49,"Briny Baird",113,35.33,3992,113,"Front9ScoringAverage",2008
49,49,"Brenden Pappas",66,35.33,2332,66,"Front9ScoringAverage",2008
49,49,"John Riegger",73,35.33,2579,73,"Front9ScoringAverage",2008
52,52,"Padraig Harrington",52,35.34,1767,50,"Front9ScoringAverage",2008
53,53,"Stephen Ames",83,35.35,2899,82,"Front9ScoringAverage",2008
53,53,"Woody Austin",109,35.35,3712,105,"Front9ScoringAverage",2008
53,53,"Jason Day",81,35.35,2863,81,"Front9ScoringAverage",2008
53,53,"DJ Trahan",94,35.35,3323,94,"Front9ScoringAverage",2008
57,57,"Brad Adamonis",87,35.36,3076,87,"Front9ScoringAverage",2008
57,57,"Parker McLachlin",88,35.36,3112,88,"Front9ScoringAverage",2008
57,57,"Steve Stricker",75,35.36,2546,72,"Front9ScoringAverage",2008
60,60,"Angel Cabrera",55,35.37,1804,51,"Front9ScoringAverage",2008
60,60,"KJ Choi",74,35.37,2476,70,"Front9ScoringAverage",2008
60,60,"Brandt Jobe",52,35.37,1839,52,"Front9ScoringAverage",2008
60,60,"Adam Scott",51,35.37,1733,49,"Front9ScoringAverage",2008
64,64,"Robert Garrigus",90,35.38,3184,90,"Front9ScoringAverage",2008
64,64,"Mathias Gronberg",87,35.38,3078,87,"Front9ScoringAverage",2008
64,64,"Martin Laird",98,35.38,3467,98,"Front9ScoringAverage",2008
64,64,"Scott McCarron",63,35.38,2229,63,"Front9ScoringAverage",2008
64,64,"Brandt Snedeker",85,35.38,2972,84,"Front9ScoringAverage",2008
69,69,"Shane Bertsch",96,35.39,3397,96,"Front9ScoringAverage",2008
70,70,"Ben Curtis",80,35.4,2832,80,"Front9ScoringAverage",2008
70,70,"Paul Goydos",78,35.4,2761,78,"Front9ScoringAverage",2008
70,70,"Richard Johnson",60,35.4,2124,60,"Front9ScoringAverage",2008
73,73,"Michael Allen",91,35.41,3222,91,"Front9ScoringAverage",2008
73,73,"Bart Bryant",81,35.41,2868,81,"Front9ScoringAverage",2008
73,73,"Mathew Goggin",91,35.41,3222,91,"Front9ScoringAverage",2008
73,73,"Chez Reavie",102,35.41,3612,102,"Front9ScoringAverage",2008
77,77,"Freddie Jacobson",78,35.42,2763,78,"Front9ScoringAverage",2008
78,78,"Craig Kanada",65,35.43,2303,65,"Front9ScoringAverage",2008
78,78,"Brett Quigley",80,35.43,2834,80,"Front9ScoringAverage",2008
80,80,"Ryuji Imada",80,35.44,2835,80,"Front9ScoringAverage",2008
80,80,"Michael Letzig",88,35.44,3119,88,"Front9ScoringAverage",2008
80,80,"Bo Van Pelt",101,35.44,3579,101,"Front9ScoringAverage",2008
80,80,"Dean Wilson",109,35.44,3863,109,"Front9ScoringAverage",2008
84,84,"Stuart Appleby",87,35.45,2978,84,"Front9ScoringAverage",2008
84,84,"Charles Howell III",101,35.45,3510,99,"Front9ScoringAverage",2008
84,84,"Matt Kuchar",88,35.45,3120,88,"Front9ScoringAverage",2008
87,87,"Cameron Beckman",87,35.46,3085,87,"Front9ScoringAverage",2008
87,87,"Charley Hoffman",94,35.46,3333,94,"Front9ScoringAverage",2008
87,87,"Matt Jones",95,35.46,3369,95,"Front9ScoringAverage",2008
87,87,"Tim Wilkinson",95,35.46,3369,95,"Front9ScoringAverage",2008
91,91,"JJ Henry",108,35.47,3831,108,"Front9ScoringAverage",2008
91,91,"Davis Love III",78,35.47,2767,78,"Front9ScoringAverage",2008
91,91,"Rocco Mediate",87,35.47,3086,87,"Front9ScoringAverage",2008
94,94,"Tommy Armour III",77,35.48,2732,77,"Front9ScoringAverage",2008
94,94,"Mark Hensby",71,35.48,2519,71,"Front9ScoringAverage",2008
96,96,"Jason Gore",94,35.49,3336,94,"Front9ScoringAverage",2008
96,96,"Sean OHair",81,35.49,2875,81,"Front9ScoringAverage",2008
98,98,"Gavin Coles",54,35.5,1917,54,"Front9ScoringAverage",2008
98,98,"John Merrick",98,35.5,3479,98,"Front9ScoringAverage",2008
98,98,"Nicholas Thompson",113,35.5,4011,113,"Front9ScoringAverage",2008
98,98,"Omar Uresti",74,35.5,2627,74,"Front9ScoringAverage",2008
102,102,"Ken Duke",116,35.51,4119,116,"Front9ScoringAverage",2008
102,102,"Brad Elder",67,35.51,2379,67,"Front9ScoringAverage",2008
102,102,"Lucas Glover",91,35.51,3231,91,"Front9ScoringAverage",2008
102,102,"Frank Lickliter II",107,35.51,3800,107,"Front9ScoringAverage",2008
102,102,"Rory Sabbatini",77,35.51,2699,76,"Front9ScoringAverage",2008
102,102,"Nick Watney",96,35.51,3409,96,"Front9ScoringAverage",2008
108,108,"Tim Petrovic",97,35.52,3445,97,"Front9ScoringAverage",2008
109,109,"Jonathan Byrd",88,35.53,3020,85,"Front9ScoringAverage",2008
109,109,"Jeff Overton",103,35.53,3660,103,"Front9ScoringAverage",2008
111,111,"John Huston",56,35.54,1990,56,"Front9ScoringAverage",2008
111,111,"Shigeki Maruyama",50,35.54,1777,50,"Front9ScoringAverage",2008
111,111,"Scott Sterling",89,35.54,3163,89,"Front9ScoringAverage",2008
114,114,"Steve Flesch",95,35.55,3377,95,"Front9ScoringAverage",2008
114,114,"Jeff Quinney",87,35.55,3093,87,"Front9ScoringAverage",2008
114,114,"Boo Weekley",86,35.55,2951,83,"Front9ScoringAverage",2008
117,117,"Mark Calcavecchia",67,35.56,2347,66,"Front9ScoringAverage",2008
117,117,"Paul Casey",55,35.56,1849,52,"Front9ScoringAverage",2008
117,117,"David Toms",70,35.56,2418,68,"Front9ScoringAverage",2008
120,120,"John Rollins",94,35.57,3344,94,"Front9ScoringAverage",2008
121,121,"Ernie Els",51,35.58,1779,50,"Front9ScoringAverage",2008
121,121,"Rod Pampling",83,35.58,2846,80,"Front9ScoringAverage",2008
123,123,"Heath Slocum",104,35.59,3701,104,"Front9ScoringAverage",2008
124,124,"Daniel Chopra",84,35.6,2955,83,"Front9ScoringAverage",2008
124,124,"Paul Claxton",63,35.6,2243,63,"Front9ScoringAverage",2008
124,124,"Fred Couples",60,35.6,2136,60,"Front9ScoringAverage",2008
124,124,"Jerry Kelly",89,35.6,3133,88,"Front9ScoringAverage",2008
124,124,"Jeff Maggert",86,35.6,3062,86,"Front9ScoringAverage",2008
124,124,"Jim McGovern",75,35.6,2670,75,"Front9ScoringAverage",2008
130,130,"Andres Romero",69,35.61,2386,67,"Front9ScoringAverage",2008
131,131,"Eric Axley",113,35.62,4025,113,"Front9ScoringAverage",2008
131,131,"George McNeill",97,35.62,3455,97,"Front9ScoringAverage",2008
131,131,"YE Yang",89,35.62,3170,89,"Front9ScoringAverage",2008
134,134,"Nathan Green",95,35.63,3385,95,"Front9ScoringAverage",2008
134,134,"Peter Lonard",92,35.63,3278,92,"Front9ScoringAverage",2008
134,134,"Ryan Moore",72,35.63,2565,72,"Front9ScoringAverage",2008
134,134,"Bubba Watson",97,35.63,3456,97,"Front9ScoringAverage",2008
138,138,"Retief Goosen",59,35.64,2067,58,"Front9ScoringAverage",2008
138,138,"Jay Williamson",96,35.64,3421,96,"Front9ScoringAverage",2008
140,140,"Chris Stroud",81,35.65,2888,81,"Front9ScoringAverage",2008
141,141,"Geoff Ogilvy",65,35.67,2283,64,"Front9ScoringAverage",2008
142,142,"Rich Beem",90,35.68,3211,90,"Front9ScoringAverage",2008
142,142,"Carlos Franco",73,35.68,2605,73,"Front9ScoringAverage",2008
142,142,"Marc Turnesa",87,35.68,3104,87,"Front9ScoringAverage",2008
145,145,"Olin Browne",77,35.69,2748,77,"Front9ScoringAverage",2008
146,146,"Kent Jones",68,35.71,2428,68,"Front9ScoringAverage",2008
147,147,"Lee Janzen",89,35.72,3179,89,"Front9ScoringAverage",2008
147,147,"Tag Ridings",88,35.72,3143,88,"Front9ScoringAverage",2008
149,149,"Nick Flanagan",89,35.73,3180,89,"Front9ScoringAverage",2008
149,149,"Harrison Frazar",73,35.73,2608,73,"Front9ScoringAverage",2008
149,149,"Todd Hamilton",92,35.73,3287,92,"Front9ScoringAverage",2008
149,149,"Jon Mills",95,35.73,3394,95,"Front9ScoringAverage",2008
149,149,"Ian Poulter",51,35.73,1751,49,"Front9ScoringAverage",2008
154,154,"Todd Demsey",80,35.74,2859,80,"Front9ScoringAverage",2008
154,154,"Dustin Johnson",92,35.74,3288,92,"Front9ScoringAverage",2008
154,154,"Doug LaBelle II",65,35.74,2323,65,"Front9ScoringAverage",2008
157,157,"Kenneth Ferrie",72,35.75,2574,72,"Front9ScoringAverage",2008
158,158,"Kevin Stadler",90,35.77,3219,90,"Front9ScoringAverage",2008
159,159,"John Mallinger",95,35.78,3399,95,"Front9ScoringAverage",2008
159,159,"Troy Matteson",94,35.78,3363,94,"Front9ScoringAverage",2008
161,161,"Tom Scherrer",56,35.79,2004,56,"Front9ScoringAverage",2008
162,162,"Jeff Gove",50,35.8,1790,50,"Front9ScoringAverage",2008
163,163,"Cliff Kresge",84,35.81,3008,84,"Front9ScoringAverage",2008
163,163,"Jimmy Walker",73,35.81,2614,73,"Front9ScoringAverage",2008
165,165,"Chad Collins",72,35.82,2579,72,"Front9ScoringAverage",2008
166,166,"Billy Andrade",71,35.83,2544,71,"Front9ScoringAverage",2008
167,167,"Ryan Armour",87,35.84,3118,87,"Front9ScoringAverage",2008
167,167,"JB Holmes",86,35.84,3046,85,"Front9ScoringAverage",2008
169,169,"Jesper Parnevik",88,35.85,3155,88,"Front9ScoringAverage",2008
170,170,"Tom Lehman",51,35.86,1829,51,"Front9ScoringAverage",2008
171,171,"Justin Bolli",87,35.87,3121,87,"Front9ScoringAverage",2008
172,172,"Jason Allred",63,35.89,2261,63,"Front9ScoringAverage",2008
172,172,"Johnson Wagner",83,35.89,2979,83,"Front9ScoringAverage",2008
174,174,"Trevor Immelman",70,35.9,2441,68,"Front9ScoringAverage",2008
175,175,"Chris DiMarco",87,35.92,3125,87,"Front9ScoringAverage",2008
176,176,"Ron Whittaker",54,35.94,1941,54,"Front9ScoringAverage",2008
177,177,"Bob Sowards",61,35.95,2193,61,"Front9ScoringAverage",2008
178,178,"Marco Dawson",64,35.98,2303,64,"Front9ScoringAverage",2008
178,178,"Greg Kraft",63,35.98,2267,63,"Front9ScoringAverage",2008
180,180,"Brett Rumford",72,35.99,2591,72,"Front9ScoringAverage",2008
181,181,"Alex Cejka",75,36,2700,75,"Front9ScoringAverage",2008
183,183,"JP Hayes",67,36.01,2413,67,"Front9ScoringAverage",2008
184,184,"James Driscoll",85,36.02,3062,85,"Front9ScoringAverage",2008
185,185,"Ted Purdy",68,36.06,2452,68,"Front9ScoringAverage",2008
186,186,"Steve Lowery",74,36.07,2669,74,"Front9ScoringAverage",2008
187,187,"Stephen Leaney",53,36.11,1914,53,"Front9ScoringAverage",2008
188,188,"David Lutterus",59,36.12,2131,59,"Front9ScoringAverage",2008
189,189,"Tommy Gainey",60,36.17,2170,60,"Front9ScoringAverage",2008
190,190,"Robert Gamez",79,36.18,2858,79,"Front9ScoringAverage",2008
190,190,"Will Ma Kenzie",62,36.18,2243,62,"Front9ScoringAverage",2008
192,192,"Jin Park",85,36.19,3076,85,"Front9ScoringAverage",2008
193,193,"Charles Warren",79,36.2,2860,79,"Front9ScoringAverage",2008
194,194,"Cody Freeman",66,36.23,2391,66,"Front9ScoringAverage",2008
195,195,"Kyle Thompson",70,36.29,2540,70,"Front9ScoringAverage",2008
196,196,"Travis Perkins",53,36.55,1937,53,"Front9ScoringAverage",2008
197,197,"David Duval",51,36.9,1882,51,"Front9ScoringAverage",2008
