"YTDSubParRoundsStreak_RANKTHISWEEK_2015","YTDSubParRoundsStreak_RANKLASTWEEK_2015","YTDSubParRoundsStreak_PLAYERNAME_2015","YTDSubParRoundsStreak__2015","YTDSubParRoundsStreak_VALUE_2015","stat_name","year"
1,1,"Rory McIlroy",NA,16,"YTDSubParRoundsStreak",2015
1,1,"Jordan Spieth",NA,16,"YTDSubParRoundsStreak",2015
3,3,"Johnson Wagner",NA,14,"YTDSubParRoundsStreak",2015
4,4,"Robert Streb",NA,13,"YTDSubParRoundsStreak",2015
5,5,"Brendon de Jonge",NA,12,"YTDSubParRoundsStreak",2015
5,5,"Tom Hoge",NA,12,"YTDSubParRoundsStreak",2015
7,7,"Ricky Barnes",NA,11,"YTDSubParRoundsStreak",2015
7,7,"Jason Day",NA,11,"YTDSubParRoundsStreak",2015
7,7,"Russell Knox",NA,11,"YTDSubParRoundsStreak",2015
7,7,"Henrik Stenson",NA,11,"YTDSubParRoundsStreak",2015
11,11,"Stuart Appleby",NA,10,"YTDSubParRoundsStreak",2015
11,11,"Harris English",NA,10,"YTDSubParRoundsStreak",2015
11,11,"Fabian Gomez",NA,10,"YTDSubParRoundsStreak",2015
11,11,"Max Homa",NA,10,"YTDSubParRoundsStreak",2015
11,11,"Zach Johnson",NA,10,"YTDSubParRoundsStreak",2015
11,11,"Kevin Kisner",NA,10,"YTDSubParRoundsStreak",2015
11,11,"Ryan Palmer",NA,10,"YTDSubParRoundsStreak",2015
11,11,"John Peterson",NA,10,"YTDSubParRoundsStreak",2015
11,11,"Scott Piercy",NA,10,"YTDSubParRoundsStreak",2015
11,11,"Michael Putnam",NA,10,"YTDSubParRoundsStreak",2015
11,11,"Patrick Reed",NA,10,"YTDSubParRoundsStreak",2015
11,11,"Shawn Stefani",NA,10,"YTDSubParRoundsStreak",2015
11,11,"Justin Thomas",NA,10,"YTDSubParRoundsStreak",2015
24,24,"Sangmoon Bae",NA,9,"YTDSubParRoundsStreak",2015
24,24,"Steven Bowditch",NA,9,"YTDSubParRoundsStreak",2015
24,24,"Graham DeLaet",NA,9,"YTDSubParRoundsStreak",2015
24,24,"Rickie Fowler",NA,9,"YTDSubParRoundsStreak",2015
24,24,"Jerry Kelly",NA,9,"YTDSubParRoundsStreak",2015
24,24,"Whee Kim",NA,9,"YTDSubParRoundsStreak",2015
24,24,"Troy Merritt",NA,9,"YTDSubParRoundsStreak",2015
24,24,"Francesco Molinari",NA,9,"YTDSubParRoundsStreak",2015
24,24,"Pat Perez",NA,9,"YTDSubParRoundsStreak",2015
24,24,"Ian Poulter",NA,9,"YTDSubParRoundsStreak",2015
24,24,"Alex Prugh",NA,9,"YTDSubParRoundsStreak",2015
24,24,"Kyle Reifers",NA,9,"YTDSubParRoundsStreak",2015
24,24,"Patrick Rodgers",NA,9,"YTDSubParRoundsStreak",2015
24,24,"Justin Rose",NA,9,"YTDSubParRoundsStreak",2015
