"LongestHoleOutsinyards_RANKTHISWEEK_2005","LongestHoleOutsinyards_RANKLASTWEEK_2005","LongestHoleOutsinyards_PLAYERNAME_2005","LongestHoleOutsinyards_ROUNDS_2005","LongestHoleOutsinyards_DISTANCE_2005","LongestHoleOutsinyards_TOURNAMENT_2005","LongestHoleOutsinyards_ROUNDCOURSE_2005","LongestHoleOutsinyards_HOLE_2005","stat_name","year"
133,133,"Nick Watney",91,93,NA,3,12,"LongestHoleOutsinyards",2005
135,134,"Woody Austin",100,92,NA,1,8,"LongestHoleOutsinyards",2005
135,135,"Robert Gamez",91,92,NA,4,16,"LongestHoleOutsinyards",2005
137,137,"Glen Hnatiuk",59,91,NA,2,7,"LongestHoleOutsinyards",2005
139,138,"Danny Ellis",22,90,NA,2,11,"LongestHoleOutsinyards",2005
141,141,"Kenny Perry",82,89,NA,1,6,"LongestHoleOutsinyards",2005
143,142,"Trevor Immelman",43,88,NA,3,16,"LongestHoleOutsinyards",2005
145,144,"Justin Bolli",65,85,NA,4,1,"LongestHoleOutsinyards",2005
145,145,"Kevin Sutherland",89,85,NA,2,16,"LongestHoleOutsinyards",2005
147,147,"Zach Johnson",96,84,NA,4,2,"LongestHoleOutsinyards",2005
149,148,"Mark Hensby",70,82,NA,1,10,"LongestHoleOutsinyards",2005
151,150,"Bob Tway",87,81,NA,4,18,"LongestHoleOutsinyards",2005
151,151,"Adam Scott",72,81,NA,3,7,"LongestHoleOutsinyards",2005
157,156,"Paul Goydos",48,76,NA,2,14,"LongestHoleOutsinyards",2005
158,157,"Olin Browne",99,75,NA,4,15,"LongestHoleOutsinyards",2005
158,158,"Jeff Sluman",94,75,NA,2,6,"LongestHoleOutsinyards",2005
161,160,"Joe Affrunti",4,73,NA,2,15,"LongestHoleOutsinyards",2005
162,161,"Lee Westwood",50,72,NA,4,12,"LongestHoleOutsinyards",2005
162,162,"Jerry Kelly",101,72,NA,3,11,"LongestHoleOutsinyards",2005
165,164,"Chad Campbell",95,70,NA,1,17,"LongestHoleOutsinyards",2005
167,166,"Ben Crane",78,67,NA,2,8,"LongestHoleOutsinyards",2005
170,169,"Mike Weir",71,62,NA,1,10,"LongestHoleOutsinyards",2005
172,171,"Eric Axley",5,61,NA,2,5,"LongestHoleOutsinyards",2005
173,172,"Euan Walters",41,60,NA,2,1,"LongestHoleOutsinyards",2005
175,174,"Paul Azinger",66,57,NA,2,10,"LongestHoleOutsinyards",2005
175,176,"Steve Stricker",62,57,NA,2,12,"LongestHoleOutsinyards",2005
180,179,"Chris DiMarco",83,55,NA,1,2,"LongestHoleOutsinyards",2005
182,181,"John Lynch",2,52,NA,2,10,"LongestHoleOutsinyards",2005
186,185,"Will Ma Kenzie",75,45,NA,2,2,"LongestHoleOutsinyards",2005
186,186,"Jason Bohn",91,45,NA,3,8,"LongestHoleOutsinyards",2005
189,188,"Justin Leonard",78,44,NA,2,9,"LongestHoleOutsinyards",2005
190,189,"Paul Claxton",79,43,NA,2,8,"LongestHoleOutsinyards",2005
190,190,"Rod Pampling",89,43,NA,4,13,"LongestHoleOutsinyards",2005
193,192,"Aaron Baddeley",84,42,NA,2,11,"LongestHoleOutsinyards",2005
194,193,"Bob Ford",6,41,NA,1,16,"LongestHoleOutsinyards",2005
194,194,"John Huston",90,41,NA,1,3,"LongestHoleOutsinyards",2005
197,196,"Shaun Micheel",81,40,NA,1,11,"LongestHoleOutsinyards",2005
198,199,"Nick Price",49,39,NA,2,5,"LongestHoleOutsinyards",2005
