"LateRound4ScoringAverage_RANKTHISWEEK_2015","LateRound4ScoringAverage_RANKLASTWEEK_2015","LateRound4ScoringAverage_PLAYERNAME_2015","LateRound4ScoringAverage__2015","LateRound4ScoringAverage_AVG_2015","LateRound4ScoringAverage_TOTALSTROKES_2015","LateRound4ScoringAverage_TOTALROUNDS_2015","stat_name","year"
1,1,"Davis Love III",NA,66,132,2,"LateRound4ScoringAverage",2015
2,2,"Chez Reavie",NA,67.5,135,2,"LateRound4ScoringAverage",2015
3,3,"Robert Streb",NA,68.36,957,14,"LateRound4ScoringAverage",2015
4,4,"Oscar Fraustro",NA,68.5,137,2,"LateRound4ScoringAverage",2015
4,4,"DA Points",NA,68.5,137,2,"LateRound4ScoringAverage",2015
4,4,"Kyle Reifers",NA,68.5,137,2,"LateRound4ScoringAverage",2015
7,7,"Kevin Kisner",NA,68.64,755,11,"LateRound4ScoringAverage",2015
8,8,"Steve Wheatcroft",NA,68.67,412,6,"LateRound4ScoringAverage",2015
9,9,"Jordan Spieth",NA,68.71,1168,17,"LateRound4ScoringAverage",2015
10,10,"Tom Hoge",NA,68.8,344,5,"LateRound4ScoringAverage",2015
11,11,"Will Wilcox",NA,68.83,413,6,"LateRound4ScoringAverage",2015
12,12,"Rory Sabbatini",NA,68.9,689,10,"LateRound4ScoringAverage",2015
13,13,"Ken Duke",NA,69,345,5,"LateRound4ScoringAverage",2015
13,13,"Geoff Ogilvy",NA,69,138,2,"LateRound4ScoringAverage",2015
13,13,"Chris Stroud",NA,69,414,6,"LateRound4ScoringAverage",2015
13,13,"Gary Woodland",NA,69,414,6,"LateRound4ScoringAverage",2015
17,17,"Daniel Summerhays",NA,69.09,760,11,"LateRound4ScoringAverage",2015
18,18,"Paul Casey",NA,69.1,691,10,"LateRound4ScoringAverage",2015
19,19,"Jason Day",NA,69.17,830,12,"LateRound4ScoringAverage",2015
19,19,"Boo Weekley",NA,69.17,830,12,"LateRound4ScoringAverage",2015
21,21,"Bubba Watson",NA,69.21,969,14,"LateRound4ScoringAverage",2015
22,22,"Zach Johnson",NA,69.23,900,13,"LateRound4ScoringAverage",2015
23,23,"Jerry Kelly",NA,69.25,554,8,"LateRound4ScoringAverage",2015
23,23,"Whee Kim",NA,69.25,277,4,"LateRound4ScoringAverage",2015
23,23,"Greg Owen",NA,69.25,277,4,"LateRound4ScoringAverage",2015
23,23,"Mark Wilson",NA,69.25,277,4,"LateRound4ScoringAverage",2015
27,27,"Steven Alker",NA,69.33,208,3,"LateRound4ScoringAverage",2015
27,27,"Scott Piercy",NA,69.33,624,9,"LateRound4ScoringAverage",2015
27,27,"Bo Van Pelt",NA,69.33,208,3,"LateRound4ScoringAverage",2015
30,30,"Rickie Fowler",NA,69.36,763,11,"LateRound4ScoringAverage",2015
31,31,"James Hahn",NA,69.38,555,8,"LateRound4ScoringAverage",2015
32,32,"Jon Curran",NA,69.4,347,5,"LateRound4ScoringAverage",2015
32,32,"John Senden",NA,69.4,347,5,"LateRound4ScoringAverage",2015
34,34,"Ben Martin",NA,69.44,625,9,"LateRound4ScoringAverage",2015
35,35,"Blayne Barber",NA,69.5,278,4,"LateRound4ScoringAverage",2015
35,35,"Colt Knost",NA,69.5,417,6,"LateRound4ScoringAverage",2015
35,35,"David Lingmerth",NA,69.5,973,14,"LateRound4ScoringAverage",2015
35,35,"Jimmy Walker",NA,69.5,556,8,"LateRound4ScoringAverage",2015
39,39,"Carl Pettersson",NA,69.56,626,9,"LateRound4ScoringAverage",2015
40,40,"David Hearn",NA,69.57,487,7,"LateRound4ScoringAverage",2015
41,41,"Scott Brown",NA,69.6,696,10,"LateRound4ScoringAverage",2015
