"Approach250275yardsRTP_RANKTHISWEEK_2011","Approach250275yardsRTP_RANKLASTWEEK_2011","Approach250275yardsRTP_PLAYERNAME_2011","Approach250275yardsRTP_ROUNDS_2011","Approach250275yardsRTP_AVGRTP_2011","stat_name","year"
1,1,"Bio Kim",71,-1,"Approach250275yardsRTP",2011
2,2,"Nate Smith",66,-0.917,"Approach250275yardsRTP",2011
3,3,"Kyle Stanley",98,-0.826,"Approach250275yardsRTP",2011
4,4,"Josh Teater",104,-0.771,"Approach250275yardsRTP",2011
5,5,"Anthony Kim",72,-0.769,"Approach250275yardsRTP",2011
5,5,"Jim Renner",65,-0.769,"Approach250275yardsRTP",2011
7,7,"Aaron Baddeley",77,-0.75,"Approach250275yardsRTP",2011
7,7,"Luke Donald",73,-0.75,"Approach250275yardsRTP",2011
9,9,"Andres Romero",77,-0.742,"Approach250275yardsRTP",2011
10,10,"Steven Bowditch",86,-0.733,"Approach250275yardsRTP",2011
11,11,"Jerry Kelly",85,-0.731,"Approach250275yardsRTP",2011
12,12,"Jarrod Lyle",83,-0.727,"Approach250275yardsRTP",2011
13,13,"Ryan Palmer",82,-0.722,"Approach250275yardsRTP",2011
14,14,"Brandt Jobe",100,-0.72,"Approach250275yardsRTP",2011
15,15,"Bobby Gates",82,-0.719,"Approach250275yardsRTP",2011
16,16,"Brian Gay",90,-0.714,"Approach250275yardsRTP",2011
17,17,"Greg Chalmers",88,-0.706,"Approach250275yardsRTP",2011
17,17,"Marc Leishman",87,-0.706,"Approach250275yardsRTP",2011
19,19,"Robert Garrigus",83,-0.7,"Approach250275yardsRTP",2011
19,19,"Nick OHern",89,-0.7,"Approach250275yardsRTP",2011
19,19,"Chris Riley",76,-0.7,"Approach250275yardsRTP",2011
22,22,"Sean OHair",71,-0.692,"Approach250275yardsRTP",2011
22,22,"Martin Piller",63,-0.692,"Approach250275yardsRTP",2011
24,24,"Lee Janzen",62,-0.684,"Approach250275yardsRTP",2011
25,25,"Fabian Gomez",84,-0.667,"Approach250275yardsRTP",2011
25,25,"Charley Hoffman",93,-0.667,"Approach250275yardsRTP",2011
25,25,"Hunter Mahan",92,-0.667,"Approach250275yardsRTP",2011
25,25,"Kevin Na",84,-0.667,"Approach250275yardsRTP",2011
25,25,"Scott Piercy",78,-0.667,"Approach250275yardsRTP",2011
25,25,"John Rollins",85,-0.667,"Approach250275yardsRTP",2011
25,25,"Brandt Snedeker",85,-0.667,"Approach250275yardsRTP",2011
25,25,"Gary Woodland",93,-0.667,"Approach250275yardsRTP",2011
25,25,"YE Yang",63,-0.667,"Approach250275yardsRTP",2011
34,34,"Ricky Barnes",78,-0.65,"Approach250275yardsRTP",2011
34,34,"Jason Day",76,-0.65,"Approach250275yardsRTP",2011
34,34,"Lucas Glover",74,-0.65,"Approach250275yardsRTP",2011
37,37,"Charl Schwartzel",58,-0.647,"Approach250275yardsRTP",2011
38,38,"Webb Simpson",98,-0.641,"Approach250275yardsRTP",2011
39,39,"Scott McCarron",65,-0.64,"Approach250275yardsRTP",2011
39,39,"Boo Weekley",66,-0.64,"Approach250275yardsRTP",2011
41,41,"Michael Bradley",74,-0.632,"Approach250275yardsRTP",2011
41,41,"Brendon de Jonge",105,-0.632,"Approach250275yardsRTP",2011
41,41,"John Senden",94,-0.632,"Approach250275yardsRTP",2011
44,44,"Chris DiMarco",93,-0.63,"Approach250275yardsRTP",2011
44,44,"Alex Prugh",82,-0.63,"Approach250275yardsRTP",2011
44,44,"Justin Rose",79,-0.63,"Approach250275yardsRTP",2011
47,47,"Vijay Singh",79,-0.625,"Approach250275yardsRTP",2011
47,47,"Brendan Steele",89,-0.625,"Approach250275yardsRTP",2011
49,49,"Kris Blanks",92,-0.613,"Approach250275yardsRTP",2011
50,50,"Rickie Fowler",84,-0.611,"Approach250275yardsRTP",2011
51,51,"Billy Horschel",75,-0.609,"Approach250275yardsRTP",2011
52,52,"Nick Watney",80,-0.607,"Approach250275yardsRTP",2011
53,53,"Sung Kang",63,-0.6,"Approach250275yardsRTP",2011
53,53,"Martin Laird",77,-0.6,"Approach250275yardsRTP",2011
55,55,"Paul Stankowski",78,-0.591,"Approach250275yardsRTP",2011
56,56,"Spencer Levin",113,-0.59,"Approach250275yardsRTP",2011
57,57,"Matt McQuillan",59,-0.588,"Approach250275yardsRTP",2011
57,57,"Alexandre Rocha",65,-0.588,"Approach250275yardsRTP",2011
59,59,"Bill Haas",93,-0.586,"Approach250275yardsRTP",2011
59,59,"Chris Stroud",88,-0.586,"Approach250275yardsRTP",2011
59,59,"Johnson Wagner",81,-0.586,"Approach250275yardsRTP",2011
62,62,"Robert Karlsson",61,-0.583,"Approach250275yardsRTP",2011
