"Approaches75100yardsRghRTP_RANKTHISWEEK_2011","Approaches75100yardsRghRTP_RANKLASTWEEK_2011","Approaches75100yardsRghRTP_PLAYERNAME_2011","Approaches75100yardsRghRTP_ROUNDS_2011","Approaches75100yardsRghRTP_AVGRTP_2011","stat_name","year"
1,1,"David Toms",78,-0.429,"Approaches75100yardsRghRTP",2011
2,2,"Camilo Villegas",69,-0.4,"Approaches75100yardsRghRTP",2011
3,3,"Spencer Levin",113,-0.313,"Approaches75100yardsRghRTP",2011
4,4,"Kris Blanks",92,-0.286,"Approaches75100yardsRghRTP",2011
5,5,"David Mathis",83,-0.25,"Approaches75100yardsRghRTP",2011
6,6,"Steve Stricker",70,-0.222,"Approaches75100yardsRghRTP",2011
7,7,"Jason Day",76,-0.214,"Approaches75100yardsRghRTP",2011
8,8,"Steve Flesch",88,-0.2,"Approaches75100yardsRghRTP",2011
8,8,"Sean OHair",71,-0.2,"Approaches75100yardsRghRTP",2011
8,8,"Carl Pettersson",95,-0.2,"Approaches75100yardsRghRTP",2011
11,11,"Hunter Haas",96,-0.176,"Approaches75100yardsRghRTP",2011
11,11,"Bill Haas",93,-0.176,"Approaches75100yardsRghRTP",2011
13,13,"Bryce Molder",82,-0.167,"Approaches75100yardsRghRTP",2011
14,14,"Jimmy Walker",79,-0.158,"Approaches75100yardsRghRTP",2011
15,15,"Kevin Kisner",70,-0.154,"Approaches75100yardsRghRTP",2011
15,15,"Ben Martin",74,-0.154,"Approaches75100yardsRghRTP",2011
17,17,"Bubba Watson",85,-0.15,"Approaches75100yardsRghRTP",2011
18,18,"Graeme McDowell",50,-0.143,"Approaches75100yardsRghRTP",2011
19,19,"Ricky Barnes",78,-0.133,"Approaches75100yardsRghRTP",2011
19,19,"Kyle Stanley",98,-0.133,"Approaches75100yardsRghRTP",2011
21,21,"Arjun Atwal",91,-0.125,"Approaches75100yardsRghRTP",2011
21,21,"Rich Beem",53,-0.125,"Approaches75100yardsRghRTP",2011
23,23,"Steve Elkington",50,-0.111,"Approaches75100yardsRghRTP",2011
24,24,"Chris Couch",73,-0.105,"Approaches75100yardsRghRTP",2011
