"ApproachesLeftRoughRTPScore_RANKTHISWEEK_2011","ApproachesLeftRoughRTPScore_RANKLASTWEEK_2011","ApproachesLeftRoughRTPScore_PLAYERNAME_2011","ApproachesLeftRoughRTPScore_ROUNDS_2011","ApproachesLeftRoughRTPScore_AVGRTP_2011","stat_name","year"
1,1,"Matt Kuchar",94,-0.039,"ApproachesLeftRoughRTPScore",2011
2,2,"Rickie Fowler",84,-0.036,"ApproachesLeftRoughRTPScore",2011
3,3,"Trevor Immelman",84,-0.035,"ApproachesLeftRoughRTPScore",2011
4,4,"Robert Garrigus",83,-0.015,"ApproachesLeftRoughRTPScore",2011
5,5,"JB Holmes",57,-0.01,"ApproachesLeftRoughRTPScore",2011
6,6,"Charles Howell III",108,-0.008,"ApproachesLeftRoughRTPScore",2011
7,7,"Martin Laird",77,0,"ApproachesLeftRoughRTPScore",2011
7,7,"Steve Marino",76,0,"ApproachesLeftRoughRTPScore",2011
7,7,"Phil Mickelson",79,0,"ApproachesLeftRoughRTPScore",2011
7,7,"Bubba Watson",85,0,"ApproachesLeftRoughRTPScore",2011
11,11,"YE Yang",63,0.012,"ApproachesLeftRoughRTPScore",2011
12,12,"Vijay Singh",79,0.023,"ApproachesLeftRoughRTPScore",2011
12,12,"Brandt Snedeker",85,0.023,"ApproachesLeftRoughRTPScore",2011
14,14,"Bryce Molder",82,0.028,"ApproachesLeftRoughRTPScore",2011
15,15,"Davis Love III",70,0.03,"ApproachesLeftRoughRTPScore",2011
16,16,"Scott Piercy",78,0.035,"ApproachesLeftRoughRTPScore",2011
17,17,"Ian Poulter",52,0.036,"ApproachesLeftRoughRTPScore",2011
18,18,"John Rollins",85,0.039,"ApproachesLeftRoughRTPScore",2011
19,19,"Padraig Harrington",60,0.04,"ApproachesLeftRoughRTPScore",2011
20,20,"Steve Stricker",70,0.041,"ApproachesLeftRoughRTPScore",2011
21,21,"Chris Couch",73,0.048,"ApproachesLeftRoughRTPScore",2011
22,22,"Ryan Palmer",82,0.049,"ApproachesLeftRoughRTPScore",2011
23,23,"Brian Gay",90,0.051,"ApproachesLeftRoughRTPScore",2011
24,24,"Bill Haas",93,0.055,"ApproachesLeftRoughRTPScore",2011
25,25,"Aaron Baddeley",77,0.056,"ApproachesLeftRoughRTPScore",2011
26,26,"James Driscoll",71,0.058,"ApproachesLeftRoughRTPScore",2011
26,26,"William McGirt",103,0.058,"ApproachesLeftRoughRTPScore",2011
28,28,"Luke Donald",73,0.059,"ApproachesLeftRoughRTPScore",2011
29,29,"Joseph Bramlett",73,0.06,"ApproachesLeftRoughRTPScore",2011
29,29,"Jonathan Byrd",83,0.06,"ApproachesLeftRoughRTPScore",2011
31,31,"Bo Van Pelt",92,0.067,"ApproachesLeftRoughRTPScore",2011
32,32,"Nick Watney",80,0.068,"ApproachesLeftRoughRTPScore",2011
33,33,"Greg Chalmers",88,0.069,"ApproachesLeftRoughRTPScore",2011
33,33,"Kevin Na",84,0.069,"ApproachesLeftRoughRTPScore",2011
35,35,"Ryuji Imada",83,0.075,"ApproachesLeftRoughRTPScore",2011
35,35,"Marc Turnesa",54,0.075,"ApproachesLeftRoughRTPScore",2011
37,37,"JP Hayes",56,0.079,"ApproachesLeftRoughRTPScore",2011
37,37,"David Toms",78,0.079,"ApproachesLeftRoughRTPScore",2011
39,39,"Hunter Mahan",92,0.08,"ApproachesLeftRoughRTPScore",2011
39,39,"Sean OHair",71,0.08,"ApproachesLeftRoughRTPScore",2011
41,41,"Robert Allenby",84,0.081,"ApproachesLeftRoughRTPScore",2011
42,42,"Retief Goosen",50,0.082,"ApproachesLeftRoughRTPScore",2011
43,43,"Sergio Garcia",61,0.084,"ApproachesLeftRoughRTPScore",2011
43,43,"Camilo Villegas",69,0.084,"ApproachesLeftRoughRTPScore",2011
45,45,"Ryan Moore",79,0.087,"ApproachesLeftRoughRTPScore",2011
46,46,"Stephen Ames",69,0.088,"ApproachesLeftRoughRTPScore",2011
47,47,"Stewart Cink",72,0.092,"ApproachesLeftRoughRTPScore",2011
47,47,"Chris Kirk",87,0.092,"ApproachesLeftRoughRTPScore",2011
47,47,"George McNeill",69,0.092,"ApproachesLeftRoughRTPScore",2011
50,50,"Jhonattan Vegas",84,0.093,"ApproachesLeftRoughRTPScore",2011
51,51,"Steve Elkington",50,0.095,"ApproachesLeftRoughRTPScore",2011
51,51,"Jim Herman",69,0.095,"ApproachesLeftRoughRTPScore",2011
53,53,"Alex Cejka",59,0.097,"ApproachesLeftRoughRTPScore",2011
53,53,"Justin Rose",79,0.097,"ApproachesLeftRoughRTPScore",2011
55,55,"JJ Henry",96,0.099,"ApproachesLeftRoughRTPScore",2011
55,55,"Carl Pettersson",95,0.099,"ApproachesLeftRoughRTPScore",2011
57,57,"Paul Stankowski",78,0.1,"ApproachesLeftRoughRTPScore",2011
58,58,"Tommy Gainey",104,0.103,"ApproachesLeftRoughRTPScore",2011
58,58,"Lucas Glover",74,0.103,"ApproachesLeftRoughRTPScore",2011
60,60,"Ricky Barnes",78,0.105,"ApproachesLeftRoughRTPScore",2011
60,60,"Ben Crane",76,0.105,"ApproachesLeftRoughRTPScore",2011
62,62,"Scott McCarron",65,0.107,"ApproachesLeftRoughRTPScore",2011
63,63,"Robert Karlsson",61,0.108,"ApproachesLeftRoughRTPScore",2011
64,64,"Marc Leishman",87,0.109,"ApproachesLeftRoughRTPScore",2011
65,65,"Geoff Ogilvy",69,0.111,"ApproachesLeftRoughRTPScore",2011
65,65,"John Senden",94,0.111,"ApproachesLeftRoughRTPScore",2011
67,67,"Jason Dufner",78,0.112,"ApproachesLeftRoughRTPScore",2011
67,67,"Matt Jones",71,0.112,"ApproachesLeftRoughRTPScore",2011
67,67,"Heath Slocum",89,0.112,"ApproachesLeftRoughRTPScore",2011
70,70,"Brian Davis",105,0.113,"ApproachesLeftRoughRTPScore",2011
70,70,"Dustin Johnson",72,0.113,"ApproachesLeftRoughRTPScore",2011
72,72,"Cameron Tringale",110,0.117,"ApproachesLeftRoughRTPScore",2011
73,73,"Charley Hoffman",93,0.12,"ApproachesLeftRoughRTPScore",2011
74,74,"Jason Day",76,0.121,"ApproachesLeftRoughRTPScore",2011
75,75,"David Mathis",83,0.124,"ApproachesLeftRoughRTPScore",2011
76,76,"Michael Bradley",74,0.125,"ApproachesLeftRoughRTPScore",2011
77,77,"Shaun Micheel",77,0.127,"ApproachesLeftRoughRTPScore",2011
78,78,"DJ Trahan",91,0.129,"ApproachesLeftRoughRTPScore",2011
78,78,"Johnson Wagner",81,0.129,"ApproachesLeftRoughRTPScore",2011
80,80,"Gary Woodland",93,0.13,"ApproachesLeftRoughRTPScore",2011
81,81,"Kevin Kisner",70,0.132,"ApproachesLeftRoughRTPScore",2011
82,82,"Shane Bertsch",62,0.137,"ApproachesLeftRoughRTPScore",2011
83,83,"Hunter Haas",96,0.138,"ApproachesLeftRoughRTPScore",2011
84,84,"Nathan Green",81,0.14,"ApproachesLeftRoughRTPScore",2011
85,85,"Webb Simpson",98,0.142,"ApproachesLeftRoughRTPScore",2011
86,86,"Billy Mayfair",94,0.143,"ApproachesLeftRoughRTPScore",2011
87,87,"Matt Bettencourt",84,0.144,"ApproachesLeftRoughRTPScore",2011
87,87,"Freddie Jacobson",92,0.144,"ApproachesLeftRoughRTPScore",2011
87,87,"Zack Miller",86,0.144,"ApproachesLeftRoughRTPScore",2011
87,87,"Chris Stroud",88,0.144,"ApproachesLeftRoughRTPScore",2011
91,91,"Jerry Kelly",85,0.145,"ApproachesLeftRoughRTPScore",2011
92,92,"Troy Matteson",91,0.147,"ApproachesLeftRoughRTPScore",2011
93,93,"Richard Johnson",64,0.149,"ApproachesLeftRoughRTPScore",2011
93,93,"Joe Ogilvie",75,0.149,"ApproachesLeftRoughRTPScore",2011
93,93,"Alexandre Rocha",65,0.149,"ApproachesLeftRoughRTPScore",2011
96,96,"Kyle Stanley",98,0.15,"ApproachesLeftRoughRTPScore",2011
97,97,"Ben Curtis",66,0.151,"ApproachesLeftRoughRTPScore",2011
97,97,"Brendon de Jonge",105,0.151,"ApproachesLeftRoughRTPScore",2011
97,97,"Andres Gonzales",60,0.151,"ApproachesLeftRoughRTPScore",2011
97,97,"Rory Sabbatini",85,0.151,"ApproachesLeftRoughRTPScore",2011
101,101,"Steven Bowditch",86,0.152,"ApproachesLeftRoughRTPScore",2011
102,102,"Tim Herron",85,0.153,"ApproachesLeftRoughRTPScore",2011
103,103,"Angel Cabrera",50,0.154,"ApproachesLeftRoughRTPScore",2011
104,104,"DJ Brigman",67,0.157,"ApproachesLeftRoughRTPScore",2011
104,104,"Jeff Overton",92,0.157,"ApproachesLeftRoughRTPScore",2011
106,106,"Kris Blanks",92,0.159,"ApproachesLeftRoughRTPScore",2011
107,107,"Pat Perez",76,0.162,"ApproachesLeftRoughRTPScore",2011
108,108,"Adam Scott",60,0.164,"ApproachesLeftRoughRTPScore",2011
109,109,"Harrison Frazar",58,0.165,"ApproachesLeftRoughRTPScore",2011
109,109,"Chez Reavie",92,0.165,"ApproachesLeftRoughRTPScore",2011
111,111,"Colt Knost",80,0.167,"ApproachesLeftRoughRTPScore",2011
111,111,"Kevin Streelman",90,0.167,"ApproachesLeftRoughRTPScore",2011
111,111,"Josh Teater",104,0.167,"ApproachesLeftRoughRTPScore",2011
114,114,"Rod Pampling",72,0.168,"ApproachesLeftRoughRTPScore",2011
115,115,"Charl Schwartzel",58,0.169,"ApproachesLeftRoughRTPScore",2011
116,116,"Fabian Gomez",84,0.17,"ApproachesLeftRoughRTPScore",2011
116,116,"Kent Jones",76,0.17,"ApproachesLeftRoughRTPScore",2011
116,116,"Nick OHern",89,0.17,"ApproachesLeftRoughRTPScore",2011
119,119,"Blake Adams",116,0.171,"ApproachesLeftRoughRTPScore",2011
120,120,"Spencer Levin",113,0.172,"ApproachesLeftRoughRTPScore",2011
120,120,"Roland Thatcher",67,0.172,"ApproachesLeftRoughRTPScore",2011
120,120,"Garrett Willis",71,0.172,"ApproachesLeftRoughRTPScore",2011
123,123,"Jason Bohn",74,0.174,"ApproachesLeftRoughRTPScore",2011
124,124,"Bio Kim",71,0.175,"ApproachesLeftRoughRTPScore",2011
125,125,"Justin Leonard",82,0.178,"ApproachesLeftRoughRTPScore",2011
125,125,"Bill Lunde",92,0.178,"ApproachesLeftRoughRTPScore",2011
127,127,"Stuart Appleby",65,0.179,"ApproachesLeftRoughRTPScore",2011
127,127,"Briny Baird",60,0.179,"ApproachesLeftRoughRTPScore",2011
127,127,"Cameron Beckman",71,0.179,"ApproachesLeftRoughRTPScore",2011
127,127,"Chris DiMarco",93,0.179,"ApproachesLeftRoughRTPScore",2011
131,131,"Daniel Summerhays",75,0.181,"ApproachesLeftRoughRTPScore",2011
132,132,"Troy Merritt",63,0.183,"ApproachesLeftRoughRTPScore",2011
132,132,"Scott Stallings",84,0.183,"ApproachesLeftRoughRTPScore",2011
134,134,"Kevin Stadler",88,0.185,"ApproachesLeftRoughRTPScore",2011
135,135,"Ernie Els",71,0.186,"ApproachesLeftRoughRTPScore",2011
135,135,"Anthony Kim",72,0.186,"ApproachesLeftRoughRTPScore",2011
137,137,"Matt McQuillan",59,0.188,"ApproachesLeftRoughRTPScore",2011
138,138,"Jim Furyk",87,0.191,"ApproachesLeftRoughRTPScore",2011
138,138,"Paul Goydos",81,0.191,"ApproachesLeftRoughRTPScore",2011
140,140,"Boo Weekley",66,0.195,"ApproachesLeftRoughRTPScore",2011
141,141,"Derek Lamely",65,0.2,"ApproachesLeftRoughRTPScore",2011
141,141,"Michael Thompson",79,0.2,"ApproachesLeftRoughRTPScore",2011
143,143,"Chad Campbell",99,0.203,"ApproachesLeftRoughRTPScore",2011
143,143,"Jimmy Walker",79,0.203,"ApproachesLeftRoughRTPScore",2011
