"Par4ScoringAverage_RANKTHISWEEK_2013","Par4ScoringAverage_RANKLASTWEEK_2013","Par4ScoringAverage_PLAYERNAME_2013","Par4ScoringAverage_ROUNDS_2013","Par4ScoringAverage_AVG_2013","Par4ScoringAverage_TOTALSTROKES_2013","Par4ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Steve Stricker",51,3.94,2038,517,"Par4ScoringAverage",2013
2,2,"Charles Howell III",87,3.99,3646,914,"Par4ScoringAverage",2013
2,2,"Chris Kirk",89,3.99,3843,964,"Par4ScoringAverage",2013
2,2,"Jordan Spieth",82,3.99,3562,892,"Par4ScoringAverage",2013
2,2,"Jimmy Walker",84,3.99,3549,890,"Par4ScoringAverage",2013
6,6,"Graham DeLaet",94,4,4068,1016,"Par4ScoringAverage",2013
6,6,"Jason Dufner",78,4,3401,851,"Par4ScoringAverage",2013
6,6,"Bill Haas",85,4,3649,913,"Par4ScoringAverage",2013
6,6,"Justin Rose",62,4,2651,662,"Par4ScoringAverage",2013
6,6,"Brandt Snedeker",79,4,3416,855,"Par4ScoringAverage",2013
11,11,"Morgan Hoffmann",64,4.01,2829,706,"Par4ScoringAverage",2013
11,11,"Matt Jones",83,4.01,3585,894,"Par4ScoringAverage",2013
13,13,"Keegan Bradley",88,4.02,3864,961,"Par4ScoringAverage",2013
13,13,"Roberto Castro",97,4.02,4194,1042,"Par4ScoringAverage",2013
13,13,"Brendon de Jonge",110,4.02,4788,1192,"Par4ScoringAverage",2013
13,13,"Matt Every",89,4.02,3838,955,"Par4ScoringAverage",2013
13,13,"David Hearn",88,4.02,3816,949,"Par4ScoringAverage",2013
13,13,"Zach Johnson",84,4.02,3640,905,"Par4ScoringAverage",2013
13,13,"Jerry Kelly",75,4.02,3250,808,"Par4ScoringAverage",2013
13,13,"Matt Kuchar",93,4.02,3795,945,"Par4ScoringAverage",2013
13,13,"Hunter Mahan",91,4.02,3710,922,"Par4ScoringAverage",2013
13,13,"Chez Reavie",72,4.02,3146,782,"Par4ScoringAverage",2013
13,13,"Adam Scott",61,4.02,2624,652,"Par4ScoringAverage",2013
13,13,"Henrik Stenson",65,4.02,2813,700,"Par4ScoringAverage",2013
13,13,"Chris Stroud",88,4.02,3774,939,"Par4ScoringAverage",2013
13,13,"Tiger Woods",61,4.02,2638,656,"Par4ScoringAverage",2013
27,27,"KJ Choi",85,4.03,3669,910,"Par4ScoringAverage",2013
27,27,"Erik Compton",74,4.03,3225,800,"Par4ScoringAverage",2013
27,27,"James Driscoll",76,4.03,3068,761,"Par4ScoringAverage",2013
27,27,"Harris English",95,4.03,4150,1030,"Par4ScoringAverage",2013
27,27,"Bob Estes",66,4.03,2858,710,"Par4ScoringAverage",2013
27,27,"Martin Flores",83,4.03,3616,898,"Par4ScoringAverage",2013
27,27,"Jim Furyk",80,4.03,3373,838,"Par4ScoringAverage",2013
27,27,"Sergio Garcia",65,4.03,2767,686,"Par4ScoringAverage",2013
27,27,"Brian Gay",79,4.03,3483,864,"Par4ScoringAverage",2013
27,27,"Billy Horschel",96,4.03,4170,1036,"Par4ScoringAverage",2013
27,27,"Freddie Jacobson",63,4.03,2670,662,"Par4ScoringAverage",2013
27,27,"Phil Mickelson",78,4.03,3398,844,"Par4ScoringAverage",2013
27,27,"Bryce Molder",82,4.03,3474,862,"Par4ScoringAverage",2013
27,27,"Rory Sabbatini",86,4.03,3599,894,"Par4ScoringAverage",2013
27,27,"Charl Schwartzel",69,4.03,3018,748,"Par4ScoringAverage",2013
27,27,"Webb Simpson",92,4.03,3885,965,"Par4ScoringAverage",2013
27,27,"Kevin Stadler",83,4.03,3437,852,"Par4ScoringAverage",2013
44,44,"Stuart Appleby",88,4.04,3640,902,"Par4ScoringAverage",2013
44,44,"Jason Day",86,4.04,3493,864,"Par4ScoringAverage",2013
44,44,"Luke Donald",60,4.04,2530,626,"Par4ScoringAverage",2013
44,44,"Russell Henley",80,4.04,3440,852,"Par4ScoringAverage",2013
44,44,"Justin Leonard",86,4.04,3736,924,"Par4ScoringAverage",2013
44,44,"William McGirt",75,4.04,3253,805,"Par4ScoringAverage",2013
44,44,"George McNeill",68,4.04,3000,742,"Par4ScoringAverage",2013
44,44,"Jeff Overton",78,4.04,3379,837,"Par4ScoringAverage",2013
44,44,"Ted Potter Jr",65,4.04,2714,671,"Par4ScoringAverage",2013
44,44,"Kevin Streelman",86,4.04,3771,934,"Par4ScoringAverage",2013
44,44,"Daniel Summerhays",83,4.04,3567,882,"Par4ScoringAverage",2013
44,44,"Nicholas Thompson",99,4.04,4312,1068,"Par4ScoringAverage",2013
44,44,"David Toms",49,4.04,1901,470,"Par4ScoringAverage",2013
44,44,"Camilo Villegas",79,4.04,3270,810,"Par4ScoringAverage",2013
44,44,"Bubba Watson",76,4.04,3194,791,"Par4ScoringAverage",2013
44,44,"Boo Weekley",100,4.04,4416,1092,"Par4ScoringAverage",2013
44,44,"Lee Westwood",70,4.04,3029,750,"Par4ScoringAverage",2013
44,44,"Mark Wilson",56,4.04,2288,567,"Par4ScoringAverage",2013
62,62,"Kevin Chappell",80,4.05,3455,854,"Par4ScoringAverage",2013
62,62,"Brian Davis",91,4.05,3958,978,"Par4ScoringAverage",2013
62,62,"Rickie Fowler",75,4.05,3279,809,"Par4ScoringAverage",2013
62,62,"Brian Harman",89,4.05,3676,908,"Par4ScoringAverage",2013
62,62,"DH Lee",65,4.05,2836,701,"Par4ScoringAverage",2013
62,62,"Jeff Maggert",63,4.05,2772,685,"Par4ScoringAverage",2013
62,62,"Troy Matteson",68,4.05,2849,703,"Par4ScoringAverage",2013
62,62,"John Merrick",79,4.05,3461,854,"Par4ScoringAverage",2013
62,62,"Ryan Palmer",79,4.05,3488,862,"Par4ScoringAverage",2013
62,62,"Cameron Percy",68,4.05,2894,715,"Par4ScoringAverage",2013
62,62,"Pat Perez",69,4.05,2963,731,"Par4ScoringAverage",2013
62,62,"Dicky Pride",71,4.05,2939,726,"Par4ScoringAverage",2013
62,62,"Patrick Reed",83,4.05,3656,903,"Par4ScoringAverage",2013
62,62,"Tag Ridings",69,4.05,2818,696,"Par4ScoringAverage",2013
62,62,"John Rollins",77,4.05,3172,784,"Par4ScoringAverage",2013
62,62,"DJ Trahan",48,4.05,2000,494,"Par4ScoringAverage",2013
62,62,"Cameron Tringale",80,4.05,3453,852,"Par4ScoringAverage",2013
62,62,"Nick Watney",88,4.05,3726,921,"Par4ScoringAverage",2013
62,62,"Charlie Wi",75,4.05,3086,762,"Par4ScoringAverage",2013
81,81,"Jonas Blixt",76,4.06,3390,834,"Par4ScoringAverage",2013
81,81,"Steven Bowditch",67,4.06,2842,700,"Par4ScoringAverage",2013
81,81,"Angel Cabrera",73,4.06,3210,790,"Par4ScoringAverage",2013
81,81,"Ken Duke",87,4.06,3846,948,"Par4ScoringAverage",2013
81,81,"Fabian Gomez",65,4.06,2816,693,"Par4ScoringAverage",2013
81,81,"JJ Henry",83,4.06,3565,877,"Par4ScoringAverage",2013
81,81,"Marc Leishman",77,4.06,3440,847,"Par4ScoringAverage",2013
81,81,"David Lingmerth",68,4.06,2944,725,"Par4ScoringAverage",2013
81,81,"Rory McIlroy",56,4.06,2395,590,"Par4ScoringAverage",2013
81,81,"Brendan Steele",86,4.06,3570,880,"Par4ScoringAverage",2013
81,81,"Robert Streb",75,4.06,3118,768,"Par4ScoringAverage",2013
81,81,"Brian Stuard",78,4.06,3226,794,"Par4ScoringAverage",2013
81,81,"Vaughn Taylor",50,4.06,2032,501,"Par4ScoringAverage",2013
81,81,"Gary Woodland",94,4.06,3955,975,"Par4ScoringAverage",2013
95,95,"Ricky Barnes",74,4.07,3076,755,"Par4ScoringAverage",2013
95,95,"Jason Bohn",70,4.07,3058,752,"Par4ScoringAverage",2013
95,95,"Ben Crane",62,4.07,2585,635,"Par4ScoringAverage",2013
95,95,"Brad Fritsch",81,4.07,3358,826,"Par4ScoringAverage",2013
95,95,"Tim Herron",45,4.07,1979,486,"Par4ScoringAverage",2013
95,95,"Justin Hicks",79,4.07,3273,804,"Par4ScoringAverage",2013
95,95,"Charley Hoffman",84,4.07,3659,900,"Par4ScoringAverage",2013
95,95,"Jason Kokrak",78,4.07,3412,838,"Par4ScoringAverage",2013
95,95,"Steve LeBrun",66,4.07,2695,662,"Par4ScoringAverage",2013
95,95,"Richard Lee",81,4.07,3309,814,"Par4ScoringAverage",2013
95,95,"David Lynn",70,4.07,2993,736,"Par4ScoringAverage",2013
95,95,"Ryan Moore",72,4.07,3156,775,"Par4ScoringAverage",2013
95,95,"Ian Poulter",59,4.07,2387,587,"Par4ScoringAverage",2013
95,95,"Vijay Singh",61,4.07,2686,660,"Par4ScoringAverage",2013
95,95,"Josh Teater",86,4.07,3557,875,"Par4ScoringAverage",2013
95,95,"Bo Van Pelt",72,4.07,3053,751,"Par4ScoringAverage",2013
95,95,"Aaron Watkins",46,4.07,1927,474,"Par4ScoringAverage",2013
112,112,"Sangmoon Bae",83,4.08,3668,900,"Par4ScoringAverage",2013
112,112,"Scott Brown",65,4.08,2801,686,"Par4ScoringAverage",2013
112,112,"Chad Campbell",78,4.08,3352,822,"Par4ScoringAverage",2013
112,112,"Greg Chalmers",77,4.08,3172,777,"Par4ScoringAverage",2013
112,112,"Stewart Cink",71,4.08,3107,762,"Par4ScoringAverage",2013
112,112,"Ben Curtis",59,4.08,2528,619,"Par4ScoringAverage",2013
112,112,"Robert Garrigus",69,4.08,2800,686,"Par4ScoringAverage",2013
112,112,"Tom Gillis",69,4.08,2898,710,"Par4ScoringAverage",2013
112,112,"Luke Guthrie",82,4.08,3582,878,"Par4ScoringAverage",2013
112,112,"James Hahn",78,4.08,3199,784,"Par4ScoringAverage",2013
112,112,"John Huh",88,4.08,3913,959,"Par4ScoringAverage",2013
112,112,"Dustin Johnson",71,4.08,3136,769,"Par4ScoringAverage",2013
112,112,"Ben Kohles",75,4.08,3093,758,"Par4ScoringAverage",2013
112,112,"Graeme McDowell",53,4.08,2195,538,"Par4ScoringAverage",2013
112,112,"Greg Owen",73,4.08,3127,766,"Par4ScoringAverage",2013
112,112,"Rod Pampling",46,4.08,1829,448,"Par4ScoringAverage",2013
112,112,"DA Points",87,4.08,3831,938,"Par4ScoringAverage",2013
112,112,"Andres Romero",63,4.08,2576,632,"Par4ScoringAverage",2013
112,112,"Shawn Stefani",63,4.08,2794,684,"Par4ScoringAverage",2013
112,112,"Darron Stiles",51,4.08,2164,530,"Par4ScoringAverage",2013
