"ProximitytoHolefromOtherLocations_RANKTHISWEEK_2006","ProximitytoHolefromOtherLocations_RANKLASTWEEK_2006","ProximitytoHolefromOtherLocations_PLAYERNAME_2006","ProximitytoHolefromOtherLocations_ROUNDS_2006","ProximitytoHolefromOtherLocations_AVGDTP_2006","ProximitytoHolefromOtherLocations_TOTALDISTANCEFEET_2006","ProximitytoHolefromOtherLocations_OFSHOTS_2006","ProximitytoHolefromOtherLocations_SCRAMBLINGRANK_2006","stat_name","year"
1,1,"Steve Stricker",64,NA,3.567,68,2,"ProximitytoHolefromOtherLocations",2006
2,2,"Ernie Els",69,NA,3.573,58,53,"ProximitytoHolefromOtherLocations",2006
3,3,"Omar Uresti",61,NA,4.771,73,7,"ProximitytoHolefromOtherLocations",2006
4,4,"Tiger Woods",55,NA,2.228,34,10,"ProximitytoHolefromOtherLocations",2006
5,5,"Billy Mayfair",94,NA,8.259,121,35,"ProximitytoHolefromOtherLocations",2006
5,5,"Brett Quigley",109,NA,10.616,155,14,"ProximitytoHolefromOtherLocations",2006
7,7,"Scott Verplank",88,NA,6.924,101,12,"ProximitytoHolefromOtherLocations",2006
8,8,"Daisuke Maruyama",83,NA,7.933,111,104,"ProximitytoHolefromOtherLocations",2006
8,8,"Vijay Singh",103,NA,8.493,119,39,"ProximitytoHolefromOtherLocations",2006
10,10,"Stuart Appleby",83,NA,6.179,85,56,"ProximitytoHolefromOtherLocations",2006
10,10,"Retief Goosen",68,NA,4.738,65,108,"ProximitytoHolefromOtherLocations",2006
10,10,"Larry Mize",53,NA,4.251,58,33,"ProximitytoHolefromOtherLocations",2006
10,10,"Vance Veazey",59,NA,6.186,85,189,"ProximitytoHolefromOtherLocations",2006
14,14,"Zach Johnson",98,NA,8.11,110,103,"ProximitytoHolefromOtherLocations",2006
15,15,"Doug Barron",74,NA,8.578,115,23,"ProximitytoHolefromOtherLocations",2006
15,15,"Jonathan Byrd",66,NA,7.017,93,20,"ProximitytoHolefromOtherLocations",2006
15,15,"Chris DiMarco",83,NA,5.734,76,62,"ProximitytoHolefromOtherLocations",2006
15,15,"Jeff Gove",91,NA,9.503,127,78,"ProximitytoHolefromOtherLocations",2006
15,15,"Jason Schultz",77,NA,7.861,105,119,"ProximitytoHolefromOtherLocations",2006
15,15,"Kirk Triplett",58,NA,5.703,76,133,"ProximitytoHolefromOtherLocations",2006
21,21,"John Daly",51,NA,4.512,59,186,"ProximitytoHolefromOtherLocations",2006
21,21,"Brian Gay",107,NA,10.89,143,5,"ProximitytoHolefromOtherLocations",2006
21,21,"Steve Jones",83,NA,8.638,113,92,"ProximitytoHolefromOtherLocations",2006
24,24,"Luke Donald",66,NA,5.329,69,3,"ProximitytoHolefromOtherLocations",2006
24,24,"Justin Leonard",83,NA,7.729,101,77,"ProximitytoHolefromOtherLocations",2006
24,24,"Greg Owen",79,NA,7.219,94,11,"ProximitytoHolefromOtherLocations",2006
24,24,"Jimmy Walker",60,NA,6.217,81,175,"ProximitytoHolefromOtherLocations",2006
28,28,"Ben Curtis",86,NA,7.588,97,116,"ProximitytoHolefromOtherLocations",2006
29,29,"John Cook",67,NA,6.234,79,28,"ProximitytoHolefromOtherLocations",2006
30,30,"Michael Allen",84,NA,9.63,121,70,"ProximitytoHolefromOtherLocations",2006
30,30,"Chad Campbell",91,NA,6.987,87,93,"ProximitytoHolefromOtherLocations",2006
30,30,"Padraig Harrington",54,NA,5.309,66,36,"ProximitytoHolefromOtherLocations",2006
30,30,"Frank Lickliter II",99,NA,12.389,155,16,"ProximitytoHolefromOtherLocations",2006
30,30,"Shigeki Maruyama",94,NA,8.843,111,21,"ProximitytoHolefromOtherLocations",2006
