"Approachesfrom5075yardsRgh_RANKTHISWEEK_2011","Approachesfrom5075yardsRgh_RANKLASTWEEK_2011","Approachesfrom5075yardsRgh_PLAYERNAME_2011","Approachesfrom5075yardsRgh_ROUNDS_2011","Approachesfrom5075yardsRgh_AVG_2011","Approachesfrom5075yardsRgh_TOTALDISTANCEFEET_2011","Approachesfrom5075yardsRgh_OFATTEMPTS_2011","Approachesfrom5075yardsRgh_RELATIVETOPAR_2011","stat_name","year"
1,1,"Marc Turnesa",54,NA,20.25,2,-1,"Approachesfrom5075yardsRgh",2011
2,2,"Ricky Barnes",78,NA,129.417,12,-2,"Approachesfrom5075yardsRgh",2011
3,3,"Chad Campbell",99,NA,113.333,9,3,"Approachesfrom5075yardsRgh",2011
4,4,"Phil Mickelson",79,NA,93.333,7,-1,"Approachesfrom5075yardsRgh",2011
5,5,"Shane Bertsch",62,NA,40.25,3,-1,"Approachesfrom5075yardsRgh",2011
6,6,"Josh Teater",104,NA,217.583,16,1,"Approachesfrom5075yardsRgh",2011
7,7,"Harrison Frazar",58,NA,84.5,6,1,"Approachesfrom5075yardsRgh",2011
8,8,"Tim Petrovic",88,NA,156.417,11,-2,"Approachesfrom5075yardsRgh",2011
9,9,"Stewart Cink",72,NA,129.167,9,-4,"Approachesfrom5075yardsRgh",2011
10,10,"Bobby Gates",82,NA,118,8,0,"Approachesfrom5075yardsRgh",2011
11,11,"Rod Pampling",72,NA,88.75,6,-2,"Approachesfrom5075yardsRgh",2011
12,12,"Michael Connell",76,NA,104.5,7,5,"Approachesfrom5075yardsRgh",2011
13,13,"Steve Stricker",70,NA,45.5,3,-1,"Approachesfrom5075yardsRgh",2011
14,14,"Ben Curtis",66,NA,121.917,8,1,"Approachesfrom5075yardsRgh",2011
15,15,"Freddie Jacobson",92,NA,215.583,14,-1,"Approachesfrom5075yardsRgh",2011
15,15,"Zach Johnson",79,NA,77,5,2,"Approachesfrom5075yardsRgh",2011
17,17,"Rich Beem",53,NA,46.667,3,0,"Approachesfrom5075yardsRgh",2011
17,17,"Sung Kang",63,NA,140.083,9,3,"Approachesfrom5075yardsRgh",2011
19,19,"Billy Horschel",75,NA,109.667,7,2,"Approachesfrom5075yardsRgh",2011
20,20,"Justin Leonard",82,NA,110.25,7,7,"Approachesfrom5075yardsRgh",2011
21,21,"Brian Davis",105,NA,240.333,15,4,"Approachesfrom5075yardsRgh",2011
21,21,"Dustin Johnson",72,NA,95.75,6,1,"Approachesfrom5075yardsRgh",2011
21,21,"Boo Weekley",66,NA,159.917,10,0,"Approachesfrom5075yardsRgh",2011
24,24,"Chris Couch",73,NA,162,10,6,"Approachesfrom5075yardsRgh",2011
25,25,"Tom Gillis",55,NA,179.25,11,3,"Approachesfrom5075yardsRgh",2011
26,26,"Blake Adams",116,NA,229.667,14,1,"Approachesfrom5075yardsRgh",2011
26,26,"Richard Johnson",64,NA,65.667,4,1,"Approachesfrom5075yardsRgh",2011
28,28,"Aaron Baddeley",77,NA,330.167,20,-1,"Approachesfrom5075yardsRgh",2011
29,29,"Martin Laird",77,NA,167.667,10,-5,"Approachesfrom5075yardsRgh",2011
29,29,"Alexandre Rocha",65,NA,50.333,3,0,"Approachesfrom5075yardsRgh",2011
31,31,"Hunter Haas",96,NA,237.917,14,2,"Approachesfrom5075yardsRgh",2011
31,31,"DA Points",89,NA,170.167,10,3,"Approachesfrom5075yardsRgh",2011
33,33,"Paul Goydos",81,NA,243.5,14,6,"Approachesfrom5075yardsRgh",2011
34,34,"Brandt Snedeker",85,NA,178.083,10,2,"Approachesfrom5075yardsRgh",2011
35,35,"Justin Rose",79,NA,161,9,0,"Approachesfrom5075yardsRgh",2011
36,36,"Jeff Overton",92,NA,271.083,15,0,"Approachesfrom5075yardsRgh",2011
36,36,"Rory Sabbatini",85,NA,217.417,12,5,"Approachesfrom5075yardsRgh",2011
38,38,"Sergio Garcia",61,NA,73.25,4,1,"Approachesfrom5075yardsRgh",2011
38,38,"Colt Knost",80,NA,109.75,6,-1,"Approachesfrom5075yardsRgh",2011
38,38,"Camilo Villegas",69,NA,219.75,12,3,"Approachesfrom5075yardsRgh",2011
41,41,"Luke Donald",73,NA,147.167,8,-2,"Approachesfrom5075yardsRgh",2011
42,42,"Charlie Wi",83,NA,205.583,11,3,"Approachesfrom5075yardsRgh",2011
42,42,"Mark Wilson",89,NA,336.667,18,4,"Approachesfrom5075yardsRgh",2011
44,44,"Alex Cejka",59,NA,132.667,7,0,"Approachesfrom5075yardsRgh",2011
45,45,"Vaughn Taylor",89,NA,209.917,11,7,"Approachesfrom5075yardsRgh",2011
46,46,"Kris Blanks",92,NA,172.417,9,-1,"Approachesfrom5075yardsRgh",2011
47,47,"Johnson Wagner",81,NA,115.417,6,1,"Approachesfrom5075yardsRgh",2011
48,48,"Charley Hoffman",93,NA,291.75,15,-3,"Approachesfrom5075yardsRgh",2011
49,49,"Billy Mayfair",94,NA,331.5,17,-2,"Approachesfrom5075yardsRgh",2011
50,50,"Graeme McDowell",50,NA,236.5,12,-2,"Approachesfrom5075yardsRgh",2011
51,51,"Scott McCarron",65,NA,139.167,7,4,"Approachesfrom5075yardsRgh",2011
52,52,"William McGirt",103,NA,200.083,10,3,"Approachesfrom5075yardsRgh",2011
53,53,"Nate Smith",66,NA,120.333,6,5,"Approachesfrom5075yardsRgh",2011
54,54,"Stuart Appleby",65,NA,282.667,14,3,"Approachesfrom5075yardsRgh",2011
54,54,"Chris DiMarco",93,NA,463.917,23,8,"Approachesfrom5075yardsRgh",2011
54,54,"JP Hayes",56,NA,201.667,10,1,"Approachesfrom5075yardsRgh",2011
54,54,"Shaun Micheel",77,NA,302.667,15,6,"Approachesfrom5075yardsRgh",2011
58,58,"Cameron Beckman",71,NA,283.25,14,6,"Approachesfrom5075yardsRgh",2011
58,58,"Kevin Streelman",90,NA,222.333,11,4,"Approachesfrom5075yardsRgh",2011
60,60,"Steven Bowditch",86,NA,305.083,15,2,"Approachesfrom5075yardsRgh",2011
61,61,"KJ Choi",77,NA,204.917,10,5,"Approachesfrom5075yardsRgh",2011
62,62,"Charles Howell III",108,NA,205.5,10,7,"Approachesfrom5075yardsRgh",2011
63,63,"Ben Crane",76,NA,104.583,5,-1,"Approachesfrom5075yardsRgh",2011
64,64,"Joe Durant",71,NA,126.083,6,1,"Approachesfrom5075yardsRgh",2011
65,65,"Nathan Green",81,NA,316.333,15,5,"Approachesfrom5075yardsRgh",2011
65,65,"Scott Stallings",84,NA,274,13,-2,"Approachesfrom5075yardsRgh",2011
67,67,"JB Holmes",57,NA,254.333,12,1,"Approachesfrom5075yardsRgh",2011
68,68,"Chris Stroud",88,NA,428.75,20,3,"Approachesfrom5075yardsRgh",2011
69,69,"Heath Slocum",89,NA,279.583,13,8,"Approachesfrom5075yardsRgh",2011
70,70,"Lucas Glover",74,NA,129.583,6,1,"Approachesfrom5075yardsRgh",2011
