"ShortGameRating_RANKTHISWEEK_2009","ShortGameRating_RANKLASTWEEK_2009","ShortGameRating_PLAYERNAME_2009","ShortGameRating_EVENTS_2009","ShortGameRating_RATING_2009","stat_name","year"
1,1,"Vance Veazey",1,8.6,"ShortGameRating",2009
2,2,"Matt Harmon",1,8.5,"ShortGameRating",2009
3,3,"Paul Azinger",1,8.3,"ShortGameRating",2009
3,3,"Shigeki Maruyama",1,8.3,"ShortGameRating",2009
5,5,"Marco Dawson",1,8,"ShortGameRating",2009
6,6,"Bob Tway",1,7.8,"ShortGameRating",2009
7,7,"Padraig Harrington",10,7.7,"ShortGameRating",2009
7,7,"Soren Kjeldsen",2,7.7,"ShortGameRating",2009
7,7,"Loren Roberts",2,7.7,"ShortGameRating",2009
10,10,"Thongchai Jaidee",1,7.6,"ShortGameRating",2009
10,10,"Jamie Lovemark",2,7.6,"ShortGameRating",2009
10,10,"Arron Oberholser",2,7.6,"ShortGameRating",2009
10,10,"Steve Pate",1,7.6,"ShortGameRating",2009
14,14,"Tim Wilkinson",5,7.5,"ShortGameRating",2009
14,14,"Azuma Yano",2,7.5,"ShortGameRating",2009
16,16,"Jose Maria Olazabal",3,7.4,"ShortGameRating",2009
16,16,"Jimmy Walker",9,7.4,"ShortGameRating",2009
18,18,"Shingo Katayama",2,7.3,"ShortGameRating",2009
18,18,"Steve Stricker",13,7.3,"ShortGameRating",2009
18,18,"Matt Weibring",8,7.3,"ShortGameRating",2009
18,18,"Tiger Woods",8,7.3,"ShortGameRating",2009
22,22,"Ryuji Imada",15,7.2,"ShortGameRating",2009
22,22,"Webb Simpson",15,7.2,"ShortGameRating",2009
24,24,"Luke Donald",15,7.1,"ShortGameRating",2009
24,24,"Ross Fisher",3,7.1,"ShortGameRating",2009
24,24,"James Kingston",1,7.1,"ShortGameRating",2009
24,24,"JL Lewis",1,7.1,"ShortGameRating",2009
24,24,"Nick OHern",17,7.1,"ShortGameRating",2009
29,29,"Aaron Baddeley",9,7,"ShortGameRating",2009
29,29,"Nick Dougherty",1,7,"ShortGameRating",2009
29,29,"Robert Karlsson",3,7,"ShortGameRating",2009
29,29,"Stephen Leaney",2,7,"ShortGameRating",2009
29,29,"Michael Letzig",15,7,"ShortGameRating",2009
29,29,"Tom Pernice Jr",13,7,"ShortGameRating",2009
35,35,"Ben Curtis",11,6.9,"ShortGameRating",2009
35,35,"Ken Duke",12,6.9,"ShortGameRating",2009
35,35,"Jim Furyk",15,6.9,"ShortGameRating",2009
35,35,"Mark Hensby",2,6.9,"ShortGameRating",2009
35,35,"Lee Janzen",11,6.9,"ShortGameRating",2009
35,35,"Greg Norman",1,6.9,"ShortGameRating",2009
35,35,"Justin Rose",12,6.9,"ShortGameRating",2009
35,35,"John Senden",20,6.9,"ShortGameRating",2009
35,35,"Mike Weir",16,6.9,"ShortGameRating",2009
44,44,"Mark Brown",1,6.8,"ShortGameRating",2009
44,44,"Tom Byrum",1,6.8,"ShortGameRating",2009
44,44,"Brian Gay",19,6.8,"ShortGameRating",2009
44,44,"Tim Herron",15,6.8,"ShortGameRating",2009
44,44,"Jerry Kelly",17,6.8,"ShortGameRating",2009
44,44,"George McNeill",14,6.8,"ShortGameRating",2009
44,44,"Bryce Molder",10,6.8,"ShortGameRating",2009
44,44,"Kevin Na",16,6.8,"ShortGameRating",2009
44,44,"Chris Riley",14,6.8,"ShortGameRating",2009
53,53,"Brad Adamonis",9,6.7,"ShortGameRating",2009
53,53,"Robert Allenby",11,6.7,"ShortGameRating",2009
53,53,"Tim Clark",14,6.7,"ShortGameRating",2009
53,53,"Wil Collins",5,6.7,"ShortGameRating",2009
53,53,"Fred Couples",7,6.7,"ShortGameRating",2009
53,53,"Steve Elkington",10,6.7,"ShortGameRating",2009
53,53,"Bill Haas",13,6.7,"ShortGameRating",2009
53,53,"Dudley Hart",5,6.7,"ShortGameRating",2009
53,53,"JJ Henry",16,6.7,"ShortGameRating",2009
53,53,"Zach Johnson",19,6.7,"ShortGameRating",2009
53,53,"Matt Kuchar",15,6.7,"ShortGameRating",2009
53,53,"Parker McLachlin",10,6.7,"ShortGameRating",2009
53,53,"Rod Pampling",12,6.7,"ShortGameRating",2009
53,53,"Jesper Parnevik",3,6.7,"ShortGameRating",2009
53,53,"Ian Poulter",9,6.7,"ShortGameRating",2009
53,53,"Jeff Quinney",12,6.7,"ShortGameRating",2009
53,53,"Casey Wittenberg",7,6.7,"ShortGameRating",2009
70,70,"Brian Bateman",2,6.6,"ShortGameRating",2009
70,70,"Angel Cabrera",7,6.6,"ShortGameRating",2009
70,70,"Alex Cejka",14,6.6,"ShortGameRating",2009
70,70,"Stewart Cink",12,6.6,"ShortGameRating",2009
70,70,"Ben Crane",17,6.6,"ShortGameRating",2009
70,70,"Brad Faxon",4,6.6,"ShortGameRating",2009
70,70,"Nathan Green",17,6.6,"ShortGameRating",2009
70,70,"Mathias Gronberg",6,6.6,"ShortGameRating",2009
70,70,"Cliff Kresge",9,6.6,"ShortGameRating",2009
70,70,"Frank Lickliter II",4,6.6,"ShortGameRating",2009
70,70,"Rick Price",4,6.6,"ShortGameRating",2009
70,70,"Rory Sabbatini",12,6.6,"ShortGameRating",2009
70,70,"Darron Stiles",6,6.6,"ShortGameRating",2009
70,70,"Roland Thatcher",6,6.6,"ShortGameRating",2009
70,70,"Kirk Triplett",8,6.6,"ShortGameRating",2009
70,70,"Omar Uresti",2,6.6,"ShortGameRating",2009
70,70,"Nick Watney",14,6.6,"ShortGameRating",2009
87,87,"Briny Baird",15,6.5,"ShortGameRating",2009
87,87,"Cameron Beckman",16,6.5,"ShortGameRating",2009
