"FirstTeeLateRound4ScoringAverage_RANKTHISWEEK_2007","FirstTeeLateRound4ScoringAverage_RANKLASTWEEK_2007","FirstTeeLateRound4ScoringAverage_PLAYERNAME_2007","FirstTeeLateRound4ScoringAverage__2007","FirstTeeLateRound4ScoringAverage_AVG_2007","FirstTeeLateRound4ScoringAverage_TOTALSTROKES_2007","FirstTeeLateRound4ScoringAverage_TOTALROUNDS_2007","stat_name","year"
17,17,"Rory Sabbatini",NA,69.42,833,12,"FirstTeeLateRound4ScoringAverage",2007
18,18,"Marco Dawson",NA,69.5,139,2,"FirstTeeLateRound4ScoringAverage",2007
18,18,"Bob Heintz",NA,69.5,278,4,"FirstTeeLateRound4ScoringAverage",2007
20,20,"Bo Van Pelt",NA,69.55,765,11,"FirstTeeLateRound4ScoringAverage",2007
21,21,"Ian Poulter",NA,69.57,487,7,"FirstTeeLateRound4ScoringAverage",2007
21,21,"Camilo Villegas",NA,69.57,487,7,"FirstTeeLateRound4ScoringAverage",2007
23,23,"Peter Lonard",NA,69.6,348,5,"FirstTeeLateRound4ScoringAverage",2007
24,24,"Mark Hensby",NA,69.75,279,4,"FirstTeeLateRound4ScoringAverage",2007
24,24,"Chris Stroud",NA,69.75,279,4,"FirstTeeLateRound4ScoringAverage",2007
26,26,"Freddie Jacobson",NA,69.78,628,9,"FirstTeeLateRound4ScoringAverage",2007
27,27,"Jim Furyk",NA,69.83,838,12,"FirstTeeLateRound4ScoringAverage",2007
28,28,"Nathan Green",NA,69.88,559,8,"FirstTeeLateRound4ScoringAverage",2007
29,29,"Pat Perez",NA,69.89,629,9,"FirstTeeLateRound4ScoringAverage",2007
30,30,"Eric Axley",NA,70,210,3,"FirstTeeLateRound4ScoringAverage",2007
30,30,"Michael Boyd",NA,70,70,1,"FirstTeeLateRound4ScoringAverage",2007
30,30,"Jason Gore",NA,70,420,6,"FirstTeeLateRound4ScoringAverage",2007
30,30,"Stephen Leaney",NA,70,420,6,"FirstTeeLateRound4ScoringAverage",2007
30,30,"Steve Lowery",NA,70,420,6,"FirstTeeLateRound4ScoringAverage",2007
30,30,"Shigeki Maruyama",NA,70,490,7,"FirstTeeLateRound4ScoringAverage",2007
30,30,"Chris Tidland",NA,70,210,3,"FirstTeeLateRound4ScoringAverage",2007
30,30,"Steve Wheatcroft",NA,70,70,1,"FirstTeeLateRound4ScoringAverage",2007
38,38,"Zach Johnson",NA,70.09,771,11,"FirstTeeLateRound4ScoringAverage",2007
39,39,"Brandt Snedeker",NA,70.13,1052,15,"FirstTeeLateRound4ScoringAverage",2007
39,39,"DJ Trahan",NA,70.13,561,8,"FirstTeeLateRound4ScoringAverage",2007
41,41,"Brian Davis",NA,70.14,491,7,"FirstTeeLateRound4ScoringAverage",2007
41,41,"David Toms",NA,70.14,491,7,"FirstTeeLateRound4ScoringAverage",2007
43,43,"Jeff Overton",NA,70.17,421,6,"FirstTeeLateRound4ScoringAverage",2007
44,44,"Adam Scott",NA,70.2,702,10,"FirstTeeLateRound4ScoringAverage",2007
45,45,"Sergio Garcia",NA,70.3,703,10,"FirstTeeLateRound4ScoringAverage",2007
45,45,"Hunter Mahan",NA,70.3,703,10,"FirstTeeLateRound4ScoringAverage",2007
47,47,"Michael Allen",NA,70.33,211,3,"FirstTeeLateRound4ScoringAverage",2007
47,47,"Ryan Armour",NA,70.33,422,6,"FirstTeeLateRound4ScoringAverage",2007
49,49,"JJ Henry",NA,70.43,493,7,"FirstTeeLateRound4ScoringAverage",2007
49,49,"Ryan Moore",NA,70.43,493,7,"FirstTeeLateRound4ScoringAverage",2007
51,51,"John Senden",NA,70.44,634,9,"FirstTeeLateRound4ScoringAverage",2007
52,52,"Tim Clark",NA,70.45,775,11,"FirstTeeLateRound4ScoringAverage",2007
53,53,"Chad Campbell",NA,70.5,564,8,"FirstTeeLateRound4ScoringAverage",2007
53,53,"Richard Johnson",NA,70.5,141,2,"FirstTeeLateRound4ScoringAverage",2007
53,53,"Steve Marino",NA,70.5,846,12,"FirstTeeLateRound4ScoringAverage",2007
53,53,"Jeff Sluman",NA,70.5,141,2,"FirstTeeLateRound4ScoringAverage",2007
53,53,"Boo Weekley",NA,70.5,564,8,"FirstTeeLateRound4ScoringAverage",2007
53,53,"Charlie Wi",NA,70.5,564,8,"FirstTeeLateRound4ScoringAverage",2007
59,59,"Justin Rose",NA,70.56,635,9,"FirstTeeLateRound4ScoringAverage",2007
60,60,"George McNeill",NA,70.57,494,7,"FirstTeeLateRound4ScoringAverage",2007
60,60,"Dean Wilson",NA,70.57,494,7,"FirstTeeLateRound4ScoringAverage",2007
62,62,"Gavin Coles",NA,70.6,353,5,"FirstTeeLateRound4ScoringAverage",2007
62,62,"Kirk Triplett",NA,70.6,353,5,"FirstTeeLateRound4ScoringAverage",2007
64,64,"Alex Cejka",NA,70.67,212,3,"FirstTeeLateRound4ScoringAverage",2007
64,64,"Doug LaBelle II",NA,70.67,212,3,"FirstTeeLateRound4ScoringAverage",2007
64,64,"Davis Love III",NA,70.67,424,6,"FirstTeeLateRound4ScoringAverage",2007
64,64,"Rocco Mediate",NA,70.67,212,3,"FirstTeeLateRound4ScoringAverage",2007
64,64,"Dicky Pride",NA,70.67,212,3,"FirstTeeLateRound4ScoringAverage",2007
64,64,"Brett Wetterich",NA,70.67,424,6,"FirstTeeLateRound4ScoringAverage",2007
70,70,"Jeff Quinney",NA,70.71,495,7,"FirstTeeLateRound4ScoringAverage",2007
70,70,"John Rollins",NA,70.71,495,7,"FirstTeeLateRound4ScoringAverage",2007
70,70,"Nick Watney",NA,70.71,495,7,"FirstTeeLateRound4ScoringAverage",2007
70,70,"Bubba Watson",NA,70.71,495,7,"FirstTeeLateRound4ScoringAverage",2007
74,74,"John Merrick",NA,70.75,283,4,"FirstTeeLateRound4ScoringAverage",2007
74,74,"Jose Maria Olazabal",NA,70.75,283,4,"FirstTeeLateRound4ScoringAverage",2007
74,74,"Michael Sim",NA,70.75,283,4,"FirstTeeLateRound4ScoringAverage",2007
77,77,"Kevin Na",NA,70.83,425,6,"FirstTeeLateRound4ScoringAverage",2007
78,78,"Bill Haas",NA,70.86,496,7,"FirstTeeLateRound4ScoringAverage",2007
79,79,"Stewart Cink",NA,70.9,709,10,"FirstTeeLateRound4ScoringAverage",2007
80,80,"Scott Verplank",NA,70.92,922,13,"FirstTeeLateRound4ScoringAverage",2007
81,81,"KJ Choi",NA,70.93,993,14,"FirstTeeLateRound4ScoringAverage",2007
82,82,"Steve Allan",NA,71,355,5,"FirstTeeLateRound4ScoringAverage",2007
82,82,"Mark Calcavecchia",NA,71,568,8,"FirstTeeLateRound4ScoringAverage",2007
82,82,"John Daly",NA,71,142,2,"FirstTeeLateRound4ScoringAverage",2007
82,82,"Luke Donald",NA,71,497,7,"FirstTeeLateRound4ScoringAverage",2007
82,82,"Paul Goydos",NA,71,284,4,"FirstTeeLateRound4ScoringAverage",2007
82,82,"Anders Hansen",NA,71,284,4,"FirstTeeLateRound4ScoringAverage",2007
82,82,"Tom Johnson",NA,71,71,1,"FirstTeeLateRound4ScoringAverage",2007
82,82,"Craig Lile",NA,71,213,3,"FirstTeeLateRound4ScoringAverage",2007
82,82,"Will Ma Kenzie",NA,71,426,6,"FirstTeeLateRound4ScoringAverage",2007
82,82,"Duffy Waldorf",NA,71,355,5,"FirstTeeLateRound4ScoringAverage",2007
92,92,"Lucas Glover",NA,71.08,924,13,"FirstTeeLateRound4ScoringAverage",2007
92,92,"Carl Pettersson",NA,71.08,924,13,"FirstTeeLateRound4ScoringAverage",2007
92,92,"Steve Stricker",NA,71.08,853,12,"FirstTeeLateRound4ScoringAverage",2007
95,95,"Robert Garrigus",NA,71.11,640,9,"FirstTeeLateRound4ScoringAverage",2007
95,95,"Justin Leonard",NA,71.11,640,9,"FirstTeeLateRound4ScoringAverage",2007
97,97,"Cameron Beckman",NA,71.13,569,8,"FirstTeeLateRound4ScoringAverage",2007
97,97,"Vijay Singh",NA,71.13,1067,15,"FirstTeeLateRound4ScoringAverage",2007
99,99,"Daniel Chopra",NA,71.14,498,7,"FirstTeeLateRound4ScoringAverage",2007
99,99,"Mathew Goggin",NA,71.14,498,7,"FirstTeeLateRound4ScoringAverage",2007
101,101,"Anthony Kim",NA,71.17,427,6,"FirstTeeLateRound4ScoringAverage",2007
101,101,"Shaun Micheel",NA,71.17,427,6,"FirstTeeLateRound4ScoringAverage",2007
103,103,"Tripp Isenhour",NA,71.2,356,5,"FirstTeeLateRound4ScoringAverage",2007
103,103,"Mike Weir",NA,71.2,712,10,"FirstTeeLateRound4ScoringAverage",2007
103,103,"Mark Wilson",NA,71.2,356,5,"FirstTeeLateRound4ScoringAverage",2007
106,106,"Kenny Perry",NA,71.22,641,9,"FirstTeeLateRound4ScoringAverage",2007
106,106,"Tim Petrovic",NA,71.22,641,9,"FirstTeeLateRound4ScoringAverage",2007
108,108,"Ken Duke",NA,71.25,570,8,"FirstTeeLateRound4ScoringAverage",2007
108,108,"Jerry Kelly",NA,71.25,855,12,"FirstTeeLateRound4ScoringAverage",2007
110,110,"Joe Ogilvie",NA,71.29,499,7,"FirstTeeLateRound4ScoringAverage",2007
111,111,"Andrew Buckle",NA,71.33,428,6,"FirstTeeLateRound4ScoringAverage",2007
111,111,"JP Hayes",NA,71.33,428,6,"FirstTeeLateRound4ScoringAverage",2007
113,113,"Fred Funk",NA,71.5,286,4,"FirstTeeLateRound4ScoringAverage",2007
113,113,"Kent Jones",NA,71.5,429,6,"FirstTeeLateRound4ScoringAverage",2007
113,113,"Arron Oberholser",NA,71.5,572,8,"FirstTeeLateRound4ScoringAverage",2007
113,113,"Kevin Sutherland",NA,71.5,429,6,"FirstTeeLateRound4ScoringAverage",2007
117,117,"Geoff Ogilvy",NA,71.55,787,11,"FirstTeeLateRound4ScoringAverage",2007
118,118,"Bart Bryant",NA,71.56,644,9,"FirstTeeLateRound4ScoringAverage",2007
119,119,"Jose Coceres",NA,71.6,358,5,"FirstTeeLateRound4ScoringAverage",2007
119,119,"Retief Goosen",NA,71.6,358,5,"FirstTeeLateRound4ScoringAverage",2007
119,119,"Mathias Gronberg",NA,71.6,358,5,"FirstTeeLateRound4ScoringAverage",2007
122,122,"Padraig Harrington",NA,71.7,717,10,"FirstTeeLateRound4ScoringAverage",2007
123,123,"Billy Andrade",NA,71.71,502,7,"FirstTeeLateRound4ScoringAverage",2007
124,124,"Ryuji Imada",NA,71.73,789,11,"FirstTeeLateRound4ScoringAverage",2007
125,125,"Brendon de Jonge",NA,71.75,287,4,"FirstTeeLateRound4ScoringAverage",2007
125,125,"Frank Lickliter II",NA,71.75,287,4,"FirstTeeLateRound4ScoringAverage",2007
127,127,"Henrik Stenson",NA,71.8,359,5,"FirstTeeLateRound4ScoringAverage",2007
128,128,"JB Holmes",NA,71.86,503,7,"FirstTeeLateRound4ScoringAverage",2007
129,129,"Sean OHair",NA,71.91,791,11,"FirstTeeLateRound4ScoringAverage",2007
130,130,"Joe Durant",NA,72,360,5,"FirstTeeLateRound4ScoringAverage",2007
130,130,"Jeff Maggert",NA,72,504,7,"FirstTeeLateRound4ScoringAverage",2007
130,130,"Parker McLachlin",NA,72,216,3,"FirstTeeLateRound4ScoringAverage",2007
133,133,"Steve Flesch",NA,72.14,505,7,"FirstTeeLateRound4ScoringAverage",2007
133,133,"Charles Warren",NA,72.14,505,7,"FirstTeeLateRound4ScoringAverage",2007
135,135,"Chris Riley",NA,72.2,361,5,"FirstTeeLateRound4ScoringAverage",2007
136,136,"Aaron Baddeley",NA,72.27,795,11,"FirstTeeLateRound4ScoringAverage",2007
137,137,"Jesper Parnevik",NA,72.29,506,7,"FirstTeeLateRound4ScoringAverage",2007
138,138,"Briny Baird",NA,72.33,868,12,"FirstTeeLateRound4ScoringAverage",2007
138,138,"Matt Kuchar",NA,72.33,217,3,"FirstTeeLateRound4ScoringAverage",2007
138,138,"Greg Owen",NA,72.33,217,3,"FirstTeeLateRound4ScoringAverage",2007
141,141,"Steve Elkington",NA,72.38,579,8,"FirstTeeLateRound4ScoringAverage",2007
142,142,"Mark Brooks",NA,72.5,145,2,"FirstTeeLateRound4ScoringAverage",2007
142,142,"Bob Estes",NA,72.5,435,6,"FirstTeeLateRound4ScoringAverage",2007
142,142,"Ryan Palmer",NA,72.5,290,4,"FirstTeeLateRound4ScoringAverage",2007
142,142,"Kyle Reifers",NA,72.5,145,2,"FirstTeeLateRound4ScoringAverage",2007
142,142,"Bob Tway",NA,72.5,580,8,"FirstTeeLateRound4ScoringAverage",2007
147,147,"Stuart Appleby",NA,72.56,653,9,"FirstTeeLateRound4ScoringAverage",2007
148,148,"Jason Dufner",NA,72.57,508,7,"FirstTeeLateRound4ScoringAverage",2007
149,149,"Stephen Ames",NA,72.67,654,9,"FirstTeeLateRound4ScoringAverage",2007
149,149,"Brian Bateman",NA,72.67,218,3,"FirstTeeLateRound4ScoringAverage",2007
149,149,"Rod Pampling",NA,72.67,654,9,"FirstTeeLateRound4ScoringAverage",2007
152,152,"Jason Bohn",NA,72.71,509,7,"FirstTeeLateRound4ScoringAverage",2007
152,152,"Vaughn Taylor",NA,72.71,509,7,"FirstTeeLateRound4ScoringAverage",2007
154,154,"Nick OHern",NA,72.75,582,8,"FirstTeeLateRound4ScoringAverage",2007
154,154,"Brett Quigley",NA,72.75,291,4,"FirstTeeLateRound4ScoringAverage",2007
154,154,"Joey Sindelar",NA,72.75,291,4,"FirstTeeLateRound4ScoringAverage",2007
157,157,"Tim Herron",NA,72.83,437,6,"FirstTeeLateRound4ScoringAverage",2007
158,158,"Jeff Gove",NA,72.86,510,7,"FirstTeeLateRound4ScoringAverage",2007
159,159,"Glen Day",NA,73,219,3,"FirstTeeLateRound4ScoringAverage",2007
159,159,"Troy Matteson",NA,73,657,9,"FirstTeeLateRound4ScoringAverage",2007
159,159,"Tag Ridings",NA,73,219,3,"FirstTeeLateRound4ScoringAverage",2007
159,159,"Kevin Stadler",NA,73,292,4,"FirstTeeLateRound4ScoringAverage",2007
163,163,"Cliff Kresge",NA,73.11,658,9,"FirstTeeLateRound4ScoringAverage",2007
164,164,"Trevor Immelman",NA,73.13,585,8,"FirstTeeLateRound4ScoringAverage",2007
165,165,"Charley Hoffman",NA,73.14,512,7,"FirstTeeLateRound4ScoringAverage",2007
165,165,"Craig Kanada",NA,73.14,512,7,"FirstTeeLateRound4ScoringAverage",2007
167,167,"Rich Beem",NA,73.25,586,8,"FirstTeeLateRound4ScoringAverage",2007
167,167,"Craig Bowden",NA,73.25,293,4,"FirstTeeLateRound4ScoringAverage",2007
167,167,"DJ Brigman",NA,73.25,293,4,"FirstTeeLateRound4ScoringAverage",2007
167,167,"Harrison Frazar",NA,73.25,293,4,"FirstTeeLateRound4ScoringAverage",2007
167,167,"Corey Pavin",NA,73.25,293,4,"FirstTeeLateRound4ScoringAverage",2007
172,172,"Brian Gay",NA,73.29,513,7,"FirstTeeLateRound4ScoringAverage",2007
173,173,"Chris Couch",NA,73.33,220,3,"FirstTeeLateRound4ScoringAverage",2007
173,173,"Daisuke Maruyama",NA,73.33,440,6,"FirstTeeLateRound4ScoringAverage",2007
175,175,"Tom Pernice Jr",NA,73.36,807,11,"FirstTeeLateRound4ScoringAverage",2007
176,176,"Ted Purdy",NA,73.4,367,5,"FirstTeeLateRound4ScoringAverage",2007
177,177,"Ben Curtis",NA,73.5,147,2,"FirstTeeLateRound4ScoringAverage",2007
177,177,"Lee Janzen",NA,73.5,147,2,"FirstTeeLateRound4ScoringAverage",2007
177,177,"Jarrod Lyle",NA,73.5,147,2,"FirstTeeLateRound4ScoringAverage",2007
177,177,"Jason Schultz",NA,73.5,147,2,"FirstTeeLateRound4ScoringAverage",2007
181,181,"Bubba Dickerson",NA,73.67,221,3,"FirstTeeLateRound4ScoringAverage",2007
182,182,"Chris DiMarco",NA,74,518,7,"FirstTeeLateRound4ScoringAverage",2007
183,183,"Paul Stankowski",NA,74.33,223,3,"FirstTeeLateRound4ScoringAverage",2007
183,183,"Johnson Wagner",NA,74.33,446,6,"FirstTeeLateRound4ScoringAverage",2007
185,185,"Jeff Brehaut",NA,74.5,298,4,"FirstTeeLateRound4ScoringAverage",2007
186,186,"Darron Stiles",NA,74.67,224,3,"FirstTeeLateRound4ScoringAverage",2007
187,187,"David Branshaw",NA,75,225,3,"FirstTeeLateRound4ScoringAverage",2007
187,187,"Bryce Molder",NA,75,75,1,"FirstTeeLateRound4ScoringAverage",2007
187,187,"Jaco Van Zyl",NA,75,75,1,"FirstTeeLateRound4ScoringAverage",2007
190,190,"Michael Putnam",NA,75.25,301,4,"FirstTeeLateRound4ScoringAverage",2007
191,191,"Scott Gutschewski",NA,76,76,1,"FirstTeeLateRound4ScoringAverage",2007
