"ProximitytoHolefrom30yards_RANKTHISWEEK_2012","ProximitytoHolefrom30yards_RANKLASTWEEK_2012","ProximitytoHolefrom30yards_PLAYERNAME_2012","ProximitytoHolefrom30yards_ROUNDS_2012","ProximitytoHolefrom30yards_AVGDTP_2012","ProximitytoHolefrom30yards_TOTALDISTANCEFEET_2012","ProximitytoHolefrom30yards_OFSHOTS_2012","ProximitytoHolefrom30yards_SCRAMBLINGRANK_2012","stat_name","year"
1,1,"Jason Dufner",83,NA,284.833,33,8,"ProximitytoHolefrom30yards",2012
2,2,"Steve Stricker",73,NA,335,38,34,"ProximitytoHolefrom30yards",2012
3,3,"Charles Howell III",98,NA,543.417,58,118,"ProximitytoHolefrom30yards",2012
4,4,"Stephen Ames",54,NA,224.833,23,112,"ProximitytoHolefrom30yards",2012
5,5,"Billy Hurley III",70,NA,412.667,42,90,"ProximitytoHolefrom30yards",2012
6,6,"Brian Davis",91,NA,620.167,61,51,"ProximitytoHolefrom30yards",2012
6,6,"Padraig Harrington",67,NA,304.833,30,39,"ProximitytoHolefrom30yards",2012
8,8,"Bud Cauley",99,NA,799.833,77,8,"ProximitytoHolefrom30yards",2012
8,8,"Ben Curtis",62,NA,405.583,39,66,"ProximitytoHolefrom30yards",2012
8,8,"JJ Killeen",101,NA,706.583,68,28,"ProximitytoHolefrom30yards",2012
8,8,"Matt Kuchar",86,NA,460.083,44,7,"ProximitytoHolefrom30yards",2012
12,12,"Boo Weekley",74,NA,420.25,40,168,"ProximitytoHolefrom30yards",2012
13,13,"Jim Furyk",85,NA,392.833,37,3,"ProximitytoHolefrom30yards",2012
13,13,"Scott Piercy",95,NA,669.167,63,35,"ProximitytoHolefrom30yards",2012
15,15,"Roberto Castro",92,NA,627.667,59,62,"ProximitytoHolefrom30yards",2012
15,15,"Greg Chalmers",88,NA,640.417,60,11,"ProximitytoHolefrom30yards",2012
15,15,"Russell Knox",72,NA,406.75,38,76,"ProximitytoHolefrom30yards",2012
15,15,"Webb Simpson",77,NA,692.5,65,56,"ProximitytoHolefrom30yards",2012
19,19,"Troy Matteson",100,NA,822.667,76,114,"ProximitytoHolefrom30yards",2012
20,20,"Kris Blanks",65,NA,503.917,46,149,"ProximitytoHolefrom30yards",2012
20,20,"Colt Knost",79,NA,632.5,58,140,"ProximitytoHolefrom30yards",2012
22,22,"Kyle Thompson",51,NA,307.167,28,189,"ProximitytoHolefrom30yards",2012
22,22,"Brendon Todd",78,NA,583.75,53,129,"ProximitytoHolefrom30yards",2012
22,22,"Charlie Wi",86,NA,515.5,47,45,"ProximitytoHolefrom30yards",2012
25,25,"Stuart Appleby",75,NA,585.417,53,29,"ProximitytoHolefrom30yards",2012
25,25,"Chris DiMarco",83,NA,618.833,56,103,"ProximitytoHolefrom30yards",2012
25,25,"Jimmy Walker",101,NA,865.417,78,78,"ProximitytoHolefrom30yards",2012
28,28,"Ryan Moore",89,NA,659.5,59,107,"ProximitytoHolefrom30yards",2012
28,28,"Pat Perez",81,NA,680,61,14,"ProximitytoHolefrom30yards",2012
28,28,"Michael Thompson",80,NA,458.5,41,136,"ProximitytoHolefrom30yards",2012
31,31,"Justin Leonard",79,NA,801.583,71,44,"ProximitytoHolefrom30yards",2012
32,32,"Matt Bettencourt",80,NA,610.083,54,179,"ProximitytoHolefrom30yards",2012
32,32,"Tim Herron",88,NA,612.167,54,99,"ProximitytoHolefrom30yards",2012
32,32,"Justin Rose",69,NA,419.5,37,12,"ProximitytoHolefrom30yards",2012
35,35,"Ben Crane",73,NA,833.917,73,97,"ProximitytoHolefrom30yards",2012
35,35,"David Hearn",95,NA,744.583,65,23,"ProximitytoHolefrom30yards",2012
35,35,"Charl Schwartzel",56,NA,240.333,21,50,"ProximitytoHolefrom30yards",2012
38,38,"Jonas Blixt",72,NA,459.417,40,16,"ProximitytoHolefrom30yards",2012
38,38,"Nick OHern",78,NA,610.917,53,62,"ProximitytoHolefrom30yards",2012
40,40,"Kevin Chappell",91,NA,857.25,74,83,"ProximitytoHolefrom30yards",2012
40,40,"Bobby Gates",87,NA,681.75,59,127,"ProximitytoHolefrom30yards",2012
42,42,"Bob Estes",78,NA,702.167,60,25,"ProximitytoHolefrom30yards",2012
42,42,"Carl Pettersson",92,NA,701.583,60,30,"ProximitytoHolefrom30yards",2012
44,44,"Marc Leishman",84,NA,765.5,65,74,"ProximitytoHolefrom30yards",2012
44,44,"Bryce Molder",83,NA,659.167,56,20,"ProximitytoHolefrom30yards",2012
44,44,"Cameron Tringale",88,NA,831.917,71,52,"ProximitytoHolefrom30yards",2012
47,47,"Ricky Barnes",92,NA,769.75,65,148,"ProximitytoHolefrom30yards",2012
47,47,"Alexandre Rocha",62,NA,507.833,43,160,"ProximitytoHolefrom30yards",2012
49,49,"Stephen Gangluff",57,NA,511.167,43,166,"ProximitytoHolefrom30yards",2012
49,49,"Danny Lee",74,NA,594.083,50,108,"ProximitytoHolefrom30yards",2012
49,49,"David Toms",60,NA,463.583,39,13,"ProximitytoHolefrom30yards",2012
52,52,"Cameron Beckman",81,NA,503.083,42,170,"ProximitytoHolefrom30yards",2012
52,52,"David Mathis",83,NA,657.833,55,85,"ProximitytoHolefrom30yards",2012
52,52,"Rory Sabbatini",84,NA,934.5,78,55,"ProximitytoHolefrom30yards",2012
55,55,"Robert Karlsson",54,NA,458,38,172,"ProximitytoHolefrom30yards",2012
55,55,"Davis Love III",64,NA,532.333,44,147,"ProximitytoHolefrom30yards",2012
55,55,"Daniel Summerhays",81,NA,662.667,55,122,"ProximitytoHolefrom30yards",2012
58,58,"Rickie Fowler",84,NA,630.75,52,106,"ProximitytoHolefrom30yards",2012
58,58,"Charley Hoffman",88,NA,827.667,68,181,"ProximitytoHolefrom30yards",2012
58,58,"Ryo Ishikawa",54,NA,389.667,32,152,"ProximitytoHolefrom30yards",2012
58,58,"Phil Mickelson",79,NA,659.083,54,16,"ProximitytoHolefrom30yards",2012
58,58,"John Rollins",81,NA,768.25,63,80,"ProximitytoHolefrom30yards",2012
58,58,"Adam Scott",59,NA,327.5,27,128,"ProximitytoHolefrom30yards",2012
64,64,"Arjun Atwal",79,NA,663.333,54,137,"ProximitytoHolefrom30yards",2012
64,64,"Angel Cabrera",54,NA,380.333,31,188,"ProximitytoHolefrom30yards",2012
64,64,"Tim Clark",60,NA,428.5,35,79,"ProximitytoHolefrom30yards",2012
64,64,"Ernie Els",80,NA,671.583,55,24,"ProximitytoHolefrom30yards",2012
64,64,"Matt Every",80,NA,711.833,58,67,"ProximitytoHolefrom30yards",2012
64,64,"Mathew Goggin",65,NA,549.667,45,105,"ProximitytoHolefrom30yards",2012
64,64,"Hunter Haas",69,NA,489.5,40,142,"ProximitytoHolefrom30yards",2012
64,64,"Sung Kang",75,NA,673.583,55,144,"ProximitytoHolefrom30yards",2012
64,64,"Mark Wilson",84,NA,697,57,84,"ProximitytoHolefrom30yards",2012
73,73,"Jason Bohn",81,NA,532.083,43,119,"ProximitytoHolefrom30yards",2012
73,73,"Sergio Garcia",57,NA,419.833,34,69,"ProximitytoHolefrom30yards",2012
73,73,"Kyle Stanley",86,NA,738.417,60,173,"ProximitytoHolefrom30yards",2012
73,73,"Nick Watney",97,NA,742.333,60,141,"ProximitytoHolefrom30yards",2012
77,77,"KJ Choi",71,NA,557.083,45,150,"ProximitytoHolefrom30yards",2012
77,77,"John Daly",50,NA,361.25,29,174,"ProximitytoHolefrom30yards",2012
77,77,"JB Holmes",90,NA,929.083,75,125,"ProximitytoHolefrom30yards",2012
77,77,"Jason Kokrak",79,NA,930.417,75,115,"ProximitytoHolefrom30yards",2012
81,81,"Aaron Baddeley",73,NA,548.833,44,37,"ProximitytoHolefrom30yards",2012
81,81,"Tom Gillis",75,NA,647.833,52,68,"ProximitytoHolefrom30yards",2012
81,81,"Andres Romero",68,NA,651.667,52,124,"ProximitytoHolefrom30yards",2012
81,81,"Henrik Stenson",51,NA,599.5,48,47,"ProximitytoHolefrom30yards",2012
81,81,"Camilo Villegas",79,NA,776.333,62,151,"ProximitytoHolefrom30yards",2012
86,86,"Robert Allenby",76,NA,640.583,51,183,"ProximitytoHolefrom30yards",2012
86,86,"Daniel Chopra",55,NA,553.333,44,165,"ProximitytoHolefrom30yards",2012
86,86,"Brian Harman",101,NA,554.333,44,49,"ProximitytoHolefrom30yards",2012
86,86,"Ryuji Imada",78,NA,953.667,76,74,"ProximitytoHolefrom30yards",2012
86,86,"Rory McIlroy",60,NA,391.083,31,33,"ProximitytoHolefrom30yards",2012
86,86,"Seung Yul Noh",105,NA,954.5,76,80,"ProximitytoHolefrom30yards",2012
92,92,"Gary Christian",91,NA,848.917,67,139,"ProximitytoHolefrom30yards",2012
92,92,"Gavin Coles",72,NA,455.417,36,38,"ProximitytoHolefrom30yards",2012
92,92,"Brendon de Jonge",115,NA,859.917,68,59,"ProximitytoHolefrom30yards",2012
92,92,"Bill Lunde",83,NA,620.833,49,54,"ProximitytoHolefrom30yards",2012
92,92,"Bubba Watson",68,NA,580.917,46,110,"ProximitytoHolefrom30yards",2012
97,97,"Graham DeLaet",79,NA,521.333,41,86,"ProximitytoHolefrom30yards",2012
97,97,"Bill Haas",79,NA,775.833,61,27,"ProximitytoHolefrom30yards",2012
97,97,"Billy Horschel",63,NA,408.25,32,36,"ProximitytoHolefrom30yards",2012
97,97,"Kevin Na",80,NA,560.083,44,21,"ProximitytoHolefrom30yards",2012
97,97,"Rod Pampling",88,NA,765.25,60,98,"ProximitytoHolefrom30yards",2012
97,97,"Brandt Snedeker",81,NA,612.833,48,10,"ProximitytoHolefrom30yards",2012
103,103,"JJ Henry",93,NA,744.417,58,89,"ProximitytoHolefrom30yards",2012
103,103,"Edward Loar",59,NA,436.333,34,190,"ProximitytoHolefrom30yards",2012
103,103,"DA Points",88,NA,937.083,73,112,"ProximitytoHolefrom30yards",2012
103,103,"Bo Van Pelt",84,NA,553.083,43,130,"ProximitytoHolefrom30yards",2012
107,107,"Dustin Johnson",70,NA,413.417,32,32,"ProximitytoHolefrom30yards",2012
107,107,"Chris Stroud",86,NA,697.25,54,18,"ProximitytoHolefrom30yards",2012
109,109,"John Huh",99,NA,1012.583,78,134,"ProximitytoHolefrom30yards",2012
109,109,"Scott Stallings",78,NA,660.917,51,175,"ProximitytoHolefrom30yards",2012
109,109,"Kevin Streelman",89,NA,832.417,64,77,"ProximitytoHolefrom30yards",2012
109,109,"Johnson Wagner",88,NA,831.833,64,104,"ProximitytoHolefrom30yards",2012
113,113,"Chris Kirk",93,NA,993.917,76,71,"ProximitytoHolefrom30yards",2012
113,113,"Martin Laird",77,NA,826.5,63,125,"ProximitytoHolefrom30yards",2012
115,115,"Miguel Angel Carballo",73,NA,723.333,55,178,"ProximitytoHolefrom30yards",2012
115,115,"Jason Day",57,NA,461,35,19,"ProximitytoHolefrom30yards",2012
115,115,"Robert Garrigus",89,NA,710.333,54,133,"ProximitytoHolefrom30yards",2012
115,115,"Trevor Immelman",76,NA,551.333,42,109,"ProximitytoHolefrom30yards",2012
115,115,"John Senden",81,NA,853.75,65,94,"ProximitytoHolefrom30yards",2012
120,120,"Brian Gay",91,NA,770.25,58,1,"ProximitytoHolefrom30yards",2012
120,120,"Tom Pernice Jr",62,NA,702.917,53,117,"ProximitytoHolefrom30yards",2012
120,120,"Ted Potter Jr",77,NA,595.167,45,132,"ProximitytoHolefrom30yards",2012
123,123,"Tommy Biershenk",74,NA,547.75,41,184,"ProximitytoHolefrom30yards",2012
124,124,"Garth Mulroy",59,NA,535.25,40,180,"ProximitytoHolefrom30yards",2012
124,124,"Louis Oosthuizen",65,NA,550.917,41,137,"ProximitytoHolefrom30yards",2012
124,124,"Ryan Palmer",81,NA,658.417,49,73,"ProximitytoHolefrom30yards",2012
127,127,"Luke Donald",63,NA,310.333,23,5,"ProximitytoHolefrom30yards",2012
127,127,"Richard Lee",71,NA,634.333,47,143,"ProximitytoHolefrom30yards",2012
127,127,"Geoff Ogilvy",73,NA,459.917,34,6,"ProximitytoHolefrom30yards",2012
127,127,"Dicky Pride",62,NA,566.667,42,93,"ProximitytoHolefrom30yards",2012
131,131,"James Driscoll",83,NA,1087.917,80,153,"ProximitytoHolefrom30yards",2012
131,131,"Troy Kelly",68,NA,555.833,41,46,"ProximitytoHolefrom30yards",2012
131,131,"John Mallinger",74,NA,489,36,53,"ProximitytoHolefrom30yards",2012
131,131,"Jeff Overton",101,NA,1100.083,81,42,"ProximitytoHolefrom30yards",2012
135,135,"William McGirt",96,NA,737.667,54,59,"ProximitytoHolefrom30yards",2012
135,135,"George McNeill",85,NA,885.667,65,96,"ProximitytoHolefrom30yards",2012
