"DrivingPct240260Measured_RANKTHISWEEK_2010","DrivingPct240260Measured_RANKLASTWEEK_2010","DrivingPct240260Measured_PLAYERNAME_2010","DrivingPct240260Measured_ROUNDS_2010","DrivingPct240260Measured_Pct_2010","DrivingPct240260Measured_TOTALDRIVESFOR240260_2010","DrivingPct240260Measured_TOTALDRVSOVERALL_2010","DrivingPct240260Measured_RELATIVETOPAR_2010","stat_name","year"
1,1,"Brian Gay",101,31.52,58,184,-0.12,"DrivingPct240260Measured",2010
2,2,"Craig Bowden",56,25.49,26,102,0.15,"DrivingPct240260Measured",2010
3,3,"Jim Furyk",76,21.21,28,132,-0.14,"DrivingPct240260Measured",2010
4,4,"Jeff Quinney",91,20.69,36,174,0.06,"DrivingPct240260Measured",2010
5,5,"Alex Cejka",81,20,30,150,0.17,"DrivingPct240260Measured",2010
6,6,"Omar Uresti",74,19.85,27,136,0.04,"DrivingPct240260Measured",2010
7,7,"Ben Curtis",78,19.29,27,140,0.33,"DrivingPct240260Measured",2010
8,8,"Mike Weir",59,19.15,18,94,-0.17,"DrivingPct240260Measured",2010
9,9,"Chad Collins",87,18.99,30,158,0.03,"DrivingPct240260Measured",2010
10,10,"Tim Clark",88,18.83,29,154,-0.1,"DrivingPct240260Measured",2010
11,11,"Skip Kendall",58,18,18,100,0.22,"DrivingPct240260Measured",2010
12,12,"Chris Riley",73,17.91,24,134,-0.04,"DrivingPct240260Measured",2010
13,13,"Chris DiMarco",88,17.86,30,168,-0.13,"DrivingPct240260Measured",2010
14,14,"Paul Goydos",78,17.57,26,148,0,"DrivingPct240260Measured",2010
15,15,"Greg Kraft",52,17.39,16,92,0.38,"DrivingPct240260Measured",2010
16,16,"Michael Bradley",77,17.12,25,146,-0.16,"DrivingPct240260Measured",2010
17,17,"Brent Delahoussaye",57,16.67,17,102,0.24,"DrivingPct240260Measured",2010
18,18,"Steve Flesch",78,16.43,23,140,0.17,"DrivingPct240260Measured",2010
19,19,"Ryuji Imada",90,16.11,29,180,0.28,"DrivingPct240260Measured",2010
20,20,"Nathan Green",86,15.85,26,164,0.19,"DrivingPct240260Measured",2010
21,21,"Scott Verplank",74,15.57,19,122,0.37,"DrivingPct240260Measured",2010
22,22,"Tim Petrovic",105,15.53,32,206,-0.03,"DrivingPct240260Measured",2010
23,23,"Jerry Kelly",99,15.29,26,170,-0.08,"DrivingPct240260Measured",2010
24,24,"Justin Leonard",89,15,24,160,0.08,"DrivingPct240260Measured",2010
25,25,"David Toms",86,14.94,23,154,0.04,"DrivingPct240260Measured",2010
26,26,"Brad Faxon",58,14.81,16,108,-0.19,"DrivingPct240260Measured",2010
27,27,"Jeff Maggert",76,14.71,20,136,0,"DrivingPct240260Measured",2010
27,27,"Brandt Snedeker",89,14.71,25,170,0.2,"DrivingPct240260Measured",2010
29,29,"Mark Wilson",87,14.46,24,166,0.17,"DrivingPct240260Measured",2010
30,30,"Kevin Johnson",62,14.29,16,112,0.63,"DrivingPct240260Measured",2010
31,31,"Spencer Levin",110,14.22,29,204,0.14,"DrivingPct240260Measured",2010
32,32,"Rocco Mediate",71,14.18,19,134,0.16,"DrivingPct240260Measured",2010
33,33,"Kevin Na",94,14.12,24,170,0.04,"DrivingPct240260Measured",2010
34,34,"Richard Johnson",90,14.1,22,156,-0.14,"DrivingPct240260Measured",2010
34,34,"Garrett Willis",82,14.1,22,156,-0.14,"DrivingPct240260Measured",2010
36,36,"JP Hayes",79,14,21,150,-0.14,"DrivingPct240260Measured",2010
37,37,"Zach Johnson",93,13.92,22,158,0.23,"DrivingPct240260Measured",2010
38,38,"Brian Davis",101,13.64,27,198,0.15,"DrivingPct240260Measured",2010
39,39,"Heath Slocum",97,13.25,22,166,-0.05,"DrivingPct240260Measured",2010
40,40,"John Mallinger",78,13.19,19,144,0.16,"DrivingPct240260Measured",2010
41,41,"Jerod Turner",54,13.04,12,92,0.58,"DrivingPct240260Measured",2010
42,42,"Bryce Molder",84,12.5,20,160,-0.05,"DrivingPct240260Measured",2010
42,42,"Vance Veazey",58,12.5,13,104,0.08,"DrivingPct240260Measured",2010
42,42,"Dean Wilson",54,12.5,12,96,-0.25,"DrivingPct240260Measured",2010
45,45,"Carl Pettersson",99,12.09,22,182,0.14,"DrivingPct240260Measured",2010
46,46,"Shaun Micheel",70,12.07,14,116,0.14,"DrivingPct240260Measured",2010
47,47,"KJ Choi",82,11.76,16,136,-0.13,"DrivingPct240260Measured",2010
48,48,"Michael Connell",89,11.73,19,162,0.32,"DrivingPct240260Measured",2010
48,48,"Johnson Wagner",85,11.73,19,162,0,"DrivingPct240260Measured",2010
50,50,"Rod Pampling",77,11.69,18,154,0.06,"DrivingPct240260Measured",2010
