"610FinalRoundPerformance_RANKTHISWEEK_2015","610FinalRoundPerformance_RANKLASTWEEK_2015","610FinalRoundPerformance_PLAYERNAME_2015","610FinalRoundPerformance_EVENTS_2015","610FinalRoundPerformance_PctTIMESIMPROVED_2015","610FinalRoundPerformance_OFTIMESIMPROVED_2015","stat_name","year"
1,1,"Charlie Beljan",27,100,1,"610FinalRoundPerformance",2015
1,1,"Keegan Bradley",24,100,2,"610FinalRoundPerformance",2015
1,1,"Jason Day",20,100,3,"610FinalRoundPerformance",2015
1,1,"Ken Duke",30,100,1,"610FinalRoundPerformance",2015
1,1,"Oscar Fraustro",21,100,1,"610FinalRoundPerformance",2015
1,1,"Adam Hadwin",30,100,1,"610FinalRoundPerformance",2015
1,1,"James Hahn",28,100,1,"610FinalRoundPerformance",2015
1,1,"David Hearn",30,100,1,"610FinalRoundPerformance",2015
1,1,"Charley Hoffman",28,100,1,"610FinalRoundPerformance",2015
1,1,"Max Homa",27,100,1,"610FinalRoundPerformance",2015
1,1,"Charles Howell III",30,100,1,"610FinalRoundPerformance",2015
1,1,"Zach Johnson",25,100,3,"610FinalRoundPerformance",2015
1,1,"Dustin Johnson",21,100,2,"610FinalRoundPerformance",2015
1,1,"Colt Knost",29,100,1,"610FinalRoundPerformance",2015
1,1,"Brooks Koepka",23,100,1,"610FinalRoundPerformance",2015
1,1,"Matt Kuchar",25,100,2,"610FinalRoundPerformance",2015
1,1,"Marc Leishman",23,100,3,"610FinalRoundPerformance",2015
1,1,"Davis Love III",18,100,1,"610FinalRoundPerformance",2015
1,1,"Hunter Mahan",24,100,1,"610FinalRoundPerformance",2015
1,1,"George McNeill",27,100,1,"610FinalRoundPerformance",2015
1,1,"Phil Mickelson",19,100,1,"610FinalRoundPerformance",2015
1,1,"SJ Park",27,100,1,"610FinalRoundPerformance",2015
1,1,"Cameron Percy",23,100,1,"610FinalRoundPerformance",2015
1,1,"Pat Perez",26,100,1,"610FinalRoundPerformance",2015
1,1,"Carl Pettersson",32,100,3,"610FinalRoundPerformance",2015
1,1,"Ian Poulter",19,100,1,"610FinalRoundPerformance",2015
1,1,"Alex Prugh",27,100,2,"610FinalRoundPerformance",2015
1,1,"Justin Rose",20,100,3,"610FinalRoundPerformance",2015
1,1,"Charl Schwartzel",19,100,1,"610FinalRoundPerformance",2015
1,1,"Shawn Stefani",26,100,1,"610FinalRoundPerformance",2015
1,1,"Nicholas Thompson",31,100,1,"610FinalRoundPerformance",2015
1,1,"Brendon Todd",27,100,1,"610FinalRoundPerformance",2015
1,1,"Gary Woodland",24,100,1,"610FinalRoundPerformance",2015
34,34,"Jordan Spieth",25,75,3,"610FinalRoundPerformance",2015
35,35,"Retief Goosen",25,66.7,2,"610FinalRoundPerformance",2015
35,35,"Bill Haas",25,66.7,2,"610FinalRoundPerformance",2015
35,35,"Kevin Kisner",30,66.7,2,"610FinalRoundPerformance",2015
35,35,"Brandt Snedeker",27,66.7,2,"610FinalRoundPerformance",2015
35,35,"Mark Wilson",28,66.7,2,"610FinalRoundPerformance",2015
40,40,"Boo Weekley",24,60,3,"610FinalRoundPerformance",2015
41,41,"Paul Casey",24,50,1,"610FinalRoundPerformance",2015
41,41,"Jim Furyk",19,50,1,"610FinalRoundPerformance",2015
41,41,"Russell Henley",24,50,1,"610FinalRoundPerformance",2015
41,41,"Morgan Hoffmann",26,50,1,"610FinalRoundPerformance",2015
41,41,"Tom Hoge",26,50,1,"610FinalRoundPerformance",2015
41,41,"Jerry Kelly",24,50,1,"610FinalRoundPerformance",2015
41,41,"Chris Kirk",21,50,1,"610FinalRoundPerformance",2015
41,41,"Danny Lee",36,50,1,"610FinalRoundPerformance",2015
41,41,"David Lingmerth",28,50,1,"610FinalRoundPerformance",2015
41,41,"Hideki Matsuyama",25,50,2,"610FinalRoundPerformance",2015
41,41,"Kevin Na",27,50,1,"610FinalRoundPerformance",2015
41,41,"Louis Oosthuizen",20,50,1,"610FinalRoundPerformance",2015
41,41,"Jeff Overton",30,50,1,"610FinalRoundPerformance",2015
41,41,"Scott Piercy",28,50,1,"610FinalRoundPerformance",2015
41,41,"Sam Saunders",28,50,1,"610FinalRoundPerformance",2015
41,41,"Webb Simpson",22,50,1,"610FinalRoundPerformance",2015
41,41,"Brendan Steele",24,50,1,"610FinalRoundPerformance",2015
41,41,"Bubba Watson",19,50,2,"610FinalRoundPerformance",2015
41,41,"Will Wilcox",17,50,1,"610FinalRoundPerformance",2015
60,60,"Kevin Chappell",26,33.3,1,"610FinalRoundPerformance",2015
60,60,"Harris English",29,33.3,1,"610FinalRoundPerformance",2015
60,60,"Tony Finau",31,33.3,1,"610FinalRoundPerformance",2015
60,60,"Sergio Garcia",15,33.3,1,"610FinalRoundPerformance",2015
60,60,"Andres Gonzales",28,33.3,1,"610FinalRoundPerformance",2015
60,60,"Jim Herman",27,33.3,1,"610FinalRoundPerformance",2015
60,60,"JB Holmes",25,33.3,1,"610FinalRoundPerformance",2015
60,60,"Adam Scott",15,33.3,1,"610FinalRoundPerformance",2015
68,68,"Chad Campbell",30,25,1,"610FinalRoundPerformance",2015
68,68,"Justin Thomas",30,25,1,"610FinalRoundPerformance",2015
70,70,"Robert Streb",30,20,1,"610FinalRoundPerformance",2015
71,71,"Aaron Baddeley",25,0,NA,"610FinalRoundPerformance",2015
71,71,"Ricky Barnes",27,0,NA,"610FinalRoundPerformance",2015
71,71,"Daniel Berger",31,0,NA,"610FinalRoundPerformance",2015
71,71,"Zac Blair",34,0,NA,"610FinalRoundPerformance",2015
71,71,"Jonas Blixt",26,0,NA,"610FinalRoundPerformance",2015
71,71,"Jason Bohn",27,0,NA,"610FinalRoundPerformance",2015
