"LateRound2ScoringAverage_RANKTHISWEEK_2007","LateRound2ScoringAverage_RANKLASTWEEK_2007","LateRound2ScoringAverage_PLAYERNAME_2007","LateRound2ScoringAverage__2007","LateRound2ScoringAverage_AVG_2007","LateRound2ScoringAverage_TOTALSTROKES_2007","LateRound2ScoringAverage_TOTALROUNDS_2007","stat_name","year"
58,58,"Paul Goydos",NA,70.71,495,7,"LateRound2ScoringAverage",2007
60,60,"Charles Warren",NA,70.73,1061,15,"LateRound2ScoringAverage",2007
61,61,"Ryan Moore",NA,70.77,920,13,"LateRound2ScoringAverage",2007
62,62,"Billy Andrade",NA,70.79,991,14,"LateRound2ScoringAverage",2007
62,62,"Ryuji Imada",NA,70.79,991,14,"LateRound2ScoringAverage",2007
62,62,"Daisuke Maruyama",NA,70.79,991,14,"LateRound2ScoringAverage",2007
62,62,"Shaun Micheel",NA,70.79,991,14,"LateRound2ScoringAverage",2007
62,62,"Mark Wilson",NA,70.79,991,14,"LateRound2ScoringAverage",2007
67,67,"Shigeki Maruyama",NA,70.8,1062,15,"LateRound2ScoringAverage",2007
68,68,"Fred Funk",NA,70.82,779,11,"LateRound2ScoringAverage",2007
69,69,"Rod Pampling",NA,70.83,850,12,"LateRound2ScoringAverage",2007
70,70,"Luke Donald",NA,70.9,709,10,"LateRound2ScoringAverage",2007
71,71,"Rich Barcelo",NA,70.91,780,11,"LateRound2ScoringAverage",2007
72,72,"Stephen Ames",NA,70.92,851,12,"LateRound2ScoringAverage",2007
72,72,"Tommy Armour III",NA,70.92,851,12,"LateRound2ScoringAverage",2007
72,72,"JB Holmes",NA,70.92,922,13,"LateRound2ScoringAverage",2007
75,75,"Marco Dawson",NA,70.93,993,14,"LateRound2ScoringAverage",2007
75,75,"Mathew Goggin",NA,70.93,993,14,"LateRound2ScoringAverage",2007
77,77,"George McNeill",NA,70.94,1135,16,"LateRound2ScoringAverage",2007
78,78,"Jose Coceres",NA,71,639,9,"LateRound2ScoringAverage",2007
78,78,"Brian Davis",NA,71,781,11,"LateRound2ScoringAverage",2007
78,78,"Jim Furyk",NA,71,639,9,"LateRound2ScoringAverage",2007
78,78,"Jesper Parnevik",NA,71,1065,15,"LateRound2ScoringAverage",2007
78,78,"Tom Pernice Jr",NA,71,994,14,"LateRound2ScoringAverage",2007
78,78,"Rory Sabbatini",NA,71,639,9,"LateRound2ScoringAverage",2007
78,78,"Boo Weekley",NA,71,994,14,"LateRound2ScoringAverage",2007
85,85,"Robert Garrigus",NA,71.07,995,14,"LateRound2ScoringAverage",2007
85,85,"Brian Gay",NA,71.07,1066,15,"LateRound2ScoringAverage",2007
87,87,"Pat Perez",NA,71.08,924,13,"LateRound2ScoringAverage",2007
87,87,"Carl Pettersson",NA,71.08,853,12,"LateRound2ScoringAverage",2007
89,89,"Retief Goosen",NA,71.11,640,9,"LateRound2ScoringAverage",2007
90,90,"Harrison Frazar",NA,71.13,1138,16,"LateRound2ScoringAverage",2007
90,90,"Davis Love III",NA,71.13,569,8,"LateRound2ScoringAverage",2007
92,92,"Geoff Ogilvy",NA,71.14,996,14,"LateRound2ScoringAverage",2007
93,93,"Bob Heintz",NA,71.15,925,13,"LateRound2ScoringAverage",2007
94,94,"Jason Bohn",NA,71.2,712,10,"LateRound2ScoringAverage",2007
94,94,"Steve Stricker",NA,71.2,1068,15,"LateRound2ScoringAverage",2007
94,94,"Kevin Sutherland",NA,71.2,1068,15,"LateRound2ScoringAverage",2007
97,97,"Ted Purdy",NA,71.24,1211,17,"LateRound2ScoringAverage",2007
98,98,"Bob Tway",NA,71.25,1140,16,"LateRound2ScoringAverage",2007
99,99,"Cliff Kresge",NA,71.26,1354,19,"LateRound2ScoringAverage",2007
100,100,"Alex Cejka",NA,71.27,784,11,"LateRound2ScoringAverage",2007
101,101,"Jeff Quinney",NA,71.29,998,14,"LateRound2ScoringAverage",2007
102,102,"Steve Elkington",NA,71.31,927,13,"LateRound2ScoringAverage",2007
102,102,"Dean Wilson",NA,71.31,1141,16,"LateRound2ScoringAverage",2007
104,104,"Chad Campbell",NA,71.36,999,14,"LateRound2ScoringAverage",2007
105,105,"DJ Trahan",NA,71.41,1214,17,"LateRound2ScoringAverage",2007
106,106,"Jason Schultz",NA,71.42,857,12,"LateRound2ScoringAverage",2007
107,107,"Gavin Coles",NA,71.46,929,13,"LateRound2ScoringAverage",2007
107,107,"Dicky Pride",NA,71.46,929,13,"LateRound2ScoringAverage",2007
109,109,"Todd Hamilton",NA,71.47,1072,15,"LateRound2ScoringAverage",2007
109,109,"Matt Kuchar",NA,71.47,1215,17,"LateRound2ScoringAverage",2007
109,109,"Bubba Watson",NA,71.47,1072,15,"LateRound2ScoringAverage",2007
112,112,"Woody Austin",NA,71.5,858,12,"LateRound2ScoringAverage",2007
112,112,"KJ Choi",NA,71.5,1001,14,"LateRound2ScoringAverage",2007
112,112,"Tom Lehman",NA,71.5,858,12,"LateRound2ScoringAverage",2007
115,115,"John Rollins",NA,71.53,1073,15,"LateRound2ScoringAverage",2007
116,116,"JP Hayes",NA,71.54,930,13,"LateRound2ScoringAverage",2007
116,116,"Jeff Maggert",NA,71.54,930,13,"LateRound2ScoringAverage",2007
118,118,"Adam Scott",NA,71.55,787,11,"LateRound2ScoringAverage",2007
119,119,"Jeff Overton",NA,71.56,644,9,"LateRound2ScoringAverage",2007
119,119,"Jaco Van Zyl",NA,71.56,644,9,"LateRound2ScoringAverage",2007
121,121,"Peter Lonard",NA,71.57,1002,14,"LateRound2ScoringAverage",2007
121,121,"Parker McLachlin",NA,71.57,1002,14,"LateRound2ScoringAverage",2007
123,123,"Sergio Garcia",NA,71.6,716,10,"LateRound2ScoringAverage",2007
124,124,"Brandt Snedeker",NA,71.62,931,13,"LateRound2ScoringAverage",2007
125,125,"David Branshaw",NA,71.63,1146,16,"LateRound2ScoringAverage",2007
126,126,"Will Ma Kenzie",NA,71.69,1147,16,"LateRound2ScoringAverage",2007
127,127,"Tim Clark",NA,71.7,717,10,"LateRound2ScoringAverage",2007
127,127,"Tom Johnson",NA,71.7,717,10,"LateRound2ScoringAverage",2007
129,129,"Eric Axley",NA,71.71,1506,21,"LateRound2ScoringAverage",2007
129,129,"Daniel Chopra",NA,71.71,1004,14,"LateRound2ScoringAverage",2007
131,131,"Lee Janzen",NA,71.73,789,11,"LateRound2ScoringAverage",2007
132,132,"Mark Calcavecchia",NA,71.75,574,8,"LateRound2ScoringAverage",2007
132,132,"Charley Hoffman",NA,71.75,1148,16,"LateRound2ScoringAverage",2007
134,134,"Michael Boyd",NA,71.8,718,10,"LateRound2ScoringAverage",2007
134,134,"Paul Stankowski",NA,71.8,718,10,"LateRound2ScoringAverage",2007
136,136,"Darron Stiles",NA,71.82,790,11,"LateRound2ScoringAverage",2007
137,137,"Andrew Buckle",NA,71.83,862,12,"LateRound2ScoringAverage",2007
138,138,"Padraig Harrington",NA,71.86,503,7,"LateRound2ScoringAverage",2007
139,139,"Brendon de Jonge",NA,71.88,1150,16,"LateRound2ScoringAverage",2007
139,139,"Ernie Els",NA,71.88,575,8,"LateRound2ScoringAverage",2007
139,139,"Craig Kanada",NA,71.88,1150,16,"LateRound2ScoringAverage",2007
142,142,"Duffy Waldorf",NA,71.9,719,10,"LateRound2ScoringAverage",2007
143,143,"Frank Lickliter II",NA,71.92,863,12,"LateRound2ScoringAverage",2007
144,144,"Richard Johnson",NA,71.93,1007,14,"LateRound2ScoringAverage",2007
144,144,"Joey Sindelar",NA,71.93,1007,14,"LateRound2ScoringAverage",2007
144,144,"Vaughn Taylor",NA,71.93,1007,14,"LateRound2ScoringAverage",2007
147,147,"Steve Flesch",NA,71.94,1151,16,"LateRound2ScoringAverage",2007
148,148,"Robert Allenby",NA,72,1224,17,"LateRound2ScoringAverage",2007
148,148,"Brian Bateman",NA,72,792,11,"LateRound2ScoringAverage",2007
148,148,"Lucas Glover",NA,72,720,10,"LateRound2ScoringAverage",2007
148,148,"Kent Jones",NA,72,648,9,"LateRound2ScoringAverage",2007
148,148,"Hunter Mahan",NA,72,1080,15,"LateRound2ScoringAverage",2007
148,148,"Jeff Sluman",NA,72,720,10,"LateRound2ScoringAverage",2007
154,154,"Johnson Wagner",NA,72.07,1081,15,"LateRound2ScoringAverage",2007
155,155,"Kevin Stadler",NA,72.08,937,13,"LateRound2ScoringAverage",2007
155,155,"Scott Verplank",NA,72.08,865,12,"LateRound2ScoringAverage",2007
157,157,"Craig Lile",NA,72.1,721,10,"LateRound2ScoringAverage",2007
157,157,"Rocco Mediate",NA,72.1,721,10,"LateRound2ScoringAverage",2007
159,159,"Mark Brooks",NA,72.13,577,8,"LateRound2ScoringAverage",2007
160,160,"Trevor Immelman",NA,72.18,794,11,"LateRound2ScoringAverage",2007
161,161,"Paul Gow",NA,72.23,939,13,"LateRound2ScoringAverage",2007
161,161,"Corey Pavin",NA,72.23,939,13,"LateRound2ScoringAverage",2007
163,163,"Bob Estes",NA,72.25,867,12,"LateRound2ScoringAverage",2007
163,163,"JJ Henry",NA,72.25,867,12,"LateRound2ScoringAverage",2007
165,165,"Craig Barlow",NA,72.29,506,7,"LateRound2ScoringAverage",2007
166,166,"Doug LaBelle II",NA,72.31,1157,16,"LateRound2ScoringAverage",2007
167,167,"Bubba Dickerson",NA,72.38,579,8,"LateRound2ScoringAverage",2007
168,168,"Steve Wheatcroft",NA,72.42,869,12,"LateRound2ScoringAverage",2007
169,169,"Robert Gamez",NA,72.44,1159,16,"LateRound2ScoringAverage",2007
169,169,"Chris Stroud",NA,72.44,652,9,"LateRound2ScoringAverage",2007
171,171,"John Daly",NA,72.45,797,11,"LateRound2ScoringAverage",2007
172,172,"Chris DiMarco",NA,72.46,942,13,"LateRound2ScoringAverage",2007
173,173,"Rich Beem",NA,72.5,725,10,"LateRound2ScoringAverage",2007
173,173,"Brett Quigley",NA,72.5,580,8,"LateRound2ScoringAverage",2007
175,175,"Chris Tidland",NA,72.55,798,11,"LateRound2ScoringAverage",2007
176,176,"Stuart Appleby",NA,72.58,871,12,"LateRound2ScoringAverage",2007
177,177,"Justin Leonard",NA,72.63,1162,16,"LateRound2ScoringAverage",2007
178,178,"Scott Gutschewski",NA,72.64,799,11,"LateRound2ScoringAverage",2007
179,179,"Jim Rutledge",NA,72.67,872,12,"LateRound2ScoringAverage",2007
180,180,"Troy Matteson",NA,72.7,727,10,"LateRound2ScoringAverage",2007
181,181,"Tom Byrum",NA,72.78,655,9,"LateRound2ScoringAverage",2007
181,181,"Ryan Palmer",NA,72.78,1310,18,"LateRound2ScoringAverage",2007
181,181,"Henrik Stenson",NA,72.78,655,9,"LateRound2ScoringAverage",2007
184,184,"DJ Brigman",NA,72.82,801,11,"LateRound2ScoringAverage",2007
185,185,"Nick OHern",NA,72.83,874,12,"LateRound2ScoringAverage",2007
185,185,"Kyle Reifers",NA,72.83,874,12,"LateRound2ScoringAverage",2007
187,187,"Bryce Molder",NA,72.89,656,9,"LateRound2ScoringAverage",2007
188,188,"Brett Wetterich",NA,73.08,950,13,"LateRound2ScoringAverage",2007
189,189,"Matt Hendrix",NA,73.15,951,13,"LateRound2ScoringAverage",2007
189,189,"Kirk Triplett",NA,73.15,951,13,"LateRound2ScoringAverage",2007
191,191,"Jose Maria Olazabal",NA,73.22,659,9,"LateRound2ScoringAverage",2007
192,192,"Chris Couch",NA,73.25,1172,16,"LateRound2ScoringAverage",2007
193,193,"Anders Hansen",NA,73.33,660,9,"LateRound2ScoringAverage",2007
194,194,"Greg Owen",NA,73.75,885,12,"LateRound2ScoringAverage",2007
195,195,"Ben Curtis",NA,73.77,959,13,"LateRound2ScoringAverage",2007
196,196,"Arron Oberholser",NA,74,518,7,"LateRound2ScoringAverage",2007
