"GIRPctFairwayBunker_RANKTHISWEEK_2016","GIRPctFairwayBunker_RANKLASTWEEK_2016","GIRPctFairwayBunker_PLAYERNAME_2016","GIRPctFairwayBunker_ROUNDS_2016","GIRPctFairwayBunker_Pct_2016","GIRPctFairwayBunker_GREENSHIT_2016","GIRPctFairwayBunker_HOLES_2016","GIRPctFairwayBunker_RELATIVEPAR_2016","stat_name","year"
1,2,"Justin Rose",35,73.3,11,15,-3,"GIRPctFairwayBunker",2016
2,1,"Matt Kuchar",46,72.4,21,29,-2,"GIRPctFairwayBunker",2016
3,4,"Justin Leonard",28,70,7,10,-1,"GIRPctFairwayBunker",2016
4,5,"Greg Owen",56,69.7,23,33,-5,"GIRPctFairwayBunker",2016
5,7,"Sean OHair",45,67.6,23,34,-6,"GIRPctFairwayBunker",2016
6,7,"Miguel Angel Carballo",24,66.7,8,12,0,"GIRPctFairwayBunker",2016
6,24,"Robert Garrigus",34,66.7,12,18,-5,"GIRPctFairwayBunker",2016
6,7,"Russell Knox",48,66.7,14,21,-3,"GIRPctFairwayBunker",2016
9,7,"Tony Finau",49,65.6,21,32,-7,"GIRPctFairwayBunker",2016
9,3,"Jhonattan Vegas",49,65.6,21,32,-5,"GIRPctFairwayBunker",2016
11,12,"Michael Kim",62,62.7,37,59,-11,"GIRPctFairwayBunker",2016
12,14,"Aaron Baddeley",51,62.5,10,16,-3,"GIRPctFairwayBunker",2016
12,22,"Brendon de Jonge",55,62.5,15,24,0,"GIRPctFairwayBunker",2016
14,17,"Harris English",51,62.1,18,29,-5,"GIRPctFairwayBunker",2016
14,16,"Billy Horschel",45,62.1,18,29,-5,"GIRPctFairwayBunker",2016
16,20,"Patton Kizzire",57,61.8,21,34,-7,"GIRPctFairwayBunker",2016
17,6,"Ryan Moore",40,61.1,11,18,-4,"GIRPctFairwayBunker",2016
18,14,"Chad Campbell",54,60.6,20,33,-8,"GIRPctFairwayBunker",2016
18,30,"Luke List",51,60.6,20,33,-3,"GIRPctFairwayBunker",2016
18,30,"Justin Thomas",53,60.6,20,33,-3,"GIRPctFairwayBunker",2016
21,13,"Robert Allenby",35,60,12,20,-2,"GIRPctFairwayBunker",2016
21,24,"Jason Day",36,60,12,20,-4,"GIRPctFairwayBunker",2016
21,24,"Graeme McDowell",33,60,9,15,-4,"GIRPctFairwayBunker",2016
21,11,"Martin Piller",37,60,12,20,1,"GIRPctFairwayBunker",2016
25,24,"Brian Harman",60,59.5,25,42,-4,"GIRPctFairwayBunker",2016
26,24,"Michael Thompson",46,59.4,19,32,-1,"GIRPctFairwayBunker",2016
27,32,"Keegan Bradley",40,59.3,16,27,0,"GIRPctFairwayBunker",2016
27,17,"Davis Love III",40,59.3,16,27,-4,"GIRPctFairwayBunker",2016
29,36,"Seung Yul Noh",54,59,23,39,-9,"GIRPctFairwayBunker",2016
30,22,"Adam Hadwin",53,58.6,17,29,0,"GIRPctFairwayBunker",2016
31,89,"Henrik Norlander",41,58.3,14,24,-3,"GIRPctFairwayBunker",2016
32,29,"Si Woo Kim",63,58.1,25,43,-7,"GIRPctFairwayBunker",2016
32,38,"Daniel Summerhays",55,58.1,25,43,-4,"GIRPctFairwayBunker",2016
34,32,"Rickie Fowler",42,57.1,16,28,-4,"GIRPctFairwayBunker",2016
34,38,"Branden Grace",31,57.1,12,21,0,"GIRPctFairwayBunker",2016
34,55,"Brendan Steele",48,57.1,20,35,-5,"GIRPctFairwayBunker",2016
34,17,"Henrik Stenson",30,57.1,8,14,-1,"GIRPctFairwayBunker",2016
38,41,"Hudson Swafford",52,56.8,21,37,-7,"GIRPctFairwayBunker",2016
39,42,"Steven Bowditch",40,56.7,17,30,0,"GIRPctFairwayBunker",2016
39,66,"Scott Pinckney",53,56.7,17,30,-1,"GIRPctFairwayBunker",2016
41,21,"Tim Wilkinson",40,56.5,13,23,-4,"GIRPctFairwayBunker",2016
42,32,"Adam Scott",39,56.3,18,32,-1,"GIRPctFairwayBunker",2016
43,45,"KJ Choi",47,55.9,19,34,-8,"GIRPctFairwayBunker",2016
44,46,"Zac Blair",56,55.8,24,43,-9,"GIRPctFairwayBunker",2016
44,46,"Charles Howell III",63,55.8,29,52,-4,"GIRPctFairwayBunker",2016
46,48,"Shane Bertsch",30,55.6,10,18,-4,"GIRPctFairwayBunker",2016
46,48,"Russell Henley",42,55.6,20,36,-3,"GIRPctFairwayBunker",2016
46,63,"Sung Kang",51,55.6,15,27,-2,"GIRPctFairwayBunker",2016
46,48,"Pat Perez",28,55.6,10,18,-1,"GIRPctFairwayBunker",2016
50,52,"Charl Schwartzel",29,55,11,20,-3,"GIRPctFairwayBunker",2016
50,52,"Bubba Watson",30,55,11,20,-4,"GIRPctFairwayBunker",2016
52,55,"Stuart Appleby",39,54.5,18,33,-3,"GIRPctFairwayBunker",2016
52,38,"Jamie Donaldson",28,54.5,12,22,-3,"GIRPctFairwayBunker",2016
52,83,"Shane Lowry",35,54.5,18,33,-5,"GIRPctFairwayBunker",2016
52,55,"DJ Trahan",23,54.5,6,11,-2,"GIRPctFairwayBunker",2016
56,60,"Chris Kirk",51,54.3,19,35,-2,"GIRPctFairwayBunker",2016
56,69,"Shawn Stefani",45,54.3,19,35,-3,"GIRPctFairwayBunker",2016
56,55,"Will Wilcox",47,54.3,19,35,-8,"GIRPctFairwayBunker",2016
59,89,"Dawie van der Walt",48,54.1,20,37,-4,"GIRPctFairwayBunker",2016
60,63,"Ken Duke",26,53.8,7,13,-2,"GIRPctFairwayBunker",2016
60,35,"Rory McIlroy",37,53.8,14,26,-4,"GIRPctFairwayBunker",2016
62,52,"Ricky Barnes",57,53.7,22,41,-5,"GIRPctFairwayBunker",2016
62,44,"Lucas Glover",53,53.7,29,54,-5,"GIRPctFairwayBunker",2016
64,37,"Morgan Hoffmann",43,53.3,16,30,-7,"GIRPctFairwayBunker",2016
64,67,"Billy Hurley III",22,53.3,8,15,-2,"GIRPctFairwayBunker",2016
64,121,"Kelly Kraft",35,53.3,8,15,-3,"GIRPctFairwayBunker",2016
67,89,"Kevin Chappell",49,53.1,17,32,-3,"GIRPctFairwayBunker",2016
67,69,"Brooks Koepka",39,53.1,17,32,-3,"GIRPctFairwayBunker",2016
67,69,"Kevin Na",52,53.1,17,32,1,"GIRPctFairwayBunker",2016
70,72,"Ryan Palmer",46,52.9,27,51,-1,"GIRPctFairwayBunker",2016
71,76,"Chez Reavie",56,52.6,20,38,-3,"GIRPctFairwayBunker",2016
72,65,"Bronson Burgoon",53,52.4,22,42,-2,"GIRPctFairwayBunker",2016
72,89,"Paul Casey",39,52.4,11,21,-3,"GIRPctFairwayBunker",2016
72,78,"Mark Wilson",42,52.4,11,21,-1,"GIRPctFairwayBunker",2016
75,79,"JB Holmes",39,52.2,12,23,-1,"GIRPctFairwayBunker",2016
75,72,"Scott Langley",41,52.2,12,23,-1,"GIRPctFairwayBunker",2016
75,79,"Scott Piercy",45,52.2,12,23,0,"GIRPctFairwayBunker",2016
75,72,"David Toms",38,52.2,12,23,-2,"GIRPctFairwayBunker",2016
79,79,"Hunter Mahan",43,52,13,25,-5,"GIRPctFairwayBunker",2016
80,82,"Danny Lee",53,51.9,14,27,-4,"GIRPctFairwayBunker",2016
81,67,"Peter Malnati",53,51.6,16,31,-4,"GIRPctFairwayBunker",2016
82,112,"Fabian Gomez",49,51.4,18,35,-4,"GIRPctFairwayBunker",2016
82,85,"Patrick Rodgers",49,51.4,18,35,-4,"GIRPctFairwayBunker",2016
84,60,"Jamie Lovemark",57,51.3,20,39,-6,"GIRPctFairwayBunker",2016
84,87,"Camilo Villegas",50,51.3,20,39,-1,"GIRPctFairwayBunker",2016
86,62,"Cameron Tringale",47,51.2,21,41,-7,"GIRPctFairwayBunker",2016
87,89,"Stewart Cink",45,50,16,32,-4,"GIRPctFairwayBunker",2016
87,55,"Derek Ernst",36,50,8,16,0,"GIRPctFairwayBunker",2016
87,89,"Luke Guthrie",31,50,9,18,-3,"GIRPctFairwayBunker",2016
