"GIRPctFairwayBunker_RANKTHISWEEK_2016","GIRPctFairwayBunker_RANKLASTWEEK_2016","GIRPctFairwayBunker_PLAYERNAME_2016","GIRPctFairwayBunker_ROUNDS_2016","GIRPctFairwayBunker_Pct_2016","GIRPctFairwayBunker_GREENSHIT_2016","GIRPctFairwayBunker_HOLES_2016","GIRPctFairwayBunker_RELATIVEPAR_2016","stat_name","year"
87,48,"Padraig Harrington",38,50,10,20,0,"GIRPctFairwayBunker",2016
87,89,"Zach Johnson",42,50,15,30,-4,"GIRPctFairwayBunker",2016
87,76,"Kevin Kisner",49,50,10,20,-4,"GIRPctFairwayBunker",2016
87,43,"Hideki Matsuyama",40,50,9,18,-4,"GIRPctFairwayBunker",2016
87,107,"Geoff Ogilvy",37,50,18,36,-5,"GIRPctFairwayBunker",2016
87,88,"Jeff Overton",51,50,23,46,-2,"GIRPctFairwayBunker",2016
87,118,"DA Points",32,50,9,18,-3,"GIRPctFairwayBunker",2016
87,113,"Patrick Reed",53,50,17,34,-2,"GIRPctFairwayBunker",2016
87,89,"Rory Sabbatini",40,50,15,30,-6,"GIRPctFairwayBunker",2016
87,89,"Cameron Smith",45,50,16,32,-6,"GIRPctFairwayBunker",2016
87,89,"Jordan Spieth",34,50,9,18,-1,"GIRPctFairwayBunker",2016
87,89,"Bernd Wiesberger",23,50,7,14,-1,"GIRPctFairwayBunker",2016
102,75,"John Senden",48,48.8,20,41,-6,"GIRPctFairwayBunker",2016
102,85,"Gary Woodland",45,48.8,20,41,-6,"GIRPctFairwayBunker",2016
104,89,"Graham DeLaet",50,48.6,17,35,-4,"GIRPctFairwayBunker",2016
104,107,"Derek Fathauer",58,48.6,18,37,-4,"GIRPctFairwayBunker",2016
104,107,"Jason Kokrak",52,48.6,18,37,-7,"GIRPctFairwayBunker",2016
107,83,"David Lingmerth",54,48.5,16,33,-5,"GIRPctFairwayBunker",2016
108,121,"Phil Mickelson",37,48.4,15,31,-6,"GIRPctFairwayBunker",2016
109,89,"Martin Laird",46,48.3,14,29,0,"GIRPctFairwayBunker",2016
110,121,"Kevin Streelman",46,48.1,13,27,-2,"GIRPctFairwayBunker",2016
111,89,"Alex Cejka",47,47.8,11,23,-3,"GIRPctFairwayBunker",2016
111,89,"Bill Haas",42,47.8,11,23,-1,"GIRPctFairwayBunker",2016
113,115,"Jerry Kelly",44,47.6,10,21,0,"GIRPctFairwayBunker",2016
113,89,"Harold Varner III",58,47.6,20,42,-9,"GIRPctFairwayBunker",2016
115,127,"William McGirt",54,47.4,18,38,-6,"GIRPctFairwayBunker",2016
115,116,"Wes Roach",33,47.4,9,19,-2,"GIRPctFairwayBunker",2016
117,110,"Jonas Blixt",46,47.1,16,34,-2,"GIRPctFairwayBunker",2016
117,110,"Whee Kim",54,47.1,16,34,-2,"GIRPctFairwayBunker",2016
117,135,"Vijay Singh",42,47.1,16,34,-3,"GIRPctFairwayBunker",2016
120,89,"Brett Stegmaier",57,46.7,14,30,-8,"GIRPctFairwayBunker",2016
121,114,"Ernie Els",34,46.2,12,26,-6,"GIRPctFairwayBunker",2016
121,121,"Sergio Garcia",28,46.2,6,13,-2,"GIRPctFairwayBunker",2016
121,126,"Webb Simpson",34,46.2,12,26,-4,"GIRPctFairwayBunker",2016
124,127,"Nick Taylor",57,45.9,17,37,-2,"GIRPctFairwayBunker",2016
125,127,"Charley Hoffman",49,45.7,21,46,-4,"GIRPctFairwayBunker",2016
126,132,"Daniel Berger",52,45.5,15,33,-6,"GIRPctFairwayBunker",2016
126,130,"Andres Romero",22,45.5,5,11,-2,"GIRPctFairwayBunker",2016
126,130,"Jimmy Walker",43,45.5,20,44,-1,"GIRPctFairwayBunker",2016
129,155,"Emiliano Grillo",47,45,9,20,-5,"GIRPctFairwayBunker",2016
129,116,"David Hearn",55,45,9,20,-4,"GIRPctFairwayBunker",2016
131,120,"Blayne Barber",44,44.8,13,29,-2,"GIRPctFairwayBunker",2016
131,135,"Rhein Gibson",36,44.8,13,29,-2,"GIRPctFairwayBunker",2016
133,134,"Kyle Reifers",63,44.4,24,54,0,"GIRPctFairwayBunker",2016
133,119,"Ollie Schniederjans",23,44.4,8,18,-1,"GIRPctFairwayBunker",2016
135,160,"Matt Every",34,43.8,14,32,-5,"GIRPctFairwayBunker",2016
135,139,"Freddie Jacobson",54,43.8,14,32,-1,"GIRPctFairwayBunker",2016
135,139,"Will Ma Kenzie",54,43.8,14,32,-1,"GIRPctFairwayBunker",2016
138,125,"Chris Stroud",52,43.6,17,39,-5,"GIRPctFairwayBunker",2016
139,144,"Jim Herman",55,43.3,13,30,-1,"GIRPctFairwayBunker",2016
140,148,"Francesco Molinari",36,43.2,16,37,-4,"GIRPctFairwayBunker",2016
141,158,"Ben Crane",48,42.9,12,28,-1,"GIRPctFairwayBunker",2016
142,146,"Smylie Kaufman",57,42.5,17,40,-2,"GIRPctFairwayBunker",2016
143,132,"Roberto Castro",55,42.4,14,33,-1,"GIRPctFairwayBunker",2016
143,148,"Jason Dufner",53,42.4,14,33,-5,"GIRPctFairwayBunker",2016
143,139,"James Hahn",45,42.4,14,33,-4,"GIRPctFairwayBunker",2016
146,143,"Chesson Hadley",51,42.2,19,45,-4,"GIRPctFairwayBunker",2016
147,142,"Andrew Loupe",50,41.9,13,31,-2,"GIRPctFairwayBunker",2016
148,155,"Erik Compton",45,41.7,15,36,-2,"GIRPctFairwayBunker",2016
148,151,"Darron Stiles",28,41.7,5,12,-2,"GIRPctFairwayBunker",2016
150,146,"Kyle Stanley",57,41.5,17,41,-1,"GIRPctFairwayBunker",2016
151,138,"Retief Goosen",37,41.4,12,29,-5,"GIRPctFairwayBunker",2016
151,154,"Bryce Molder",50,41.4,12,29,0,"GIRPctFairwayBunker",2016
153,157,"Marc Leishman",41,40.9,9,22,-2,"GIRPctFairwayBunker",2016
154,165,"Brendon Todd",43,40.7,11,27,-3,"GIRPctFairwayBunker",2016
155,159,"John Huh",51,40.6,13,32,-1,"GIRPctFairwayBunker",2016
156,144,"Scott Brown",59,40.5,15,37,-2,"GIRPctFairwayBunker",2016
156,151,"Spencer Levin",62,40.5,15,37,-2,"GIRPctFairwayBunker",2016
158,160,"Andres Gonzales",46,40,10,25,0,"GIRPctFairwayBunker",2016
159,160,"Matt Jones",45,38.5,10,26,-1,"GIRPctFairwayBunker",2016
159,165,"Andy Sullivan",25,38.5,5,13,-1,"GIRPctFairwayBunker",2016
161,165,"Robert Streb",51,38.1,16,42,-1,"GIRPctFairwayBunker",2016
162,164,"JJ Henry",44,37.8,14,37,0,"GIRPctFairwayBunker",2016
163,151,"Tom Hoge",47,37.5,15,40,-4,"GIRPctFairwayBunker",2016
163,169,"Colt Knost",56,37.5,9,24,-2,"GIRPctFairwayBunker",2016
163,169,"Andrew Landry",24,37.5,3,8,0,"GIRPctFairwayBunker",2016
166,173,"Steve Stricker",25,36.8,7,19,0,"GIRPctFairwayBunker",2016
167,174,"Jason Gore",51,36.7,11,30,0,"GIRPctFairwayBunker",2016
167,182,"Ben Martin",48,36.7,11,30,-4,"GIRPctFairwayBunker",2016
169,160,"Jason Bohn",37,36.4,8,22,-2,"GIRPctFairwayBunker",2016
170,171,"Tyler Aldridge",53,35.9,14,39,-1,"GIRPctFairwayBunker",2016
171,177,"Jon Curran",55,35.7,10,28,-3,"GIRPctFairwayBunker",2016
171,177,"DH Lee",35,35.7,5,14,-1,"GIRPctFairwayBunker",2016
171,172,"Carlos Ortiz",47,35.7,10,28,-2,"GIRPctFairwayBunker",2016
174,175,"Mark Hubbard",73,35.6,16,45,-4,"GIRPctFairwayBunker",2016
175,168,"Angel Cabrera",42,35.5,11,31,-4,"GIRPctFairwayBunker",2016
175,179,"Troy Merritt",41,35.5,11,31,-2,"GIRPctFairwayBunker",2016
175,196,"Johnson Wagner",44,35.5,11,31,1,"GIRPctFairwayBunker",2016
178,181,"Carl Pettersson",31,34.6,9,26,-1,"GIRPctFairwayBunker",2016
178,150,"Ian Poulter",37,34.6,9,26,-1,"GIRPctFairwayBunker",2016
180,89,"Byeong Hun An",23,33.3,4,12,-1,"GIRPctFairwayBunker",2016
180,183,"Abraham Ancer",26,33.3,2,6,-1,"GIRPctFairwayBunker",2016
180,183,"Matthew Fitzpatrick",23,33.3,5,15,-1,"GIRPctFairwayBunker",2016
180,183,"Brian Gay",22,33.3,5,15,-1,"GIRPctFairwayBunker",2016
180,183,"Justin Hicks",26,33.3,5,15,-3,"GIRPctFairwayBunker",2016
180,201,"Anirban Lahiri",44,33.3,11,33,-5,"GIRPctFairwayBunker",2016
180,183,"Lucas Lee",22,33.3,4,12,0,"GIRPctFairwayBunker",2016
180,199,"Steve Marino",40,33.3,9,27,-2,"GIRPctFairwayBunker",2016
180,183,"Louis Oosthuizen",25,33.3,4,12,-2,"GIRPctFairwayBunker",2016
180,183,"Brandt Snedeker",47,33.3,12,36,-2,"GIRPctFairwayBunker",2016
190,180,"Vaughn Taylor",30,32,8,25,-2,"GIRPctFairwayBunker",2016
190,191,"Tyrone Van Aswegen",67,32,16,50,-3,"GIRPctFairwayBunker",2016
192,194,"Hiroshi Iwata",51,31.6,12,38,-1,"GIRPctFairwayBunker",2016
192,194,"Dicky Pride",33,31.6,6,19,-3,"GIRPctFairwayBunker",2016
194,192,"Chad Collins",45,31,9,29,-1,"GIRPctFairwayBunker",2016
195,176,"Luke Donald",49,30.8,4,13,-1,"GIRPctFairwayBunker",2016
195,204,"Rob Oppenheim",37,30.8,8,26,0,"GIRPctFairwayBunker",2016
195,196,"Cameron Percy",22,30.8,4,13,0,"GIRPctFairwayBunker",2016
198,199,"Dustin Johnson",37,30.4,7,23,-3,"GIRPctFairwayBunker",2016
199,183,"Thomas Aiken",42,30,3,10,0,"GIRPctFairwayBunker",2016
200,202,"Brian Stuard",24,29.4,5,17,-2,"GIRPctFairwayBunker",2016
201,196,"Steve Wheatcroft",53,29.3,12,41,-3,"GIRPctFairwayBunker",2016
202,203,"Boo Weekley",53,28.1,9,32,-1,"GIRPctFairwayBunker",2016
203,193,"Scott Stallings",46,28,7,25,-2,"GIRPctFairwayBunker",2016
204,206,"Sam Saunders",40,27.3,6,22,-1,"GIRPctFairwayBunker",2016
205,205,"Brice Garnett",29,25,1,4,0,"GIRPctFairwayBunker",2016
206,207,"George McNeill",33,21.1,4,19,-3,"GIRPctFairwayBunker",2016
207,208,"Charlie Beljan",26,12.5,2,16,-1,"GIRPctFairwayBunker",2016
