"YTDConsecutiveCuts_RANKTHISWEEK_2009","YTDConsecutiveCuts_RANKLASTWEEK_2009","YTDConsecutiveCuts_PLAYERNAME_2009","YTDConsecutiveCuts__2009","YTDConsecutiveCuts_NUMBEROFCUTS_2009","stat_name","year"
1,1,"Kenny Perry",NA,24,"YTDConsecutiveCuts",2009
2,2,"Jim Furyk",NA,15,"YTDConsecutiveCuts",2009
3,3,"Retief Goosen",NA,12,"YTDConsecutiveCuts",2009
4,4,"Graeme McDowell",NA,11,"YTDConsecutiveCuts",2009
4,4,"Phil Mickelson",NA,11,"YTDConsecutiveCuts",2009
4,4,"YE Yang",NA,11,"YTDConsecutiveCuts",2009
7,7,"Zach Johnson",NA,10,"YTDConsecutiveCuts",2009
7,7,"Justin Leonard",NA,10,"YTDConsecutiveCuts",2009
7,7,"Chris Riley",NA,10,"YTDConsecutiveCuts",2009
10,10,"Ben Crane",NA,9,"YTDConsecutiveCuts",2009
10,10,"Kevin Na",NA,9,"YTDConsecutiveCuts",2009
10,10,"David Toms",NA,9,"YTDConsecutiveCuts",2009
13,13,"Luke Donald",NA,8,"YTDConsecutiveCuts",2009
13,13,"Troy Matteson",NA,8,"YTDConsecutiveCuts",2009
13,13,"Boo Weekley",NA,8,"YTDConsecutiveCuts",2009
13,13,"Lee Westwood",NA,8,"YTDConsecutiveCuts",2009
17,17,"Bob Estes",NA,7,"YTDConsecutiveCuts",2009
17,17,"Padraig Harrington",NA,7,"YTDConsecutiveCuts",2009
17,17,"JJ Henry",NA,7,"YTDConsecutiveCuts",2009
17,17,"Charles Howell III",NA,7,"YTDConsecutiveCuts",2009
17,17,"Dustin Johnson",NA,7,"YTDConsecutiveCuts",2009
17,17,"Hunter Mahan",NA,7,"YTDConsecutiveCuts",2009
17,17,"Corey Pavin",NA,7,"YTDConsecutiveCuts",2009
17,17,"Brandt Snedeker",NA,7,"YTDConsecutiveCuts",2009
17,17,"Mark Wilson",NA,7,"YTDConsecutiveCuts",2009
17,17,"Tiger Woods",NA,7,"YTDConsecutiveCuts",2009
27,27,"Alex Cejka",NA,6,"YTDConsecutiveCuts",2009
27,27,"Jason Day",NA,6,"YTDConsecutiveCuts",2009
27,27,"Brian Gay",NA,6,"YTDConsecutiveCuts",2009
27,27,"DA Points",NA,6,"YTDConsecutiveCuts",2009
27,27,"John Senden",NA,6,"YTDConsecutiveCuts",2009
32,32,"Jason Bohn",NA,5,"YTDConsecutiveCuts",2009
32,32,"Jerry Kelly",NA,5,"YTDConsecutiveCuts",2009
32,32,"Matt Kuchar",NA,5,"YTDConsecutiveCuts",2009
32,32,"Martin Laird",NA,5,"YTDConsecutiveCuts",2009
32,32,"Carl Pettersson",NA,5,"YTDConsecutiveCuts",2009
32,32,"Justin Rose",NA,5,"YTDConsecutiveCuts",2009
32,32,"Patrick Sheehan",NA,5,"YTDConsecutiveCuts",2009
32,32,"Jeev Milkha Singh",NA,5,"YTDConsecutiveCuts",2009
32,32,"DJ Trahan",NA,5,"YTDConsecutiveCuts",2009
32,32,"Bo Van Pelt",NA,5,"YTDConsecutiveCuts",2009
32,32,"Mike Weir",NA,5,"YTDConsecutiveCuts",2009
43,43,"Greg Chalmers",NA,4,"YTDConsecutiveCuts",2009
43,43,"Ross Fisher",NA,4,"YTDConsecutiveCuts",2009
43,43,"Sergio Garcia",NA,4,"YTDConsecutiveCuts",2009
43,43,"Nathan Green",NA,4,"YTDConsecutiveCuts",2009
43,43,"Soren Hansen",NA,4,"YTDConsecutiveCuts",2009
43,43,"Tom Lehman",NA,4,"YTDConsecutiveCuts",2009
43,43,"Rory McIlroy",NA,4,"YTDConsecutiveCuts",2009
43,43,"Francesco Molinari",NA,4,"YTDConsecutiveCuts",2009
43,43,"Nick OHern",NA,4,"YTDConsecutiveCuts",2009
43,43,"Ted Purdy",NA,4,"YTDConsecutiveCuts",2009
43,43,"Henrik Stenson",NA,4,"YTDConsecutiveCuts",2009
43,43,"Richard Sterne",NA,4,"YTDConsecutiveCuts",2009
43,43,"Steve Stricker",NA,4,"YTDConsecutiveCuts",2009
43,43,"Scott Verplank",NA,4,"YTDConsecutiveCuts",2009
43,43,"Johnson Wagner",NA,4,"YTDConsecutiveCuts",2009
43,43,"Oliver Wilson",NA,4,"YTDConsecutiveCuts",2009
59,59,"Stuart Appleby",NA,3,"YTDConsecutiveCuts",2009
59,59,"Ronnie Black",NA,3,"YTDConsecutiveCuts",2009
59,59,"Angel Cabrera",NA,3,"YTDConsecutiveCuts",2009
59,59,"Chad Campbell",NA,3,"YTDConsecutiveCuts",2009
59,59,"Tim Clark",NA,3,"YTDConsecutiveCuts",2009
59,59,"Chris DiMarco",NA,3,"YTDConsecutiveCuts",2009
59,59,"Jason Dufner",NA,3,"YTDConsecutiveCuts",2009
59,59,"Gonzalo Fdez Castano",NA,3,"YTDConsecutiveCuts",2009
59,59,"Rickie Fowler",NA,3,"YTDConsecutiveCuts",2009
59,59,"Carlos Franco",NA,3,"YTDConsecutiveCuts",2009
59,59,"Lucas Glover",NA,3,"YTDConsecutiveCuts",2009
59,59,"JP Hayes",NA,3,"YTDConsecutiveCuts",2009
59,59,"Tim Herron",NA,3,"YTDConsecutiveCuts",2009
59,59,"Thongchai Jaidee",NA,3,"YTDConsecutiveCuts",2009
59,59,"Miguel Angel Jimenez",NA,3,"YTDConsecutiveCuts",2009
59,59,"Martin Kaymer",NA,3,"YTDConsecutiveCuts",2009
59,59,"Soren Kjeldsen",NA,3,"YTDConsecutiveCuts",2009
59,59,"Jeff Klauk",NA,3,"YTDConsecutiveCuts",2009
59,59,"Thomas Levet",NA,3,"YTDConsecutiveCuts",2009
59,59,"Spencer Levin",NA,3,"YTDConsecutiveCuts",2009
59,59,"Sean OHair",NA,3,"YTDConsecutiveCuts",2009
59,59,"Geoff Ogilvy",NA,3,"YTDConsecutiveCuts",2009
59,59,"Jose Maria Olazabal",NA,3,"YTDConsecutiveCuts",2009
59,59,"Greg Owen",NA,3,"YTDConsecutiveCuts",2009
59,59,"Pat Perez",NA,3,"YTDConsecutiveCuts",2009
59,59,"Tom Pernice Jr",NA,3,"YTDConsecutiveCuts",2009
59,59,"Andres Romero",NA,3,"YTDConsecutiveCuts",2009
59,59,"Michael Sim",NA,3,"YTDConsecutiveCuts",2009
59,59,"Chris Stroud",NA,3,"YTDConsecutiveCuts",2009
59,59,"Garrett Willis",NA,3,"YTDConsecutiveCuts",2009
89,89,"Stephen Ames",NA,2,"YTDConsecutiveCuts",2009
89,89,"Ricky Barnes",NA,2,"YTDConsecutiveCuts",2009
89,89,"Michael Bradley",NA,2,"YTDConsecutiveCuts",2009
89,89,"Bart Bryant",NA,2,"YTDConsecutiveCuts",2009
89,89,"Jonathan Byrd",NA,2,"YTDConsecutiveCuts",2009
89,89,"Stewart Cink",NA,2,"YTDConsecutiveCuts",2009
89,89,"Brian Davis",NA,2,"YTDConsecutiveCuts",2009
89,89,"Ernie Els",NA,2,"YTDConsecutiveCuts",2009
89,89,"Tommy Gainey",NA,2,"YTDConsecutiveCuts",2009
89,89,"Mathias Gronberg",NA,2,"YTDConsecutiveCuts",2009
89,89,"Kent Jones",NA,2,"YTDConsecutiveCuts",2009
89,89,"Brendan Jones",NA,2,"YTDConsecutiveCuts",2009
89,89,"Robert Karlsson",NA,2,"YTDConsecutiveCuts",2009
89,89,"Skip Kendall",NA,2,"YTDConsecutiveCuts",2009
89,89,"James Kingston",NA,2,"YTDConsecutiveCuts",2009
89,89,"Danny Lee",NA,2,"YTDConsecutiveCuts",2009
89,89,"Peter Lonard",NA,2,"YTDConsecutiveCuts",2009
89,89,"Bill Lunde",NA,2,"YTDConsecutiveCuts",2009
89,89,"Ryan Moore",NA,2,"YTDConsecutiveCuts",2009
89,89,"Ryan Palmer",NA,2,"YTDConsecutiveCuts",2009
89,89,"Aron Price",NA,2,"YTDConsecutiveCuts",2009
89,89,"Brett Quigley",NA,2,"YTDConsecutiveCuts",2009
89,89,"Alvaro Quiros",NA,2,"YTDConsecutiveCuts",2009
89,89,"Chez Reavie",NA,2,"YTDConsecutiveCuts",2009
89,89,"Loren Roberts",NA,2,"YTDConsecutiveCuts",2009
89,89,"Charl Schwartzel",NA,2,"YTDConsecutiveCuts",2009
89,89,"Adam Scott",NA,2,"YTDConsecutiveCuts",2009
89,89,"Webb Simpson",NA,2,"YTDConsecutiveCuts",2009
89,89,"Nicholas Thompson",NA,2,"YTDConsecutiveCuts",2009
89,89,"Camilo Villegas",NA,2,"YTDConsecutiveCuts",2009
89,89,"Chris Wood",NA,2,"YTDConsecutiveCuts",2009
