"BallSpeed_RANKTHISWEEK_2016","BallSpeed_RANKLASTWEEK_2016","BallSpeed_PLAYERNAME_2016","BallSpeed_ROUNDS_2016","BallSpeed_AVG_2016","BallSpeed_TOTALBALLSPEED_2016","BallSpeed_TOTALATTEMPTS_2016","BallSpeed_FASTESTSPEED_2016","BallSpeed_SLOWESTSPEED_2016","stat_name","year"
52,52,"Robert Streb",51,172.22,7922.33,46,176.24,168.48,"BallSpeed",2016
53,54,"Patrick Reed",53,172.21,7232.98,42,177.59,167.01,"BallSpeed",2016
54,53,"Angel Cabrera",42,171.89,6016.22,35,176.49,164.65,"BallSpeed",2016
55,55,"DJ Trahan",23,171.55,1887.07,11,174.68,168.79,"BallSpeed",2016
56,56,"Scott Piercy",45,171.53,5488.85,32,175.23,164.67,"BallSpeed",2016
57,57,"Rhein Gibson",36,171.49,4630.22,27,174.87,166.67,"BallSpeed",2016
58,58,"Daniel Berger",52,171.4,7027.33,41,175.9,162.9,"BallSpeed",2016
59,59,"Jim Herman",55,171.27,7535.7,44,174.96,168.19,"BallSpeed",2016
60,60,"Lucas Glover",53,171.23,9760.13,57,175.84,164.71,"BallSpeed",2016
61,61,"Dawie van der Walt",48,171,5985.05,35,175.03,167.35,"BallSpeed",2016
62,65,"Kevin Chappell",49,170.94,5982.8,35,184.65,160.75,"BallSpeed",2016
63,62,"Byeong Hun An",23,170.76,2902.88,17,172.97,164.93,"BallSpeed",2016
64,63,"Russell Henley",42,170.56,7504.53,44,174.43,166.2,"BallSpeed",2016
65,64,"Louis Oosthuizen",25,170.41,3067.42,18,172.92,167.16,"BallSpeed",2016
66,65,"Andres Romero",22,170.35,2555.19,15,173.57,161.72,"BallSpeed",2016
67,67,"Will Wilcox",47,170.28,6811.32,40,174.64,166.46,"BallSpeed",2016
68,67,"Sean OHair",45,170.26,7321.37,43,174.66,165.68,"BallSpeed",2016
69,69,"John Senden",48,170.23,3404.56,20,174.93,164.41,"BallSpeed",2016
70,70,"Shane Lowry",35,169.97,4589.22,27,175.01,165.68,"BallSpeed",2016
71,71,"Bronson Burgoon",53,169.8,6282.53,37,174.81,165.21,"BallSpeed",2016
72,72,"Billy Horschel",45,169.44,7455.2,44,172.7,164.95,"BallSpeed",2016
73,73,"Bernd Wiesberger",23,169.43,3219.15,19,171.6,166.04,"BallSpeed",2016
74,74,"Hideki Matsuyama",40,169.42,5421.44,32,175.93,164.28,"BallSpeed",2016
75,75,"Brett Stegmaier",57,169.31,9481.61,56,174.71,162.87,"BallSpeed",2016
76,77,"Scott Stallings",46,169.16,7442.93,44,173.85,163.27,"BallSpeed",2016
77,76,"Patton Kizzire",57,168.96,8447.82,50,172.55,161.85,"BallSpeed",2016
78,78,"Jason Dufner",53,168.8,8102.46,48,173.37,160.8,"BallSpeed",2016
79,79,"Sung Kang",51,168.67,7759.04,46,174.21,160.79,"BallSpeed",2016
80,83,"Padraig Harrington",38,168.52,6235.1,37,176.42,162.54,"BallSpeed",2016
81,80,"Si Woo Kim",63,168.49,9435.27,56,173.44,162.73,"BallSpeed",2016
82,85,"Hunter Mahan",43,168.47,6738.81,40,173.12,162.51,"BallSpeed",2016
83,81,"Tyrone Van Aswegen",67,168.39,8756.42,52,172.58,161.77,"BallSpeed",2016
84,87,"James Hahn",45,168.35,6902.32,41,174.61,161.35,"BallSpeed",2016
85,84,"Jamie Donaldson",28,168.33,5049.92,30,171.2,163.61,"BallSpeed",2016
86,82,"Steve Marino",40,168.3,4544,27,172.47,163.86,"BallSpeed",2016
87,89,"Chesson Hadley",51,168.16,8408.2,50,171.55,163.39,"BallSpeed",2016
88,86,"Geoff Ogilvy",37,168.07,6050.68,36,172.87,159.06,"BallSpeed",2016
89,87,"Jordan Spieth",34,168.06,4201.43,25,171.26,163.89,"BallSpeed",2016
90,90,"Adam Hadwin",53,168.03,8737.64,52,172.81,160.73,"BallSpeed",2016
91,93,"Shawn Stefani",45,167.92,7052.58,42,174.44,162.6,"BallSpeed",2016
92,90,"Emiliano Grillo",47,167.82,6377.11,38,170.5,163.85,"BallSpeed",2016
93,92,"George McNeill",33,167.79,5369.29,32,171.75,163.53,"BallSpeed",2016
94,94,"Ben Martin",48,167.63,7543.23,45,171.15,162.34,"BallSpeed",2016
95,95,"Nick Taylor",57,167.56,7707.65,46,172,161.83,"BallSpeed",2016
96,98,"Anirban Lahiri",44,167.55,5529.26,33,172,160.22,"BallSpeed",2016
97,97,"Bill Haas",42,167.48,5526.95,33,171.68,162.42,"BallSpeed",2016
97,96,"Pat Perez",28,167.48,3014.61,18,169.83,162.54,"BallSpeed",2016
99,100,"Jason Gore",51,167.2,7356.79,44,172.26,161.47,"BallSpeed",2016
100,102,"Fabian Gomez",49,167.18,8526.12,51,171.13,159.24,"BallSpeed",2016
101,99,"Derek Fathauer",58,167.17,8859.79,53,171.36,162.9,"BallSpeed",2016
102,100,"Matthew Fitzpatrick",23,167.1,3007.84,18,172.38,160.19,"BallSpeed",2016
103,103,"Michael Thompson",46,167.02,5344.76,32,169.04,163.2,"BallSpeed",2016
104,108,"Rob Oppenheim",37,166.89,5173.55,31,171.4,161.58,"BallSpeed",2016
104,105,"Wes Roach",33,166.89,3671.5,22,171.11,161.18,"BallSpeed",2016
106,104,"Tom Hoge",47,166.8,6004.65,36,171.85,161.82,"BallSpeed",2016
107,106,"Brice Garnett",29,166.77,2668.26,16,169.09,160.89,"BallSpeed",2016
108,107,"Davis Love III",40,166.72,6168.67,37,171.61,160.05,"BallSpeed",2016
109,109,"Morgan Hoffmann",43,166.66,6999.74,42,171.64,159.56,"BallSpeed",2016
110,110,"Andy Sullivan",25,166.62,3832.31,23,170.88,163.46,"BallSpeed",2016
111,111,"Henrik Norlander",41,166.5,4995.02,30,172.17,162.48,"BallSpeed",2016
112,112,"Scott Brown",59,166.46,8656.13,52,173.48,161.1,"BallSpeed",2016
113,114,"Hiroshi Iwata",51,166.45,6990.76,42,175.1,159.72,"BallSpeed",2016
114,113,"Sam Saunders",40,166.39,4991.73,30,170.19,160.59,"BallSpeed",2016
115,115,"Matt Every",34,166.24,6483.28,39,173.39,160.39,"BallSpeed",2016
116,116,"Luke Guthrie",31,166.21,3656.64,22,176.15,163.6,"BallSpeed",2016
117,119,"Kyle Reifers",63,166.18,9472.23,57,171.25,158.29,"BallSpeed",2016
118,117,"Cameron Percy",22,166.14,2658.32,16,171.01,161.84,"BallSpeed",2016
119,118,"Miguel Angel Carballo",24,166.13,1827.38,11,169.96,160.86,"BallSpeed",2016
120,120,"Retief Goosen",37,166.12,7309.19,44,170.41,161.69,"BallSpeed",2016
121,121,"Chad Campbell",54,165.91,8461.48,51,171.07,161.89,"BallSpeed",2016
122,125,"Thomas Aiken",42,165.82,4145.6,25,170.95,158.86,"BallSpeed",2016
123,130,"Ernie Els",34,165.79,6134.37,37,171.18,161.45,"BallSpeed",2016
123,122,"Camilo Villegas",50,165.79,7957.97,48,170.39,160.97,"BallSpeed",2016
125,123,"Brandt Snedeker",47,165.75,5801.36,35,169.57,159.35,"BallSpeed",2016
126,125,"JJ Henry",44,165.66,6957.78,42,171.16,157.92,"BallSpeed",2016
127,129,"Brendon de Jonge",55,165.6,7782.98,47,169.52,162.5,"BallSpeed",2016
128,128,"Andrew Landry",24,165.59,1490.31,9,168.43,163.39,"BallSpeed",2016
129,140,"Erik Compton",45,165.57,6125.92,37,173.67,158.13,"BallSpeed",2016
130,124,"Mark Hubbard",73,165.53,11090.49,67,170.03,161.37,"BallSpeed",2016
131,132,"Boo Weekley",53,165.52,8110.48,49,170.24,158.07,"BallSpeed",2016
132,125,"Kyle Stanley",57,165.51,9765.22,59,171.96,158.14,"BallSpeed",2016
133,131,"Johnson Wagner",44,165.48,6122.59,37,169.44,160.64,"BallSpeed",2016
134,137,"Martin Piller",37,165.45,4467.23,27,170.5,159.75,"BallSpeed",2016
135,134,"William McGirt",54,165.44,7775.9,47,169.04,162.61,"BallSpeed",2016
136,133,"Whee Kim",54,165.39,7277.32,44,169.42,159.47,"BallSpeed",2016
137,135,"Jonas Blixt",46,165.17,7267.64,44,169.82,159.82,"BallSpeed",2016
138,136,"Freddie Jacobson",54,165.06,7592.8,46,170.45,160.65,"BallSpeed",2016
139,138,"Chris Stroud",52,165,7424.92,45,171.19,159.05,"BallSpeed",2016
140,139,"Tyler Aldridge",53,164.97,6928.78,42,170.22,158.95,"BallSpeed",2016
141,141,"Kevin Streelman",46,164.89,5441.46,33,168.31,161.71,"BallSpeed",2016
142,142,"Chris Kirk",51,164.79,7910.14,48,171.02,160.71,"BallSpeed",2016
143,144,"Kelly Kraft",35,164.78,3460.48,21,167.42,158.78,"BallSpeed",2016
144,143,"Daniel Summerhays",55,164.77,8403.11,51,170.72,158.95,"BallSpeed",2016
145,145,"Danny Lee",53,164.59,7241.97,44,169.69,159.3,"BallSpeed",2016
146,147,"Troy Merritt",41,164.39,5260.59,32,167.7,160.71,"BallSpeed",2016
147,153,"Roberto Castro",55,164.36,8382.21,51,169.12,152.81,"BallSpeed",2016
147,146,"Luke Donald",49,164.36,6410.15,39,167.7,158.21,"BallSpeed",2016
149,149,"Blayne Barber",44,164.35,7395.65,45,169.48,159.78,"BallSpeed",2016
150,147,"Cameron Smith",45,164.34,4601.47,28,170.96,155.43,"BallSpeed",2016
151,150,"Kevin Kisner",49,164.28,6406.87,39,167.49,160.44,"BallSpeed",2016
152,151,"Rory Sabbatini",40,164.27,3614,22,166.88,158.78,"BallSpeed",2016
153,152,"Graeme McDowell",33,164.2,5254.33,32,169.58,158.51,"BallSpeed",2016
154,154,"Webb Simpson",34,164.14,5252.43,32,168.03,159.34,"BallSpeed",2016
155,155,"Will Ma Kenzie",54,163.95,7705.77,47,167.38,159.29,"BallSpeed",2016
156,158,"Ian Poulter",37,163.75,4748.69,29,168.65,157.75,"BallSpeed",2016
157,157,"John Huh",51,163.72,7858.63,48,168.1,159.04,"BallSpeed",2016
158,156,"DA Points",32,163.71,3274.14,20,169.69,159.83,"BallSpeed",2016
159,159,"Russell Knox",48,163.62,6544.86,40,168,158.16,"BallSpeed",2016
160,159,"Michael Kim",62,163.59,9978.74,61,167.56,160.2,"BallSpeed",2016
161,163,"Francesco Molinari",36,163.56,6542.24,40,167.36,159.56,"BallSpeed",2016
162,162,"Steve Stricker",25,163.54,4252.16,26,167.84,159.79,"BallSpeed",2016
163,161,"Scott Langley",41,163.5,5068.63,31,167.45,159.17,"BallSpeed",2016
164,165,"Chad Collins",45,163.25,6530.05,40,167.14,155.94,"BallSpeed",2016
165,164,"Carl Pettersson",31,163.18,4895.45,30,171.86,158.63,"BallSpeed",2016
166,166,"Vijay Singh",42,163.13,7993.54,49,168.58,156.83,"BallSpeed",2016
167,167,"Jeff Overton",51,163.1,9296.88,57,168.84,156.67,"BallSpeed",2016
168,168,"David Lingmerth",54,162.92,7820,48,167.24,159.65,"BallSpeed",2016
169,169,"Cameron Tringale",47,162.91,7656.87,47,169.66,155.86,"BallSpeed",2016
170,170,"Kevin Na",52,162.62,6016.99,37,178.07,156.16,"BallSpeed",2016
171,171,"Bryce Molder",50,162.5,7962.3,49,166.91,157.34,"BallSpeed",2016
172,172,"Matt Kuchar",46,162.44,6660.19,41,167.52,157.66,"BallSpeed",2016
173,174,"Steve Wheatcroft",53,162.35,7955.23,49,168.46,156.52,"BallSpeed",2016
174,176,"Brian Harman",60,162.02,7776.88,48,166.36,157.42,"BallSpeed",2016
175,175,"Chez Reavie",56,162.01,8100.3,50,166.38,158.53,"BallSpeed",2016
176,177,"Spencer Levin",62,161.5,9205.38,57,165.69,156.27,"BallSpeed",2016
177,178,"Ken Duke",26,161.4,5003.41,31,167.4,154.73,"BallSpeed",2016
178,180,"Stuart Appleby",39,161.22,7093.8,44,165.27,157.05,"BallSpeed",2016
179,179,"Jason Bohn",37,161.08,3060.44,19,164.91,157.49,"BallSpeed",2016
180,181,"Vaughn Taylor",30,161.01,5635.24,35,164.46,153.27,"BallSpeed",2016
181,183,"Alex Cejka",47,160.81,5145.96,32,165.24,155.78,"BallSpeed",2016
182,182,"Ryan Moore",40,160.75,4983.29,31,165.03,156.79,"BallSpeed",2016
183,184,"Shane Bertsch",30,160.58,2729.86,17,164.62,156.25,"BallSpeed",2016
184,185,"Robert Allenby",35,160.48,4172.35,26,166.09,155.3,"BallSpeed",2016
185,186,"Peter Malnati",53,160.34,5291.21,33,166.78,153.53,"BallSpeed",2016
186,187,"David Hearn",55,160.31,8336.09,52,168.71,154.07,"BallSpeed",2016
187,188,"Billy Hurley III",22,160.06,2721.03,17,163.31,157.26,"BallSpeed",2016
188,189,"Zach Johnson",42,159.87,5915.09,37,163.18,155.04,"BallSpeed",2016
189,192,"Tim Wilkinson",40,159.78,3355.44,21,162.79,156.04,"BallSpeed",2016
190,190,"Justin Hicks",26,159.72,5270.7,33,162.83,153.91,"BallSpeed",2016
191,191,"Brian Stuard",24,159.43,3029.16,19,163.85,156.83,"BallSpeed",2016
192,193,"Ben Crane",48,159.15,7480.05,47,164.71,156.04,"BallSpeed",2016
193,194,"Lucas Lee",22,159.05,2862.86,18,163.1,153.05,"BallSpeed",2016
194,195,"Abraham Ancer",26,158.93,2542.85,16,162.99,155.17,"BallSpeed",2016
195,197,"KJ Choi",47,158.78,7621.25,48,164.26,153.07,"BallSpeed",2016
195,196,"DH Lee",35,158.78,3652.03,23,162.54,154.75,"BallSpeed",2016
197,198,"Dicky Pride",33,158.28,4115.25,26,162.36,153.64,"BallSpeed",2016
198,199,"Mark Wilson",42,157.38,6137.94,39,162.17,152.34,"BallSpeed",2016
199,200,"Brendon Todd",43,157.2,6445.02,41,161.18,152.01,"BallSpeed",2016
200,201,"Jerry Kelly",44,156.68,5170.46,33,161.76,150.73,"BallSpeed",2016
201,202,"Zac Blair",56,156.44,7978.47,51,161.18,152,"BallSpeed",2016
202,203,"Jon Curran",55,155.86,7793,50,165.72,151.21,"BallSpeed",2016
203,204,"Justin Leonard",28,155.47,4353.04,28,157.76,152.75,"BallSpeed",2016
204,205,"Colt Knost",56,154.84,8361.23,54,159.45,149.92,"BallSpeed",2016
205,206,"Brian Gay",22,153.91,2616.45,17,160.59,150.34,"BallSpeed",2016
206,207,"David Toms",38,152.22,6697.76,44,156.36,146.91,"BallSpeed",2016
207,208,"Darron Stiles",28,150.32,2705.69,18,154.96,145.69,"BallSpeed",2016
