"FirstTeeEarlyRound1ScoringAverage_RANKTHISWEEK_2008","FirstTeeEarlyRound1ScoringAverage_RANKLASTWEEK_2008","FirstTeeEarlyRound1ScoringAverage_PLAYERNAME_2008","FirstTeeEarlyRound1ScoringAverage__2008","FirstTeeEarlyRound1ScoringAverage_AVG_2008","FirstTeeEarlyRound1ScoringAverage_TOTALSTROKES_2008","FirstTeeEarlyRound1ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Steve Marino",NA,67.86,475,7,"FirstTeeEarlyRound1ScoringAverage",2008
2,2,"Tom Lehman",NA,68,272,4,"FirstTeeEarlyRound1ScoringAverage",2008
3,3,"John Mallinger",NA,68.43,479,7,"FirstTeeEarlyRound1ScoringAverage",2008
4,4,"Billy Andrade",NA,68.5,137,2,"FirstTeeEarlyRound1ScoringAverage",2008
5,5,"Patrick Sheehan",NA,68.55,754,11,"FirstTeeEarlyRound1ScoringAverage",2008
6,6,"Kevin Streelman",NA,68.57,480,7,"FirstTeeEarlyRound1ScoringAverage",2008
7,7,"Kenny Perry",NA,68.6,343,5,"FirstTeeEarlyRound1ScoringAverage",2008
7,7,"John Rollins",NA,68.6,343,5,"FirstTeeEarlyRound1ScoringAverage",2008
9,9,"Charles Warren",NA,68.8,344,5,"FirstTeeEarlyRound1ScoringAverage",2008
10,10,"Briny Baird",NA,69,621,9,"FirstTeeEarlyRound1ScoringAverage",2008
10,10,"Camilo Villegas",NA,69,276,4,"FirstTeeEarlyRound1ScoringAverage",2008
12,12,"Richard Johnson",NA,69.33,416,6,"FirstTeeEarlyRound1ScoringAverage",2008
13,13,"Kenneth Ferrie",NA,69.4,347,5,"FirstTeeEarlyRound1ScoringAverage",2008
13,13,"Jason Gore",NA,69.4,347,5,"FirstTeeEarlyRound1ScoringAverage",2008
15,15,"Sergio Garcia",NA,69.5,139,2,"FirstTeeEarlyRound1ScoringAverage",2008
16,16,"Brandt Snedeker",NA,69.57,487,7,"FirstTeeEarlyRound1ScoringAverage",2008
17,17,"Eric Axley",NA,69.6,696,10,"FirstTeeEarlyRound1ScoringAverage",2008
18,18,"Alejandro Canizares",NA,69.75,279,4,"FirstTeeEarlyRound1ScoringAverage",2008
18,18,"Ken Duke",NA,69.75,558,8,"FirstTeeEarlyRound1ScoringAverage",2008
20,20,"Corey Pavin",NA,69.78,628,9,"FirstTeeEarlyRound1ScoringAverage",2008
20,20,"Chez Reavie",NA,69.78,628,9,"FirstTeeEarlyRound1ScoringAverage",2008
22,22,"Woody Austin",NA,70,630,9,"FirstTeeEarlyRound1ScoringAverage",2008
22,22,"Jonathan Byrd",NA,70,630,9,"FirstTeeEarlyRound1ScoringAverage",2008
22,22,"KJ Choi",NA,70,280,4,"FirstTeeEarlyRound1ScoringAverage",2008
22,22,"Anthony Kim",NA,70,350,5,"FirstTeeEarlyRound1ScoringAverage",2008
22,22,"Brenden Pappas",NA,70,490,7,"FirstTeeEarlyRound1ScoringAverage",2008
22,22,"John Riegger",NA,70,630,9,"FirstTeeEarlyRound1ScoringAverage",2008
22,22,"Chris Riley",NA,70,280,4,"FirstTeeEarlyRound1ScoringAverage",2008
22,22,"Rory Sabbatini",NA,70,280,4,"FirstTeeEarlyRound1ScoringAverage",2008
22,22,"Adam Scott",NA,70,210,3,"FirstTeeEarlyRound1ScoringAverage",2008
22,22,"Steve Stricker",NA,70,210,3,"FirstTeeEarlyRound1ScoringAverage",2008
22,22,"Kevin Sutherland",NA,70,140,2,"FirstTeeEarlyRound1ScoringAverage",2008
22,22,"Bo Van Pelt",NA,70,630,9,"FirstTeeEarlyRound1ScoringAverage",2008
34,34,"JJ Henry",NA,70.1,701,10,"FirstTeeEarlyRound1ScoringAverage",2008
35,35,"YE Yang",NA,70.13,561,8,"FirstTeeEarlyRound1ScoringAverage",2008
