"LateRound1ScoringAverage_RANKTHISWEEK_2014","LateRound1ScoringAverage_RANKLASTWEEK_2014","LateRound1ScoringAverage_PLAYERNAME_2014","LateRound1ScoringAverage__2014","LateRound1ScoringAverage_AVG_2014","LateRound1ScoringAverage_TOTALSTROKES_2014","LateRound1ScoringAverage_TOTALROUNDS_2014","stat_name","year"
1,1,"Rory McIlroy",NA,66,396,6,"LateRound1ScoringAverage",2014
2,2,"Ryan Palmer",NA,68.33,820,12,"LateRound1ScoringAverage",2014
3,3,"Harris English",NA,69.31,901,13,"LateRound1ScoringAverage",2014
4,4,"Jordan Spieth",NA,69.36,763,11,"LateRound1ScoringAverage",2014
5,5,"Sergio Garcia",NA,69.4,694,10,"LateRound1ScoringAverage",2014
6,6,"Jim Herman",NA,69.42,833,12,"LateRound1ScoringAverage",2014
7,7,"Matt Kuchar",NA,69.46,903,13,"LateRound1ScoringAverage",2014
8,8,"Marc Leishman",NA,69.5,834,12,"LateRound1ScoringAverage",2014
9,9,"Zach Johnson",NA,69.57,974,14,"LateRound1ScoringAverage",2014
10,10,"Bill Haas",NA,69.6,1044,15,"LateRound1ScoringAverage",2014
10,10,"Boo Weekley",NA,69.6,696,10,"LateRound1ScoringAverage",2014
12,12,"Charl Schwartzel",NA,69.67,418,6,"LateRound1ScoringAverage",2014
13,13,"JB Holmes",NA,69.79,977,14,"LateRound1ScoringAverage",2014
14,14,"Hideki Matsuyama",NA,69.86,489,7,"LateRound1ScoringAverage",2014
15,15,"David Hearn",NA,69.87,1048,15,"LateRound1ScoringAverage",2014
16,16,"Brian Harman",NA,69.88,1118,16,"LateRound1ScoringAverage",2014
16,16,"Martin Kaymer",NA,69.88,559,8,"LateRound1ScoringAverage",2014
18,18,"Jason Kokrak",NA,69.9,699,10,"LateRound1ScoringAverage",2014
19,19,"William McGirt",NA,69.93,979,14,"LateRound1ScoringAverage",2014
20,20,"Charley Hoffman",NA,69.94,1119,16,"LateRound1ScoringAverage",2014
21,21,"Ricky Barnes",NA,70,840,12,"LateRound1ScoringAverage",2014
21,21,"Jhonattan Vegas",NA,70,770,11,"LateRound1ScoringAverage",2014
23,23,"Ben Martin",NA,70.06,1121,16,"LateRound1ScoringAverage",2014
24,24,"Bubba Watson",NA,70.07,981,14,"LateRound1ScoringAverage",2014
25,25,"Davis Love III",NA,70.09,771,11,"LateRound1ScoringAverage",2014
26,26,"Paul Casey",NA,70.13,561,8,"LateRound1ScoringAverage",2014
27,27,"Graeme McDowell",NA,70.14,491,7,"LateRound1ScoringAverage",2014
28,28,"Jerry Kelly",NA,70.15,912,13,"LateRound1ScoringAverage",2014
29,29,"Gary Woodland",NA,70.17,842,12,"LateRound1ScoringAverage",2014
30,30,"KJ Choi",NA,70.18,772,11,"LateRound1ScoringAverage",2014
31,31,"Wes Roach",NA,70.2,702,10,"LateRound1ScoringAverage",2014
32,32,"Heath Slocum",NA,70.27,773,11,"LateRound1ScoringAverage",2014
33,33,"Spencer Levin",NA,70.3,703,10,"LateRound1ScoringAverage",2014
33,33,"Carl Pettersson",NA,70.3,703,10,"LateRound1ScoringAverage",2014
35,35,"Chris Kirk",NA,70.31,914,13,"LateRound1ScoringAverage",2014
35,35,"Kevin Kisner",NA,70.31,914,13,"LateRound1ScoringAverage",2014
35,35,"Tyrone Van Aswegen",NA,70.31,914,13,"LateRound1ScoringAverage",2014
38,38,"Scott Langley",NA,70.33,844,12,"LateRound1ScoringAverage",2014
39,39,"Aaron Baddeley",NA,70.36,774,11,"LateRound1ScoringAverage",2014
39,39,"Matt Every",NA,70.36,774,11,"LateRound1ScoringAverage",2014
41,41,"Henrik Stenson",NA,70.38,563,8,"LateRound1ScoringAverage",2014
42,42,"Bo Van Pelt",NA,70.43,986,14,"LateRound1ScoringAverage",2014
43,43,"Pat Perez",NA,70.44,634,9,"LateRound1ScoringAverage",2014
43,43,"Will Wilcox",NA,70.44,634,9,"LateRound1ScoringAverage",2014
45,45,"Robert Streb",NA,70.45,775,11,"LateRound1ScoringAverage",2014
46,46,"Brian Stuard",NA,70.46,916,13,"LateRound1ScoringAverage",2014
47,47,"Chad Campbell",NA,70.5,564,8,"LateRound1ScoringAverage",2014
47,47,"Kevin Chappell",NA,70.5,846,12,"LateRound1ScoringAverage",2014
47,47,"Jim Furyk",NA,70.5,705,10,"LateRound1ScoringAverage",2014
47,47,"Luke Guthrie",NA,70.5,1128,16,"LateRound1ScoringAverage",2014
47,47,"Brooks Koepka",NA,70.5,564,8,"LateRound1ScoringAverage",2014
52,52,"Brendon Todd",NA,70.53,1199,17,"LateRound1ScoringAverage",2014
53,53,"Jason Bohn",NA,70.54,917,13,"LateRound1ScoringAverage",2014
54,54,"Ryan Moore",NA,70.55,776,11,"LateRound1ScoringAverage",2014
55,55,"Jason Dufner",NA,70.56,635,9,"LateRound1ScoringAverage",2014
55,55,"David Toms",NA,70.56,635,9,"LateRound1ScoringAverage",2014
57,57,"Tim Wilkinson",NA,70.57,988,14,"LateRound1ScoringAverage",2014
58,58,"Matt Jones",NA,70.6,706,10,"LateRound1ScoringAverage",2014
59,59,"Martin Flores",NA,70.62,918,13,"LateRound1ScoringAverage",2014
59,59,"Michael Putnam",NA,70.62,918,13,"LateRound1ScoringAverage",2014
59,59,"Jim Renner",NA,70.62,918,13,"LateRound1ScoringAverage",2014
62,62,"Lee Westwood",NA,70.63,565,8,"LateRound1ScoringAverage",2014
63,63,"Andrew Loupe",NA,70.64,777,11,"LateRound1ScoringAverage",2014
64,64,"Bud Cauley",NA,70.67,848,12,"LateRound1ScoringAverage",2014
64,64,"Jeff Maggert",NA,70.67,636,9,"LateRound1ScoringAverage",2014
66,66,"George McNeill",NA,70.7,707,10,"LateRound1ScoringAverage",2014
67,67,"Sangmoon Bae",NA,70.73,778,11,"LateRound1ScoringAverage",2014
67,67,"Ken Duke",NA,70.73,778,11,"LateRound1ScoringAverage",2014
67,67,"Brandt Snedeker",NA,70.73,778,11,"LateRound1ScoringAverage",2014
67,67,"Daniel Summerhays",NA,70.73,1061,15,"LateRound1ScoringAverage",2014
71,71,"Brian Davis",NA,70.77,920,13,"LateRound1ScoringAverage",2014
71,71,"Charles Howell III",NA,70.77,920,13,"LateRound1ScoringAverage",2014
71,71,"Chris Stroud",NA,70.77,920,13,"LateRound1ScoringAverage",2014
71,71,"Charlie Wi",NA,70.77,920,13,"LateRound1ScoringAverage",2014
75,75,"Shawn Stefani",NA,70.78,637,9,"LateRound1ScoringAverage",2014
75,75,"Camilo Villegas",NA,70.78,1274,18,"LateRound1ScoringAverage",2014
77,77,"Brice Garnett",NA,70.79,991,14,"LateRound1ScoringAverage",2014
77,77,"Seung Yul Noh",NA,70.79,991,14,"LateRound1ScoringAverage",2014
79,79,"Stewart Cink",NA,70.8,708,10,"LateRound1ScoringAverage",2014
79,79,"Justin Hicks",NA,70.8,1062,15,"LateRound1ScoringAverage",2014
79,79,"Justin Rose",NA,70.8,708,10,"LateRound1ScoringAverage",2014
82,82,"Vijay Singh",NA,70.85,921,13,"LateRound1ScoringAverage",2014
83,83,"Steven Bowditch",NA,70.86,992,14,"LateRound1ScoringAverage",2014
83,83,"John Merrick",NA,70.86,992,14,"LateRound1ScoringAverage",2014
85,85,"Adam Scott",NA,70.89,638,9,"LateRound1ScoringAverage",2014
