"SmashFactor_RANKTHISWEEK_2011","SmashFactor_RANKLASTWEEK_2011","SmashFactor_PLAYERNAME_2011","SmashFactor_ROUNDS_2011","SmashFactor_AVG_2011","SmashFactor_TOTALSMASHFACTOR_2011","SmashFactor_TOTALATTEMPTS_2011","SmashFactor_HIGHESTVALUE_2011","SmashFactor_LOWESTVALUE_2011","stat_name","year"
43,43,"Scott Piercy",78,1.483,77.104,52,1.485,1.435,"SmashFactor",2011
43,43,"DA Points",89,1.483,99.353,67,1.485,1.449,"SmashFactor",2011
43,43,"Alexandre Rocha",65,1.483,57.833,39,1.485,1.455,"SmashFactor",2011
43,43,"John Rollins",85,1.483,103.804,70,1.485,1.451,"SmashFactor",2011
43,43,"Paul Stankowski",78,1.483,84.514,57,1.485,1.455,"SmashFactor",2011
43,43,"Brendan Steele",89,1.483,105.309,71,1.485,1.457,"SmashFactor",2011
43,43,"Steve Stricker",70,1.483,83.042,56,1.485,1.455,"SmashFactor",2011
43,43,"Chris Stroud",88,1.483,108.247,73,1.485,1.455,"SmashFactor",2011
43,43,"Bo Van Pelt",92,1.483,99.391,67,1.485,1.437,"SmashFactor",2011
43,43,"Jimmy Walker",79,1.483,84.51,57,1.485,1.447,"SmashFactor",2011
43,43,"Nick Watney",80,1.483,94.91,64,1.485,1.461,"SmashFactor",2011
68,68,"Michael Bradley",74,1.482,80.038,54,1.485,1.449,"SmashFactor",2011
68,68,"Ernie Els",71,1.482,78.526,53,1.49,1.449,"SmashFactor",2011
68,68,"Jim Furyk",87,1.482,96.319,65,1.485,1.449,"SmashFactor",2011
68,68,"Tim Herron",85,1.482,96.355,65,1.485,1.457,"SmashFactor",2011
68,68,"Anthony Kim",72,1.482,88.896,60,1.485,1.457,"SmashFactor",2011
68,68,"Matt Kuchar",94,1.482,106.696,72,1.485,1.449,"SmashFactor",2011
68,68,"Steve Marino",76,1.482,96.36,65,1.49,1.449,"SmashFactor",2011
68,68,"William McGirt",103,1.482,125.935,85,1.485,1.427,"SmashFactor",2011
68,68,"Troy Merritt",63,1.482,69.633,47,1.485,1.451,"SmashFactor",2011
68,68,"Ryan Moore",79,1.482,85.936,58,1.485,1.449,"SmashFactor",2011
68,68,"Andres Romero",77,1.482,94.829,64,1.485,1.372,"SmashFactor",2011
68,68,"Rory Sabbatini",85,1.482,80.042,54,1.485,1.441,"SmashFactor",2011
68,68,"Josh Teater",104,1.482,100.808,68,1.485,1.449,"SmashFactor",2011
81,81,"Matt Bettencourt",84,1.481,102.205,69,1.485,1.455,"SmashFactor",2011
81,81,"Joseph Bramlett",73,1.481,74.054,50,1.485,1.445,"SmashFactor",2011
81,81,"Greg Chalmers",88,1.481,99.233,67,1.485,1.443,"SmashFactor",2011
81,81,"Rickie Fowler",84,1.481,96.263,65,1.485,1.453,"SmashFactor",2011
81,81,"Billy Horschel",75,1.481,84.437,57,1.485,1.449,"SmashFactor",2011
81,81,"Zach Johnson",79,1.481,99.239,67,1.485,1.449,"SmashFactor",2011
81,81,"Derek Lamely",65,1.481,66.659,45,1.485,1.431,"SmashFactor",2011
81,81,"Davis Love III",70,1.481,57.755,39,1.485,1.455,"SmashFactor",2011
81,81,"Bryce Molder",82,1.481,88.832,60,1.493,1.449,"SmashFactor",2011
81,81,"Jim Renner",65,1.481,71.092,48,1.485,1.449,"SmashFactor",2011
81,81,"Tag Ridings",87,1.481,90.361,61,1.485,1.453,"SmashFactor",2011
81,81,"Adam Scott",60,1.481,69.591,47,1.485,1.449,"SmashFactor",2011
81,81,"Webb Simpson",98,1.481,125.869,85,1.485,1.455,"SmashFactor",2011
81,81,"Vijay Singh",79,1.481,106.608,72,1.485,1.449,"SmashFactor",2011
81,81,"Kyle Stanley",98,1.481,103.686,70,1.485,1.459,"SmashFactor",2011
96,96,"Stuart Appleby",65,1.48,87.337,59,1.485,1.443,"SmashFactor",2011
96,96,"Aaron Baddeley",77,1.48,84.357,57,1.485,1.445,"SmashFactor",2011
96,96,"Jonathan Byrd",83,1.48,100.624,68,1.49,1.439,"SmashFactor",2011
96,96,"Chad Campbell",99,1.48,112.484,76,1.485,1.451,"SmashFactor",2011
96,96,"Stewart Cink",72,1.48,68.101,46,1.485,1.449,"SmashFactor",2011
96,96,"Michael Connell",76,1.48,100.652,68,1.485,1.449,"SmashFactor",2011
96,96,"Brian Gay",90,1.48,105.053,71,1.485,1.447,"SmashFactor",2011
96,96,"Retief Goosen",50,1.48,56.234,38,1.485,1.453,"SmashFactor",2011
96,96,"Charley Hoffman",93,1.48,109.492,74,1.485,1.445,"SmashFactor",2011
96,96,"Charles Howell III",108,1.48,124.334,84,1.485,1.441,"SmashFactor",2011
96,96,"Lee Janzen",62,1.48,62.174,42,1.485,1.451,"SmashFactor",2011
96,96,"Phil Mickelson",79,1.48,75.479,51,1.485,1.449,"SmashFactor",2011
96,96,"Sean OHair",71,1.48,66.599,45,1.485,1.449,"SmashFactor",2011
96,96,"Tim Petrovic",88,1.48,99.171,67,1.485,1.451,"SmashFactor",2011
110,110,"Blake Adams",116,1.479,116.843,79,1.485,1.451,"SmashFactor",2011
110,110,"Jason Day",76,1.479,69.503,47,1.485,1.429,"SmashFactor",2011
110,110,"Paul Goydos",81,1.479,94.651,64,1.5,1.449,"SmashFactor",2011
110,110,"Hunter Haas",96,1.479,112.427,76,1.485,1.447,"SmashFactor",2011
110,110,"Kevin Kisner",70,1.479,73.942,50,1.485,1.455,"SmashFactor",2011
110,110,"David Mathis",83,1.479,81.349,55,1.485,1.439,"SmashFactor",2011
110,110,"Geoff Ogilvy",69,1.479,76.896,52,1.485,1.453,"SmashFactor",2011
110,110,"Nate Smith",66,1.479,66.577,45,1.485,1.429,"SmashFactor",2011
110,110,"Bubba Watson",85,1.479,82.816,56,1.485,1.449,"SmashFactor",2011
119,119,"Cameron Beckman",71,1.478,85.747,58,1.5,1.449,"SmashFactor",2011
119,119,"Steve Flesch",88,1.478,90.147,61,1.485,1.415,"SmashFactor",2011
119,119,"Bill Haas",93,1.478,100.51,68,1.485,1.449,"SmashFactor",2011
119,119,"Robert Karlsson",61,1.478,60.583,41,1.485,1.433,"SmashFactor",2011
119,119,"Troy Matteson",91,1.478,106.425,72,1.485,1.451,"SmashFactor",2011
119,119,"Alex Prugh",82,1.478,90.159,61,1.485,1.449,"SmashFactor",2011
119,119,"Michael Putnam",67,1.478,68.002,46,1.485,1.451,"SmashFactor",2011
119,119,"Mark Wilson",89,1.478,110.861,75,1.485,1.437,"SmashFactor",2011
127,127,"Angel Cabrera",50,1.477,42.822,29,1.485,1.429,"SmashFactor",2011
127,127,"KJ Choi",77,1.477,88.602,60,1.485,1.435,"SmashFactor",2011
127,127,"Fabian Gomez",84,1.477,69.439,47,1.485,1.443,"SmashFactor",2011
127,127,"Scott Gutschewski",67,1.477,65,44,1.485,1.417,"SmashFactor",2011
127,127,"Dustin Johnson",72,1.477,69.431,47,1.485,1.441,"SmashFactor",2011
127,127,"Ben Martin",74,1.477,66.453,45,1.485,1.449,"SmashFactor",2011
127,127,"Shaun Micheel",77,1.477,78.291,53,1.485,1.401,"SmashFactor",2011
127,127,"Rod Pampling",72,1.477,69.441,47,1.485,1.455,"SmashFactor",2011
127,127,"Charl Schwartzel",58,1.477,51.703,35,1.485,1.437,"SmashFactor",2011
127,127,"Will Strickler",51,1.477,50.22,34,1.485,1.35,"SmashFactor",2011
127,127,"Jhonattan Vegas",84,1.477,94.532,64,1.485,1.443,"SmashFactor",2011
138,138,"Keegan Bradley",91,1.476,94.454,64,1.485,1.449,"SmashFactor",2011
138,138,"Brendon de Jonge",105,1.476,129.878,88,1.485,1.439,"SmashFactor",2011
140,140,"Bobby Gates",82,1.475,82.6,56,1.485,1.399,"SmashFactor",2011
140,140,"Billy Mayfair",94,1.475,116.552,79,1.5,1.437,"SmashFactor",2011
140,140,"Daniel Summerhays",75,1.475,82.584,56,1.485,1.399,"SmashFactor",2011
143,143,"Woody Austin",59,1.474,61.899,42,1.5,1.401,"SmashFactor",2011
143,143,"Joe Durant",71,1.474,75.175,51,1.485,1.437,"SmashFactor",2011
143,143,"Trevor Immelman",84,1.474,81.07,55,1.485,1.421,"SmashFactor",2011
143,143,"John Senden",94,1.474,116.468,79,1.49,1.385,"SmashFactor",2011
147,147,"Kent Jones",76,1.473,83.951,57,1.485,1.441,"SmashFactor",2011
147,147,"Graeme McDowell",50,1.473,54.483,37,1.485,1.419,"SmashFactor",2011
147,147,"Kevin Stadler",88,1.473,89.848,61,1.485,1.383,"SmashFactor",2011
147,147,"Kevin Streelman",90,1.473,91.344,62,1.485,1.449,"SmashFactor",2011
147,147,"Marc Turnesa",54,1.473,51.553,35,1.485,1.437,"SmashFactor",2011
152,152,"Stephen Ames",69,1.472,72.119,49,1.485,1.393,"SmashFactor",2011
152,152,"JJ Henry",96,1.472,110.415,75,1.485,1.427,"SmashFactor",2011
152,152,"Freddie Jacobson",92,1.472,95.71,65,1.493,1.445,"SmashFactor",2011
152,152,"Scott Stallings",84,1.472,98.653,67,1.485,1.377,"SmashFactor",2011
152,152,"Charlie Wi",83,1.472,98.633,67,1.485,1.405,"SmashFactor",2011
152,152,"YE Yang",63,1.472,61.816,42,1.485,1.397,"SmashFactor",2011
158,158,"Lucas Glover",74,1.471,83.852,57,1.485,1.421,"SmashFactor",2011
158,158,"Ryuji Imada",83,1.471,110.357,75,1.485,1.427,"SmashFactor",2011
160,160,"Kris Blanks",92,1.47,111.71,76,1.485,1.421,"SmashFactor",2011
160,160,"Steven Bowditch",86,1.47,95.545,65,1.485,1.425,"SmashFactor",2011
160,160,"Nathan Green",81,1.47,80.869,55,1.485,1.417,"SmashFactor",2011
160,160,"Gary Woodland",93,1.47,77.927,53,1.485,1.429,"SmashFactor",2011
164,164,"Chris DiMarco",93,1.469,107.232,73,1.485,1.445,"SmashFactor",2011
164,164,"James Driscoll",71,1.469,79.318,54,1.485,1.393,"SmashFactor",2011
164,164,"Richard Johnson",64,1.469,70.505,48,1.5,1.381,"SmashFactor",2011
164,164,"Zack Miller",86,1.469,77.843,53,1.485,1.393,"SmashFactor",2011
168,168,"Ben Curtis",66,1.468,83.663,57,1.485,1.399,"SmashFactor",2011
168,168,"DJ Trahan",91,1.468,110.093,75,1.485,1.441,"SmashFactor",2011
168,168,"Cameron Tringale",110,1.468,127.687,87,1.485,1.423,"SmashFactor",2011
168,168,"Boo Weekley",66,1.468,71.935,49,1.485,1.399,"SmashFactor",2011
172,172,"Briny Baird",60,1.467,58.68,40,1.485,1.437,"SmashFactor",2011
172,172,"Kevin Na",84,1.467,71.899,49,1.485,1.439,"SmashFactor",2011
172,172,"Johnson Wagner",81,1.467,102.684,70,1.485,1.441,"SmashFactor",2011
172,172,"Dean Wilson",62,1.467,73.344,50,1.485,1.431,"SmashFactor",2011
176,176,"Sergio Garcia",61,1.466,63.057,43,1.485,1.395,"SmashFactor",2011
176,176,"Bio Kim",71,1.466,70.36,48,1.485,1.431,"SmashFactor",2011
178,178,"Luke Donald",73,1.465,70.312,48,1.485,1.443,"SmashFactor",2011
178,178,"Tom Gillis",55,1.465,71.769,49,1.485,1.417,"SmashFactor",2011
178,178,"Jerry Kelly",85,1.465,98.129,67,1.485,1.415,"SmashFactor",2011
181,181,"Kevin Chappell",78,1.464,80.495,55,1.485,1.391,"SmashFactor",2011
182,182,"Ricky Barnes",78,1.463,83.372,57,1.485,1.377,"SmashFactor",2011
182,182,"Chris Couch",73,1.463,73.16,50,1.487,1.387,"SmashFactor",2011
184,184,"Scott McCarron",65,1.462,68.719,47,1.485,1.377,"SmashFactor",2011
185,185,"Justin Rose",79,1.454,93.036,64,1.485,1.375,"SmashFactor",2011
186,186,"Pat Perez",76,1.45,88.421,61,1.485,1.372,"SmashFactor",2011
