"LeftRoughTendency_RANKTHISWEEK_2009","LeftRoughTendency_RANKLASTWEEK_2009","LeftRoughTendency_PLAYERNAME_2009","LeftRoughTendency_ROUNDS_2009","LeftRoughTendency_Pct_2009","LeftRoughTendency_TOTALLEFTROUGH_2009","LeftRoughTendency_POSSIBLEFWYS_2009","LeftRoughTendency_RELATIVETOPAR_2009","stat_name","year"
40,40,"Brendon de Jonge",90,11.09,120,1082,0.14,"LeftRoughTendency",2009
41,41,"Ryan Moore",89,11.1,114,1027,0.08,"LeftRoughTendency",2009
42,42,"Todd Hamilton",83,11.16,98,878,0.2,"LeftRoughTendency",2009
42,42,"Hunter Mahan",94,11.16,117,1048,0.13,"LeftRoughTendency",2009
44,44,"Troy Matteson",95,11.19,134,1198,0.04,"LeftRoughTendency",2009
45,45,"Greg Chalmers",85,11.2,109,973,0.08,"LeftRoughTendency",2009
46,46,"Ben Crane",93,11.21,124,1106,0.07,"LeftRoughTendency",2009
47,47,"Aaron Baddeley",66,11.24,89,792,0.07,"LeftRoughTendency",2009
48,48,"Rory Sabbatini",81,11.29,104,921,0.07,"LeftRoughTendency",2009
49,49,"Tom Lehman",55,11.34,55,485,0.2,"LeftRoughTendency",2009
50,50,"Ian Poulter",59,11.41,67,587,0.16,"LeftRoughTendency",2009
51,51,"Jason Bohn",88,11.43,129,1129,0.1,"LeftRoughTendency",2009
52,52,"Jim Furyk",86,11.54,104,901,0.12,"LeftRoughTendency",2009
53,53,"Steve Lowery",83,11.57,123,1063,0.12,"LeftRoughTendency",2009
54,54,"Will Ma Kenzie",69,11.6,98,845,0.21,"LeftRoughTendency",2009
55,55,"Robert Garrigus",83,11.65,113,970,-0.02,"LeftRoughTendency",2009
56,56,"Ken Duke",87,11.69,114,975,0.1,"LeftRoughTendency",2009
57,57,"Chris Stroud",88,11.7,122,1043,0.07,"LeftRoughTendency",2009
58,58,"DA Points",99,11.84,141,1191,0.16,"LeftRoughTendency",2009
59,59,"Peter Lonard",86,11.93,126,1056,0.25,"LeftRoughTendency",2009
60,60,"Woody Austin",84,12.11,125,1032,0.12,"LeftRoughTendency",2009
60,60,"Kevin Streelman",97,12.11,145,1197,-0.06,"LeftRoughTendency",2009
62,62,"Boo Weekley",79,12.15,110,905,0.15,"LeftRoughTendency",2009
63,63,"Mike Weir",85,12.18,113,928,0.15,"LeftRoughTendency",2009
64,64,"Steve Marino",98,12.3,143,1163,-0.02,"LeftRoughTendency",2009
64,64,"Pat Perez",74,12.3,105,854,0.19,"LeftRoughTendency",2009
66,66,"Ted Purdy",101,12.31,151,1227,0.12,"LeftRoughTendency",2009
67,67,"Charles Howell III",99,12.32,140,1136,0,"LeftRoughTendency",2009
67,67,"Tim Petrovic",97,12.32,146,1185,0.12,"LeftRoughTendency",2009
69,69,"Glen Day",79,12.36,109,882,0.13,"LeftRoughTendency",2009
70,70,"George McNeill",82,12.37,129,1043,0.08,"LeftRoughTendency",2009
71,71,"DJ Trahan",96,12.41,138,1112,0.14,"LeftRoughTendency",2009
72,72,"Parker McLachlin",71,12.45,114,916,0.1,"LeftRoughTendency",2009
73,73,"John Mallinger",90,12.46,122,979,0.11,"LeftRoughTendency",2009
74,74,"Stephen Ames",77,12.48,98,785,0.1,"LeftRoughTendency",2009
75,75,"Chez Reavie",81,12.51,122,975,0.16,"LeftRoughTendency",2009
76,76,"Rick Price",54,12.52,71,567,0.27,"LeftRoughTendency",2009
76,76,"Casey Wittenberg",71,12.52,92,735,0.15,"LeftRoughTendency",2009
78,78,"Ryan Palmer",78,12.55,120,956,0.18,"LeftRoughTendency",2009
79,79,"Michael Allen",73,12.56,101,804,0.1,"LeftRoughTendency",2009
80,80,"Scott Piercy",85,12.62,130,1030,0,"LeftRoughTendency",2009
81,81,"Charlie Wi",92,12.63,137,1085,0.07,"LeftRoughTendency",2009
82,82,"John Rollins",92,12.65,138,1091,0.11,"LeftRoughTendency",2009
83,83,"Lucas Glover",93,12.66,138,1090,0.09,"LeftRoughTendency",2009
84,84,"Nick OHern",90,12.67,148,1168,0.16,"LeftRoughTendency",2009
85,85,"Justin Leonard",95,12.69,133,1048,0.07,"LeftRoughTendency",2009
85,85,"Marc Turnesa",77,12.69,125,985,0.21,"LeftRoughTendency",2009
87,87,"Jonathan Byrd",89,12.71,138,1086,0.03,"LeftRoughTendency",2009
87,87,"Bob Heintz",59,12.71,89,700,0.06,"LeftRoughTendency",2009
89,89,"Scott Sterling",51,12.73,70,550,0.1,"LeftRoughTendency",2009
90,90,"Camilo Villegas",76,12.74,99,777,0.07,"LeftRoughTendency",2009
91,91,"Rod Pampling",72,12.77,113,885,0.12,"LeftRoughTendency",2009
92,92,"Luke Donald",79,12.81,108,843,0.02,"LeftRoughTendency",2009
92,92,"Matt Kuchar",82,12.81,125,976,-0.08,"LeftRoughTendency",2009
92,92,"Brendon Todd",53,12.81,82,640,0.2,"LeftRoughTendency",2009
95,95,"Brian Davis",103,12.82,161,1256,0.09,"LeftRoughTendency",2009
96,96,"Jeff Quinney",78,12.87,126,979,0.33,"LeftRoughTendency",2009
97,97,"Patrick Sheehan",51,12.89,70,543,0.1,"LeftRoughTendency",2009
98,98,"Jarrod Lyle",65,12.92,89,689,0.02,"LeftRoughTendency",2009
99,99,"Brian Vranesh",51,12.96,77,594,0.05,"LeftRoughTendency",2009
100,100,"Geoff Ogilvy",78,12.97,104,802,-0.02,"LeftRoughTendency",2009
101,101,"Nicholas Thompson",96,12.98,155,1194,0.11,"LeftRoughTendency",2009
102,102,"Mark Calcavecchia",72,13,111,854,0.13,"LeftRoughTendency",2009
103,103,"Vaughn Taylor",88,13.02,142,1091,0.08,"LeftRoughTendency",2009
104,104,"Steve Elkington",70,13.03,111,852,0.15,"LeftRoughTendency",2009
105,105,"Kevin Stadler",65,13.14,97,738,0.09,"LeftRoughTendency",2009
106,106,"Rocco Mediate",79,13.25,121,913,0.02,"LeftRoughTendency",2009
107,107,"Rich Beem",77,13.3,106,797,0.03,"LeftRoughTendency",2009
108,108,"Jeff Maggert",79,13.37,134,1002,0.25,"LeftRoughTendency",2009
109,109,"Tom Pernice Jr",82,13.5,139,1030,0.04,"LeftRoughTendency",2009
110,110,"Ernie Els",70,13.56,102,752,0.1,"LeftRoughTendency",2009
111,111,"Matt Weibring",65,13.59,103,758,0.12,"LeftRoughTendency",2009
112,112,"Mathew Goggin",76,13.68,113,826,0.12,"LeftRoughTendency",2009
113,113,"Lee Janzen",74,13.74,115,837,0.18,"LeftRoughTendency",2009
114,114,"JJ Henry",97,13.78,159,1154,0.13,"LeftRoughTendency",2009
115,115,"Brian Bateman",55,13.79,91,660,0.12,"LeftRoughTendency",2009
116,116,"Vijay Singh",71,13.8,98,710,-0.02,"LeftRoughTendency",2009
117,117,"Freddie Jacobson",83,13.97,141,1009,0.09,"LeftRoughTendency",2009
118,118,"Matt Jones",56,13.98,84,601,0.02,"LeftRoughTendency",2009
119,119,"Charles Warren",63,14.11,103,730,0.18,"LeftRoughTendency",2009
120,120,"Stewart Cink",79,14.13,116,821,0.12,"LeftRoughTendency",2009
121,121,"Cliff Kresge",78,14.15,131,926,0.16,"LeftRoughTendency",2009
122,122,"Ben Curtis",63,14.16,93,657,-0.05,"LeftRoughTendency",2009
122,122,"Kenny Perry",92,14.16,144,1017,-0.03,"LeftRoughTendency",2009
124,124,"David Mathis",82,14.21,134,943,0.12,"LeftRoughTendency",2009
125,125,"Nathan Green",104,14.22,179,1259,0.01,"LeftRoughTendency",2009
126,126,"Tommy Armour III",58,14.25,102,716,0.11,"LeftRoughTendency",2009
127,127,"Derek Fathauer",63,14.29,99,693,0.11,"LeftRoughTendency",2009
127,127,"Johnson Wagner",81,14.29,146,1022,0.15,"LeftRoughTendency",2009
129,129,"Kevin Sutherland",96,14.31,144,1006,0.17,"LeftRoughTendency",2009
130,130,"Jason Gore",74,14.42,123,853,0.07,"LeftRoughTendency",2009
131,131,"Charley Hoffman",97,14.47,172,1189,-0.01,"LeftRoughTendency",2009
132,132,"Richard Johnson",85,14.49,149,1028,0.12,"LeftRoughTendency",2009
133,133,"Briny Baird",89,14.52,144,992,0.13,"LeftRoughTendency",2009
134,134,"KJ Choi",65,14.57,102,700,0.14,"LeftRoughTendency",2009
135,135,"Dean Wilson",81,14.58,140,960,0.21,"LeftRoughTendency",2009
136,136,"Jimmy Walker",74,14.62,125,855,0.06,"LeftRoughTendency",2009
137,137,"Steve Stricker",81,14.67,126,859,-0.1,"LeftRoughTendency",2009
138,138,"Spencer Levin",75,14.69,135,919,0.04,"LeftRoughTendency",2009
139,139,"Jason Day",61,14.73,100,679,0.11,"LeftRoughTendency",2009
140,140,"Tim Herron",87,14.76,163,1104,0.15,"LeftRoughTendency",2009
141,141,"Greg Kraft",51,14.79,84,568,0.23,"LeftRoughTendency",2009
142,142,"Matt Bettencourt",98,14.9,177,1188,0.16,"LeftRoughTendency",2009
143,143,"Stuart Appleby",79,14.98,133,888,0.14,"LeftRoughTendency",2009
143,143,"Dustin Johnson",85,14.98,130,868,-0.06,"LeftRoughTendency",2009
145,145,"John Senden",100,15.02,191,1272,0.1,"LeftRoughTendency",2009
146,146,"Harrison Frazar",93,15.06,173,1149,0.16,"LeftRoughTendency",2009
147,147,"Sergio Garcia",59,15.13,92,608,0.02,"LeftRoughTendency",2009
148,148,"Robert Allenby",71,15.19,118,777,-0.02,"LeftRoughTendency",2009
149,149,"Kevin Na",91,15.2,162,1066,0.12,"LeftRoughTendency",2009
150,150,"Michael Letzig",96,15.24,180,1181,0.16,"LeftRoughTendency",2009
151,151,"Ryuji Imada",85,15.26,145,950,0.14,"LeftRoughTendency",2009
152,152,"Anthony Kim",76,15.31,126,823,0,"LeftRoughTendency",2009
153,153,"Bill Haas",91,15.38,174,1131,0.05,"LeftRoughTendency",2009
153,153,"Davis Love III",89,15.38,164,1066,0.05,"LeftRoughTendency",2009
155,155,"Brett Quigley",92,15.55,158,1016,0.03,"LeftRoughTendency",2009
156,156,"Adam Scott",53,15.6,90,577,0.01,"LeftRoughTendency",2009
157,157,"Fred Couples",54,15.71,90,573,-0.06,"LeftRoughTendency",2009
158,158,"Brad Adamonis",70,15.73,131,833,0.15,"LeftRoughTendency",2009
159,159,"Tag Ridings",50,15.86,89,561,0.02,"LeftRoughTendency",2009
160,160,"Ricky Barnes",67,15.95,111,696,0.2,"LeftRoughTendency",2009
161,161,"YE Yang",83,15.96,154,965,0.03,"LeftRoughTendency",2009
162,162,"Cameron Beckman",87,15.98,166,1039,0.1,"LeftRoughTendency",2009
162,162,"Jerry Kelly",90,15.98,171,1070,0.04,"LeftRoughTendency",2009
164,164,"Sean OHair",80,16.17,131,810,-0.01,"LeftRoughTendency",2009
165,165,"Gary Woodland",53,16.29,80,491,0.21,"LeftRoughTendency",2009
166,166,"Retief Goosen",74,16.3,126,773,0.13,"LeftRoughTendency",2009
166,166,"Webb Simpson",94,16.3,193,1184,0,"LeftRoughTendency",2009
168,168,"Carl Pettersson",86,16.37,167,1020,0.12,"LeftRoughTendency",2009
169,169,"Daniel Chopra",89,16.64,190,1142,0.13,"LeftRoughTendency",2009
170,170,"Peter Tomasulo",61,16.67,105,630,0.12,"LeftRoughTendency",2009
171,171,"Brad Faxon",59,16.83,120,713,0.26,"LeftRoughTendency",2009
172,172,"Jeff Overton",92,16.91,177,1047,0.05,"LeftRoughTendency",2009
173,173,"Eric Axley",71,17.11,135,789,0.17,"LeftRoughTendency",2009
174,174,"Steve Flesch",77,17.13,148,864,0.09,"LeftRoughTendency",2009
175,175,"Joe Ogilvie",85,17.15,179,1044,-0.02,"LeftRoughTendency",2009
176,176,"Padraig Harrington",66,17.63,116,658,0.03,"LeftRoughTendency",2009
177,177,"Leif Olson",51,17.64,103,584,0.12,"LeftRoughTendency",2009
178,178,"Angel Cabrera",55,17.76,92,518,0.11,"LeftRoughTendency",2009
179,179,"Nick Watney",86,17.87,166,929,-0.01,"LeftRoughTendency",2009
180,180,"Phil Mickelson",66,18.13,118,651,0.09,"LeftRoughTendency",2009
181,181,"Andres Romero",58,18.23,107,587,-0.03,"LeftRoughTendency",2009
182,182,"Bubba Watson",73,19.02,147,773,0.05,"LeftRoughTendency",2009
183,183,"David Duval",56,19.69,116,589,0.19,"LeftRoughTendency",2009
184,184,"JB Holmes",74,22.98,188,818,0.07,"LeftRoughTendency",2009
