"GIRPercentagefromFairway_RANKTHISWEEK_2009","GIRPercentagefromFairway_RANKLASTWEEK_2009","GIRPercentagefromFairway_PLAYERNAME_2009","GIRPercentagefromFairway_ROUNDS_2009","GIRPercentagefromFairway_Pct_2009","GIRPercentagefromFairway_GREENSHIT_2009","GIRPercentagefromFairway_OFHOLES_2009","stat_name","year"
32,NA,"Will Ma Kenzie",69,77.71,495,637,"GIRPercentagefromFairway",2009
33,NA,"Steve Marino",98,77.64,646,832,"GIRPercentagefromFairway",2009
34,NA,"Scott Sterling",51,77.63,295,380,"GIRPercentagefromFairway",2009
35,NA,"Steve Flesch",77,77.56,522,673,"GIRPercentagefromFairway",2009
36,NA,"Troy Matteson",95,77.37,588,760,"GIRPercentagefromFairway",2009
37,NA,"Jay Williamson",69,77.33,457,591,"GIRPercentagefromFairway",2009
38,NA,"Stuart Appleby",79,77.29,497,643,"GIRPercentagefromFairway",2009
39,NA,"Ernie Els",70,77.08,464,602,"GIRPercentagefromFairway",2009
40,NA,"Heath Slocum",95,77.03,701,910,"GIRPercentagefromFairway",2009
41,NA,"Zach Johnson",94,77.01,710,922,"GIRPercentagefromFairway",2009
42,NA,"Mark Wilson",99,76.97,702,912,"GIRPercentagefromFairway",2009
43,NA,"Camilo Villegas",76,76.95,484,629,"GIRPercentagefromFairway",2009
44,NA,"Bryce Molder",69,76.91,433,563,"GIRPercentagefromFairway",2009
45,NA,"Brett Quigley",92,76.86,528,687,"GIRPercentagefromFairway",2009
46,NA,"David Toms",98,76.85,737,959,"GIRPercentagefromFairway",2009
47,NA,"Dustin Johnson",85,76.84,501,652,"GIRPercentagefromFairway",2009
48,NA,"Matt Weibring",65,76.78,410,534,"GIRPercentagefromFairway",2009
48,NA,"Charlie Wi",92,76.78,658,857,"GIRPercentagefromFairway",2009
50,NA,"Boo Weekley",79,76.66,565,737,"GIRPercentagefromFairway",2009
51,NA,"Bo Van Pelt",100,76.61,642,838,"GIRPercentagefromFairway",2009
52,NA,"Briny Baird",89,76.6,609,795,"GIRPercentagefromFairway",2009
53,NA,"Steve Elkington",70,76.54,509,665,"GIRPercentagefromFairway",2009
54,NA,"Hunter Mahan",94,76.52,642,839,"GIRPercentagefromFairway",2009
54,NA,"Phil Mickelson",66,76.52,352,460,"GIRPercentagefromFairway",2009
54,NA,"Sean OHair",80,76.52,502,656,"GIRPercentagefromFairway",2009
57,NA,"Martin Laird",72,76.5,472,617,"GIRPercentagefromFairway",2009
57,NA,"Casey Wittenberg",71,76.5,433,566,"GIRPercentagefromFairway",2009
59,NA,"Bubba Watson",73,76.48,413,540,"GIRPercentagefromFairway",2009
60,NA,"Jeff Maggert",79,76.4,573,750,"GIRPercentagefromFairway",2009
61,NA,"Kevin Streelman",97,76.39,605,792,"GIRPercentagefromFairway",2009
62,NA,"Jason Dufner",90,76.37,614,804,"GIRPercentagefromFairway",2009
63,NA,"KJ Choi",65,76.28,463,607,"GIRPercentagefromFairway",2009
64,NA,"Bob Heintz",59,76.24,385,505,"GIRPercentagefromFairway",2009
64,NA,"Johnson Wagner",81,76.24,555,728,"GIRPercentagefromFairway",2009
66,NA,"Kenny Perry",92,76.2,650,853,"GIRPercentagefromFairway",2009
67,NA,"Aron Price",89,76.18,547,718,"GIRPercentagefromFairway",2009
68,NA,"Tim Herron",87,76.14,536,704,"GIRPercentagefromFairway",2009
68,NA,"Spencer Levin",75,76.14,466,612,"GIRPercentagefromFairway",2009
70,NA,"Kevin Stadler",65,76.11,376,494,"GIRPercentagefromFairway",2009
71,NA,"Jeff Overton",92,76.1,503,661,"GIRPercentagefromFairway",2009
72,NA,"Sergio Garcia",59,76.03,368,484,"GIRPercentagefromFairway",2009
73,NA,"Nick OHern",90,75.91,627,826,"GIRPercentagefromFairway",2009
74,NA,"Lucas Glover",93,75.88,645,850,"GIRPercentagefromFairway",2009
74,NA,"John Merrick",91,75.88,541,713,"GIRPercentagefromFairway",2009
76,NA,"Nicholas Thompson",96,75.87,635,837,"GIRPercentagefromFairway",2009
77,NA,"Mark Calcavecchia",72,75.86,465,613,"GIRPercentagefromFairway",2009
78,NA,"Matt Jones",56,75.84,292,385,"GIRPercentagefromFairway",2009
79,NA,"Cameron Beckman",87,75.8,545,719,"GIRPercentagefromFairway",2009
80,NA,"Bill Haas",91,75.79,576,760,"GIRPercentagefromFairway",2009
81,NA,"Dean Wilson",81,75.76,522,689,"GIRPercentagefromFairway",2009
82,NA,"Ryan Palmer",78,75.75,506,668,"GIRPercentagefromFairway",2009
83,NA,"Jimmy Walker",74,75.74,384,507,"GIRPercentagefromFairway",2009
84,NA,"Rocco Mediate",79,75.67,507,670,"GIRPercentagefromFairway",2009
84,NA,"Rod Pampling",72,75.67,479,633,"GIRPercentagefromFairway",2009
86,NA,"YE Yang",83,75.6,505,668,"GIRPercentagefromFairway",2009
87,NA,"David Duval",56,75.57,300,397,"GIRPercentagefromFairway",2009
88,NA,"Bob Estes",78,75.51,558,739,"GIRPercentagefromFairway",2009
89,NA,"JB Holmes",74,75.5,376,498,"GIRPercentagefromFairway",2009
90,NA,"Brian Bateman",55,75.46,326,432,"GIRPercentagefromFairway",2009
91,NA,"Steve Lowery",83,75.43,571,757,"GIRPercentagefromFairway",2009
92,NA,"Ryan Moore",89,75.35,584,775,"GIRPercentagefromFairway",2009
93,NA,"Luke Donald",79,75.34,501,665,"GIRPercentagefromFairway",2009
94,NA,"Michael Allen",73,75.3,494,656,"GIRPercentagefromFairway",2009
95,NA,"Kent Jones",73,75.28,472,627,"GIRPercentagefromFairway",2009
95,NA,"DA Points",99,75.28,667,886,"GIRPercentagefromFairway",2009
97,NA,"Darron Stiles",52,75.26,359,477,"GIRPercentagefromFairway",2009
98,NA,"George McNeill",82,75.22,507,674,"GIRPercentagefromFairway",2009
99,NA,"Kevin Na",91,75.07,575,766,"GIRPercentagefromFairway",2009
100,NA,"Jarrod Lyle",65,75.05,367,489,"GIRPercentagefromFairway",2009
101,NA,"Michael Letzig",96,75.03,580,773,"GIRPercentagefromFairway",2009
102,NA,"Mathew Goggin",76,75,510,680,"GIRPercentagefromFairway",2009
103,NA,"Jeff Klauk",97,74.97,704,939,"GIRPercentagefromFairway",2009
104,NA,"Vijay Singh",71,74.92,442,590,"GIRPercentagefromFairway",2009
105,NA,"Robert Allenby",71,74.85,491,656,"GIRPercentagefromFairway",2009
106,NA,"Adam Scott",53,74.83,321,429,"GIRPercentagefromFairway",2009
106,NA,"Steve Stricker",81,74.83,550,735,"GIRPercentagefromFairway",2009
108,NA,"Geoff Ogilvy",78,74.79,442,591,"GIRPercentagefromFairway",2009
109,NA,"Tim Clark",81,74.78,602,805,"GIRPercentagefromFairway",2009
110,NA,"Matt Bettencourt",98,74.72,597,799,"GIRPercentagefromFairway",2009
111,NA,"Carl Pettersson",86,74.64,518,694,"GIRPercentagefromFairway",2009
111,NA,"Ted Purdy",101,74.64,621,832,"GIRPercentagefromFairway",2009
111,NA,"Andres Romero",58,74.64,309,414,"GIRPercentagefromFairway",2009
114,NA,"James Nitties",86,74.62,535,717,"GIRPercentagefromFairway",2009
115,NA,"Glen Day",79,74.6,514,689,"GIRPercentagefromFairway",2009
115,NA,"Tim Petrovic",97,74.6,658,882,"GIRPercentagefromFairway",2009
117,NA,"Chris DiMarco",97,74.57,645,865,"GIRPercentagefromFairway",2009
118,NA,"Greg Chalmers",85,74.49,508,682,"GIRPercentagefromFairway",2009
118,NA,"Scott Verplank",88,74.49,625,839,"GIRPercentagefromFairway",2009
120,NA,"Jim Furyk",86,74.44,600,806,"GIRPercentagefromFairway",2009
121,NA,"Retief Goosen",74,74.42,451,606,"GIRPercentagefromFairway",2009
122,NA,"Brad Adamonis",70,74.4,401,539,"GIRPercentagefromFairway",2009
122,NA,"Brian Davis",103,74.4,686,922,"GIRPercentagefromFairway",2009
124,NA,"Mike Weir",85,74.39,552,742,"GIRPercentagefromFairway",2009
125,NA,"Anthony Kim",76,74.37,415,558,"GIRPercentagefromFairway",2009
126,NA,"Kris Blanks",60,74.35,371,499,"GIRPercentagefromFairway",2009
127,NA,"Ben Crane",93,74.26,652,878,"GIRPercentagefromFairway",2009
127,NA,"John Rollins",92,74.26,600,808,"GIRPercentagefromFairway",2009
129,NA,"Padraig Harrington",66,74.25,372,501,"GIRPercentagefromFairway",2009
130,NA,"Justin Rose",71,74.17,471,635,"GIRPercentagefromFairway",2009
131,NA,"Chez Reavie",81,74.14,562,758,"GIRPercentagefromFairway",2009
132,NA,"Ken Duke",87,74.11,561,757,"GIRPercentagefromFairway",2009
132,NA,"Todd Hamilton",83,74.11,541,730,"GIRPercentagefromFairway",2009
134,NA,"Billy Mayfair",83,74.07,600,810,"GIRPercentagefromFairway",2009
135,NA,"Jason Gore",74,74.02,470,635,"GIRPercentagefromFairway",2009
136,NA,"Patrick Sheehan",51,74,313,423,"GIRPercentagefromFairway",2009
137,NA,"Colt Knost",71,73.98,452,611,"GIRPercentagefromFairway",2009
138,NA,"Vaughn Taylor",88,73.97,577,780,"GIRPercentagefromFairway",2009
139,NA,"Tommy Armour III",58,73.96,409,553,"GIRPercentagefromFairway",2009
139,NA,"Nathan Green",104,73.96,625,845,"GIRPercentagefromFairway",2009
141,NA,"Derek Fathauer",63,73.94,332,449,"GIRPercentagefromFairway",2009
142,NA,"Pat Perez",74,73.89,467,632,"GIRPercentagefromFairway",2009
143,NA,"Jeff Quinney",78,73.88,543,735,"GIRPercentagefromFairway",2009
144,NA,"Angel Cabrera",55,73.78,287,389,"GIRPercentagefromFairway",2009
145,NA,"Ben Curtis",63,73.67,414,562,"GIRPercentagefromFairway",2009
146,NA,"David Mathis",82,73.56,484,658,"GIRPercentagefromFairway",2009
146,NA,"Rick Price",54,73.56,331,450,"GIRPercentagefromFairway",2009
148,NA,"Woody Austin",84,73.46,548,746,"GIRPercentagefromFairway",2009
149,NA,"John Mallinger",90,73.45,603,821,"GIRPercentagefromFairway",2009
150,NA,"Matt Kuchar",82,73.44,553,753,"GIRPercentagefromFairway",2009
151,NA,"Alex Cejka",82,73.43,550,749,"GIRPercentagefromFairway",2009
152,NA,"Richard Johnson",85,73.42,591,805,"GIRPercentagefromFairway",2009
153,NA,"Joe Ogilvie",85,73.41,486,662,"GIRPercentagefromFairway",2009
154,NA,"Peter Lonard",86,73.39,557,759,"GIRPercentagefromFairway",2009
155,NA,"Jerry Kelly",90,73.38,543,740,"GIRPercentagefromFairway",2009
156,NA,"Peter Tomasulo",61,73.36,358,488,"GIRPercentagefromFairway",2009
157,NA,"Brendon Todd",53,73.24,323,441,"GIRPercentagefromFairway",2009
158,NA,"Brandt Snedeker",81,73.14,550,752,"GIRPercentagefromFairway",2009
159,NA,"Cliff Kresge",78,73.09,478,654,"GIRPercentagefromFairway",2009
160,NA,"Stewart Cink",79,73.04,439,601,"GIRPercentagefromFairway",2009
161,NA,"Scott McCarron",91,72.98,678,929,"GIRPercentagefromFairway",2009
162,NA,"Lee Janzen",74,72.84,429,589,"GIRPercentagefromFairway",2009
163,NA,"Ryuji Imada",85,72.68,532,732,"GIRPercentagefromFairway",2009
164,NA,"Webb Simpson",94,72.6,567,781,"GIRPercentagefromFairway",2009
165,NA,"Chris Riley",77,72.56,513,707,"GIRPercentagefromFairway",2009
166,NA,"Tom Pernice Jr",82,72.37,529,731,"GIRPercentagefromFairway",2009
167,NA,"Brian Vranesh",51,72.36,301,416,"GIRPercentagefromFairway",2009
168,NA,"Kirk Triplett",60,72.26,435,602,"GIRPercentagefromFairway",2009
169,NA,"Brian Gay",96,72.23,671,929,"GIRPercentagefromFairway",2009
170,NA,"Freddie Jacobson",83,72.22,481,666,"GIRPercentagefromFairway",2009
171,NA,"Daniel Chopra",89,72.07,516,716,"GIRPercentagefromFairway",2009
172,NA,"Aaron Baddeley",66,71.98,370,514,"GIRPercentagefromFairway",2009
173,NA,"Jason Day",61,71.91,320,445,"GIRPercentagefromFairway",2009
174,NA,"Leif Olson",51,71.9,261,363,"GIRPercentagefromFairway",2009
175,NA,"Greg Kraft",51,71.84,301,419,"GIRPercentagefromFairway",2009
176,NA,"Marc Turnesa",77,71.45,508,711,"GIRPercentagefromFairway",2009
177,NA,"Parker McLachlin",71,71.38,384,538,"GIRPercentagefromFairway",2009
178,NA,"Bart Bryant",58,71.11,384,540,"GIRPercentagefromFairway",2009
179,NA,"Eric Axley",71,71.1,337,474,"GIRPercentagefromFairway",2009
180,NA,"Corey Pavin",73,70.94,454,640,"GIRPercentagefromFairway",2009
181,NA,"Paul Goydos",79,70.89,526,742,"GIRPercentagefromFairway",2009
182,NA,"Ian Poulter",59,70.84,362,511,"GIRPercentagefromFairway",2009
183,NA,"Mark Brooks",55,70.35,325,462,"GIRPercentagefromFairway",2009
184,NA,"Brad Faxon",59,66.18,319,482,"GIRPercentagefromFairway",2009
