"Scrambling2030ydsRTPScore_RANKTHISWEEK_2010","Scrambling2030ydsRTPScore_RANKLASTWEEK_2010","Scrambling2030ydsRTPScore_PLAYERNAME_2010","Scrambling2030ydsRTPScore_ROUNDS_2010","Scrambling2030ydsRTPScore_AVGRTP_2010","Scrambling2030ydsRTPScore_TOTALHOLES_2010","Scrambling2030ydsRTPScore_TOTALRTP_2010","stat_name","year"
1,1,"Padraig Harrington",57,0.288,52,15,"Scrambling2030ydsRTPScore",2010
2,2,"Ian Poulter",55,0.302,43,13,"Scrambling2030ydsRTPScore",2010
3,3,"Chad Collins",87,0.352,88,31,"Scrambling2030ydsRTPScore",2010
3,3,"Jason Day",82,0.352,88,31,"Scrambling2030ydsRTPScore",2010
5,5,"Dean Wilson",54,0.353,51,18,"Scrambling2030ydsRTPScore",2010
6,6,"Heath Slocum",97,0.362,69,25,"Scrambling2030ydsRTPScore",2010
7,7,"Charlie Wi",95,0.367,98,36,"Scrambling2030ydsRTPScore",2010
8,8,"Matt Kuchar",97,0.372,78,29,"Scrambling2030ydsRTPScore",2010
9,9,"Freddie Jacobson",83,0.375,80,30,"Scrambling2030ydsRTPScore",2010
10,10,"Brian Stuard",81,0.377,69,26,"Scrambling2030ydsRTPScore",2010
11,11,"Bob Estes",79,0.385,78,30,"Scrambling2030ydsRTPScore",2010
12,12,"Mike Weir",59,0.386,57,22,"Scrambling2030ydsRTPScore",2010
13,13,"Paul Casey",64,0.389,36,14,"Scrambling2030ydsRTPScore",2010
13,13,"Brian Gay",101,0.389,95,37,"Scrambling2030ydsRTPScore",2010
15,15,"Jim Furyk",76,0.391,64,25,"Scrambling2030ydsRTPScore",2010
16,16,"Ryuji Imada",90,0.393,122,48,"Scrambling2030ydsRTPScore",2010
17,17,"Michael Connell",89,0.395,81,32,"Scrambling2030ydsRTPScore",2010
18,18,"Chris Riley",73,0.397,78,31,"Scrambling2030ydsRTPScore",2010
19,19,"Chris DiMarco",88,0.398,83,33,"Scrambling2030ydsRTPScore",2010
