"Par3ScoringAverage_RANKTHISWEEK_2011","Par3ScoringAverage_RANKLASTWEEK_2011","Par3ScoringAverage_PLAYERNAME_2011","Par3ScoringAverage_ROUNDS_2011","Par3ScoringAverage_AVG_2011","Par3ScoringAverage_TOTALSTROKES_2011","Par3ScoringAverage_TOTALHOLES_2011","stat_name","year"
1,1,"Jason Day",76,2.93,855,292,"Par3ScoringAverage",2011
2,2,"Luke Donald",73,2.97,797,268,"Par3ScoringAverage",2011
3,3,"Jim Furyk",87,2.98,1029,345,"Par3ScoringAverage",2011
3,3,"David Toms",78,2.98,950,319,"Par3ScoringAverage",2011
5,5,"Robert Allenby",84,3,997,332,"Par3ScoringAverage",2011
5,5,"Michael Thompson",79,3,951,317,"Par3ScoringAverage",2011
5,5,"Nick Watney",80,3,939,313,"Par3ScoringAverage",2011
8,8,"Briny Baird",60,3.01,725,241,"Par3ScoringAverage",2011
8,8,"Michael Bradley",74,3.01,906,301,"Par3ScoringAverage",2011
8,8,"Brian Gay",90,3.01,1105,367,"Par3ScoringAverage",2011
8,8,"Kevin Na",84,3.01,1034,343,"Par3ScoringAverage",2011
8,8,"Gary Woodland",93,3.01,1142,379,"Par3ScoringAverage",2011
13,13,"DJ Brigman",67,3.02,812,269,"Par3ScoringAverage",2011
13,13,"Jerry Kelly",85,3.02,1039,344,"Par3ScoringAverage",2011
13,13,"Martin Laird",77,3.02,936,310,"Par3ScoringAverage",2011
13,13,"Matt McQuillan",59,3.02,719,238,"Par3ScoringAverage",2011
13,13,"Ian Poulter",52,3.02,603,200,"Par3ScoringAverage",2011
13,13,"Chris Riley",76,3.02,933,309,"Par3ScoringAverage",2011
13,13,"Webb Simpson",98,3.02,1200,398,"Par3ScoringAverage",2011
13,13,"Heath Slocum",89,3.02,1062,352,"Par3ScoringAverage",2011
13,13,"Mark Wilson",89,3.02,1073,355,"Par3ScoringAverage",2011
22,22,"Shane Bertsch",62,3.03,755,249,"Par3ScoringAverage",2011
22,22,"Jason Bohn",74,3.03,885,292,"Par3ScoringAverage",2011
22,22,"Charles Howell III",108,3.03,1323,436,"Par3ScoringAverage",2011
22,22,"Freddie Jacobson",92,3.03,1120,370,"Par3ScoringAverage",2011
22,22,"Brandt Jobe",100,3.03,1226,405,"Par3ScoringAverage",2011
22,22,"Richard Johnson",64,3.03,783,258,"Par3ScoringAverage",2011
22,22,"Bryce Molder",82,3.03,1010,333,"Par3ScoringAverage",2011
22,22,"Aron Price",58,3.03,706,233,"Par3ScoringAverage",2011
22,22,"Michael Putnam",67,3.03,821,271,"Par3ScoringAverage",2011
22,22,"Chez Reavie",92,3.03,1134,374,"Par3ScoringAverage",2011
22,22,"Alexandre Rocha",65,3.03,792,261,"Par3ScoringAverage",2011
22,22,"John Senden",94,3.03,1153,381,"Par3ScoringAverage",2011
22,22,"Steve Stricker",70,3.03,823,272,"Par3ScoringAverage",2011
22,22,"Jimmy Walker",79,3.03,965,319,"Par3ScoringAverage",2011
22,22,"YE Yang",63,3.03,715,236,"Par3ScoringAverage",2011
37,37,"Chad Campbell",99,3.04,1221,402,"Par3ScoringAverage",2011
37,37,"KJ Choi",77,3.04,920,303,"Par3ScoringAverage",2011
37,37,"Tommy Gainey",104,3.04,1283,422,"Par3ScoringAverage",2011
37,37,"Scott Gutschewski",67,3.04,817,269,"Par3ScoringAverage",2011
37,37,"Trevor Immelman",84,3.04,1038,341,"Par3ScoringAverage",2011
37,37,"Zach Johnson",79,3.04,950,312,"Par3ScoringAverage",2011
37,37,"Chris Kirk",87,3.04,1073,353,"Par3ScoringAverage",2011
37,37,"Colt Knost",80,3.04,982,323,"Par3ScoringAverage",2011
37,37,"Matt Kuchar",94,3.04,1063,350,"Par3ScoringAverage",2011
37,37,"Spencer Levin",113,3.04,1394,459,"Par3ScoringAverage",2011
37,37,"Hunter Mahan",92,3.04,1074,353,"Par3ScoringAverage",2011
37,37,"Shaun Micheel",77,3.04,954,314,"Par3ScoringAverage",2011
37,37,"Ryan Moore",79,3.04,925,304,"Par3ScoringAverage",2011
37,37,"Scott Piercy",78,3.04,951,313,"Par3ScoringAverage",2011
37,37,"Charl Schwartzel",58,3.04,682,224,"Par3ScoringAverage",2011
37,37,"Scott Stallings",84,3.04,1039,342,"Par3ScoringAverage",2011
37,37,"Vaughn Taylor",89,3.04,1097,361,"Par3ScoringAverage",2011
37,37,"DJ Trahan",91,3.04,1123,369,"Par3ScoringAverage",2011
55,55,"Kris Blanks",92,3.05,1138,373,"Par3ScoringAverage",2011
55,55,"Stewart Cink",72,3.05,868,285,"Par3ScoringAverage",2011
55,55,"Brendon de Jonge",105,3.05,1303,427,"Par3ScoringAverage",2011
55,55,"James Driscoll",71,3.05,875,287,"Par3ScoringAverage",2011
55,55,"Steve Elkington",50,3.05,619,203,"Par3ScoringAverage",2011
55,55,"Tim Herron",85,3.05,1046,343,"Par3ScoringAverage",2011
55,55,"Billy Horschel",75,3.05,926,304,"Par3ScoringAverage",2011
55,55,"Bill Lunde",92,3.05,1133,371,"Par3ScoringAverage",2011
55,55,"Ben Martin",74,3.05,906,297,"Par3ScoringAverage",2011
55,55,"David Mathis",83,3.05,1018,334,"Par3ScoringAverage",2011
55,55,"Billy Mayfair",94,3.05,1155,379,"Par3ScoringAverage",2011
55,55,"John Merrick",71,3.05,868,285,"Par3ScoringAverage",2011
55,55,"Pat Perez",76,3.05,943,309,"Par3ScoringAverage",2011
55,55,"Tim Petrovic",88,3.05,1088,357,"Par3ScoringAverage",2011
55,55,"DA Points",89,3.05,1095,359,"Par3ScoringAverage",2011
55,55,"Jim Renner",65,3.05,795,261,"Par3ScoringAverage",2011
55,55,"Paul Stankowski",78,3.05,959,314,"Par3ScoringAverage",2011
55,55,"Cameron Tringale",110,3.05,1357,445,"Par3ScoringAverage",2011
55,55,"Boo Weekley",66,3.05,811,266,"Par3ScoringAverage",2011
74,74,"Blake Adams",116,3.06,1442,471,"Par3ScoringAverage",2011
74,74,"Keegan Bradley",91,3.06,1129,369,"Par3ScoringAverage",2011
74,74,"Chris DiMarco",93,3.06,1151,376,"Par3ScoringAverage",2011
74,74,"Andres Gonzales",60,3.06,737,241,"Par3ScoringAverage",2011
74,74,"Retief Goosen",50,3.06,612,200,"Par3ScoringAverage",2011
74,74,"David Hearn",88,3.06,1079,353,"Par3ScoringAverage",2011
74,74,"George McNeill",69,3.06,860,281,"Par3ScoringAverage",2011
74,74,"Nate Smith",66,3.06,815,266,"Par3ScoringAverage",2011
74,74,"Brandt Snedeker",85,3.06,1058,346,"Par3ScoringAverage",2011
74,74,"Brendan Steele",89,3.06,1100,360,"Par3ScoringAverage",2011
74,74,"Johnson Wagner",81,3.06,1000,327,"Par3ScoringAverage",2011
74,74,"Charlie Wi",83,3.06,1025,335,"Par3ScoringAverage",2011
74,74,"Dean Wilson",62,3.06,780,255,"Par3ScoringAverage",2011
87,87,"Stephen Ames",69,3.07,859,280,"Par3ScoringAverage",2011
87,87,"Arjun Atwal",91,3.07,1113,363,"Par3ScoringAverage",2011
87,87,"Ricky Barnes",78,3.07,970,316,"Par3ScoringAverage",2011
87,87,"Greg Chalmers",88,3.07,1094,356,"Par3ScoringAverage",2011
87,87,"Ben Curtis",66,3.07,817,266,"Par3ScoringAverage",2011
87,87,"Brian Davis",105,3.07,1312,427,"Par3ScoringAverage",2011
87,87,"Tom Gillis",55,3.07,678,221,"Par3ScoringAverage",2011
87,87,"Hunter Haas",96,3.07,1193,389,"Par3ScoringAverage",2011
87,87,"Bill Haas",93,3.07,1128,368,"Par3ScoringAverage",2011
87,87,"Padraig Harrington",60,3.07,734,239,"Par3ScoringAverage",2011
87,87,"JJ Henry",96,3.07,1200,391,"Par3ScoringAverage",2011
87,87,"Jim Herman",69,3.07,850,277,"Par3ScoringAverage",2011
87,87,"Ryuji Imada",83,3.07,1031,336,"Par3ScoringAverage",2011
87,87,"Lee Janzen",62,3.07,767,250,"Par3ScoringAverage",2011
87,87,"Bio Kim",71,3.07,884,288,"Par3ScoringAverage",2011
87,87,"Marc Leishman",87,3.07,1085,353,"Par3ScoringAverage",2011
87,87,"Nick OHern",89,3.07,1104,360,"Par3ScoringAverage",2011
87,87,"Marc Turnesa",54,3.07,679,221,"Par3ScoringAverage",2011
105,105,"Alex Cejka",59,3.08,749,243,"Par3ScoringAverage",2011
105,105,"Michael Connell",76,3.08,945,307,"Par3ScoringAverage",2011
105,105,"Ben Crane",76,3.08,886,288,"Par3ScoringAverage",2011
105,105,"Ernie Els",71,3.08,837,272,"Par3ScoringAverage",2011
105,105,"JB Holmes",57,3.08,655,213,"Par3ScoringAverage",2011
105,105,"Steve Marino",76,3.08,946,307,"Par3ScoringAverage",2011
105,105,"Troy Merritt",63,3.08,786,255,"Par3ScoringAverage",2011
105,105,"Carl Pettersson",95,3.08,1172,380,"Par3ScoringAverage",2011
105,105,"Kevin Stadler",88,3.08,1105,359,"Par3ScoringAverage",2011
105,105,"Kyle Stanley",98,3.08,1222,397,"Par3ScoringAverage",2011
105,105,"Garrett Willis",71,3.08,889,289,"Par3ScoringAverage",2011
116,116,"Kevin Chappell",78,3.09,972,315,"Par3ScoringAverage",2011
116,116,"Chris Couch",73,3.09,922,298,"Par3ScoringAverage",2011
116,116,"Steve Flesch",88,3.09,1099,356,"Par3ScoringAverage",2011
116,116,"Sergio Garcia",61,3.09,767,248,"Par3ScoringAverage",2011
116,116,"Lucas Glover",74,3.09,927,300,"Par3ScoringAverage",2011
116,116,"Fabian Gomez",84,3.09,1053,341,"Par3ScoringAverage",2011
116,116,"Nathan Green",81,3.09,1010,327,"Par3ScoringAverage",2011
116,116,"Charley Hoffman",93,3.09,1143,370,"Par3ScoringAverage",2011
116,116,"Derek Lamely",65,3.09,803,260,"Par3ScoringAverage",2011
116,116,"Davis Love III",70,3.09,869,281,"Par3ScoringAverage",2011
116,116,"Jarrod Lyle",83,3.09,1040,337,"Par3ScoringAverage",2011
116,116,"Troy Matteson",91,3.09,1143,370,"Par3ScoringAverage",2011
116,116,"William McGirt",103,3.09,1286,416,"Par3ScoringAverage",2011
116,116,"Phil Mickelson",79,3.09,956,309,"Par3ScoringAverage",2011
116,116,"Geoff Ogilvy",69,3.09,830,269,"Par3ScoringAverage",2011
116,116,"Ryan Palmer",82,3.09,994,322,"Par3ScoringAverage",2011
116,116,"Andres Romero",77,3.09,966,313,"Par3ScoringAverage",2011
116,116,"Justin Rose",79,3.09,951,308,"Par3ScoringAverage",2011
116,116,"Vijay Singh",79,3.09,993,321,"Par3ScoringAverage",2011
116,116,"Kevin Streelman",90,3.09,1123,363,"Par3ScoringAverage",2011
136,136,"Aaron Baddeley",77,3.1,959,309,"Par3ScoringAverage",2011
136,136,"Steven Bowditch",86,3.1,1082,349,"Par3ScoringAverage",2011
136,136,"Jonathan Byrd",83,3.1,1019,329,"Par3ScoringAverage",2011
136,136,"Angel Cabrera",50,3.1,620,200,"Par3ScoringAverage",2011
136,136,"Jason Dufner",78,3.1,988,319,"Par3ScoringAverage",2011
136,136,"Joe Durant",71,3.1,895,289,"Par3ScoringAverage",2011
136,136,"Rickie Fowler",84,3.1,1006,324,"Par3ScoringAverage",2011
136,136,"Kent Jones",76,3.1,958,309,"Par3ScoringAverage",2011
136,136,"Sung Kang",63,3.1,784,253,"Par3ScoringAverage",2011
136,136,"Zack Miller",86,3.1,1087,351,"Par3ScoringAverage",2011
136,136,"Joe Ogilvie",75,3.1,935,302,"Par3ScoringAverage",2011
136,136,"Rod Pampling",72,3.1,897,289,"Par3ScoringAverage",2011
136,136,"Tag Ridings",87,3.1,1090,352,"Par3ScoringAverage",2011
136,136,"Josh Teater",104,3.1,1301,420,"Par3ScoringAverage",2011
136,136,"Bo Van Pelt",92,3.1,1122,362,"Par3ScoringAverage",2011
136,136,"Camilo Villegas",69,3.1,842,272,"Par3ScoringAverage",2011
152,152,"Cameron Beckman",71,3.11,885,285,"Par3ScoringAverage",2011
152,152,"David Duval",67,3.11,848,273,"Par3ScoringAverage",2011
152,152,"Dustin Johnson",72,3.11,874,281,"Par3ScoringAverage",2011
152,152,"Robert Karlsson",61,3.11,733,236,"Par3ScoringAverage",2011
152,152,"Anthony Kim",72,3.11,871,280,"Par3ScoringAverage",2011
152,152,"Justin Leonard",82,3.11,1041,335,"Par3ScoringAverage",2011
152,152,"Scott McCarron",65,3.11,818,263,"Par3ScoringAverage",2011
152,152,"John Rollins",85,3.11,1078,347,"Par3ScoringAverage",2011
152,152,"Rory Sabbatini",85,3.11,1076,346,"Par3ScoringAverage",2011
152,152,"Will Strickler",51,3.11,638,205,"Par3ScoringAverage",2011
162,162,"Woody Austin",59,3.12,751,241,"Par3ScoringAverage",2011
162,162,"Paul Goydos",81,3.12,1025,329,"Par3ScoringAverage",2011
162,162,"Justin Hicks",60,3.12,752,241,"Par3ScoringAverage",2011
162,162,"Sean OHair",71,3.12,883,283,"Par3ScoringAverage",2011
162,162,"Roland Thatcher",67,3.12,856,274,"Par3ScoringAverage",2011
162,162,"Jhonattan Vegas",84,3.12,1054,338,"Par3ScoringAverage",2011
168,168,"Stuart Appleby",65,3.13,817,261,"Par3ScoringAverage",2011
168,168,"Matt Bettencourt",84,3.13,1055,337,"Par3ScoringAverage",2011
168,168,"Bobby Gates",82,3.13,1044,334,"Par3ScoringAverage",2011
168,168,"Matt Jones",71,3.13,912,291,"Par3ScoringAverage",2011
168,168,"Graeme McDowell",50,3.13,576,184,"Par3ScoringAverage",2011
173,173,"JP Hayes",56,3.14,716,228,"Par3ScoringAverage",2011
173,173,"Martin Piller",63,3.14,797,254,"Par3ScoringAverage",2011
173,173,"Adam Scott",60,3.14,729,232,"Par3ScoringAverage",2011
173,173,"Chris Stroud",88,3.14,1122,357,"Par3ScoringAverage",2011
177,177,"Joseph Bramlett",73,3.15,930,295,"Par3ScoringAverage",2011
177,177,"Jeff Overton",92,3.15,1152,366,"Par3ScoringAverage",2011
179,179,"Robert Garrigus",83,3.16,1047,331,"Par3ScoringAverage",2011
179,179,"Kevin Kisner",70,3.16,890,282,"Par3ScoringAverage",2011
179,179,"Alex Prugh",82,3.16,1050,332,"Par3ScoringAverage",2011
179,179,"Daniel Summerhays",75,3.16,964,305,"Par3ScoringAverage",2011
183,183,"Harrison Frazar",58,3.17,749,236,"Par3ScoringAverage",2011
183,183,"Bubba Watson",85,3.17,1004,317,"Par3ScoringAverage",2011
185,185,"Rocco Mediate",53,3.18,672,211,"Par3ScoringAverage",2011
186,186,"Rich Beem",53,3.2,687,215,"Par3ScoringAverage",2011
