"DrivingPct280300AllDrives_RANKTHISWEEK_2007","DrivingPct280300AllDrives_RANKLASTWEEK_2007","DrivingPct280300AllDrives_PLAYERNAME_2007","DrivingPct280300AllDrives_ROUNDS_2007","DrivingPct280300AllDrives_Pct_2007","DrivingPct280300AllDrives_TOTALDRIVESFOR280300_2007","DrivingPct280300AllDrives_TOTALDRIVESOVERALL_2007","DrivingPct280300AllDrives_RELATIVETOPAR_2007","stat_name","year"
1,1,"Justin Rose",63,38.1,208,546,-0.014,"DrivingPct280300AllDrives",2007
2,2,"Kevin Stadler",95,37.91,414,1092,0.022,"DrivingPct280300AllDrives",2007
3,3,"John Rollins",102,36.85,433,1175,-0.09,"DrivingPct280300AllDrives",2007
4,4,"Mark Calcavecchia",93,36.31,370,1019,-0.086,"DrivingPct280300AllDrives",2007
5,5,"Retief Goosen",50,36.13,172,476,0.029,"DrivingPct280300AllDrives",2007
6,6,"Vaughn Taylor",91,35.56,357,1004,-0.087,"DrivingPct280300AllDrives",2007
7,7,"Freddie Jacobson",70,35.04,335,956,-0.119,"DrivingPct280300AllDrives",2007
8,8,"Boo Weekley",101,34.95,381,1090,0.005,"DrivingPct280300AllDrives",2007
9,9,"Craig Barlow",52,34.8,214,615,-0.047,"DrivingPct280300AllDrives",2007
10,10,"Bo Van Pelt",104,34.72,469,1351,-0.13,"DrivingPct280300AllDrives",2007
11,11,"Ted Purdy",102,34.68,422,1217,-0.057,"DrivingPct280300AllDrives",2007
12,12,"Bubba Dickerson",51,34.67,208,600,0.053,"DrivingPct280300AllDrives",2007
13,13,"Rod Pampling",92,34.65,360,1039,-0.089,"DrivingPct280300AllDrives",2007
14,14,"Woody Austin",95,34.64,406,1172,-0.099,"DrivingPct280300AllDrives",2007
15,15,"Joe Ogilvie",102,34.63,419,1210,-0.06,"DrivingPct280300AllDrives",2007
16,16,"Steve Lowery",74,34.43,334,970,-0.024,"DrivingPct280300AllDrives",2007
17,17,"Peter Lonard",85,34.4,364,1058,-0.069,"DrivingPct280300AllDrives",2007
18,18,"Will Ma Kenzie",100,34.33,436,1270,0.002,"DrivingPct280300AllDrives",2007
19,19,"Steve Marino",106,34.27,437,1275,-0.025,"DrivingPct280300AllDrives",2007
20,20,"Jeff Gove",103,34.22,449,1312,-0.056,"DrivingPct280300AllDrives",2007
21,21,"Jim Rutledge",59,34.06,220,646,0.014,"DrivingPct280300AllDrives",2007
22,22,"Padraig Harrington",64,34.01,219,644,-0.078,"DrivingPct280300AllDrives",2007
23,23,"Jason Bohn",57,33.92,250,737,-0.044,"DrivingPct280300AllDrives",2007
24,24,"Billy Andrade",88,33.82,372,1100,-0.019,"DrivingPct280300AllDrives",2007
25,25,"Vijay Singh",102,33.71,387,1148,-0.106,"DrivingPct280300AllDrives",2007
26,26,"Frank Lickliter II",95,33.7,400,1187,-0.08,"DrivingPct280300AllDrives",2007
27,27,"Mike Weir",82,33.69,283,840,-0.106,"DrivingPct280300AllDrives",2007
28,28,"Kevin Sutherland",85,33.61,324,964,-0.062,"DrivingPct280300AllDrives",2007
29,29,"Michael Putnam",96,33.6,376,1119,-0.045,"DrivingPct280300AllDrives",2007
30,30,"Ryan Moore",92,33.59,351,1045,-0.097,"DrivingPct280300AllDrives",2007
31,31,"Todd Hamilton",76,33.58,272,810,0.007,"DrivingPct280300AllDrives",2007
32,32,"Stewart Cink",91,33.57,338,1007,-0.056,"DrivingPct280300AllDrives",2007
33,33,"Rich Beem",89,33.47,328,980,0.055,"DrivingPct280300AllDrives",2007
34,34,"Steve Wheatcroft",73,33.37,285,854,-0.07,"DrivingPct280300AllDrives",2007
35,35,"Johnson Wagner",97,33.36,401,1202,-0.035,"DrivingPct280300AllDrives",2007
36,36,"Parker McLachlin",83,33.27,340,1022,-0.041,"DrivingPct280300AllDrives",2007
36,36,"Kevin Na",84,33.27,363,1091,-0.116,"DrivingPct280300AllDrives",2007
38,38,"Charles Howell III",89,33.26,306,920,0.013,"DrivingPct280300AllDrives",2007
39,39,"John Senden",97,33.25,391,1176,-0.102,"DrivingPct280300AllDrives",2007
40,40,"Lee Janzen",66,33.24,242,728,-0.017,"DrivingPct280300AllDrives",2007
41,41,"Jarrod Lyle",77,33.23,311,936,-0.08,"DrivingPct280300AllDrives",2007
42,42,"Daniel Chopra",106,33.06,439,1328,-0.05,"DrivingPct280300AllDrives",2007
43,43,"Joe Durant",88,33.01,339,1027,-0.083,"DrivingPct280300AllDrives",2007
44,44,"Steve Allan",63,32.9,252,766,-0.087,"DrivingPct280300AllDrives",2007
45,45,"Jason Schultz",63,32.88,244,742,-0.053,"DrivingPct280300AllDrives",2007
46,46,"Phil Mickelson",73,32.83,239,728,-0.067,"DrivingPct280300AllDrives",2007
47,47,"Mathias Gronberg",95,32.82,403,1228,-0.01,"DrivingPct280300AllDrives",2007
48,48,"Ernie Els",59,32.79,202,616,-0.04,"DrivingPct280300AllDrives",2007
49,49,"Charlie Wi",90,32.73,379,1158,-0.137,"DrivingPct280300AllDrives",2007
50,50,"Brett Quigley",79,32.58,287,881,0.049,"DrivingPct280300AllDrives",2007
51,51,"Matt Hendrix",63,32.55,250,768,0.072,"DrivingPct280300AllDrives",2007
51,51,"George McNeill",95,32.55,362,1112,0.003,"DrivingPct280300AllDrives",2007
53,53,"Cliff Kresge",107,32.54,454,1395,-0.073,"DrivingPct280300AllDrives",2007
54,54,"Jonathan Byrd",73,32.52,281,864,-0.121,"DrivingPct280300AllDrives",2007
55,55,"Briny Baird",115,32.47,476,1466,-0.021,"DrivingPct280300AllDrives",2007
56,56,"Mathew Goggin",97,32.45,393,1211,-0.013,"DrivingPct280300AllDrives",2007
57,57,"Marco Dawson",73,32.38,294,908,-0.054,"DrivingPct280300AllDrives",2007
57,57,"JP Hayes",89,32.38,361,1115,-0.042,"DrivingPct280300AllDrives",2007
59,59,"Steve Stricker",81,32.3,293,907,-0.157,"DrivingPct280300AllDrives",2007
60,60,"Geoff Ogilvy",84,32.22,290,900,-0.103,"DrivingPct280300AllDrives",2007
61,61,"Tim Herron",98,32.11,367,1143,-0.087,"DrivingPct280300AllDrives",2007
62,62,"Alex Cejka",80,32.1,331,1031,-0.148,"DrivingPct280300AllDrives",2007
63,63,"Jose Maria Olazabal",52,32.05,166,518,0,"DrivingPct280300AllDrives",2007
64,64,"Trevor Immelman",74,32.01,242,756,-0.05,"DrivingPct280300AllDrives",2007
65,65,"Paul Stankowski",52,31.91,187,586,-0.075,"DrivingPct280300AllDrives",2007
66,66,"Mark Hensby",81,31.9,320,1003,-0.034,"DrivingPct280300AllDrives",2007
67,67,"Bart Bryant",87,31.85,330,1036,-0.097,"DrivingPct280300AllDrives",2007
68,68,"Rich Barcelo",80,31.84,312,980,-0.019,"DrivingPct280300AllDrives",2007
69,69,"Jeff Maggert",79,31.81,347,1091,-0.061,"DrivingPct280300AllDrives",2007
70,70,"Carl Pettersson",111,31.76,410,1291,-0.08,"DrivingPct280300AllDrives",2007
71,71,"Greg Owen",81,31.71,312,984,0.093,"DrivingPct280300AllDrives",2007
72,72,"Shaun Micheel",91,31.7,310,978,-0.068,"DrivingPct280300AllDrives",2007
73,73,"Jeff Overton",60,31.56,238,754,-0.101,"DrivingPct280300AllDrives",2007
74,74,"Chris Stroud",66,31.55,248,786,-0.032,"DrivingPct280300AllDrives",2007
75,75,"Sean OHair",98,31.53,367,1164,-0.09,"DrivingPct280300AllDrives",2007
76,76,"Brian Davis",101,31.49,388,1232,-0.126,"DrivingPct280300AllDrives",2007
77,77,"Tripp Isenhour",86,31.47,321,1020,-0.078,"DrivingPct280300AllDrives",2007
78,78,"Bryce Molder",56,31.44,216,687,-0.028,"DrivingPct280300AllDrives",2007
79,79,"Stuart Appleby",74,31.33,255,814,-0.051,"DrivingPct280300AllDrives",2007
80,80,"Tim Petrovic",106,31.25,414,1325,-0.051,"DrivingPct280300AllDrives",2007
81,81,"DJ Trahan",99,31.24,392,1255,-0.064,"DrivingPct280300AllDrives",2007
82,82,"John Merrick",92,31.22,354,1134,-0.073,"DrivingPct280300AllDrives",2007
83,83,"Hunter Mahan",91,31.21,314,1006,-0.032,"DrivingPct280300AllDrives",2007
83,83,"Camilo Villegas",82,31.21,299,958,-0.054,"DrivingPct280300AllDrives",2007
85,85,"Tom Lehman",62,31.13,212,681,-0.033,"DrivingPct280300AllDrives",2007
86,86,"Jay Williamson",50,31.1,209,672,-0.01,"DrivingPct280300AllDrives",2007
87,87,"Charley Hoffman",97,31.09,360,1158,0.017,"DrivingPct280300AllDrives",2007
88,88,"Kent Jones",97,31.06,382,1230,-0.107,"DrivingPct280300AllDrives",2007
89,89,"Bill Haas",93,31.03,355,1144,-0.042,"DrivingPct280300AllDrives",2007
90,90,"DJ Brigman",67,30.95,234,756,0.034,"DrivingPct280300AllDrives",2007
91,91,"Sergio Garcia",68,30.94,237,766,-0.114,"DrivingPct280300AllDrives",2007
91,91,"Brandt Snedeker",105,30.94,371,1199,-0.113,"DrivingPct280300AllDrives",2007
93,93,"Cameron Beckman",96,30.89,367,1188,-0.06,"DrivingPct280300AllDrives",2007
94,94,"Tommy Armour III",81,30.88,298,965,-0.017,"DrivingPct280300AllDrives",2007
95,95,"Rory Sabbatini",81,30.85,273,885,-0.132,"DrivingPct280300AllDrives",2007
96,96,"KJ Choi",87,30.81,293,951,-0.106,"DrivingPct280300AllDrives",2007
97,97,"Eric Axley",107,30.8,405,1315,0.002,"DrivingPct280300AllDrives",2007
97,97,"Lucas Glover",98,30.8,336,1091,-0.08,"DrivingPct280300AllDrives",2007
99,99,"Jeff Sluman",60,30.76,179,582,-0.061,"DrivingPct280300AllDrives",2007
100,100,"Zach Johnson",76,30.62,256,836,-0.086,"DrivingPct280300AllDrives",2007
101,101,"Kenny Perry",83,30.61,319,1042,-0.088,"DrivingPct280300AllDrives",2007
102,102,"Ken Duke",112,30.6,407,1330,-0.039,"DrivingPct280300AllDrives",2007
102,102,"Steve Flesch",100,30.6,385,1258,-0.026,"DrivingPct280300AllDrives",2007
104,104,"David Branshaw",83,30.5,319,1046,0.016,"DrivingPct280300AllDrives",2007
105,105,"Jesper Parnevik",88,30.4,318,1046,-0.116,"DrivingPct280300AllDrives",2007
106,106,"Darron Stiles",65,30.32,225,742,-0.116,"DrivingPct280300AllDrives",2007
107,107,"Tom Johnson",74,30.3,266,878,-0.034,"DrivingPct280300AllDrives",2007
107,107,"Billy Mayfair",98,30.3,350,1155,-0.134,"DrivingPct280300AllDrives",2007
109,109,"Michael Allen",74,30.27,270,892,-0.015,"DrivingPct280300AllDrives",2007
110,110,"Brendon de Jonge",76,30.26,279,922,-0.043,"DrivingPct280300AllDrives",2007
111,111,"Rocco Mediate",72,30.16,282,935,-0.082,"DrivingPct280300AllDrives",2007
112,112,"Jeff Brehaut",59,30.12,206,684,-0.01,"DrivingPct280300AllDrives",2007
113,113,"David Toms",80,30.06,266,885,-0.041,"DrivingPct280300AllDrives",2007
114,114,"Robert Allenby",90,29.94,315,1052,-0.063,"DrivingPct280300AllDrives",2007
114,114,"Tag Ridings",52,29.94,188,628,-0.027,"DrivingPct280300AllDrives",2007
116,116,"Ryan Palmer",91,29.92,342,1143,0.085,"DrivingPct280300AllDrives",2007
117,117,"Ian Poulter",63,29.91,163,545,-0.074,"DrivingPct280300AllDrives",2007
118,118,"Charles Warren",101,29.87,388,1299,-0.072,"DrivingPct280300AllDrives",2007
119,119,"Paul Gow",70,29.82,238,798,0,"DrivingPct280300AllDrives",2007
120,120,"Anthony Kim",93,29.79,331,1111,-0.03,"DrivingPct280300AllDrives",2007
121,121,"Justin Leonard",95,29.68,341,1149,-0.056,"DrivingPct280300AllDrives",2007
122,122,"Scott Gutschewski",67,29.56,240,812,0.1,"DrivingPct280300AllDrives",2007
123,123,"Jaco Van Zyl",51,29.55,182,616,0.077,"DrivingPct280300AllDrives",2007
124,124,"Michael Sim",52,29.49,207,702,-0.048,"DrivingPct280300AllDrives",2007
125,125,"Bob Tway",103,29.45,362,1229,-0.099,"DrivingPct280300AllDrives",2007
126,126,"Jeff Quinney",95,29.43,354,1203,-0.11,"DrivingPct280300AllDrives",2007
127,127,"Duffy Waldorf",69,29.38,243,827,-0.062,"DrivingPct280300AllDrives",2007
128,128,"Andrew Buckle",77,29.36,276,940,-0.007,"DrivingPct280300AllDrives",2007
129,129,"Nathan Green",103,29.2,353,1209,-0.102,"DrivingPct280300AllDrives",2007
130,130,"Mark Wilson",87,29.12,295,1013,-0.017,"DrivingPct280300AllDrives",2007
131,131,"Ryan Armour",107,29.02,381,1313,0.039,"DrivingPct280300AllDrives",2007
132,132,"Henrik Stenson",52,28.97,146,504,-0.027,"DrivingPct280300AllDrives",2007
133,133,"Brian Bateman",55,28.96,179,618,-0.034,"DrivingPct280300AllDrives",2007
134,134,"Adam Scott",69,28.95,220,760,-0.059,"DrivingPct280300AllDrives",2007
135,135,"Bob Heintz",85,28.94,290,1002,-0.021,"DrivingPct280300AllDrives",2007
136,136,"Chris Tidland",59,28.93,206,712,-0.058,"DrivingPct280300AllDrives",2007
137,137,"JJ Henry",86,28.92,275,951,-0.084,"DrivingPct280300AllDrives",2007
138,138,"Robert Gamez",88,28.91,307,1062,-0.039,"DrivingPct280300AllDrives",2007
139,139,"John Mallinger",96,28.82,349,1211,-0.106,"DrivingPct280300AllDrives",2007
140,140,"Joey Sindelar",75,28.76,268,932,-0.03,"DrivingPct280300AllDrives",2007
141,141,"Chad Campbell",96,28.74,294,1023,-0.034,"DrivingPct280300AllDrives",2007
142,142,"Arron Oberholser",69,28.59,211,738,-0.071,"DrivingPct280300AllDrives",2007
143,143,"Tom Pernice Jr",104,28.57,336,1176,-0.074,"DrivingPct280300AllDrives",2007
144,144,"Aaron Baddeley",83,28.56,265,928,-0.106,"DrivingPct280300AllDrives",2007
145,145,"Kyle Reifers",71,28.51,252,884,0.012,"DrivingPct280300AllDrives",2007
