"Scrambling30ydsRTPScore_RANKTHISWEEK_2016","Scrambling30ydsRTPScore_RANKLASTWEEK_2016","Scrambling30ydsRTPScore_PLAYERNAME_2016","Scrambling30ydsRTPScore_ROUNDS_2016","Scrambling30ydsRTPScore_AVGRTP_2016","Scrambling30ydsRTPScore_TOTALHOLES_2016","Scrambling30ydsRTPScore_TOTALRTP_2016","stat_name","year"
1,1,"Branden Grace",31,0.417,12,5,"Scrambling30ydsRTPScore",2016
2,3,"Sergio Garcia",28,0.5,12,6,"Scrambling30ydsRTPScore",2016
3,6,"Kevin Na",52,0.533,30,16,"Scrambling30ydsRTPScore",2016
4,2,"Ollie Schniederjans",23,0.571,21,12,"Scrambling30ydsRTPScore",2016
5,5,"David Toms",38,0.579,38,22,"Scrambling30ydsRTPScore",2016
6,4,"Tim Wilkinson",40,0.593,27,16,"Scrambling30ydsRTPScore",2016
7,7,"Justin Rose",35,0.611,18,11,"Scrambling30ydsRTPScore",2016
8,9,"Aaron Baddeley",51,0.622,45,28,"Scrambling30ydsRTPScore",2016
8,16,"Anirban Lahiri",44,0.622,37,23,"Scrambling30ydsRTPScore",2016
10,10,"Charl Schwartzel",29,0.643,14,9,"Scrambling30ydsRTPScore",2016
11,12,"Marc Leishman",41,0.647,17,11,"Scrambling30ydsRTPScore",2016
11,12,"Andy Sullivan",25,0.647,17,11,"Scrambling30ydsRTPScore",2016
13,14,"Brandt Snedeker",47,0.65,40,26,"Scrambling30ydsRTPScore",2016
14,21,"Stuart Appleby",39,0.651,43,28,"Scrambling30ydsRTPScore",2016
15,8,"Ryan Moore",40,0.654,26,17,"Scrambling30ydsRTPScore",2016
16,15,"Justin Leonard",28,0.667,21,14,"Scrambling30ydsRTPScore",2016
17,20,"Jamie Lovemark",57,0.69,58,40,"Scrambling30ydsRTPScore",2016
18,22,"Thomas Aiken",42,0.7,20,14,"Scrambling30ydsRTPScore",2016
19,33,"Colt Knost",56,0.705,44,31,"Scrambling30ydsRTPScore",2016
20,10,"Rory McIlroy",37,0.706,17,12,"Scrambling30ydsRTPScore",2016
