"ConsecutiveFairwaysHit_RANKTHISWEEK_2009","ConsecutiveFairwaysHit_RANKLASTWEEK_2009","ConsecutiveFairwaysHit_PLAYERNAME_2009","ConsecutiveFairwaysHit_EVENTS_2009","ConsecutiveFairwaysHit_BESTSTREAK_2009","ConsecutiveFairwaysHit_CURRENTSTREAK_2009","stat_name","year"
1,1,"Jeff Maggert",28,45,2,"ConsecutiveFairwaysHit",2009
2,2,"Chris Riley",22,35,1,"ConsecutiveFairwaysHit",2009
2,2,"Mike Weir",24,35,1,"ConsecutiveFairwaysHit",2009
4,4,"Martin Laird",24,33,5,"ConsecutiveFairwaysHit",2009
5,5,"Jeff Quinney",26,30,NA,"ConsecutiveFairwaysHit",2009
6,6,"Peter Lonard",30,29,1,"ConsecutiveFairwaysHit",2009
7,7,"Kent Jones",24,28,3,"ConsecutiveFairwaysHit",2009
8,8,"Rich Beem",26,27,4,"ConsecutiveFairwaysHit",2009
8,8,"Ben Crane",27,27,NA,"ConsecutiveFairwaysHit",2009
8,8,"Matt Kuchar",24,27,1,"ConsecutiveFairwaysHit",2009
11,11,"Joe Durant",20,25,6,"ConsecutiveFairwaysHit",2009
11,11,"David Toms",27,25,7,"ConsecutiveFairwaysHit",2009
13,13,"Michael Allen",22,24,1,"ConsecutiveFairwaysHit",2009
13,13,"Stephen Ames",23,24,4,"ConsecutiveFairwaysHit",2009
13,13,"Greg Chalmers",26,24,NA,"ConsecutiveFairwaysHit",2009
13,13,"Rocco Mediate",22,24,NA,"ConsecutiveFairwaysHit",2009
13,13,"Francesco Molinari",4,24,1,"ConsecutiveFairwaysHit",2009
13,13,"Tim Wilkinson",14,24,7,"ConsecutiveFairwaysHit",2009
19,19,"Billy Andrade",17,23,NA,"ConsecutiveFairwaysHit",2009
19,19,"Bart Bryant",17,23,2,"ConsecutiveFairwaysHit",2009
19,19,"Hunter Mahan",25,23,NA,"ConsecutiveFairwaysHit",2009
19,19,"Ryan Moore",27,23,2,"ConsecutiveFairwaysHit",2009
19,19,"Kirk Triplett",20,23,13,"ConsecutiveFairwaysHit",2009
19,19,"Bo Van Pelt",30,23,NA,"ConsecutiveFairwaysHit",2009
19,19,"Scott Verplank",24,23,4,"ConsecutiveFairwaysHit",2009
26,26,"KJ Choi",22,22,3,"ConsecutiveFairwaysHit",2009
26,26,"Tim Clark",23,22,7,"ConsecutiveFairwaysHit",2009
26,26,"Glen Day",26,22,2,"ConsecutiveFairwaysHit",2009
26,26,"Colt Knost",24,22,1,"ConsecutiveFairwaysHit",2009
26,26,"Billy Mayfair",28,22,1,"ConsecutiveFairwaysHit",2009
26,26,"Sean OHair",23,22,2,"ConsecutiveFairwaysHit",2009
26,26,"John Rollins",27,22,4,"ConsecutiveFairwaysHit",2009
26,26,"Patrick Sheehan",15,22,NA,"ConsecutiveFairwaysHit",2009
26,26,"Steve Stricker",22,22,NA,"ConsecutiveFairwaysHit",2009
35,35,"Jason Bohn",25,21,1,"ConsecutiveFairwaysHit",2009
35,35,"Mark Brooks",17,21,1,"ConsecutiveFairwaysHit",2009
35,35,"Steve Elkington",23,21,2,"ConsecutiveFairwaysHit",2009
35,35,"Brian Gay",27,21,6,"ConsecutiveFairwaysHit",2009
35,35,"Jerry Kelly",26,21,1,"ConsecutiveFairwaysHit",2009
35,35,"Scott McCarron",27,21,7,"ConsecutiveFairwaysHit",2009
35,35,"Vaughn Taylor",28,21,1,"ConsecutiveFairwaysHit",2009
42,42,"Robert Allenby",21,20,1,"ConsecutiveFairwaysHit",2009
42,42,"Chris DiMarco",29,20,2,"ConsecutiveFairwaysHit",2009
42,42,"Jonathan Kaye",17,20,NA,"ConsecutiveFairwaysHit",2009
42,42,"Marc Leishman",28,20,2,"ConsecutiveFairwaysHit",2009
42,42,"Kevin Na",26,20,NA,"ConsecutiveFairwaysHit",2009
42,42,"Ryan Palmer",26,20,5,"ConsecutiveFairwaysHit",2009
42,42,"Tim Petrovic",31,20,2,"ConsecutiveFairwaysHit",2009
42,42,"Grant Waite",2,20,7,"ConsecutiveFairwaysHit",2009
42,42,"Jay Williamson",22,20,8,"ConsecutiveFairwaysHit",2009
42,42,"Mark Wilson",28,20,2,"ConsecutiveFairwaysHit",2009
52,52,"Shane Bertsch",2,19,4,"ConsecutiveFairwaysHit",2009
52,52,"Olin Browne",9,19,3,"ConsecutiveFairwaysHit",2009
