"Last5EventsScoring_RANKTHISWEEK_2008","Last5EventsScoring_RANKLASTWEEK_2008","Last5EventsScoring_PLAYERNAME_2008","Last5EventsScoring_EVENTS_2008","Last5EventsScoring_RATING_2008","stat_name","year"
1,1,"Retief Goosen",1,9.2,"Last5EventsScoring",2008
1,1,"Greg Owen",1,9.2,"Last5EventsScoring",2008
1,1,"Roland Thatcher",1,9.2,"Last5EventsScoring",2008
1,1,"Lee Westwood",1,9.2,"Last5EventsScoring",2008
5,5,"Tiger Woods",2,9.1,"Last5EventsScoring",2008
6,6,"Camilo Villegas",3,9,"Last5EventsScoring",2008
7,7,"Cameron Beckman",3,8.8,"Last5EventsScoring",2008
7,7,"Sergio Garcia",4,8.8,"Last5EventsScoring",2008
7,7,"Danny Lee",1,8.8,"Last5EventsScoring",2008
7,7,"Davis Love III",3,8.8,"Last5EventsScoring",2008
7,7,"Ryan Moore",2,8.8,"Last5EventsScoring",2008
12,12,"Brad Adamonis",1,8.7,"Last5EventsScoring",2008
12,12,"Steve Allan",3,8.7,"Last5EventsScoring",2008
12,12,"Aaron Baddeley",2,8.7,"Last5EventsScoring",2008
12,12,"Miguel Angel Jimenez",1,8.7,"Last5EventsScoring",2008
12,12,"George McNeill",4,8.7,"Last5EventsScoring",2008
12,12,"Casey Wittenberg",2,8.7,"Last5EventsScoring",2008
18,18,"Tommy Gainey",2,8.6,"Last5EventsScoring",2008
18,18,"Bill Haas",3,8.6,"Last5EventsScoring",2008
18,18,"Brandt Jobe",2,8.6,"Last5EventsScoring",2008
18,18,"Dustin Johnson",3,8.6,"Last5EventsScoring",2008
18,18,"Soren Kjeldsen",1,8.6,"Last5EventsScoring",2008
18,18,"Joe Ogilvie",3,8.6,"Last5EventsScoring",2008
18,18,"Jesper Parnevik",2,8.6,"Last5EventsScoring",2008
18,18,"Rory Sabbatini",3,8.6,"Last5EventsScoring",2008
18,18,"Graeme Storm",1,8.6,"Last5EventsScoring",2008
18,18,"Marc Turnesa",2,8.6,"Last5EventsScoring",2008
28,28,"Michael Allen",4,8.5,"Last5EventsScoring",2008
28,28,"Woody Austin",4,8.5,"Last5EventsScoring",2008
28,28,"Paul Casey",2,8.5,"Last5EventsScoring",2008
28,28,"Daniel Chopra",1,8.5,"Last5EventsScoring",2008
28,28,"Darren Clarke",1,8.5,"Last5EventsScoring",2008
28,28,"Ernie Els",3,8.5,"Last5EventsScoring",2008
28,28,"Jim Furyk",3,8.5,"Last5EventsScoring",2008
28,28,"Brian Gay",2,8.5,"Last5EventsScoring",2008
28,28,"Mathew Goggin",4,8.5,"Last5EventsScoring",2008
28,28,"Anthony Kim",3,8.5,"Last5EventsScoring",2008
28,28,"Tom Lehman",1,8.5,"Last5EventsScoring",2008
28,28,"Justin Leonard",4,8.5,"Last5EventsScoring",2008
28,28,"WC Liang",1,8.5,"Last5EventsScoring",2008
28,28,"Ryan Palmer",3,8.5,"Last5EventsScoring",2008
28,28,"Tim Petrovic",3,8.5,"Last5EventsScoring",2008
43,43,"Stephen Ames",2,8.4,"Last5EventsScoring",2008
43,43,"Jay Delsing",1,8.4,"Last5EventsScoring",2008
43,43,"Luke Donald",2,8.4,"Last5EventsScoring",2008
43,43,"Joe Durant",4,8.4,"Last5EventsScoring",2008
43,43,"Harrison Frazar",2,8.4,"Last5EventsScoring",2008
43,43,"Rob Grube",1,8.4,"Last5EventsScoring",2008
