"TenthTeeEarlyRound2ScoringAverage_RANKTHISWEEK_2005","TenthTeeEarlyRound2ScoringAverage_RANKLASTWEEK_2005","TenthTeeEarlyRound2ScoringAverage_PLAYERNAME_2005","TenthTeeEarlyRound2ScoringAverage__2005","TenthTeeEarlyRound2ScoringAverage_AVG_2005","TenthTeeEarlyRound2ScoringAverage_TOTALSTROKES_2005","TenthTeeEarlyRound2ScoringAverage_TOTALROUNDS_2005","stat_name","year"
1,1,"Shigeki Maruyama",NA,66.8,334,5,"TenthTeeEarlyRound2ScoringAverage",2005
2,2,"Phil Mickelson",NA,67.25,269,4,"TenthTeeEarlyRound2ScoringAverage",2005
3,3,"John Senden",NA,67.67,609,9,"TenthTeeEarlyRound2ScoringAverage",2005
4,4,"Brandt Jobe",NA,68,408,6,"TenthTeeEarlyRound2ScoringAverage",2005
4,4,"Tiger Woods",NA,68,136,2,"TenthTeeEarlyRound2ScoringAverage",2005
6,6,"Brett Wetterich",NA,68.38,547,8,"TenthTeeEarlyRound2ScoringAverage",2005
7,7,"Mark Calcavecchia",NA,68.4,342,5,"TenthTeeEarlyRound2ScoringAverage",2005
7,7,"Luke Donald",NA,68.4,342,5,"TenthTeeEarlyRound2ScoringAverage",2005
9,9,"Arjun Atwal",NA,68.5,274,4,"TenthTeeEarlyRound2ScoringAverage",2005
9,9,"Tom Lehman",NA,68.5,411,6,"TenthTeeEarlyRound2ScoringAverage",2005
9,9,"Arron Oberholser",NA,68.5,274,4,"TenthTeeEarlyRound2ScoringAverage",2005
12,12,"Charles Howell III",NA,68.57,480,7,"TenthTeeEarlyRound2ScoringAverage",2005
13,13,"Rocco Mediate",NA,68.67,618,9,"TenthTeeEarlyRound2ScoringAverage",2005
14,14,"Geoff Ogilvy",NA,68.71,481,7,"TenthTeeEarlyRound2ScoringAverage",2005
15,15,"Scott Verplank",NA,68.75,275,4,"TenthTeeEarlyRound2ScoringAverage",2005
16,16,"Will Ma Kenzie",NA,68.8,344,5,"TenthTeeEarlyRound2ScoringAverage",2005
