"Last5EventsAccuracy_RANKTHISWEEK_2013","Last5EventsAccuracy_RANKLASTWEEK_2013","Last5EventsAccuracy_PLAYERNAME_2013","Last5EventsAccuracy_EVENTS_2013","Last5EventsAccuracy_RATING_2013","stat_name","year"
1,1,"Andres Gonzales",1,8.7,"Last5EventsAccuracy",2013
2,2,"Louis Oosthuizen",1,8.6,"Last5EventsAccuracy",2013
2,2,"Mark Wilson",1,8.6,"Last5EventsAccuracy",2013
4,4,"Woody Austin",1,8.5,"Last5EventsAccuracy",2013
4,4,"Blayne Barber",1,8.5,"Last5EventsAccuracy",2013
4,4,"Jason Bohn",3,8.5,"Last5EventsAccuracy",2013
4,4,"David Branshaw",1,8.5,"Last5EventsAccuracy",2013
8,8,"Billy Andrade",1,8.4,"Last5EventsAccuracy",2013
8,8,"Heath Slocum",3,8.4,"Last5EventsAccuracy",2013
10,10,"Ben Curtis",1,8.3,"Last5EventsAccuracy",2013
10,10,"Ross Fisher",2,8.3,"Last5EventsAccuracy",2013
10,10,"Russell Knox",2,8.3,"Last5EventsAccuracy",2013
10,10,"Kyle Stanley",2,8.3,"Last5EventsAccuracy",2013
10,10,"Hideto Tanihara",1,8.3,"Last5EventsAccuracy",2013
15,15,"Michael Bradley",1,8.2,"Last5EventsAccuracy",2013
15,15,"Richard Sterne",1,8.2,"Last5EventsAccuracy",2013
17,17,"Tim Clark",1,8.1,"Last5EventsAccuracy",2013
17,17,"Robert Garrigus",1,8.1,"Last5EventsAccuracy",2013
17,17,"Kent Jones",1,8.1,"Last5EventsAccuracy",2013
20,20,"Brian Davis",2,8,"Last5EventsAccuracy",2013
20,20,"Glen Day",2,8,"Last5EventsAccuracy",2013
20,20,"Justin Rose",4,8,"Last5EventsAccuracy",2013
23,23,"Joe Durant",2,7.9,"Last5EventsAccuracy",2013
23,23,"Jordan Spieth",5,7.9,"Last5EventsAccuracy",2013
23,23,"Danny Willett",1,7.9,"Last5EventsAccuracy",2013
26,26,"Cameron Beckman",2,7.8,"Last5EventsAccuracy",2013
26,26,"Jim Furyk",4,7.8,"Last5EventsAccuracy",2013
26,26,"John Kimbell",1,7.8,"Last5EventsAccuracy",2013
26,26,"Nick OHern",4,7.8,"Last5EventsAccuracy",2013
26,26,"Kenny Perry",2,7.8,"Last5EventsAccuracy",2013
26,26,"Chris Riley",2,7.8,"Last5EventsAccuracy",2013
26,26,"Vaughn Taylor",2,7.8,"Last5EventsAccuracy",2013
26,26,"David Toms",1,7.8,"Last5EventsAccuracy",2013
34,34,"Justin Hicks",2,7.7,"Last5EventsAccuracy",2013
34,34,"Miguel Angel Jimenez",1,7.7,"Last5EventsAccuracy",2013
34,34,"Zach Johnson",4,7.7,"Last5EventsAccuracy",2013
34,34,"Ben Kohles",1,7.7,"Last5EventsAccuracy",2013
34,34,"Peter Lonard",1,7.7,"Last5EventsAccuracy",2013
34,34,"Ryan Palmer",3,7.7,"Last5EventsAccuracy",2013
34,34,"Jin Park",1,7.7,"Last5EventsAccuracy",2013
34,34,"Wes Short Jr",1,7.7,"Last5EventsAccuracy",2013
34,34,"Darron Stiles",2,7.7,"Last5EventsAccuracy",2013
34,34,"Nicholas Thompson",5,7.7,"Last5EventsAccuracy",2013
34,34,"Brendon Todd",3,7.7,"Last5EventsAccuracy",2013
34,34,"Tom Watson",1,7.7,"Last5EventsAccuracy",2013
46,46,"Charlie Beljan",1,7.6,"Last5EventsAccuracy",2013
46,46,"KJ Choi",3,7.6,"Last5EventsAccuracy",2013
46,46,"Brendon de Jonge",5,7.6,"Last5EventsAccuracy",2013
46,46,"John Huh",4,7.6,"Last5EventsAccuracy",2013
46,46,"George McNeill",4,7.6,"Last5EventsAccuracy",2013
46,46,"Chez Reavie",3,7.6,"Last5EventsAccuracy",2013
46,46,"Sam Saunders",1,7.6,"Last5EventsAccuracy",2013
53,53,"Peter Hanson",1,7.5,"Last5EventsAccuracy",2013
53,53,"Matt Jones",3,7.5,"Last5EventsAccuracy",2013
53,53,"Michael Kim",1,7.5,"Last5EventsAccuracy",2013
53,53,"Hideki Matsuyama",3,7.5,"Last5EventsAccuracy",2013
53,53,"Adam Scott",4,7.5,"Last5EventsAccuracy",2013
53,53,"Robert Streb",2,7.5,"Last5EventsAccuracy",2013
59,59,"Thomas Aiken",1,7.4,"Last5EventsAccuracy",2013
59,59,"Patrick Cantlay",1,7.4,"Last5EventsAccuracy",2013
59,59,"Gary Christian",1,7.4,"Last5EventsAccuracy",2013
59,59,"Will Claxton",3,7.4,"Last5EventsAccuracy",2013
59,59,"Ian Poulter",3,7.4,"Last5EventsAccuracy",2013
59,59,"Rory Sabbatini",4,7.4,"Last5EventsAccuracy",2013
59,59,"Kevin Stadler",3,7.4,"Last5EventsAccuracy",2013
59,59,"Nick Watney",4,7.4,"Last5EventsAccuracy",2013
67,67,"Ricky Barnes",1,7.3,"Last5EventsAccuracy",2013
67,67,"Marco Dawson",2,7.3,"Last5EventsAccuracy",2013
67,67,"Jeff Gove",1,7.3,"Last5EventsAccuracy",2013
67,67,"Dustin Johnson",3,7.3,"Last5EventsAccuracy",2013
67,67,"Hunter Mahan",4,7.3,"Last5EventsAccuracy",2013
67,67,"Alexander Noren",1,7.3,"Last5EventsAccuracy",2013
67,67,"Paul Stankowski",1,7.3,"Last5EventsAccuracy",2013
67,67,"Kevin Streelman",4,7.3,"Last5EventsAccuracy",2013
67,67,"Peter Tomasulo",3,7.3,"Last5EventsAccuracy",2013
67,67,"Bo Van Pelt",2,7.3,"Last5EventsAccuracy",2013
77,77,"Arjun Atwal",2,7.2,"Last5EventsAccuracy",2013
77,77,"Sangmoon Bae",2,7.2,"Last5EventsAccuracy",2013
77,77,"Sergio Garcia",5,7.2,"Last5EventsAccuracy",2013
77,77,"James Hahn",1,7.2,"Last5EventsAccuracy",2013
77,77,"Brandt Jobe",3,7.2,"Last5EventsAccuracy",2013
77,77,"Martin Kaymer",4,7.2,"Last5EventsAccuracy",2013
77,77,"Steve LeBrun",4,7.2,"Last5EventsAccuracy",2013
77,77,"Michael Letzig",2,7.2,"Last5EventsAccuracy",2013
77,77,"David Lingmerth",1,7.2,"Last5EventsAccuracy",2013
77,77,"Billy Mayfair",1,7.2,"Last5EventsAccuracy",2013
77,77,"Greg Owen",4,7.2,"Last5EventsAccuracy",2013
77,77,"Tag Ridings",1,7.2,"Last5EventsAccuracy",2013
77,77,"Marcel Siem",2,7.2,"Last5EventsAccuracy",2013
77,77,"Joey Snyder III",1,7.2,"Last5EventsAccuracy",2013
77,77,"Henrik Stenson",4,7.2,"Last5EventsAccuracy",2013
77,77,"Andre Stolz",1,7.2,"Last5EventsAccuracy",2013
77,77,"Kevin Sutherland",3,7.2,"Last5EventsAccuracy",2013
77,77,"Marc Turnesa",1,7.2,"Last5EventsAccuracy",2013
77,77,"Jeremiah Wooding",1,7.2,"Last5EventsAccuracy",2013
96,96,"Roberto Castro",4,7.1,"Last5EventsAccuracy",2013
96,96,"Robert Gamez",1,7.1,"Last5EventsAccuracy",2013
96,96,"Jim Herman",3,7.1,"Last5EventsAccuracy",2013
96,96,"Steve Marino",2,7.1,"Last5EventsAccuracy",2013
96,96,"Patrick Rodgers",1,7.1,"Last5EventsAccuracy",2013
96,96,"Vijay Singh",1,7.1,"Last5EventsAccuracy",2013
96,96,"Steve Stricker",4,7.1,"Last5EventsAccuracy",2013
96,96,"Scott Verplank",1,7.1,"Last5EventsAccuracy",2013
96,96,"Jimmy Walker",2,7.1,"Last5EventsAccuracy",2013
96,96,"Gary Woodland",4,7.1,"Last5EventsAccuracy",2013
106,106,"Mark Anderson",1,7,"Last5EventsAccuracy",2013
106,106,"Todd Baek",1,7,"Last5EventsAccuracy",2013
106,106,"Shane Bertsch",1,7,"Last5EventsAccuracy",2013
106,106,"Steven Bowditch",3,7,"Last5EventsAccuracy",2013
106,106,"Jason Dufner",4,7,"Last5EventsAccuracy",2013
106,106,"Rickie Fowler",3,7,"Last5EventsAccuracy",2013
106,106,"Ryo Ishikawa",1,7,"Last5EventsAccuracy",2013
106,106,"Davis Love III",2,7,"Last5EventsAccuracy",2013
106,106,"Bill Lunde",2,7,"Last5EventsAccuracy",2013
106,106,"Jeff Maggert",2,7,"Last5EventsAccuracy",2013
106,106,"David Mathis",4,7,"Last5EventsAccuracy",2013
106,106,"Bryce Molder",4,7,"Last5EventsAccuracy",2013
106,106,"John Peterson",2,7,"Last5EventsAccuracy",2013
106,106,"Tim Petrovic",3,7,"Last5EventsAccuracy",2013
106,106,"Nate Smith",1,7,"Last5EventsAccuracy",2013
106,106,"Brian Stuard",1,7,"Last5EventsAccuracy",2013
106,106,"Dean Wilson",1,7,"Last5EventsAccuracy",2013
123,123,"Jonathan Byrd",1,6.9,"Last5EventsAccuracy",2013
123,123,"Chad Campbell",3,6.9,"Last5EventsAccuracy",2013
123,123,"Russ Cochran",1,6.9,"Last5EventsAccuracy",2013
123,123,"Stephen Gallacher",2,6.9,"Last5EventsAccuracy",2013
123,123,"Lucas Glover",1,6.9,"Last5EventsAccuracy",2013
123,123,"Brian Harman",1,6.9,"Last5EventsAccuracy",2013
123,123,"David Hearn",4,6.9,"Last5EventsAccuracy",2013
123,123,"Jerry Kelly",4,6.9,"Last5EventsAccuracy",2013
123,123,"Skip Kendall",1,6.9,"Last5EventsAccuracy",2013
123,123,"Luke List",1,6.9,"Last5EventsAccuracy",2013
123,123,"Ryan Moore",4,6.9,"Last5EventsAccuracy",2013
123,123,"Ted Potter Jr",1,6.9,"Last5EventsAccuracy",2013
123,123,"Webb Simpson",5,6.9,"Last5EventsAccuracy",2013
123,123,"Roger Sloan",1,6.9,"Last5EventsAccuracy",2013
123,123,"Steve Wheatcroft",1,6.9,"Last5EventsAccuracy",2013
123,123,"YE Yang",2,6.9,"Last5EventsAccuracy",2013
139,139,"Franklin Corpening",1,6.8,"Last5EventsAccuracy",2013
139,139,"Jason Day",4,6.8,"Last5EventsAccuracy",2013
139,139,"Graham DeLaet",4,6.8,"Last5EventsAccuracy",2013
139,139,"Ernie Els",3,6.8,"Last5EventsAccuracy",2013
139,139,"Bob Estes",4,6.8,"Last5EventsAccuracy",2013
139,139,"Retief Goosen",3,6.8,"Last5EventsAccuracy",2013
139,139,"Branden Grace",1,6.8,"Last5EventsAccuracy",2013
139,139,"Tim Herron",2,6.8,"Last5EventsAccuracy",2013
139,139,"Francesco Molinari",1,6.8,"Last5EventsAccuracy",2013
139,139,"Rod Perry",1,6.8,"Last5EventsAccuracy",2013
139,139,"DA Points",3,6.8,"Last5EventsAccuracy",2013
139,139,"Brandt Snedeker",3,6.8,"Last5EventsAccuracy",2013
