"Back9Par3ScoringAverage_RANKTHISWEEK_2013","Back9Par3ScoringAverage_RANKLASTWEEK_2013","Back9Par3ScoringAverage_PLAYERNAME_2013","Back9Par3ScoringAverage_ROUNDS_2013","Back9Par3ScoringAverage_AVG_2013","Back9Par3ScoringAverage_TOTALSTROKES_2013","Back9Par3ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Ryan Palmer",79,2.91,478,164,"Back9Par3ScoringAverage",2013
2,2,"Bob Estes",66,2.94,400,136,"Back9Par3ScoringAverage",2013
2,2,"John Huh",88,2.94,515,175,"Back9Par3ScoringAverage",2013
4,4,"Greg Chalmers",77,2.96,450,152,"Back9Par3ScoringAverage",2013
4,4,"Dustin Johnson",71,2.96,406,137,"Back9Par3ScoringAverage",2013
6,6,"James Driscoll",76,2.97,443,149,"Back9Par3ScoringAverage",2013
6,6,"Chris Kirk",89,2.97,531,179,"Back9Par3ScoringAverage",2013
6,6,"Pat Perez",69,2.97,425,143,"Back9Par3ScoringAverage",2013
6,6,"John Rollins",77,2.97,452,152,"Back9Par3ScoringAverage",2013
6,6,"Henrik Stenson",65,2.97,380,128,"Back9Par3ScoringAverage",2013
11,11,"Robert Garrigus",69,2.98,405,136,"Back9Par3ScoringAverage",2013
11,11,"Richard Lee",81,2.98,477,160,"Back9Par3ScoringAverage",2013
11,11,"David Lynn",70,2.98,414,139,"Back9Par3ScoringAverage",2013
11,11,"Geoff Ogilvy",57,2.98,357,120,"Back9Par3ScoringAverage",2013
11,11,"Andres Romero",63,2.98,358,120,"Back9Par3ScoringAverage",2013
16,16,"Stuart Appleby",88,2.99,520,174,"Back9Par3ScoringAverage",2013
16,16,"Jim Furyk",80,2.99,478,160,"Back9Par3ScoringAverage",2013
16,16,"Peter Hanson",45,2.99,257,86,"Back9Par3ScoringAverage",2013
19,19,"Stephen Ames",49,3,312,104,"Back9Par3ScoringAverage",2013
19,19,"Tim Clark",64,3,369,123,"Back9Par3ScoringAverage",2013
19,19,"Bill Haas",85,3,498,166,"Back9Par3ScoringAverage",2013
19,19,"Brandt Jobe",62,3,348,116,"Back9Par3ScoringAverage",2013
19,19,"Phil Mickelson",78,3,474,158,"Back9Par3ScoringAverage",2013
19,19,"Charlie Wi",75,3,444,148,"Back9Par3ScoringAverage",2013
19,19,"Tiger Woods",61,3,360,120,"Back9Par3ScoringAverage",2013
26,26,"Robert Allenby",58,3.01,346,115,"Back9Par3ScoringAverage",2013
26,26,"Chad Campbell",78,3.01,466,155,"Back9Par3ScoringAverage",2013
26,26,"Brian Davis",91,3.01,563,187,"Back9Par3ScoringAverage",2013
26,26,"Bobby Gates",49,3.01,274,91,"Back9Par3ScoringAverage",2013
26,26,"Zach Johnson",84,3.01,503,167,"Back9Par3ScoringAverage",2013
26,26,"Colt Knost",69,3.01,409,136,"Back9Par3ScoringAverage",2013
26,26,"Scott Langley",79,3.01,466,155,"Back9Par3ScoringAverage",2013
26,26,"Bryce Molder",82,3.01,500,166,"Back9Par3ScoringAverage",2013
26,26,"Andrew Svoboda",46,3.01,268,89,"Back9Par3ScoringAverage",2013
35,35,"Jason Bohn",70,3.02,435,144,"Back9Par3ScoringAverage",2013
35,35,"Brendon de Jonge",110,3.02,682,226,"Back9Par3ScoringAverage",2013
35,35,"Luke Donald",60,3.02,362,120,"Back9Par3ScoringAverage",2013
35,35,"Matt Jones",83,3.02,514,170,"Back9Par3ScoringAverage",2013
35,35,"Adam Scott",61,3.02,374,124,"Back9Par3ScoringAverage",2013
35,35,"Cameron Tringale",80,3.02,502,166,"Back9Par3ScoringAverage",2013
35,35,"Bubba Watson",76,3.02,432,143,"Back9Par3ScoringAverage",2013
35,35,"Lee Williams",62,3.02,375,124,"Back9Par3ScoringAverage",2013
35,35,"Gary Woodland",94,3.02,553,183,"Back9Par3ScoringAverage",2013
44,44,"Sangmoon Bae",83,3.03,521,172,"Back9Par3ScoringAverage",2013
44,44,"Justin Bolli",59,3.03,342,113,"Back9Par3ScoringAverage",2013
44,44,"Michael Bradley",56,3.03,327,108,"Back9Par3ScoringAverage",2013
44,44,"JJ Henry",83,3.03,494,163,"Back9Par3ScoringAverage",2013
44,44,"Graeme McDowell",53,3.03,297,98,"Back9Par3ScoringAverage",2013
44,44,"Cameron Percy",68,3.03,406,134,"Back9Par3ScoringAverage",2013
44,44,"Chez Reavie",72,3.03,448,148,"Back9Par3ScoringAverage",2013
44,44,"Webb Simpson",92,3.03,539,178,"Back9Par3ScoringAverage",2013
44,44,"David Toms",49,3.03,279,92,"Back9Par3ScoringAverage",2013
44,44,"Lee Westwood",70,3.03,418,138,"Back9Par3ScoringAverage",2013
54,54,"Harris English",95,3.04,596,196,"Back9Par3ScoringAverage",2013
54,54,"Martin Flores",83,3.04,520,171,"Back9Par3ScoringAverage",2013
54,54,"Rod Pampling",46,3.04,255,84,"Back9Par3ScoringAverage",2013
54,54,"Kevin Streelman",86,3.04,542,178,"Back9Par3ScoringAverage",2013
58,58,"Ricky Barnes",74,3.05,439,144,"Back9Par3ScoringAverage",2013
58,58,"Jason Day",86,3.05,500,164,"Back9Par3ScoringAverage",2013
58,58,"Charles Howell III",87,3.05,524,172,"Back9Par3ScoringAverage",2013
58,58,"Steve LeBrun",66,3.05,381,125,"Back9Par3ScoringAverage",2013
58,58,"Jeff Maggert",63,3.05,390,128,"Back9Par3ScoringAverage",2013
58,58,"Carl Pettersson",82,3.05,491,161,"Back9Par3ScoringAverage",2013
58,58,"Scott Piercy",78,3.05,454,149,"Back9Par3ScoringAverage",2013
58,58,"Shawn Stefani",63,3.05,403,132,"Back9Par3ScoringAverage",2013
58,58,"Darron Stiles",51,3.05,305,100,"Back9Par3ScoringAverage",2013
58,58,"Brian Stuard",78,3.05,469,154,"Back9Par3ScoringAverage",2013
58,58,"Camilo Villegas",79,3.05,470,154,"Back9Par3ScoringAverage",2013
69,69,"Bud Cauley",67,3.06,395,129,"Back9Par3ScoringAverage",2013
