"BirdieorBetterPercentage125150ya_RANKTHISWEEK_2014","BirdieorBetterPercentage125150ya_RANKLASTWEEK_2014","BirdieorBetterPercentage125150ya_PLAYERNAME_2014","BirdieorBetterPercentage125150ya_ROUNDS_2014","BirdieorBetterPercentage125150ya_Pct_2014","BirdieorBetterPercentage125150ya_TOTALBIRDIES_2014","BirdieorBetterPercentage125150ya_TOTALHOLES_2014","stat_name","year"
1,1,"Ryan Moore",86,26.74,46,172,"BirdieorBetterPercentage125150ya",2014
2,2,"Matt Kuchar",91,26.24,53,202,"BirdieorBetterPercentage125150ya",2014
3,3,"Tim Clark",75,25.56,46,180,"BirdieorBetterPercentage125150ya",2014
4,4,"Wes Roach",67,25.35,36,142,"BirdieorBetterPercentage125150ya",2014
5,5,"Troy Merritt",62,25.31,41,162,"BirdieorBetterPercentage125150ya",2014
6,6,"Jason Day",54,25.27,23,91,"BirdieorBetterPercentage125150ya",2014
7,7,"Robert Garrigus",80,24.9,62,249,"BirdieorBetterPercentage125150ya",2014
8,8,"Rory McIlroy",66,24.84,38,153,"BirdieorBetterPercentage125150ya",2014
9,9,"Webb Simpson",87,24.62,48,195,"BirdieorBetterPercentage125150ya",2014
10,10,"Brendon Todd",108,24.51,63,257,"BirdieorBetterPercentage125150ya",2014
11,11,"Hideki Matsuyama",82,24.48,47,192,"BirdieorBetterPercentage125150ya",2014
12,12,"Sergio Garcia",61,23.97,29,121,"BirdieorBetterPercentage125150ya",2014
13,13,"Jason Bohn",81,23.67,49,207,"BirdieorBetterPercentage125150ya",2014
14,14,"Andrew Svoboda",77,23.24,43,185,"BirdieorBetterPercentage125150ya",2014
15,15,"Adam Scott",68,22.89,38,166,"BirdieorBetterPercentage125150ya",2014
16,16,"Spencer Levin",59,22.79,31,136,"BirdieorBetterPercentage125150ya",2014
17,17,"Robert Allenby",83,22.64,48,212,"BirdieorBetterPercentage125150ya",2014
18,18,"Ryan Palmer",85,22.55,46,204,"BirdieorBetterPercentage125150ya",2014
19,19,"Graeme McDowell",66,22.48,29,129,"BirdieorBetterPercentage125150ya",2014
20,20,"Kevin Na",94,22.46,53,236,"BirdieorBetterPercentage125150ya",2014
21,21,"Billy Hurley III",86,22.4,43,192,"BirdieorBetterPercentage125150ya",2014
22,22,"Jim Furyk",84,22.29,39,175,"BirdieorBetterPercentage125150ya",2014
23,23,"Justin Rose",70,22.22,30,135,"BirdieorBetterPercentage125150ya",2014
24,24,"Bill Haas",107,22.08,53,240,"BirdieorBetterPercentage125150ya",2014
25,25,"Martin Flores",85,21.86,40,183,"BirdieorBetterPercentage125150ya",2014
26,26,"David Toms",64,21.79,39,179,"BirdieorBetterPercentage125150ya",2014
27,27,"Luke Donald",57,21.55,25,116,"BirdieorBetterPercentage125150ya",2014
28,28,"David Hearn",97,21.46,53,247,"BirdieorBetterPercentage125150ya",2014
29,29,"Ken Duke",80,21.39,40,187,"BirdieorBetterPercentage125150ya",2014
29,29,"David Lingmerth",80,21.39,40,187,"BirdieorBetterPercentage125150ya",2014
31,31,"Jason Kokrak",65,21.31,39,183,"BirdieorBetterPercentage125150ya",2014
32,32,"Davis Love III",74,21.21,42,198,"BirdieorBetterPercentage125150ya",2014
33,33,"Seung Yul Noh",92,21.2,46,217,"BirdieorBetterPercentage125150ya",2014
34,34,"Brian Stuard",91,21.17,47,222,"BirdieorBetterPercentage125150ya",2014
35,35,"Henrik Stenson",56,21.11,19,90,"BirdieorBetterPercentage125150ya",2014
36,36,"Chad Collins",78,21.02,37,176,"BirdieorBetterPercentage125150ya",2014
37,37,"KJ Choi",80,20.86,39,187,"BirdieorBetterPercentage125150ya",2014
38,38,"Lee Westwood",57,20.63,26,126,"BirdieorBetterPercentage125150ya",2014
39,39,"Charlie Beljan",76,20.59,42,204,"BirdieorBetterPercentage125150ya",2014
40,40,"Angel Cabrera",69,20.54,38,185,"BirdieorBetterPercentage125150ya",2014
41,41,"Charlie Wi",72,20.48,43,210,"BirdieorBetterPercentage125150ya",2014
42,42,"Ryo Ishikawa",75,20.42,39,191,"BirdieorBetterPercentage125150ya",2014
43,43,"Graham DeLaet",80,20.41,40,196,"BirdieorBetterPercentage125150ya",2014
43,43,"Freddie Jacobson",91,20.41,50,245,"BirdieorBetterPercentage125150ya",2014
45,45,"Brendan Steele",89,20.35,47,231,"BirdieorBetterPercentage125150ya",2014
46,46,"Zach Johnson",97,20.34,48,236,"BirdieorBetterPercentage125150ya",2014
47,47,"Matt Every",85,20.28,43,212,"BirdieorBetterPercentage125150ya",2014
48,48,"Sangmoon Bae",76,20.22,36,178,"BirdieorBetterPercentage125150ya",2014
48,48,"Michael Thompson",74,20.22,36,178,"BirdieorBetterPercentage125150ya",2014
50,50,"DH Lee",54,20.16,25,124,"BirdieorBetterPercentage125150ya",2014
51,51,"Paul Casey",56,20.14,28,139,"BirdieorBetterPercentage125150ya",2014
52,52,"Daniel Summerhays",98,20.08,50,249,"BirdieorBetterPercentage125150ya",2014
53,53,"Chris Kirk",105,20.07,57,284,"BirdieorBetterPercentage125150ya",2014
