"LowestRound_RANKTHISWEEK_2011","LowestRound_RANKLASTWEEK_2011","LowestRound_PLAYERNAME_2011","LowestRound_ROUNDS_2011","LowestRound_VALUE_2011","LowestRound_TOURNCOURSE_2011","LowestRound_ROUND_2011","stat_name","year"
1,1,"Patrick Cantlay",20,60,NA,2,"LowestRound",2011
2,2,"Hunter Haas",96,61,NA,2,"LowestRound",2011
2,2,"Scott Piercy",78,61,NA,3,"LowestRound",2011
2,2,"Brandt Snedeker",85,61,NA,3,"LowestRound",2011
5,5,"Blake Adams",116,62,NA,2,"LowestRound",2011
5,5,"Steven Bowditch",86,62,NA,4,"LowestRound",2011
5,5,"Rickie Fowler",84,62,NA,2,"LowestRound",2011
5,5,"Brian Gay",90,62,NA,5,"LowestRound",2011
5,5,"Bill Haas",93,62,NA,4,"LowestRound",2011
5,5,"Trevor Immelman",84,62,NA,3,"LowestRound",2011
5,5,"Anthony Kim",72,62,NA,3,"LowestRound",2011
5,5,"Will Ma Kenzie",48,62,NA,3,"LowestRound",2011
5,5,"Jeff Maggert",49,62,NA,3,"LowestRound",2011
5,5,"Graeme McDowell",50,62,NA,4,"LowestRound",2011
5,5,"Chez Reavie",92,62,NA,2,"LowestRound",2011
5,5,"Jim Renner",65,62,NA,3,"LowestRound",2011
5,5,"Adam Scott",60,62,NA,1,"LowestRound",2011
5,5,"Michael Thompson",79,62,NA,4,"LowestRound",2011
5,5,"David Toms",78,62,NA,2,"LowestRound",2011
5,5,"DJ Trahan",91,62,NA,2,"LowestRound",2011
5,5,"Jimmy Walker",79,62,NA,3,"LowestRound",2011
5,5,"Nick Watney",80,62,NA,3,"LowestRound",2011
23,23,"Shane Bertsch",62,63,NA,2,"LowestRound",2011
23,23,"Kris Blanks",92,63,NA,1,"LowestRound",2011
23,23,"Ben Crane",76,63,NA,4,"LowestRound",2011
23,23,"Jason Day",76,63,NA,1,"LowestRound",2011
23,23,"Brendon de Jonge",105,63,NA,3,"LowestRound",2011
23,23,"James Driscoll",71,63,NA,1,"LowestRound",2011
23,23,"Steve Flesch",88,63,NA,4,"LowestRound",2011
23,23,"Tommy Gainey",104,63,NA,1,"LowestRound",2011
23,23,"Robert Garrigus",83,63,NA,3,"LowestRound",2011
23,23,"Freddie Jacobson",92,63,NA,3,"LowestRound",2011
23,23,"Dustin Johnson",72,63,NA,2,"LowestRound",2011
23,23,"Chris Kirk",87,63,NA,3,"LowestRound",2011
23,23,"Matt Kuchar",94,63,NA,1,"LowestRound",2011
23,23,"Derek Lamely",65,63,NA,1,"LowestRound",2011
23,23,"Justin Leonard",82,63,NA,2,"LowestRound",2011
23,23,"Hunter Mahan",92,63,NA,2,"LowestRound",2011
23,23,"Steve Marino",76,63,NA,3,"LowestRound",2011
23,23,"William McGirt",103,63,NA,1,"LowestRound",2011
23,23,"Phil Mickelson",79,63,NA,3,"LowestRound",2011
23,23,"Zack Miller",86,63,NA,1,"LowestRound",2011
23,23,"Ryan Moore",79,63,NA,4,"LowestRound",2011
23,23,"Kevin Na",84,63,NA,2,"LowestRound",2011
23,23,"Nick OHern",89,63,NA,3,"LowestRound",2011
23,23,"Carl Pettersson",95,63,NA,3,"LowestRound",2011
23,23,"DA Points",89,63,NA,1,"LowestRound",2011
23,23,"Fran Quinn",26,63,NA,2,"LowestRound",2011
23,23,"Jeff Quinney",42,63,NA,1,"LowestRound",2011
23,23,"John Rollins",85,63,NA,4,"LowestRound",2011
23,23,"Justin Rose",79,63,NA,1,"LowestRound",2011
23,23,"Webb Simpson",98,63,NA,1,"LowestRound",2011
23,23,"Heath Slocum",89,63,NA,2,"LowestRound",2011
23,23,"Kevin Streelman",90,63,NA,3,"LowestRound",2011
23,23,"Steve Stricker",70,63,NA,1,"LowestRound",2011
23,23,"Chris Stroud",88,63,NA,2,"LowestRound",2011
23,23,"Roland Thatcher",67,63,NA,3,"LowestRound",2011
23,23,"Chris Tidland",30,63,NA,2,"LowestRound",2011
23,23,"Cameron Tringale",110,63,NA,2,"LowestRound",2011
23,23,"Jhonattan Vegas",84,63,NA,1,"LowestRound",2011
23,23,"Johnson Wagner",81,63,NA,2,"LowestRound",2011
23,23,"YE Yang",63,63,NA,3,"LowestRound",2011
63,63,"Stuart Appleby",65,64,NA,1,"LowestRound",2011
63,63,"Aaron Baddeley",77,64,NA,3,"LowestRound",2011
63,63,"Briny Baird",60,64,NA,3,"LowestRound",2011
63,63,"Cameron Beckman",71,64,NA,2,"LowestRound",2011
63,63,"Keegan Bradley",91,64,NA,1,"LowestRound",2011
63,63,"DJ Brigman",67,64,NA,2,"LowestRound",2011
63,63,"Paul Casey",48,64,NA,2,"LowestRound",2011
63,63,"Alex Cejka",59,64,NA,1,"LowestRound",2011
63,63,"KJ Choi",77,64,NA,2,"LowestRound",2011
63,63,"Stewart Cink",72,64,NA,1,"LowestRound",2011
63,63,"Tim Clark",11,64,NA,4,"LowestRound",2011
63,63,"Erik Compton",21,64,NA,4,"LowestRound",2011
63,63,"Michael Connell",76,64,NA,3,"LowestRound",2011
63,63,"Chris Couch",73,64,NA,2,"LowestRound",2011
