"ApproachesRightRoughRTPScore_RANKTHISWEEK_2011","ApproachesRightRoughRTPScore_RANKLASTWEEK_2011","ApproachesRightRoughRTPScore_PLAYERNAME_2011","ApproachesRightRoughRTPScore_ROUNDS_2011","ApproachesRightRoughRTPScore_AVGRTP_2011","stat_name","year"
46,46,"Brandt Snedeker",85,0.083,"ApproachesRightRoughRTPScore",2011
48,48,"Steven Bowditch",86,0.086,"ApproachesRightRoughRTPScore",2011
49,49,"Martin Laird",77,0.09,"ApproachesRightRoughRTPScore",2011
50,50,"Zach Johnson",79,0.091,"ApproachesRightRoughRTPScore",2011
51,51,"Davis Love III",70,0.092,"ApproachesRightRoughRTPScore",2011
52,52,"Kevin Streelman",90,0.093,"ApproachesRightRoughRTPScore",2011
52,52,"Josh Teater",104,0.093,"ApproachesRightRoughRTPScore",2011
54,54,"Anthony Kim",72,0.094,"ApproachesRightRoughRTPScore",2011
54,54,"Mark Wilson",89,0.094,"ApproachesRightRoughRTPScore",2011
56,56,"Kevin Stadler",88,0.095,"ApproachesRightRoughRTPScore",2011
57,57,"Bill Lunde",92,0.096,"ApproachesRightRoughRTPScore",2011
58,58,"Geoff Ogilvy",69,0.099,"ApproachesRightRoughRTPScore",2011
58,58,"Michael Putnam",67,0.099,"ApproachesRightRoughRTPScore",2011
60,60,"Jim Herman",69,0.1,"ApproachesRightRoughRTPScore",2011
60,60,"Charles Howell III",108,0.1,"ApproachesRightRoughRTPScore",2011
60,60,"Justin Leonard",82,0.1,"ApproachesRightRoughRTPScore",2011
63,63,"Aron Price",58,0.101,"ApproachesRightRoughRTPScore",2011
64,64,"Justin Rose",79,0.102,"ApproachesRightRoughRTPScore",2011
65,65,"Robert Garrigus",83,0.104,"ApproachesRightRoughRTPScore",2011
66,66,"Stuart Appleby",65,0.106,"ApproachesRightRoughRTPScore",2011
66,66,"KJ Choi",77,0.106,"ApproachesRightRoughRTPScore",2011
68,68,"Rickie Fowler",84,0.107,"ApproachesRightRoughRTPScore",2011
68,68,"Chris Stroud",88,0.107,"ApproachesRightRoughRTPScore",2011
70,70,"Kris Blanks",92,0.108,"ApproachesRightRoughRTPScore",2011
71,71,"George McNeill",69,0.111,"ApproachesRightRoughRTPScore",2011
72,72,"Scott Stallings",84,0.112,"ApproachesRightRoughRTPScore",2011
73,73,"Trevor Immelman",84,0.114,"ApproachesRightRoughRTPScore",2011
74,74,"Nick OHern",89,0.115,"ApproachesRightRoughRTPScore",2011
75,75,"Jim Furyk",87,0.117,"ApproachesRightRoughRTPScore",2011
76,76,"Adam Scott",60,0.118,"ApproachesRightRoughRTPScore",2011
77,77,"Jeff Overton",92,0.119,"ApproachesRightRoughRTPScore",2011
77,77,"Jhonattan Vegas",84,0.119,"ApproachesRightRoughRTPScore",2011
79,79,"Kevin Na",84,0.123,"ApproachesRightRoughRTPScore",2011
80,80,"Pat Perez",76,0.124,"ApproachesRightRoughRTPScore",2011
81,81,"Matt Bettencourt",84,0.125,"ApproachesRightRoughRTPScore",2011
82,82,"DA Points",89,0.126,"ApproachesRightRoughRTPScore",2011
82,82,"Chris Riley",76,0.126,"ApproachesRightRoughRTPScore",2011
84,84,"Ricky Barnes",78,0.127,"ApproachesRightRoughRTPScore",2011
84,84,"Chad Campbell",99,0.127,"ApproachesRightRoughRTPScore",2011
84,84,"Cameron Tringale",110,0.127,"ApproachesRightRoughRTPScore",2011
87,87,"Greg Chalmers",88,0.128,"ApproachesRightRoughRTPScore",2011
88,88,"William McGirt",103,0.129,"ApproachesRightRoughRTPScore",2011
88,88,"John Senden",94,0.129,"ApproachesRightRoughRTPScore",2011
90,90,"Jonathan Byrd",83,0.132,"ApproachesRightRoughRTPScore",2011
90,90,"Bobby Gates",82,0.132,"ApproachesRightRoughRTPScore",2011
92,92,"Jim Renner",65,0.133,"ApproachesRightRoughRTPScore",2011
93,93,"Kevin Chappell",78,0.135,"ApproachesRightRoughRTPScore",2011
93,93,"Derek Lamely",65,0.135,"ApproachesRightRoughRTPScore",2011
95,95,"John Rollins",85,0.136,"ApproachesRightRoughRTPScore",2011
96,96,"Blake Adams",116,0.138,"ApproachesRightRoughRTPScore",2011
97,97,"Bio Kim",71,0.139,"ApproachesRightRoughRTPScore",2011
97,97,"John Merrick",71,0.139,"ApproachesRightRoughRTPScore",2011
99,99,"Marc Leishman",87,0.14,"ApproachesRightRoughRTPScore",2011
99,99,"Steve Marino",76,0.14,"ApproachesRightRoughRTPScore",2011
99,99,"Boo Weekley",66,0.14,"ApproachesRightRoughRTPScore",2011
102,102,"DJ Trahan",91,0.145,"ApproachesRightRoughRTPScore",2011
103,103,"Bo Van Pelt",92,0.15,"ApproachesRightRoughRTPScore",2011
103,103,"Jimmy Walker",79,0.15,"ApproachesRightRoughRTPScore",2011
105,105,"Cameron Beckman",71,0.153,"ApproachesRightRoughRTPScore",2011
106,106,"Matt Jones",71,0.154,"ApproachesRightRoughRTPScore",2011
106,106,"Ryan Palmer",82,0.154,"ApproachesRightRoughRTPScore",2011
108,108,"Alex Cejka",59,0.159,"ApproachesRightRoughRTPScore",2011
109,109,"Colt Knost",80,0.161,"ApproachesRightRoughRTPScore",2011
110,110,"Andres Gonzales",60,0.165,"ApproachesRightRoughRTPScore",2011
111,111,"Hunter Mahan",92,0.167,"ApproachesRightRoughRTPScore",2011
112,112,"Vaughn Taylor",89,0.168,"ApproachesRightRoughRTPScore",2011
113,113,"Chris Kirk",87,0.169,"ApproachesRightRoughRTPScore",2011
113,113,"Vijay Singh",79,0.169,"ApproachesRightRoughRTPScore",2011
115,115,"Bryce Molder",82,0.17,"ApproachesRightRoughRTPScore",2011
115,115,"Dean Wilson",62,0.17,"ApproachesRightRoughRTPScore",2011
117,117,"Scott Piercy",78,0.171,"ApproachesRightRoughRTPScore",2011
118,118,"Matt Kuchar",94,0.174,"ApproachesRightRoughRTPScore",2011
119,119,"Joseph Bramlett",73,0.175,"ApproachesRightRoughRTPScore",2011
119,119,"Paul Goydos",81,0.175,"ApproachesRightRoughRTPScore",2011
121,121,"Tommy Gainey",104,0.176,"ApproachesRightRoughRTPScore",2011
121,121,"Fabian Gomez",84,0.176,"ApproachesRightRoughRTPScore",2011
121,121,"YE Yang",63,0.176,"ApproachesRightRoughRTPScore",2011
124,124,"Tag Ridings",87,0.178,"ApproachesRightRoughRTPScore",2011
125,125,"Steve Elkington",50,0.183,"ApproachesRightRoughRTPScore",2011
126,126,"Matt McQuillan",59,0.184,"ApproachesRightRoughRTPScore",2011
126,126,"Charl Schwartzel",58,0.184,"ApproachesRightRoughRTPScore",2011
126,126,"Johnson Wagner",81,0.184,"ApproachesRightRoughRTPScore",2011
129,129,"Ernie Els",71,0.185,"ApproachesRightRoughRTPScore",2011
130,130,"JJ Henry",96,0.186,"ApproachesRightRoughRTPScore",2011
131,131,"Marc Turnesa",54,0.187,"ApproachesRightRoughRTPScore",2011
132,132,"Brian Davis",105,0.188,"ApproachesRightRoughRTPScore",2011
133,133,"Chris DiMarco",93,0.189,"ApproachesRightRoughRTPScore",2011
133,133,"Nathan Green",81,0.189,"ApproachesRightRoughRTPScore",2011
135,135,"Brian Gay",90,0.191,"ApproachesRightRoughRTPScore",2011
136,136,"Martin Piller",63,0.192,"ApproachesRightRoughRTPScore",2011
137,137,"Jason Day",76,0.193,"ApproachesRightRoughRTPScore",2011
137,137,"Tim Petrovic",88,0.193,"ApproachesRightRoughRTPScore",2011
137,137,"Chez Reavie",92,0.193,"ApproachesRightRoughRTPScore",2011
140,140,"Ryan Moore",79,0.194,"ApproachesRightRoughRTPScore",2011
140,140,"Sean OHair",71,0.194,"ApproachesRightRoughRTPScore",2011
142,142,"David Hearn",88,0.195,"ApproachesRightRoughRTPScore",2011
143,143,"Ben Martin",74,0.197,"ApproachesRightRoughRTPScore",2011
144,144,"Michael Connell",76,0.202,"ApproachesRightRoughRTPScore",2011
144,144,"Joe Durant",71,0.202,"ApproachesRightRoughRTPScore",2011
144,144,"Kent Jones",76,0.202,"ApproachesRightRoughRTPScore",2011
144,144,"Zack Miller",86,0.202,"ApproachesRightRoughRTPScore",2011
148,148,"DJ Brigman",67,0.203,"ApproachesRightRoughRTPScore",2011
148,148,"Sung Kang",63,0.203,"ApproachesRightRoughRTPScore",2011
148,148,"Michael Thompson",79,0.203,"ApproachesRightRoughRTPScore",2011
151,151,"Angel Cabrera",50,0.206,"ApproachesRightRoughRTPScore",2011
151,151,"David Duval",67,0.206,"ApproachesRightRoughRTPScore",2011
153,153,"Tom Gillis",55,0.209,"ApproachesRightRoughRTPScore",2011
153,153,"Camilo Villegas",69,0.209,"ApproachesRightRoughRTPScore",2011
155,155,"Jason Bohn",74,0.21,"ApproachesRightRoughRTPScore",2011
156,156,"Troy Matteson",91,0.212,"ApproachesRightRoughRTPScore",2011
157,157,"Billy Horschel",75,0.213,"ApproachesRightRoughRTPScore",2011
158,158,"JP Hayes",56,0.217,"ApproachesRightRoughRTPScore",2011
159,159,"Heath Slocum",89,0.22,"ApproachesRightRoughRTPScore",2011
160,160,"Shaun Micheel",77,0.221,"ApproachesRightRoughRTPScore",2011
161,161,"Briny Baird",60,0.227,"ApproachesRightRoughRTPScore",2011
161,161,"Jarrod Lyle",83,0.227,"ApproachesRightRoughRTPScore",2011
161,161,"Andres Romero",77,0.227,"ApproachesRightRoughRTPScore",2011
161,161,"Paul Stankowski",78,0.227,"ApproachesRightRoughRTPScore",2011
165,165,"Rocco Mediate",53,0.228,"ApproachesRightRoughRTPScore",2011
166,166,"Alex Prugh",82,0.234,"ApproachesRightRoughRTPScore",2011
167,167,"Scott Gutschewski",67,0.238,"ApproachesRightRoughRTPScore",2011
168,168,"Lucas Glover",74,0.24,"ApproachesRightRoughRTPScore",2011
169,169,"Alexandre Rocha",65,0.245,"ApproachesRightRoughRTPScore",2011
170,170,"Robert Allenby",84,0.254,"ApproachesRightRoughRTPScore",2011
171,171,"Ryuji Imada",83,0.257,"ApproachesRightRoughRTPScore",2011
172,172,"Arjun Atwal",91,0.259,"ApproachesRightRoughRTPScore",2011
173,173,"Scott McCarron",65,0.266,"ApproachesRightRoughRTPScore",2011
174,174,"Richard Johnson",64,0.276,"ApproachesRightRoughRTPScore",2011
175,175,"Lee Janzen",62,0.278,"ApproachesRightRoughRTPScore",2011
176,176,"James Driscoll",71,0.28,"ApproachesRightRoughRTPScore",2011
177,177,"Will Strickler",51,0.295,"ApproachesRightRoughRTPScore",2011
178,178,"Nate Smith",66,0.3,"ApproachesRightRoughRTPScore",2011
179,179,"Troy Merritt",63,0.307,"ApproachesRightRoughRTPScore",2011
180,180,"Jerry Kelly",85,0.319,"ApproachesRightRoughRTPScore",2011
181,181,"Roland Thatcher",67,0.333,"ApproachesRightRoughRTPScore",2011
182,182,"Brendan Steele",89,0.347,"ApproachesRightRoughRTPScore",2011
183,183,"Garrett Willis",71,0.348,"ApproachesRightRoughRTPScore",2011
184,184,"Rich Beem",53,0.364,"ApproachesRightRoughRTPScore",2011
185,185,"Daniel Summerhays",75,0.381,"ApproachesRightRoughRTPScore",2011
186,186,"Justin Hicks",60,0.407,"ApproachesRightRoughRTPScore",2011
