"BestYTD1PuttorBetterStreak_RANKTHISWEEK_2007","BestYTD1PuttorBetterStreak_RANKLASTWEEK_2007","BestYTD1PuttorBetterStreak_PLAYERNAME_2007","BestYTD1PuttorBetterStreak_EVENTS_2007","BestYTD1PuttorBetterStreak_VALUE_2007","stat_name","year"
1,1,"Rory Sabbatini",23,18,"BestYTD1PuttorBetterStreak",2007
2,2,"David Howell",10,13,"BestYTD1PuttorBetterStreak",2007
3,3,"Chris DiMarco",24,12,"BestYTD1PuttorBetterStreak",2007
3,3,"Brian Gay",32,12,"BestYTD1PuttorBetterStreak",2007
3,3,"Michael Sim",17,12,"BestYTD1PuttorBetterStreak",2007
6,6,"Brian Bateman",18,11,"BestYTD1PuttorBetterStreak",2007
7,7,"Woody Austin",27,10,"BestYTD1PuttorBetterStreak",2007
7,7,"Aaron Baddeley",23,10,"BestYTD1PuttorBetterStreak",2007
7,7,"Jeff Brehaut",21,10,"BestYTD1PuttorBetterStreak",2007
7,7,"John Huston",16,10,"BestYTD1PuttorBetterStreak",2007
7,7,"Sean OHair",28,10,"BestYTD1PuttorBetterStreak",2007
7,7,"Jose Maria Olazabal",16,10,"BestYTD1PuttorBetterStreak",2007
7,7,"John Rollins",29,10,"BestYTD1PuttorBetterStreak",2007
7,7,"Jeev Milkha Singh",12,10,"BestYTD1PuttorBetterStreak",2007
7,7,"Darron Stiles",24,10,"BestYTD1PuttorBetterStreak",2007
7,7,"David Toms",22,10,"BestYTD1PuttorBetterStreak",2007
7,7,"Jaco Van Zyl",21,10,"BestYTD1PuttorBetterStreak",2007
18,18,"Fulton Allem",1,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Michael Allen",22,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Eric Axley",36,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Rich Barcelo",26,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Mark Calcavecchia",28,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Ben Crane",9,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Ben Curtis",25,9,"BestYTD1PuttorBetterStreak",2007
18,18,"David Diaz",1,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Luke Donald",20,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Robert Garrigus",28,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Charley Hoffman",30,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Tripp Isenhour",32,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Freddie Jacobson",20,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Cliff Kresge",30,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Davis Love III",21,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Jarrod Lyle",24,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Ryan Moore",28,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Kevin Na",27,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Arron Oberholser",21,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Tom Pernice Jr",31,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Kyle Reifers",27,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Chris Riley",17,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Jerry Smith",19,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Chris Stroud",24,9,"BestYTD1PuttorBetterStreak",2007
18,18,"DJ Trahan",30,9,"BestYTD1PuttorBetterStreak",2007
18,18,"Charles Warren",29,9,"BestYTD1PuttorBetterStreak",2007
44,44,"Steve Allan",18,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Ryan Armour",32,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Paul Azinger",13,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Rich Beem",29,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Craig Bowden",25,8,"BestYTD1PuttorBetterStreak",2007
44,44,"DJ Brigman",22,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Andrew Buckle",26,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Angel Cabrera",14,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Tim Clark",19,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Gavin Coles",28,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Chris Couch",30,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Steve Elkington",25,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Derek Fathauer",1,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Todd Fischer",4,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Harrison Frazar",32,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Fred Funk",22,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Jim Furyk",23,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Robert Gamez",30,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Tom Gillis",3,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Jason Gore",27,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Paul Goydos",19,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Nathan Green",29,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Mathias Gronberg",31,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Todd Hamilton",28,8,"BestYTD1PuttorBetterStreak",2007
44,44,"JP Hayes",28,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Anthony Kim",26,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Justin Leonard",29,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Will Ma Kenzie",30,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Jeff Maggert",26,8,"BestYTD1PuttorBetterStreak",2007
44,44,"John Mallinger",29,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Len Mattiace",10,8,"BestYTD1PuttorBetterStreak",2007
44,44,"George McNeill",30,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Shaun Micheel",29,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Kelly Mitchum",4,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Mark OMeara",4,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Kenny Perry",24,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Carl Pettersson",31,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Ian Poulter",18,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Dicky Pride",25,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Brett Quigley",25,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Justin Rose",16,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Brandt Snedeker",29,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Kevin Sutherland",25,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Vaughn Taylor",28,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Bo Van Pelt",30,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Lee Westwood",8,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Dean Wilson",28,8,"BestYTD1PuttorBetterStreak",2007
44,44,"Tiger Woods",16,8,"BestYTD1PuttorBetterStreak",2007
44,44,"YE Yang",9,8,"BestYTD1PuttorBetterStreak",2007
93,93,"William Amundsen",1,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Stuart Appleby",24,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Tommy Armour III",24,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Arjun Atwal",12,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Briny Baird",31,7,"BestYTD1PuttorBetterStreak",2007
93,93,"John Bickerton",2,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Thomas Bjorn",6,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Guy Boros",4,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Mark Brooks",18,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Olin Browne",15,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Chad Campbell",28,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Daniel Chopra",34,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Stewart Cink",25,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Robert Damron",10,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Brian Davis",28,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Marco Dawson",23,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Brendon de Jonge",26,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Jason Dufner",32,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Ken Duke",31,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Niclas Fasth",10,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Steve Flesch",31,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Dan Forsman",12,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Carlos Franco",12,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Brent Geiberger",17,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Mathew Goggin",30,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Retief Goosen",14,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Jeff Gove",30,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Anders Hansen",17,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Bob Heintz",27,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Mark Hensby",25,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Tim Herron",27,7,"BestYTD1PuttorBetterStreak",2007
93,93,"JB Holmes",24,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Charles Howell III",26,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Ryuji Imada",32,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Tom Johnson",27,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Craig Kanada",34,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Robert Karlsson",13,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Shingo Katayama",7,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Greg Kraft",10,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Tom Lehman",19,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Frank Lickliter II",30,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Craig Lile",24,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Bryant Ma Kellar",1,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Hunter Mahan",27,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Steve Marino",31,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Shigeki Maruyama",31,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Troy Matteson",26,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Paul McGinley",5,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Jim McGovern",5,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Parker McLachlin",28,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Spike McRoy",6,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Rocco Mediate",22,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Phil Mickelson",22,7,"BestYTD1PuttorBetterStreak",2007
93,93,"Brian Miller",1,7,"BestYTD1PuttorBetterStreak",2007
