"PuttingfromGrtr10_RANKTHISWEEK_2014","PuttingfromGrtr10_RANKLASTWEEK_2014","PuttingfromGrtr10_PLAYERNAME_2014","PuttingfromGrtr10_ROUNDS_2014","PuttingfromGrtr10_PctMADE_2014","PuttingfromGrtr10_ATTEMPTS_2014","PuttingfromGrtr10_PUTTSMADE_2014","stat_name","year"
77,77,"Justin Leonard",75,15.69,599,94,"PuttingfromGrtr10",2014
78,78,"Martin Kaymer",65,15.63,499,78,"PuttingfromGrtr10",2014
78,78,"Rory Sabbatini",82,15.63,691,108,"PuttingfromGrtr10",2014
80,80,"Scott Brown",100,15.59,834,130,"PuttingfromGrtr10",2014
81,81,"Robert Garrigus",80,15.55,759,118,"PuttingfromGrtr10",2014
81,81,"Hunter Mahan",88,15.55,791,123,"PuttingfromGrtr10",2014
83,83,"Jeff Overton",80,15.46,692,107,"PuttingfromGrtr10",2014
84,84,"Erik Compton",88,15.45,764,118,"PuttingfromGrtr10",2014
85,85,"Stuart Appleby",92,15.39,851,131,"PuttingfromGrtr10",2014
86,86,"Zach Johnson",97,15.38,878,135,"PuttingfromGrtr10",2014
86,86,"Tim Wilkinson",86,15.38,689,106,"PuttingfromGrtr10",2014
88,88,"William McGirt",96,15.33,874,134,"PuttingfromGrtr10",2014
89,89,"Patrick Reed",92,15.31,784,120,"PuttingfromGrtr10",2014
90,90,"Marc Leishman",81,15.22,703,107,"PuttingfromGrtr10",2014
91,91,"Ted Potter Jr",68,15.17,633,96,"PuttingfromGrtr10",2014
92,92,"Bill Haas",107,15.16,884,134,"PuttingfromGrtr10",2014
93,93,"Stewart Cink",91,15.14,773,117,"PuttingfromGrtr10",2014
94,94,"Bo Van Pelt",83,15.1,715,108,"PuttingfromGrtr10",2014
95,95,"Brendan Steele",89,15.09,742,112,"PuttingfromGrtr10",2014
96,96,"Gary Woodland",93,15.05,764,115,"PuttingfromGrtr10",2014
97,97,"JB Holmes",86,15.04,738,111,"PuttingfromGrtr10",2014
98,98,"Kevin Kisner",85,14.99,727,109,"PuttingfromGrtr10",2014
99,99,"Martin Flores",85,14.98,721,108,"PuttingfromGrtr10",2014
100,100,"Bubba Watson",76,14.89,571,85,"PuttingfromGrtr10",2014
101,101,"Tommy Gainey",73,14.86,619,92,"PuttingfromGrtr10",2014
102,102,"Kevin Chappell",100,14.83,890,132,"PuttingfromGrtr10",2014
103,103,"Tim Clark",75,14.79,649,96,"PuttingfromGrtr10",2014
104,104,"Nick Watney",80,14.76,603,89,"PuttingfromGrtr10",2014
105,105,"Ken Duke",80,14.74,692,102,"PuttingfromGrtr10",2014
105,105,"Brooks Koepka",56,14.74,441,65,"PuttingfromGrtr10",2014
107,107,"Tyrone Van Aswegen",79,14.72,686,101,"PuttingfromGrtr10",2014
108,108,"Angel Cabrera",69,14.64,649,95,"PuttingfromGrtr10",2014
109,109,"John Merrick",87,14.61,794,116,"PuttingfromGrtr10",2014
110,110,"Davis Love III",74,14.59,658,96,"PuttingfromGrtr10",2014
111,111,"James Driscoll",71,14.58,624,91,"PuttingfromGrtr10",2014
112,112,"Shawn Stefani",60,14.5,607,88,"PuttingfromGrtr10",2014
113,113,"Retief Goosen",94,14.49,821,119,"PuttingfromGrtr10",2014
114,114,"Richard Lee",80,14.47,608,88,"PuttingfromGrtr10",2014
115,115,"Jonathan Byrd",76,14.39,667,96,"PuttingfromGrtr10",2014
116,116,"Brad Fritsch",50,14.36,404,58,"PuttingfromGrtr10",2014
117,117,"Brendon de Jonge",109,14.33,970,139,"PuttingfromGrtr10",2014
118,118,"Henrik Stenson",56,14.32,412,59,"PuttingfromGrtr10",2014
119,119,"Justin Hicks",103,14.29,1050,150,"PuttingfromGrtr10",2014
120,120,"Lucas Glover",68,14.26,505,72,"PuttingfromGrtr10",2014
120,120,"David Lingmerth",80,14.26,687,98,"PuttingfromGrtr10",2014
122,122,"Charles Howell III",106,14.23,998,142,"PuttingfromGrtr10",2014
123,123,"Scott Stallings",77,14.22,668,95,"PuttingfromGrtr10",2014
123,123,"Charlie Wi",72,14.22,647,92,"PuttingfromGrtr10",2014
125,125,"Woody Austin",63,14.21,577,82,"PuttingfromGrtr10",2014
126,126,"Bud Cauley",56,14.2,486,69,"PuttingfromGrtr10",2014
127,127,"Chad Campbell",57,14.15,530,75,"PuttingfromGrtr10",2014
128,128,"Ian Poulter",57,14.11,411,58,"PuttingfromGrtr10",2014
129,129,"Jason Dufner",57,14.09,433,61,"PuttingfromGrtr10",2014
130,130,"YE Yang",79,14.08,611,86,"PuttingfromGrtr10",2014
131,131,"Steven Bowditch",93,14.05,783,110,"PuttingfromGrtr10",2014
131,131,"Harris English",95,14.05,783,110,"PuttingfromGrtr10",2014
131,131,"Carl Pettersson",91,14.05,911,128,"PuttingfromGrtr10",2014
134,134,"John Huh",87,13.99,736,103,"PuttingfromGrtr10",2014
135,135,"Jeff Maggert",54,13.98,465,65,"PuttingfromGrtr10",2014
136,136,"Robert Allenby",83,13.97,780,109,"PuttingfromGrtr10",2014
137,137,"Roberto Castro",76,13.94,581,81,"PuttingfromGrtr10",2014
138,138,"Cameron Tringale",111,13.93,1048,146,"PuttingfromGrtr10",2014
139,139,"Jim Furyk",84,13.89,691,96,"PuttingfromGrtr10",2014
140,140,"DA Points",75,13.86,577,80,"PuttingfromGrtr10",2014
141,141,"Billy Hurley III",86,13.82,774,107,"PuttingfromGrtr10",2014
142,142,"Andrew Svoboda",77,13.79,725,100,"PuttingfromGrtr10",2014
143,143,"Russell Knox",92,13.72,882,121,"PuttingfromGrtr10",2014
144,144,"John Rollins",84,13.7,737,101,"PuttingfromGrtr10",2014
145,145,"Johnson Wagner",69,13.62,624,85,"PuttingfromGrtr10",2014
146,146,"Jason Bohn",81,13.56,767,104,"PuttingfromGrtr10",2014
147,147,"Chesson Hadley",84,13.53,754,102,"PuttingfromGrtr10",2014
147,147,"Bryce Molder",77,13.53,658,89,"PuttingfromGrtr10",2014
149,149,"Spencer Levin",59,13.44,521,70,"PuttingfromGrtr10",2014
150,150,"James Hahn",82,13.32,796,106,"PuttingfromGrtr10",2014
151,151,"Louis Oosthuizen",50,13.29,316,42,"PuttingfromGrtr10",2014
151,151,"Vijay Singh",83,13.29,775,103,"PuttingfromGrtr10",2014
153,153,"Brice Garnett",92,13.28,813,108,"PuttingfromGrtr10",2014
154,154,"Nicholas Thompson",85,13.12,762,100,"PuttingfromGrtr10",2014
155,155,"Mark Wilson",69,12.99,616,80,"PuttingfromGrtr10",2014
156,156,"Trevor Immelman",84,12.93,696,90,"PuttingfromGrtr10",2014
157,157,"Josh Teater",90,12.78,814,104,"PuttingfromGrtr10",2014
158,158,"Billy Horschel",92,12.74,793,101,"PuttingfromGrtr10",2014
159,159,"Kevin Tway",64,12.69,536,68,"PuttingfromGrtr10",2014
160,160,"Briny Baird",50,12.66,482,61,"PuttingfromGrtr10",2014
161,161,"Sean OHair",77,12.63,697,88,"PuttingfromGrtr10",2014
162,162,"Derek Ernst",80,12.26,669,82,"PuttingfromGrtr10",2014
163,163,"Bronson La Cassie",51,12.19,361,44,"PuttingfromGrtr10",2014
164,164,"Will Wilcox",51,12.15,428,52,"PuttingfromGrtr10",2014
165,165,"Jim Herman",62,12.13,511,62,"PuttingfromGrtr10",2014
165,165,"Kyle Stanley",87,12.13,775,94,"PuttingfromGrtr10",2014
167,167,"Jamie Lovemark",64,11.92,478,57,"PuttingfromGrtr10",2014
168,168,"Martin Laird",66,11.91,613,73,"PuttingfromGrtr10",2014
169,169,"Michael Putnam",106,11.84,954,113,"PuttingfromGrtr10",2014
170,170,"Kevin Stadler",90,11.62,714,83,"PuttingfromGrtr10",2014
171,171,"Hudson Swafford",75,11.58,682,79,"PuttingfromGrtr10",2014
172,172,"Jim Renner",61,11.54,546,63,"PuttingfromGrtr10",2014
173,173,"Jhonattan Vegas",77,11.42,683,78,"PuttingfromGrtr10",2014
174,174,"JJ Henry",91,11.28,913,103,"PuttingfromGrtr10",2014
175,175,"Boo Weekley",73,10.74,596,64,"PuttingfromGrtr10",2014
176,176,"John Peterson",62,10.68,571,61,"PuttingfromGrtr10",2014
177,177,"Troy Matteson",62,10.2,510,52,"PuttingfromGrtr10",2014
