"GIRPutting510_RANKTHISWEEK_2009","GIRPutting510_RANKLASTWEEK_2009","GIRPutting510_PLAYERNAME_2009","GIRPutting510_ROUNDS_2009","GIRPutting510_Pct_2009","GIRPutting510_ATTEMPTS_2009","GIRPutting510_PUTTSMADE_2009","stat_name","year"
1,1,"Harrison Frazar",93,65.38,156,102,"GIRPutting510",2009
2,2,"Bryce Molder",69,63,100,63,"GIRPutting510",2009
3,3,"Chris Riley",77,62.62,107,67,"GIRPutting510",2009
4,4,"Joe Ogilvie",85,62.22,135,84,"GIRPutting510",2009
5,5,"Retief Goosen",74,62.11,95,59,"GIRPutting510",2009
6,6,"Angel Cabrera",55,61.43,70,43,"GIRPutting510",2009
7,7,"Stephen Ames",77,61.32,106,65,"GIRPutting510",2009
8,8,"Ben Curtis",63,60.61,66,40,"GIRPutting510",2009
9,9,"Hunter Mahan",94,59.87,152,91,"GIRPutting510",2009
10,10,"Jerry Kelly",90,59.72,144,86,"GIRPutting510",2009
11,11,"Freddie Jacobson",83,59.54,131,78,"GIRPutting510",2009
12,12,"Mark Calcavecchia",72,59.09,110,65,"GIRPutting510",2009
13,13,"Mike Weir",85,58.4,125,73,"GIRPutting510",2009
14,14,"Justin Rose",71,58.16,98,57,"GIRPutting510",2009
15,15,"Parker McLachlin",71,58.06,124,72,"GIRPutting510",2009
16,16,"Brian Davis",103,58.05,174,101,"GIRPutting510",2009
17,17,"Jason Day",61,57.5,80,46,"GIRPutting510",2009
18,18,"Lucas Glover",93,57.32,157,90,"GIRPutting510",2009
19,19,"Kevin Sutherland",96,57.25,131,75,"GIRPutting510",2009
20,20,"Cameron Beckman",87,57.14,126,72,"GIRPutting510",2009
20,20,"Matt Jones",56,57.14,77,44,"GIRPutting510",2009
20,20,"Cliff Kresge",78,57.14,126,72,"GIRPutting510",2009
23,23,"Nathan Green",104,57.05,156,89,"GIRPutting510",2009
24,24,"George McNeill",82,57.02,121,69,"GIRPutting510",2009
25,25,"Brian Gay",96,56.97,165,94,"GIRPutting510",2009
26,26,"Brandt Snedeker",81,56.64,113,64,"GIRPutting510",2009
27,27,"Darron Stiles",52,56.38,94,53,"GIRPutting510",2009
28,28,"Marc Leishman",91,56.17,162,91,"GIRPutting510",2009
29,29,"Webb Simpson",94,55.62,169,94,"GIRPutting510",2009
30,30,"Aaron Baddeley",66,55.56,90,50,"GIRPutting510",2009
31,31,"Luke Donald",79,55.47,128,71,"GIRPutting510",2009
32,32,"Leif Olson",51,55.42,83,46,"GIRPutting510",2009
33,33,"Scott McCarron",91,55.41,157,87,"GIRPutting510",2009
34,34,"Spencer Levin",75,55.38,130,72,"GIRPutting510",2009
35,35,"Ted Purdy",101,55.35,159,88,"GIRPutting510",2009
36,36,"Tiger Woods",64,55.24,105,58,"GIRPutting510",2009
37,37,"Richard Johnson",85,55.2,125,69,"GIRPutting510",2009
38,38,"Andres Romero",58,54.95,91,50,"GIRPutting510",2009
39,39,"Paul Goydos",79,54.92,122,67,"GIRPutting510",2009
40,40,"Rod Pampling",72,54.76,126,69,"GIRPutting510",2009
41,41,"Corey Pavin",73,54.65,86,47,"GIRPutting510",2009
42,42,"Jay Williamson",69,54.46,112,61,"GIRPutting510",2009
43,43,"Brian Vranesh",51,54.22,83,45,"GIRPutting510",2009
44,44,"Bob Heintz",59,53.98,113,61,"GIRPutting510",2009
45,45,"Ian Poulter",59,53.97,63,34,"GIRPutting510",2009
46,46,"Bo Van Pelt",100,53.89,180,97,"GIRPutting510",2009
47,47,"Zach Johnson",94,53.85,169,91,"GIRPutting510",2009
48,48,"Daniel Chopra",89,53.8,171,92,"GIRPutting510",2009
49,49,"Kevin Streelman",97,53.76,173,93,"GIRPutting510",2009
50,50,"Jimmy Walker",74,53.64,110,59,"GIRPutting510",2009
51,51,"David Toms",98,53.57,168,90,"GIRPutting510",2009
52,52,"Tim Clark",81,53.39,118,63,"GIRPutting510",2009
53,53,"Charlie Wi",92,53.37,163,87,"GIRPutting510",2009
54,54,"Matt Weibring",65,53.33,105,56,"GIRPutting510",2009
55,55,"James Nitties",86,53.24,139,74,"GIRPutting510",2009
55,55,"Jeff Overton",92,53.24,139,74,"GIRPutting510",2009
55,55,"YE Yang",83,53.24,139,74,"GIRPutting510",2009
58,58,"Jason Bohn",88,53.09,162,86,"GIRPutting510",2009
59,59,"Gary Woodland",53,52.94,68,36,"GIRPutting510",2009
60,60,"Colt Knost",71,52.88,104,55,"GIRPutting510",2009
61,61,"John Rollins",92,52.7,148,78,"GIRPutting510",2009
62,62,"Steve Lowery",83,52.6,154,81,"GIRPutting510",2009
63,63,"Johnson Wagner",81,52.59,135,71,"GIRPutting510",2009
64,64,"Jim Furyk",86,52.48,141,74,"GIRPutting510",2009
65,65,"Matt Kuchar",82,52.42,124,65,"GIRPutting510",2009
65,65,"Jeff Quinney",78,52.42,124,65,"GIRPutting510",2009
67,67,"KJ Choi",65,52.38,105,55,"GIRPutting510",2009
67,67,"Anthony Kim",76,52.38,126,66,"GIRPutting510",2009
69,69,"Scott Verplank",88,52.35,170,89,"GIRPutting510",2009
70,70,"Stewart Cink",79,52.29,109,57,"GIRPutting510",2009
71,71,"Sergio Garcia",59,51.9,79,41,"GIRPutting510",2009
72,72,"Troy Matteson",95,51.87,187,97,"GIRPutting510",2009
73,73,"Jason Dufner",90,51.61,155,80,"GIRPutting510",2009
73,73,"Ryan Palmer",78,51.61,124,64,"GIRPutting510",2009
75,75,"Scott Piercy",85,51.43,140,72,"GIRPutting510",2009
76,76,"Woody Austin",84,51.3,154,79,"GIRPutting510",2009
77,77,"Jonathan Byrd",89,51.19,168,86,"GIRPutting510",2009
78,78,"Fred Couples",54,51.14,88,45,"GIRPutting510",2009
79,79,"Tom Pernice Jr",82,51.11,135,69,"GIRPutting510",2009
80,80,"Kenny Perry",92,51.03,145,74,"GIRPutting510",2009
