"SpinRate_RANKTHISWEEK_2013","SpinRate_RANKLASTWEEK_2013","SpinRate_PLAYERNAME_2013","SpinRate_ROUNDS_2013","SpinRate_AVG_2013","SpinRate_TOTALSPINSPEED_2013","SpinRate_TOTALATTEMPTS_2013","SpinRate_HIGHESTSPINRATE_2013","SpinRate_LOWESTSPINRATE_2013","stat_name","year"
47,47,"Jason Bohn",70,2783.9,175383,63,3603,1924,"SpinRate",2013
48,48,"Richard Lee",81,2781.2,194687,70,3766,1698,"SpinRate",2013
49,49,"David Mathis",71,2774.4,158142,57,3947,1830,"SpinRate",2013
50,50,"Jim Furyk",80,2766.7,165999,60,3386,1931,"SpinRate",2013
51,51,"Sangmoon Bae",83,2765.7,177005,64,3878,2076,"SpinRate",2013
52,52,"Harris English",95,2762.4,176792,64,4862,1731,"SpinRate",2013
53,53,"Justin Hicks",79,2755.2,126740,46,4441,1842,"SpinRate",2013
54,54,"Rod Pampling",46,2748.4,90698,33,4401,1990,"SpinRate",2013
55,55,"Kevin Stadler",83,2726.6,155419,57,3893,1735,"SpinRate",2013
56,56,"Stuart Appleby",88,2719.8,174065,64,4821,1652,"SpinRate",2013
57,57,"Henrik Stenson",65,2718.3,51647,19,3705,1835,"SpinRate",2013
58,58,"Alistair Presnell",59,2713.5,122108,45,3806,1958,"SpinRate",2013
59,59,"DH Lee",65,2712.6,138342,51,3917,1732,"SpinRate",2013
60,60,"Jason Dufner",78,2710.1,170739,63,3896,1885,"SpinRate",2013
61,61,"Brad Fritsch",81,2708.4,184171,68,4703,1850,"SpinRate",2013
62,62,"Greg Owen",73,2704,159537,59,3810,1954,"SpinRate",2013
63,63,"Robert Streb",75,2703.2,154083,57,4394,1981,"SpinRate",2013
64,64,"Eric Meierdierks",48,2697.4,99802,37,3454,1902,"SpinRate",2013
65,65,"Rory McIlroy",56,2697.3,80919,30,3763,1732,"SpinRate",2013
66,66,"Brendan Steele",86,2695.1,188660,70,3867,1723,"SpinRate",2013
67,67,"Jimmy Walker",84,2688.3,163984,61,3966,1749,"SpinRate",2013
68,68,"Camilo Villegas",79,2687.1,169288,63,3592,1681,"SpinRate",2013
69,69,"Will Claxton",67,2684,131515,49,3843,2013,"SpinRate",2013
69,69,"Martin Flores",83,2684,179827,67,3860,1760,"SpinRate",2013
71,71,"Scott Gardiner",61,2680.1,128644,48,3822,1700,"SpinRate",2013
72,72,"Gary Woodland",94,2677.6,123170,46,3899,1652,"SpinRate",2013
73,73,"Doug LaBelle II",72,2675.8,149847,56,3846,1778,"SpinRate",2013
74,74,"Ryan Moore",72,2672.2,146972,55,4000,1698,"SpinRate",2013
75,75,"Michael Thompson",66,2671.1,128211,48,3507,1980,"SpinRate",2013
76,76,"Cameron Percy",68,2658.1,119616,45,3867,1723,"SpinRate",2013
77,77,"Johnson Wagner",64,2656.5,135484,51,3894,1635,"SpinRate",2013
78,78,"KJ Choi",85,2654,140661,53,3824,1701,"SpinRate",2013
79,79,"Ryo Ishikawa",72,2648.4,97991,37,3821,2027,"SpinRate",2013
80,80,"David Lingmerth",68,2645.4,156081,59,3638,2028,"SpinRate",2013
81,81,"Charles Howell III",87,2643.5,195617,74,5620,1812,"SpinRate",2013
82,82,"Matt Every",89,2634.7,221315,84,3431,2019,"SpinRate",2013
83,83,"Robert Allenby",58,2633.4,100069,38,3818,1789,"SpinRate",2013
84,84,"Tag Ridings",69,2630.5,92067,35,3863,2002,"SpinRate",2013
85,85,"Vijay Singh",61,2628.4,107766,41,4175,1733,"SpinRate",2013
86,86,"Daniel Summerhays",83,2627.2,202294,77,3490,1856,"SpinRate",2013
87,87,"Jason Day",86,2621,123189,47,3540,1854,"SpinRate",2013
88,88,"Bud Cauley",67,2620.8,117934,45,3965,1720,"SpinRate",2013
89,89,"Kyle Stanley",71,2619.3,130966,50,3526,1785,"SpinRate",2013
90,90,"Scott Stallings",79,2618.6,146639,56,3757,1613,"SpinRate",2013
91,91,"Phil Mickelson",78,2618.1,54980,21,3837,2027,"SpinRate",2013
92,92,"Martin Kaymer",61,2617.3,115159,44,3513,2005,"SpinRate",2013
93,93,"Jerry Kelly",75,2615.5,156927,60,3757,1748,"SpinRate",2013
94,94,"Colt Knost",69,2613.3,154186,59,3518,1862,"SpinRate",2013
95,95,"Stewart Cink",71,2611.2,104447,40,4639,1972,"SpinRate",2013
96,96,"Morgan Hoffmann",64,2609.8,107000,41,4338,1577,"SpinRate",2013
97,97,"Shawn Stefani",63,2608.1,91285,35,3675,1781,"SpinRate",2013
98,98,"John Rollins",77,2607.5,140805,54,3709,1603,"SpinRate",2013
99,99,"Lucas Glover",65,2601,106639,41,3614,2065,"SpinRate",2013
100,100,"Padraig Harrington",52,2599.8,80595,31,3783,1741,"SpinRate",2013
101,101,"Troy Matteson",68,2599.3,137761,53,3828,1732,"SpinRate",2013
102,102,"Charlie Wi",75,2598.7,158519,61,3338,1986,"SpinRate",2013
103,103,"Chris Stroud",88,2589.8,189056,73,3605,1746,"SpinRate",2013
104,104,"Bo Van Pelt",72,2587.1,126768,49,3394,1725,"SpinRate",2013
105,105,"Brian Stuard",78,2584.7,162839,63,3884,1880,"SpinRate",2013
106,106,"Jonas Blixt",76,2572.5,159493,62,3588,1634,"SpinRate",2013
107,107,"Jason Kokrak",78,2566.8,128340,50,3834,1682,"SpinRate",2013
108,108,"Webb Simpson",92,2562.7,148638,58,3657,1589,"SpinRate",2013
109,109,"Luke List",65,2562,97357,38,3903,1602,"SpinRate",2013
110,110,"Ted Potter Jr",65,2556,132911,52,3955,1546,"SpinRate",2013
111,111,"Chad Campbell",78,2553.6,160875,63,3479,1757,"SpinRate",2013
112,112,"Jim Herman",59,2552.9,84245,33,3988,1832,"SpinRate",2013
113,113,"Brandt Snedeker",79,2550.6,130082,51,3502,1927,"SpinRate",2013
114,114,"Boo Weekley",100,2547.8,216562,85,3746,1829,"SpinRate",2013
115,115,"Bob Estes",66,2541.3,104195,41,3684,1806,"SpinRate",2013
116,116,"Justin Bolli",59,2539.1,109183,43,3994,1628,"SpinRate",2013
117,117,"Martin Laird",68,2538.9,111710,44,3829,1582,"SpinRate",2013
118,118,"Freddie Jacobson",63,2538.4,106613,42,3928,1748,"SpinRate",2013
119,119,"Erik Compton",74,2537.5,129410,51,3473,1719,"SpinRate",2013
120,120,"David Hearn",88,2537.4,177617,70,4181,1678,"SpinRate",2013
121,121,"James Hahn",78,2537.1,144617,57,3536,1596,"SpinRate",2013
122,122,"Graeme McDowell",53,2537,88794,35,3928,1778,"SpinRate",2013
123,123,"Steven Bowditch",67,2536.6,131903,52,3836,1697,"SpinRate",2013
124,124,"Ryan Palmer",79,2530.3,131576,52,3995,1733,"SpinRate",2013
125,125,"Fabian Gomez",65,2528.9,123914,49,3560,1624,"SpinRate",2013
126,126,"Ben Curtis",59,2526.4,113686,45,4176,1610,"SpinRate",2013
127,127,"Charl Schwartzel",69,2524.9,118671,47,3700,1817,"SpinRate",2013
128,128,"Peter Hanson",45,2521.2,83199,33,3926,1555,"SpinRate",2013
129,129,"Nicholas Thompson",99,2517.4,158594,63,4467,1587,"SpinRate",2013
130,130,"Dustin Johnson",71,2516.1,95610,38,3740,1551,"SpinRate",2013
131,131,"Jeff Overton",78,2515.3,128280,51,4555,1778,"SpinRate",2013
132,132,"Tiger Woods",61,2512.9,72873,29,3745,1728,"SpinRate",2013
133,133,"Henrik Norlander",70,2509.7,133012,53,3462,1761,"SpinRate",2013
134,134,"Jin Park",52,2499.2,109964,44,3783,1738,"SpinRate",2013
135,135,"Kevin Chappell",80,2498.4,137411,55,3116,1756,"SpinRate",2013
136,136,"JJ Henry",83,2494,127194,51,3928,1663,"SpinRate",2013
137,137,"Mark Wilson",56,2493.6,122186,49,3230,1692,"SpinRate",2013
138,138,"Brandt Jobe",62,2477.5,104053,42,3630,1628,"SpinRate",2013
139,139,"Keegan Bradley",88,2476.6,131261,53,4154,1830,"SpinRate",2013
140,140,"Ian Poulter",59,2473.8,81637,33,2883,1934,"SpinRate",2013
141,141,"Lee Williams",62,2473.4,121199,49,3906,1715,"SpinRate",2013
142,142,"Stephen Ames",49,2470,88920,36,3339,1766,"SpinRate",2013
143,143,"Brian Gay",79,2468.1,170298,69,4663,1804,"SpinRate",2013
144,144,"John Merrick",79,2467.1,143090,58,3562,1884,"SpinRate",2013
145,145,"David Toms",49,2460.2,68885,28,3991,1847,"SpinRate",2013
146,146,"Billy Horschel",96,2445.6,178526,73,3907,1593,"SpinRate",2013
147,147,"John Huh",88,2436.2,172969,71,4565,1617,"SpinRate",2013
148,148,"Sean OHair",56,2434,97358,40,3245,1822,"SpinRate",2013
149,149,"DA Points",87,2431.1,136144,56,3796,1580,"SpinRate",2013
150,150,"Steve Stricker",51,2429.8,80182,33,3940,1616,"SpinRate",2013
151,151,"Tim Herron",45,2429.4,92319,38,3660,1726,"SpinRate",2013
152,152,"Justin Leonard",86,2427.2,184469,76,3176,1804,"SpinRate",2013
153,153,"Chris Kirk",89,2426.6,167432,69,4642,1571,"SpinRate",2013
154,154,"Andres Romero",63,2424.9,104270,43,3737,1705,"SpinRate",2013
155,155,"Hunter Mahan",91,2423.8,147852,61,3772,1753,"SpinRate",2013
156,156,"Scott Langley",79,2419.3,113708,47,3902,1690,"SpinRate",2013
157,157,"Nicolas Colsaerts",50,2418.8,67725,28,3100,1595,"SpinRate",2013
158,158,"Matt Kuchar",93,2416.8,169179,70,4666,1623,"SpinRate",2013
159,159,"Russell Henley",80,2407.9,144472,60,3848,1626,"SpinRate",2013
160,160,"Brian Davis",91,2401.2,199302,83,3757,1518,"SpinRate",2013
161,161,"DJ Trahan",48,2399.3,79176,33,3953,1697,"SpinRate",2013
162,162,"Casey Wittenberg",72,2397.1,139030,58,3712,1598,"SpinRate",2013
163,163,"Tommy Gainey",84,2395.6,146132,61,4059,1702,"SpinRate",2013
164,164,"Ernie Els",63,2390.5,100401,42,3351,1605,"SpinRate",2013
165,165,"Scott Brown",65,2372.2,116239,49,3821,1546,"SpinRate",2013
166,166,"Scott Piercy",78,2366.9,106509,45,3838,1576,"SpinRate",2013
167,167,"Jordan Spieth",82,2356,148426,63,3791,1587,"SpinRate",2013
168,168,"Zach Johnson",84,2353.7,157695,67,4774,1813,"SpinRate",2013
169,169,"Brian Harman",89,2344.2,173470,74,3888,1740,"SpinRate",2013
170,170,"Chez Reavie",72,2341.1,156855,67,3960,1822,"SpinRate",2013
171,171,"Robert Garrigus",69,2324.8,81369,35,3525,1622,"SpinRate",2013
172,172,"Tim Clark",64,2312.1,94795,41,4717,1730,"SpinRate",2013
173,173,"Carl Pettersson",82,2302.9,122056,53,4183,1626,"SpinRate",2013
174,174,"Vaughn Taylor",50,2300.2,78206,34,3863,1782,"SpinRate",2013
175,175,"Justin Rose",62,2292.7,89416,39,2973,1771,"SpinRate",2013
176,176,"Ben Crane",62,2280.4,114022,50,3498,1530,"SpinRate",2013
177,177,"Rory Sabbatini",86,2266.7,154135,68,3470,1551,"SpinRate",2013
178,178,"Jeff Maggert",63,2251.3,119317,53,4393,1653,"SpinRate",2013
179,179,"David Lynn",70,2239.2,118679,53,3227,1532,"SpinRate",2013
180,180,"Darron Stiles",51,2218.9,82098,37,3855,1566,"SpinRate",2013
