"SpinRate_RANKTHISWEEK_2013","SpinRate_RANKLASTWEEK_2013","SpinRate_PLAYERNAME_2013","SpinRate_ROUNDS_2013","SpinRate_AVG_2013","SpinRate_TOTALSPINSPEED_2013","SpinRate_TOTALATTEMPTS_2013","SpinRate_HIGHESTSPINRATE_2013","SpinRate_LOWESTSPINRATE_2013","stat_name","year"
1,1,"Nick Watney",88,3240.7,213885,66,4082,2273,"SpinRate",2013
2,2,"Derek Ernst",58,3207.1,144321,45,4364,2110,"SpinRate",2013
3,3,"Trevor Immelman",73,3185.5,152902,48,6101,1966,"SpinRate",2013
4,4,"Brendon de Jonge",110,3163.9,221475,70,3985,2007,"SpinRate",2013
5,5,"Cameron Tringale",80,3116.4,193217,62,3969,2052,"SpinRate",2013
6,6,"Charlie Beljan",62,3078.3,113896,37,5498,2244,"SpinRate",2013
7,7,"Sergio Garcia",65,3077.8,110802,36,3901,2106,"SpinRate",2013
8,8,"Tom Gillis",69,3076.8,159995,52,5238,1788,"SpinRate",2013
9,9,"Rickie Fowler",75,3076,178408,58,3845,2445,"SpinRate",2013
10,10,"Steve LeBrun",66,3015.7,129676,43,3976,2184,"SpinRate",2013
11,11,"Patrick Reed",83,2984.5,199961,67,3986,1571,"SpinRate",2013
12,12,"John Senden",79,2968.6,172178,58,4017,2100,"SpinRate",2013
13,13,"Aaron Baddeley",68,2959.4,124295,42,3880,2137,"SpinRate",2013
14,14,"Matt Jones",83,2946.6,167959,57,3919,2050,"SpinRate",2013
15,15,"George McNeill",68,2942.5,161836,55,3741,2100,"SpinRate",2013
16,16,"Pat Perez",69,2940.1,185228,63,3849,2018,"SpinRate",2013
17,17,"Mike Weir",60,2924.9,119920,41,3890,2347,"SpinRate",2013
18,18,"Bill Haas",85,2922.4,175341,60,5044,2030,"SpinRate",2013
19,19,"Luke Donald",60,2922.2,108121,37,3603,2346,"SpinRate",2013
20,20,"Roberto Castro",97,2915.8,212854,73,4656,2191,"SpinRate",2013
21,21,"Ben Kohles",75,2915.1,166162,57,4733,2017,"SpinRate",2013
22,22,"James Driscoll",76,2900.5,168231,58,3880,1947,"SpinRate",2013
23,23,"Geoff Ogilvy",57,2896.5,118757,41,3699,2145,"SpinRate",2013
24,24,"Graham DeLaet",94,2889.3,182028,63,3754,1697,"SpinRate",2013
25,25,"Greg Chalmers",77,2878.2,204351,71,3877,1851,"SpinRate",2013
26,26,"Ricky Barnes",74,2873.7,166674,58,3669,2026,"SpinRate",2013
27,27,"Ken Duke",87,2873.2,189632,66,3703,1896,"SpinRate",2013
28,28,"Angel Cabrera",73,2870.5,137786,48,3860,1727,"SpinRate",2013
29,29,"Robert Karlsson",56,2858.9,100062,35,3868,1764,"SpinRate",2013
30,30,"Luke Guthrie",82,2857.1,188570,66,3795,1731,"SpinRate",2013
31,31,"Marc Leishman",77,2841.8,159143,56,3906,1697,"SpinRate",2013
32,32,"Bubba Watson",76,2833.8,119018,42,4372,1558,"SpinRate",2013
33,33,"Michael Bradley",56,2832,87792,31,3936,2032,"SpinRate",2013
34,34,"YE Yang",56,2831.1,101921,36,3696,2193,"SpinRate",2013
35,35,"Josh Teater",86,2829.3,149952,53,3765,1683,"SpinRate",2013
36,36,"Bryce Molder",82,2829.2,181071,64,3593,1616,"SpinRate",2013
37,37,"Adam Scott",61,2828.1,84844,30,3950,2191,"SpinRate",2013
38,38,"Bobby Gates",49,2827.6,87656,31,3706,2088,"SpinRate",2013
39,39,"Aaron Watkins",46,2826.8,96111,34,3654,1895,"SpinRate",2013
40,40,"William McGirt",75,2809,199438,71,3841,1646,"SpinRate",2013
41,41,"Dicky Pride",71,2803,168178,60,3803,1653,"SpinRate",2013
42,42,"Andrew Svoboda",46,2799.9,95197,34,3820,1841,"SpinRate",2013
43,43,"Charley Hoffman",84,2797.3,195812,70,3628,1983,"SpinRate",2013
44,44,"Seung Yul Noh",71,2789.5,150634,54,3779,1615,"SpinRate",2013
45,45,"Kevin Streelman",86,2786.3,167179,60,3717,2049,"SpinRate",2013
46,46,"Lee Westwood",70,2784.2,139209,50,3773,1930,"SpinRate",2013
