"1125FinalRoundPerformance_RANKTHISWEEK_2008","1125FinalRoundPerformance_RANKLASTWEEK_2008","1125FinalRoundPerformance_PLAYERNAME_2008","1125FinalRoundPerformance_EVENTS_2008","1125FinalRoundPerformance_PctTIMESIMPROVED_2008","1125FinalRoundPerformance_OFTIMESIMPROVED_2008","stat_name","year"
1,1,"Cameron Beckman",29,100,1,"1125FinalRoundPerformance",2008
1,1,"Justin Bolli",28,100,1,"1125FinalRoundPerformance",2008
1,1,"Chris DiMarco",29,100,1,"1125FinalRoundPerformance",2008
1,1,"Mathew Goggin",27,100,4,"1125FinalRoundPerformance",2008
1,1,"Padraig Harrington",15,100,2,"1125FinalRoundPerformance",2008
1,1,"Charley Hoffman",29,100,3,"1125FinalRoundPerformance",2008
1,1,"Peter Lonard",30,100,2,"1125FinalRoundPerformance",2008
1,1,"Steve Lowery",25,100,1,"1125FinalRoundPerformance",2008
1,1,"Scott McCarron",22,100,1,"1125FinalRoundPerformance",2008
1,1,"Ryan Moore",24,100,1,"1125FinalRoundPerformance",2008
1,1,"Joe Ogilvie",29,100,2,"1125FinalRoundPerformance",2008
1,1,"Brett Quigley",25,100,1,"1125FinalRoundPerformance",2008
1,1,"Brett Rumford",26,100,1,"1125FinalRoundPerformance",2008
1,1,"Tom Scherrer",20,100,2,"1125FinalRoundPerformance",2008
1,1,"Vijay Singh",23,100,2,"1125FinalRoundPerformance",2008
1,1,"Heath Slocum",29,100,1,"1125FinalRoundPerformance",2008
17,17,"Lucas Glover",26,80,4,"1125FinalRoundPerformance",2008
18,18,"Steve Allan",21,75,3,"1125FinalRoundPerformance",2008
18,18,"Brian Gay",31,75,6,"1125FinalRoundPerformance",2008
18,18,"Ryuji Imada",25,75,6,"1125FinalRoundPerformance",2008
18,18,"Hunter Mahan",27,75,6,"1125FinalRoundPerformance",2008
18,18,"Kevin Na",29,75,3,"1125FinalRoundPerformance",2008
18,18,"Tag Ridings",29,75,3,"1125FinalRoundPerformance",2008
24,24,"Ken Duke",33,71.4,5,"1125FinalRoundPerformance",2008
24,24,"Rod Pampling",28,71.4,5,"1125FinalRoundPerformance",2008
26,26,"Carl Pettersson",29,70,7,"1125FinalRoundPerformance",2008
27,27,"Shane Bertsch",29,66.7,2,"1125FinalRoundPerformance",2008
27,27,"Chad Collins",24,66.7,2,"1125FinalRoundPerformance",2008
27,27,"Jeff Gove",18,66.7,2,"1125FinalRoundPerformance",2008
27,27,"Trevor Immelman",22,66.7,2,"1125FinalRoundPerformance",2008
27,27,"Freddie Jacobson",24,66.7,4,"1125FinalRoundPerformance",2008
27,27,"Lee Janzen",28,66.7,2,"1125FinalRoundPerformance",2008
27,27,"Frank Lickliter II",32,66.7,2,"1125FinalRoundPerformance",2008
27,27,"George McNeill",29,66.7,2,"1125FinalRoundPerformance",2008
27,27,"Brenden Pappas",24,66.7,2,"1125FinalRoundPerformance",2008
27,27,"Rory Sabbatini",23,66.7,2,"1125FinalRoundPerformance",2008
27,27,"Nicholas Thompson",36,66.7,2,"1125FinalRoundPerformance",2008
27,27,"David Toms",20,66.7,2,"1125FinalRoundPerformance",2008
27,27,"Bo Van Pelt",32,66.7,2,"1125FinalRoundPerformance",2008
27,27,"Boo Weekley",24,66.7,2,"1125FinalRoundPerformance",2008
41,41,"Robert Allenby",28,62.5,5,"1125FinalRoundPerformance",2008
41,41,"Justin Leonard",25,62.5,5,"1125FinalRoundPerformance",2008
43,43,"Chad Campbell",28,60,3,"1125FinalRoundPerformance",2008
43,43,"Alex Cejka",25,60,3,"1125FinalRoundPerformance",2008
43,43,"Ben Curtis",22,60,3,"1125FinalRoundPerformance",2008
43,43,"Tim Herron",28,60,3,"1125FinalRoundPerformance",2008
43,43,"John Mallinger",29,60,3,"1125FinalRoundPerformance",2008
43,43,"Parker McLachlin",27,60,3,"1125FinalRoundPerformance",2008
43,43,"John Senden",28,60,3,"1125FinalRoundPerformance",2008
43,43,"Steve Stricker",22,60,3,"1125FinalRoundPerformance",2008
43,43,"Mike Weir",26,60,3,"1125FinalRoundPerformance",2008
52,52,"Billy Andrade",24,50,1,"1125FinalRoundPerformance",2008
52,52,"Stuart Appleby",23,50,3,"1125FinalRoundPerformance",2008
52,52,"Woody Austin",30,50,3,"1125FinalRoundPerformance",2008
52,52,"Eric Axley",35,50,2,"1125FinalRoundPerformance",2008
52,52,"Aaron Baddeley",22,50,2,"1125FinalRoundPerformance",2008
52,52,"Paul Casey",16,50,1,"1125FinalRoundPerformance",2008
52,52,"Stewart Cink",23,50,2,"1125FinalRoundPerformance",2008
52,52,"Ben Crane",25,50,1,"1125FinalRoundPerformance",2008
52,52,"Glen Day",19,50,2,"1125FinalRoundPerformance",2008
52,52,"James Driscoll",28,50,2,"1125FinalRoundPerformance",2008
52,52,"Joe Durant",28,50,2,"1125FinalRoundPerformance",2008
52,52,"Steve Elkington",25,50,4,"1125FinalRoundPerformance",2008
52,52,"Ernie Els",16,50,2,"1125FinalRoundPerformance",2008
